stratum,context,combination,architecture_label_corrected,trait_name_corrected,support_tier,threshold_corrected,model,status_corrected,n_unique_islands_corrected,n_clusters_corrected,median_trials_corrected,distance_estimate_corrected,distance_se_corrected,distance_p_corrected,selfing_core_estimate_corrected,selfing_core_se_corrected,selfing_core_p_corrected,distance_q_corrected,architecture_label_original,trait_name_original,threshold_original,status_original,n_unique_islands_original,n_clusters_original,median_trials_original,distance_estimate_original,distance_se_original,distance_p_original,selfing_core_estimate_original,selfing_core_se_original,selfing_core_p_original,distance_q_original
all_observed,northern_high_latitude,blue_purple__butterfly_deep_tube_given_colour,butterfly_associated_deep_tube,tube_depth_class,confirmatory,50,conditional_selfing,fit,199,43,7.0,-0.35178856675832826,0.2295455326737587,0.12538831511960383,-0.08128647209783191,0.31798828279767716,0.7982386704200233,0.19504849018605042,butterfly_associated_deep_tube,tube_depth_class,50,fit,199,43,7.0,-0.2476779749760398,0.2194534255596047,0.2590611511861735,-0.113476072652547,0.319731386834932,0.7226565335864894,0.362685611660643
all_observed,northern_high_latitude,blue_purple__butterfly_form_given_colour,butterfly_associated_form,floral_form,confirmatory,50,conditional_selfing,fit,289,56,6.0,-0.2633587932737633,0.06621466578070974,6.968803127882929e-05,0.0030093856125190666,0.1415407738106651,0.9830369627298045,0.000487816218951805,butterfly_associated_form,floral_form,50,fit,289,56,6.0,-0.2018606534196569,0.0543730139956835,0.0002052095461308,-0.0163073937514217,0.1457809382874733,0.9109325745002096,0.0014364668229156
all_observed,northern_high_latitude,blue_purple__large_bee_deep_tube_given_colour,large_bee_associated_intermediate_deep_tube,tube_depth_class,confirmatory,50,conditional_selfing,fit,199,43,7.0,-0.27050585591102183,0.06558615007231791,3.7164486585334984e-05,-0.16830466872001326,0.08918482862438161,0.059140877830549665,0.000487816218951805,large_bee_associated_intermediate_deep_tube,tube_depth_class,50,fit,199,43,7.0,-0.2550537143016771,0.0684125344632412,0.0001928735172654,-0.1807295488503489,0.0895941559936555,0.0436743929910719,0.0014364668229156
all_observed,northern_high_latitude,blue_purple__large_bee_form_given_colour,large_bee_associated_form,floral_form,confirmatory,50,conditional_selfing,fit,289,56,6.0,-0.03552316863644766,0.032849195251991495,0.27951855989190416,-0.1657543057105493,0.09738337669855508,0.08874035733753965,0.32610498654055486,large_bee_associated_form,floral_form,50,fit,289,56,6.0,-0.042751463062395,0.0323250198467604,0.1859849882480255,-0.1640950842015559,0.0978148945582756,0.0934235809852359,0.2893099817191508
all_observed,northern_high_latitude,red_pink__bird_deep_tube_given_colour,bird_associated_intermediate_deep_tube,tube_depth_class,confirmatory,50,conditional_selfing,fit,204,42,5.0,0.13493535334952667,0.1681219011850432,0.42220350787016325,0.15224587943929463,0.12393364442459666,0.21927931731371753,0.45468070078325273,bird_associated_intermediate_deep_tube,tube_depth_class,50,fit,204,42,5.0,0.0689478618047748,0.1449376018206197,0.6342829854945844,0.1585403838537539,0.1209128375389829,0.1897916793415865,0.6342829854945844
all_observed,northern_high_latitude,red_pink__bird_form_given_colour,bird_associated_form,floral_form,confirmatory,50,conditional_selfing,fit,299,56,6.0,0.1413979525130844,0.08305378242677296,0.08866418640053073,-0.1356860966201599,0.1086872602036014,0.21188150742455955,0.15516232620092876,bird_associated_form,floral_form,50,fit,299,56,6.0,0.1134552787985327,0.0704350141461689,0.1072277847980304,-0.1288465470682924,0.1115701836489951,0.2481528838017871,0.1876486233965533
all_observed,northern_high_latitude,red_pink__butterfly_deep_tube_given_colour,butterfly_associated_deep_tube,tube_depth_class,confirmatory,50,conditional_selfing,fit,204,42,5.0,0.09120059762524413,0.15633683046645824,0.5596512194468586,-0.6680291874438238,0.1465205299574235,5.132751951288975e-06,0.5596512194468586,butterfly_associated_deep_tube,tube_depth_class,50,fit,204,42,5.0,0.0973758453835729,0.1454846821940311,0.5032912052958508,-0.6664552868562836,0.1469436961722472,5.748172173954638e-06,0.5420059133955316
all_observed,northern_high_latitude,red_pink__butterfly_form_given_colour,butterfly_associated_form,floral_form,confirmatory,50,conditional_selfing,fit,299,56,6.0,-0.2207113957907998,0.08319286046664333,0.007977777708924702,-0.14524286396591757,0.09869648640953328,0.1411258742767408,0.022337777584989164,butterfly_associated_form,floral_form,50,fit,299,56,6.0,-0.1735744373146728,0.0785631126883895,0.027149399785958,-0.1557818163424329,0.1010214121359258,0.1230572399976066,0.0760183194006824
all_observed,northern_high_latitude,yellow_orange__bird_deep_tube_given_colour,bird_associated_intermediate_deep_tube,tube_depth_class,confirmatory,50,conditional_selfing,fit,192,44,7.0,0.15922207886786754,0.13489227749125324,0.2378552065172485,0.040607537715617203,0.18274207866666173,0.8241486189942221,0.3027248082946799,bird_associated_intermediate_deep_tube,tube_depth_class,50,fit,192,44,7.0,0.108626550283704,0.1455129169796747,0.4553606271002721,0.053971450895234,0.1811768221503934,0.7657842248824629,0.5312540649503176
all_observed,northern_high_latitude,yellow_orange__bird_form_given_colour,bird_associated_form,floral_form,confirmatory,50,conditional_selfing,fit,260,54,10.0,-0.18181220726927627,0.0673165859403417,0.006916188658143095,-0.11902547467376134,0.153438823811382,0.43791467370852166,0.022337777584989164,bird_associated_form,floral_form,50,fit,260,54,10.0,-0.1310471195943847,0.0747015188762981,0.0793831392868505,-0.1385491656950934,0.1532208007135599,0.3658654248461285,0.158766278573701
