stratum,context,colour,support_tier,threshold,model,status,n_unique_islands,n_clusters,median_trials,distance_estimate,distance_se,distance_p,selfing_core_estimate,selfing_core_se,selfing_core_p,distance_q
all_observed,northern_high_latitude,white,confirmatory,50,conditional_selfing,fit,347,61,34.0,0.02772789653159069,0.020631954737188186,0.17897112413182092,0.12915440498058092,0.04484899915623056,0.003979765583644266,0.4474278103295523
all_observed,northern_high_latitude,white,pilot,30,unconditional,fit,407,63,22.0,0.04159438786873707,0.023549177880635236,0.07734927004841556,,,,0.2854685647520132
all_observed,northern_high_latitude,white,pilot,30,conditional_selfing,fit,347,61,34.0,0.02772789653159069,0.020631954737188186,0.17897112413182092,0.12915440498058092,0.04484899915623056,0.003979765583644266,0.4474278103295523
all_observed,northern_high_latitude,red_pink,confirmatory,50,unconditional,fit,407,63,22.0,0.003120725459517304,0.017491605274812607,0.8583988341750184,,,,0.8583988341750184
all_observed,northern_high_latitude,red_pink,confirmatory,50,conditional_selfing,fit,347,61,34.0,0.007776105436990255,0.015797745603040092,0.6225576036127085,-0.054552341550962,0.03873610465751736,0.15904007521404875,0.7395202855932108
all_observed,northern_high_latitude,red_pink,pilot,30,unconditional,fit,407,63,22.0,0.003120725459517304,0.017491605274812607,0.8583988341750184,,,,0.8583988341750184
all_observed,northern_high_latitude,red_pink,pilot,30,conditional_selfing,fit,347,61,34.0,0.007776105436990255,0.015797745603040092,0.6225576036127085,-0.054552341550962,0.03873610465751736,0.15904007521404875,0.7395202855932108
all_observed,northern_high_latitude,yellow_orange,confirmatory,50,unconditional,fit,407,63,22.0,-0.01726185810806491,0.02224675934834813,0.43779217269968196,,,,0.5687207655406362
all_observed,northern_high_latitude,yellow_orange,confirmatory,50,conditional_selfing,fit,347,61,34.0,0.005436669561267982,0.01635144255581303,0.7395202855932108,-0.26201484175504663,0.047287235160506716,3.0088467311750137e-08,0.7395202855932108
all_observed,northern_high_latitude,yellow_orange,pilot,30,unconditional,fit,407,63,22.0,-0.01726185810806491,0.02224675934834813,0.43779217269968196,,,,0.5687207655406362
all_observed,northern_high_latitude,yellow_orange,pilot,30,conditional_selfing,fit,347,61,34.0,0.005436669561267982,0.01635144255581303,0.7395202855932108,-0.26201484175504663,0.047287235160506716,3.0088467311750137e-08,0.7395202855932108
all_observed,northern_high_latitude,blue_purple,confirmatory,50,unconditional,fit,407,63,22.0,0.013346163294226276,0.017862905130235623,0.454976612432509,,,,0.5687207655406362
all_observed,northern_high_latitude,blue_purple,confirmatory,50,conditional_selfing,fit,347,61,34.0,0.0074900377578854815,0.017187882430633076,0.6630004783149045,0.04565863683595961,0.025364469849446604,0.07184450940483263,0.7395202855932108
all_observed,northern_high_latitude,blue_purple,pilot,30,unconditional,fit,407,63,22.0,0.013346163294226276,0.017862905130235623,0.454976612432509,,,,0.5687207655406362
all_observed,northern_high_latitude,blue_purple,pilot,30,conditional_selfing,fit,347,61,34.0,0.0074900377578854815,0.017187882430633076,0.6630004783149045,0.04565863683595961,0.025364469849446604,0.07184450940483263,0.7395202855932108
all_observed,northern_high_latitude,green_brown_inconspicuous,confirmatory,50,unconditional,fit,407,63,22.0,0.0343847018265684,0.02176731446585545,0.11418742590080529,,,,0.2854685647520132
all_observed,northern_high_latitude,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,347,61,34.0,0.03420757488484555,0.020600567623229767,0.09681066514198947,0.004479698287283257,0.050437346887249046,0.9292272769390102,0.4474278103295523
all_observed,northern_high_latitude,green_brown_inconspicuous,pilot,30,unconditional,fit,407,63,22.0,0.0343847018265684,0.02176731446585545,0.11418742590080529,,,,0.2854685647520132
all_observed,northern_high_latitude,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,347,61,34.0,0.03420757488484555,0.020600567623229767,0.09681066514198947,0.004479698287283257,0.050437346887249046,0.9292272769390102,0.4474278103295523
all_observed,tropical,white,confirmatory,50,unconditional,fit,1494,111,26.0,0.048802220780154504,0.02095399775291357,0.01985815552802561,,,,0.04964538882006403
all_observed,tropical,white,confirmatory,50,conditional_selfing,fit,1103,104,56.0,0.06813723095950863,0.019807601356001795,0.0005818137758072307,-0.14806736463584547,0.024307822196179253,1.1196499871068387e-09,0.0029090688790361532
all_observed,tropical,white,pilot,30,unconditional,fit,1494,111,26.0,0.048802220780154504,0.02095399775291357,0.01985815552802561,,,,0.04964538882006403
all_observed,tropical,white,pilot,30,conditional_selfing,fit,1103,104,56.0,0.06813723095950863,0.019807601356001795,0.0005818137758072307,-0.14806736463584547,0.024307822196179253,1.1196499871068387e-09,0.0029090688790361532
all_observed,tropical,red_pink,confirmatory,50,unconditional,fit,1494,111,26.0,0.042792019874183906,0.021030760331793553,0.041877564823783214,,,,0.06979594137297203
all_observed,tropical,red_pink,confirmatory,50,conditional_selfing,fit,1103,104,56.0,0.03888364974930254,0.021485993418805735,0.07033909129222536,0.028035232930370246,0.023874041092709995,0.24027578100251326,0.0879238641152817
all_observed,tropical,red_pink,pilot,30,unconditional,fit,1494,111,26.0,0.042792019874183906,0.021030760331793553,0.041877564823783214,,,,0.06979594137297203
all_observed,tropical,red_pink,pilot,30,conditional_selfing,fit,1103,104,56.0,0.03888364974930254,0.021485993418805735,0.07033909129222536,0.028035232930370246,0.023874041092709995,0.24027578100251326,0.0879238641152817
all_observed,tropical,yellow_orange,confirmatory,50,unconditional,fit,1494,111,26.0,0.03246412876144558,0.018964724414684334,0.08693048461679019,,,,0.10866310577098774
all_observed,tropical,yellow_orange,confirmatory,50,conditional_selfing,fit,1103,104,56.0,0.026598240949298274,0.01922620809740229,0.16653101889467636,0.04102387380549816,0.02028075100791741,0.043093920871057796,0.16653101889467636
all_observed,tropical,yellow_orange,pilot,30,unconditional,fit,1494,111,26.0,0.03246412876144558,0.018964724414684334,0.08693048461679019,,,,0.10866310577098774
all_observed,tropical,yellow_orange,pilot,30,conditional_selfing,fit,1103,104,56.0,0.026598240949298274,0.01922620809740229,0.16653101889467636,0.04102387380549816,0.02028075100791741,0.043093920871057796,0.16653101889467636
all_observed,tropical,blue_purple,confirmatory,50,unconditional,fit,1494,111,26.0,-0.0042038397630598245,0.0310110028637123,0.8921694292938341,,,,0.892169429293834
all_observed,tropical,blue_purple,confirmatory,50,conditional_selfing,fit,1103,104,56.0,-0.06046216788553416,0.026601861652043285,0.023034933806320688,0.3705487366824385,0.03248413370889847,3.855035246843492e-30,0.03839155634386781
all_observed,tropical,blue_purple,pilot,30,unconditional,fit,1494,111,26.0,-0.0042038397630598245,0.0310110028637123,0.8921694292938341,,,,0.892169429293834
all_observed,tropical,blue_purple,pilot,30,conditional_selfing,fit,1103,104,56.0,-0.06046216788553416,0.026601861652043285,0.023034933806320688,0.3705487366824385,0.03248413370889847,3.855035246843492e-30,0.03839155634386781
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,1494,111,26.0,0.03474481977666932,0.014535283357081255,0.016831045615277065,,,,0.04964538882006403
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,1103,104,56.0,0.04121735754751531,0.01509743032977579,0.006331685940345157,-0.036787679905959325,0.02158395721048493,0.08830652893166789,0.01582921485086289
all_observed,tropical,green_brown_inconspicuous,pilot,30,unconditional,fit,1494,111,26.0,0.03474481977666932,0.014535283357081255,0.016831045615277065,,,,0.04964538882006403
all_observed,tropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,1103,104,56.0,0.04121735754751531,0.01509743032977579,0.006331685940345157,-0.036787679905959325,0.02158395721048493,0.08830652893166789,0.01582921485086289
all_observed,southern_extratropical,white,confirmatory,50,unconditional,fit,288,40,30.5,0.012273290561405602,0.02611615572243841,0.6383906535308526,,,,0.7979883169135658
all_observed,southern_extratropical,white,confirmatory,50,conditional_selfing,fit,245,39,55.0,0.03123615903588954,0.019236586485437072,0.10442083182614784,-0.16366116915499396,0.03863209884211273,2.2712819504812787e-05,0.2791076058239076
all_observed,southern_extratropical,white,pilot,30,unconditional,fit,288,40,30.5,0.012273290561405602,0.02611615572243841,0.6383906535308526,,,,0.7979883169135658
all_observed,southern_extratropical,white,pilot,30,conditional_selfing,fit,245,39,55.0,0.03123615903588954,0.019236586485437072,0.10442083182614784,-0.16366116915499396,0.03863209884211273,2.2712819504812787e-05,0.2791076058239076
all_observed,southern_extratropical,red_pink,confirmatory,50,unconditional,fit,288,40,30.5,0.025511373795781583,0.027162389473130807,0.34761942110364275,,,,0.5793657018394046
all_observed,southern_extratropical,red_pink,confirmatory,50,conditional_selfing,fit,245,39,55.0,0.030041045166107117,0.027642972624315795,0.2771465959904063,-0.03751883689895963,0.0458222552248558,0.412905832035207,0.4598938278294602
all_observed,southern_extratropical,red_pink,pilot,30,unconditional,fit,288,40,30.5,0.025511373795781583,0.027162389473130807,0.34761942110364275,,,,0.5793657018394046
all_observed,southern_extratropical,red_pink,pilot,30,conditional_selfing,fit,245,39,55.0,0.030041045166107117,0.027642972624315795,0.2771465959904063,-0.03751883689895963,0.0458222552248558,0.412905832035207,0.4598938278294602
all_observed,southern_extratropical,yellow_orange,confirmatory,50,unconditional,fit,288,40,30.5,-0.03447323610866958,0.031039274117144033,0.2667264358192744,,,,0.5793657018394046
all_observed,southern_extratropical,yellow_orange,confirmatory,50,conditional_selfing,fit,245,39,55.0,-0.021212412886031484,0.023559252880624493,0.3679150622635682,-0.1379968464919924,0.07210251760972948,0.055633221480878466,0.4598938278294602
all_observed,southern_extratropical,yellow_orange,pilot,30,unconditional,fit,288,40,30.5,-0.03447323610866958,0.031039274117144033,0.2667264358192744,,,,0.5793657018394046
all_observed,southern_extratropical,yellow_orange,pilot,30,conditional_selfing,fit,245,39,55.0,-0.021212412886031484,0.023559252880624493,0.3679150622635682,-0.1379968464919924,0.07210251760972948,0.055633221480878466,0.4598938278294602
all_observed,southern_extratropical,blue_purple,confirmatory,50,unconditional,fit,288,40,30.5,-0.04631883641088881,0.029478291683386653,0.11611615772464283,,,,0.5793657018394046
all_observed,southern_extratropical,blue_purple,confirmatory,50,conditional_selfing,fit,245,39,55.0,-0.047879787179211694,0.0300969593221441,0.11164304232956303,-0.003449855983115757,0.05222840536905028,0.9473354296058605,0.2791076058239076
all_observed,southern_extratropical,blue_purple,pilot,30,unconditional,fit,288,40,30.5,-0.04631883641088881,0.029478291683386653,0.11611615772464283,,,,0.5793657018394046
all_observed,southern_extratropical,blue_purple,pilot,30,conditional_selfing,fit,245,39,55.0,-0.047879787179211694,0.0300969593221441,0.11164304232956303,-0.003449855983115757,0.05222840536905028,0.9473354296058605,0.2791076058239076
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,288,40,30.5,-0.0007430602873164383,0.04086410774924618,0.9854923135930612,,,,0.9854923135930612
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,245,39,55.0,-0.0007614952100601646,0.03681853804454288,0.9834990200754976,-0.006006130832627132,0.07736485470693007,0.9381193223476949,0.9834990200754976
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,unconditional,fit,288,40,30.5,-0.0007430602873164383,0.04086410774924618,0.9854923135930612,,,,0.9854923135930612
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,245,39,55.0,-0.0007614952100601646,0.03681853804454288,0.9834990200754976,-0.006006130832627132,0.07736485470693007,0.9381193223476949,0.9834990200754976
