stratum,context,combination,architecture_label_corrected,support_tier,threshold_corrected,model,status_corrected,n_unique_islands_corrected,n_clusters_corrected,median_trials_corrected,distance_estimate_corrected,distance_se_corrected,distance_p_corrected,selfing_core_estimate_corrected,selfing_core_se_corrected,selfing_core_p_corrected,distance_q_corrected,architecture_label_original,threshold_original,status_original,n_unique_islands_original,n_clusters_original,median_trials_original,distance_estimate_original,distance_se_original,distance_p_original,selfing_core_estimate_original,selfing_core_se_original,selfing_core_p_original,distance_q_original
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.2646165718495599,0.06853273523165648,0.00011284514450769286,0.08489246710862819,0.1716716259108856,0.6209496182709453,0.00078991601155385,butterfly_associated_form,50,fit,322,59,14.0,-0.2052512601630827,0.0540586507016262,0.0001465609169934,0.0615248730163666,0.1786226491354899,0.7305150420367892,0.0010259264189543
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.047131199355209485,0.026794956708707417,0.07858466861926133,-0.052737396430769135,0.09352599664787364,0.5728361118107388,0.07858466861926135,large_bee_associated_form,50,fit,322,59,14.0,-0.050431434453642,0.0249687979729989,0.0434063967641191,-0.0522973004637292,0.094812054237059,0.5812298713657436,0.0759611943372084
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,0.12466633615758038,0.06501515212592808,0.05517486663714673,-0.15805853100713874,0.10564898403518619,0.13463478464168113,0.07325045784921226,bird_associated_form,50,fit,322,59,14.0,0.0977643105929821,0.0557730390674531,0.0796199419035112,-0.1487220364783581,0.1077854725549344,0.1676492571591024,0.1069925740298489
all_observed,northern_high_latitude,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.20585448479601087,0.07833168624353463,0.00858923407235467,-0.13702842253494563,0.11847666889393749,0.2474416622306996,0.020041546168827563,butterfly_associated_form,50,fit,322,59,14.0,-0.1658469701939191,0.0743873639087012,0.0257803494271167,-0.1503364343962712,0.1218703082118578,0.2173604907652154,0.0659158638570921
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.1698917435385976,0.06837943024803363,0.012971726140214117,-0.12172731502702305,0.16848662150985175,0.47000269770022773,0.022700520745374705,bird_associated_form,50,fit,322,59,14.0,-0.1157025033330514,0.0737029911202545,0.116450445565463,-0.1418935219376695,0.167096493660515,0.3957860632548705,0.116450445565463
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.2854228634539222,0.08841034038926028,0.0012449008780521318,-0.2221267735003778,0.21771330257506372,0.30759950748419873,0.004357153073182462,butterfly_associated_form,50,fit,322,59,14.0,-0.2037743955118625,0.0928864168553881,0.0282496559387537,-0.2492280660013066,0.2159210445879799,0.2483954105908754,0.0659158638570921
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.09993056493712693,0.05370580694561,0.06278610672789622,0.0604234457493793,0.08000705799889896,0.45011312566177486,0.07325045784921226,large_bee_associated_form,50,fit,322,59,14.0,-0.0701233712148194,0.0415803041367233,0.0917079205970134,0.0484434955531356,0.0826414843680864,0.5577487855106774,0.1069925740298489
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.2637366789405323,0.07338107508277568,0.0003255530194940652,,,,0.002278871136458456,butterfly_associated_form,50,fit,345,61,10.0,-0.2049655471506495,0.0594173606174965,0.0005614380518914,,,,0.0039300663632403
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.050685855566442894,0.028935017362646188,0.0798231139154262,,,,0.08397396819900241,large_bee_associated_form,50,fit,345,61,10.0,-0.053533365917155,0.0264929932601366,0.0433148396821483,,,,0.0758009694437595
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,0.11389640766045495,0.06590923980325866,0.08397396819900241,,,,0.08397396819900241,bird_associated_form,50,fit,345,61,10.0,0.0882080169643509,0.0564660642669641,0.1182545138098721,,,,0.1182545138098721
all_observed,northern_high_latitude,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.21780073123443877,0.08112397661766016,0.007257568512106524,,,,0.016934326528248556,butterfly_associated_form,50,fit,345,61,10.0,-0.1764975160870193,0.0764079751301711,0.0208917094773104,,,,0.059735996835876
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.18032608141419015,0.07457050468387232,0.01559768114418086,,,,0.027295942002316505,bird_associated_form,50,fit,345,61,10.0,-0.1251460562746319,0.0784946578580502,0.1108630874072388,,,,0.1182545138098721
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.30368266215606643,0.09582432011939127,0.0015287988167795162,,,,0.0053507958587283065,butterfly_associated_form,50,fit,345,61,10.0,-0.2202171316708544,0.098654344058076,0.0256011415010897,,,,0.059735996835876
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.09859003356754442,0.05668378093334368,0.08198221392391168,,,,0.08397396819900241,large_bee_associated_form,50,fit,345,61,10.0,-0.0693169361189814,0.0441991039881552,0.1168138732912187,,,,0.1182545138098721
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.2646165718495599,0.06853273523165648,0.00011284514450769286,0.08489246710862819,0.1716716259108856,0.6209496182709453,0.00078991601155385,butterfly_associated_form,30,fit,322,59,14.0,-0.2052512601630827,0.0540586507016262,0.0001465609169934,0.0615248730163666,0.1786226491354899,0.7305150420367892,0.0010259264189543
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.047131199355209485,0.026794956708707417,0.07858466861926133,-0.052737396430769135,0.09352599664787364,0.5728361118107388,0.07858466861926135,large_bee_associated_form,30,fit,322,59,14.0,-0.050431434453642,0.0249687979729989,0.0434063967641191,-0.0522973004637292,0.094812054237059,0.5812298713657436,0.0759611943372084
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,0.12466633615758038,0.06501515212592808,0.05517486663714673,-0.15805853100713874,0.10564898403518619,0.13463478464168113,0.07325045784921226,bird_associated_form,30,fit,322,59,14.0,0.0977643105929821,0.0557730390674531,0.0796199419035112,-0.1487220364783581,0.1077854725549344,0.1676492571591024,0.1069925740298489
all_observed,northern_high_latitude,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.20585448479601087,0.07833168624353463,0.00858923407235467,-0.13702842253494563,0.11847666889393749,0.2474416622306996,0.020041546168827563,butterfly_associated_form,30,fit,322,59,14.0,-0.1658469701939191,0.0743873639087012,0.0257803494271167,-0.1503364343962712,0.1218703082118578,0.2173604907652154,0.0659158638570921
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.1698917435385976,0.06837943024803363,0.012971726140214117,-0.12172731502702305,0.16848662150985175,0.47000269770022773,0.022700520745374705,bird_associated_form,30,fit,322,59,14.0,-0.1157025033330514,0.0737029911202545,0.116450445565463,-0.1418935219376695,0.167096493660515,0.3957860632548705,0.116450445565463
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.2854228634539222,0.08841034038926028,0.0012449008780521318,-0.2221267735003778,0.21771330257506372,0.30759950748419873,0.004357153073182462,butterfly_associated_form,30,fit,322,59,14.0,-0.2037743955118625,0.0928864168553881,0.0282496559387537,-0.2492280660013066,0.2159210445879799,0.2483954105908754,0.0659158638570921
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.09993056493712693,0.05370580694561,0.06278610672789622,0.0604234457493793,0.08000705799889896,0.45011312566177486,0.07325045784921226,large_bee_associated_form,30,fit,322,59,14.0,-0.0701233712148194,0.0415803041367233,0.0917079205970134,0.0484434955531356,0.0826414843680864,0.5577487855106774,0.1069925740298489
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.2637366789405323,0.07338107508277568,0.0003255530194940652,,,,0.002278871136458456,butterfly_associated_form,30,fit,345,61,10.0,-0.2049655471506495,0.0594173606174965,0.0005614380518914,,,,0.0039300663632403
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.050685855566442894,0.028935017362646188,0.0798231139154262,,,,0.08397396819900241,large_bee_associated_form,30,fit,345,61,10.0,-0.053533365917155,0.0264929932601366,0.0433148396821483,,,,0.0758009694437595
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,345,61,10.0,0.11389640766045495,0.06590923980325866,0.08397396819900241,,,,0.08397396819900241,bird_associated_form,30,fit,345,61,10.0,0.0882080169643509,0.0564660642669641,0.1182545138098721,,,,0.1182545138098721
all_observed,northern_high_latitude,red_pink__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.21780073123443877,0.08112397661766016,0.007257568512106524,,,,0.016934326528248556,butterfly_associated_form,30,fit,345,61,10.0,-0.1764975160870193,0.0764079751301711,0.0208917094773104,,,,0.059735996835876
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.18032608141419015,0.07457050468387232,0.01559768114418086,,,,0.027295942002316505,bird_associated_form,30,fit,345,61,10.0,-0.1251460562746319,0.0784946578580502,0.1108630874072388,,,,0.1182545138098721
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.30368266215606643,0.09582432011939127,0.0015287988167795162,,,,0.0053507958587283065,butterfly_associated_form,30,fit,345,61,10.0,-0.2202171316708544,0.098654344058076,0.0256011415010897,,,,0.059735996835876
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.09859003356754442,0.05668378093334368,0.08198221392391168,,,,0.08397396819900241,large_bee_associated_form,30,fit,345,61,10.0,-0.0693169361189814,0.0441991039881552,0.1168138732912187,,,,0.1182545138098721
all_observed,northern_midlatitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.02776765180251528,0.01979757518146831,0.16074258938140187,-0.009150107157347653,0.048212301465727234,0.8494754077333427,0.24525006051199688,butterfly_associated_form,50,fit,1921,84,62.0,-0.0252972756354613,0.0208075003200317,0.2240699683663399,-0.0113194338907283,0.0478307459844272,0.8129236581440925,0.3136979557128759
all_observed,northern_midlatitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.028126525481448228,0.020746095002281136,0.17517861465142637,0.025351688314135146,0.03736348835445111,0.4974451992152604,0.24525006051199688,large_bee_associated_form,50,fit,1921,84,62.0,-0.0213182952446802,0.0196549780840026,0.2780874477512354,0.022017668748663,0.0388946516942564,0.5713361771313552,0.3244353557097746
all_observed,northern_midlatitude,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.007610691269665959,0.024664886912041092,0.75765336016797,-0.05023298221305028,0.054312049069264755,0.3550201485190838,0.7576533601679701,bird_associated_form,50,fit,1921,84,62.0,-0.0140194551013088,0.0217070535487469,0.518377858906322,-0.0495108327261076,0.0543845018747595,0.3626195250745082,0.518377858906322
all_observed,northern_midlatitude,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.02998859082568872,0.01950450136949265,0.12416564638438318,-0.06122686697540375,0.05041936548369213,0.2246132634147655,0.24525006051199688,butterfly_associated_form,50,fit,1921,84,62.0,-0.0260363397834995,0.0200227265551,0.1934846775573548,-0.0638349812399024,0.0503465828619607,0.2048297707541738,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.09857140973504785,0.06150357444622027,0.10900222888104318,-0.17293087185264389,0.07922446486285648,0.02905081141908123,0.24525006051199688,bird_associated_form,50,fit,1921,84,62.0,-0.0960553787983695,0.0622074094418875,0.122560534937005,-0.1795803966878504,0.0782836747208726,0.0217922253926231,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.0483322449774225,0.03951451108506451,0.2212723704580174,-0.13960762450798858,0.07377920231531943,0.05845961270604357,0.25815109886768695,butterfly_associated_form,50,fit,1921,84,62.0,-0.0568868220084604,0.0397912720163094,0.1528230543769676,-0.1406824094453149,0.0729085830473545,0.0536598075312143,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,1920,84,62.0,-0.08199943255040965,0.01594876195214407,2.726562027514756e-07,-0.07658857456727342,0.03535312412891433,0.030281570272138247,1.9085934192603294e-06,large_bee_associated_form,50,fit,1921,84,62.0,-0.0659400046364386,0.0215224432845668,0.0021856047547977,-0.0839833527233264,0.0366359290619722,0.0218839113180492,0.0152992332835845
all_observed,northern_midlatitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.02818215820910963,0.019812202376062234,0.15489139654224382,,,,0.22008396942568909,butterfly_associated_form,50,fit,1982,84,59.0,-0.0256831702486185,0.0208581718342997,0.2182016611899466,,,,0.3054823256659252
all_observed,northern_midlatitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.02779799136149369,0.02114554275330426,0.18864340236487637,,,,0.22008396942568909,large_bee_associated_form,50,fit,1982,84,59.0,-0.0211435402740397,0.0198571858117903,0.2869753617770292,,,,0.3348045887398674
all_observed,northern_midlatitude,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.008946437469266766,0.024999214808403055,0.7204415464256502,,,,0.7204415464256501,bird_associated_form,50,fit,1982,84,59.0,-0.0150040912377385,0.0220722814716992,0.4966496327226251,,,,0.4966496327226251
all_observed,northern_midlatitude,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.0317313813029837,0.019827216592305387,0.10951095002840697,,,,0.22008396942568909,butterfly_associated_form,50,fit,1982,84,59.0,-0.0274154530355619,0.0203756594878032,0.1784637706989738,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.10394820414658101,0.06268245702631606,0.09725086025963707,,,,0.22008396942568909,bird_associated_form,50,fit,1982,84,59.0,-0.099945905651365,0.0639134971998546,0.1178719737329064,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.052846234731272757,0.04018123186722429,0.18844371047780017,,,,0.22008396942568909,butterfly_associated_form,50,fit,1982,84,59.0,-0.0601762230138379,0.0407461133802426,0.1397137086491466,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1981,84,59.0,-0.08419249733905348,0.01627129310379563,2.2877111384682984e-07,,,,1.6013977969278088e-06,large_bee_associated_form,50,fit,1982,84,59.0,-0.0676777117761548,0.0222425644241426,0.0023445681060263,,,,0.0164119767421844
all_observed,northern_midlatitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.02776765180251528,0.01979757518146831,0.16074258938140187,-0.009150107157347653,0.048212301465727234,0.8494754077333427,0.24525006051199688,butterfly_associated_form,30,fit,1921,84,62.0,-0.0252972756354613,0.0208075003200317,0.2240699683663399,-0.0113194338907283,0.0478307459844272,0.8129236581440925,0.3136979557128759
all_observed,northern_midlatitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.028126525481448228,0.020746095002281136,0.17517861465142637,0.025351688314135146,0.03736348835445111,0.4974451992152604,0.24525006051199688,large_bee_associated_form,30,fit,1921,84,62.0,-0.0213182952446802,0.0196549780840026,0.2780874477512354,0.022017668748663,0.0388946516942564,0.5713361771313552,0.3244353557097746
all_observed,northern_midlatitude,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.007610691269665959,0.024664886912041092,0.75765336016797,-0.05023298221305028,0.054312049069264755,0.3550201485190838,0.7576533601679701,bird_associated_form,30,fit,1921,84,62.0,-0.0140194551013088,0.0217070535487469,0.518377858906322,-0.0495108327261076,0.0543845018747595,0.3626195250745082,0.518377858906322
all_observed,northern_midlatitude,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.02998859082568872,0.01950450136949265,0.12416564638438318,-0.06122686697540375,0.05041936548369213,0.2246132634147655,0.24525006051199688,butterfly_associated_form,30,fit,1921,84,62.0,-0.0260363397834995,0.0200227265551,0.1934846775573548,-0.0638349812399024,0.0503465828619607,0.2048297707541738,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.09857140973504785,0.06150357444622027,0.10900222888104318,-0.17293087185264389,0.07922446486285648,0.02905081141908123,0.24525006051199688,bird_associated_form,30,fit,1921,84,62.0,-0.0960553787983695,0.0622074094418875,0.122560534937005,-0.1795803966878504,0.0782836747208726,0.0217922253926231,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.0483322449774225,0.03951451108506451,0.2212723704580174,-0.13960762450798858,0.07377920231531943,0.05845961270604357,0.25815109886768695,butterfly_associated_form,30,fit,1921,84,62.0,-0.0568868220084604,0.0397912720163094,0.1528230543769676,-0.1406824094453149,0.0729085830473545,0.0536598075312143,0.3136979557128759
all_observed,northern_midlatitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,1920,84,62.0,-0.08199943255040965,0.01594876195214407,2.726562027514756e-07,-0.07658857456727342,0.03535312412891433,0.030281570272138247,1.9085934192603294e-06,large_bee_associated_form,30,fit,1921,84,62.0,-0.0659400046364386,0.0215224432845668,0.0021856047547977,-0.0839833527233264,0.0366359290619722,0.0218839113180492,0.0152992332835845
