stratum,context,combination,architecture_label_corrected,support_tier,threshold_corrected,model,status_corrected,n_unique_islands_corrected,n_clusters_corrected,median_trials_corrected,distance_estimate_corrected,distance_se_corrected,distance_p_corrected,selfing_core_estimate_corrected,selfing_core_se_corrected,selfing_core_p_corrected,distance_q_corrected,architecture_label_original,threshold_original,status_original,n_unique_islands_original,n_clusters_original,median_trials_original,distance_estimate_original,distance_se_original,distance_p_original,selfing_core_estimate_original,selfing_core_se_original,selfing_core_p_original,distance_q_original
all_observed,northern_midlatitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.02818215820910963,0.019812202376062234,0.15489139654224382,,,,0.22008396942568909,butterfly_associated_form,30,fit,1982,84,59.0,-0.0256831702486185,0.0208581718342997,0.2182016611899466,,,,0.3054823256659252
all_observed,northern_midlatitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.02779799136149369,0.02114554275330426,0.18864340236487637,,,,0.22008396942568909,large_bee_associated_form,30,fit,1982,84,59.0,-0.0211435402740397,0.0198571858117903,0.2869753617770292,,,,0.3348045887398674
all_observed,northern_midlatitude,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.008946437469266766,0.024999214808403055,0.7204415464256502,,,,0.7204415464256501,bird_associated_form,30,fit,1982,84,59.0,-0.0150040912377385,0.0220722814716992,0.4966496327226251,,,,0.4966496327226251
all_observed,northern_midlatitude,red_pink__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.0317313813029837,0.019827216592305387,0.10951095002840697,,,,0.22008396942568909,butterfly_associated_form,30,fit,1982,84,59.0,-0.0274154530355619,0.0203756594878032,0.1784637706989738,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.10394820414658101,0.06268245702631606,0.09725086025963707,,,,0.22008396942568909,bird_associated_form,30,fit,1982,84,59.0,-0.099945905651365,0.0639134971998546,0.1178719737329064,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.052846234731272757,0.04018123186722429,0.18844371047780017,,,,0.22008396942568909,butterfly_associated_form,30,fit,1982,84,59.0,-0.0601762230138379,0.0407461133802426,0.1397137086491466,,,,0.3054823256659252
all_observed,northern_midlatitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1981,84,59.0,-0.08419249733905348,0.01627129310379563,2.2877111384682984e-07,,,,1.6013977969278088e-06,large_bee_associated_form,30,fit,1982,84,59.0,-0.0676777117761548,0.0222425644241426,0.0023445681060263,,,,0.0164119767421844
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.006700516069695794,0.049046977668247796,0.8913357122298289,-0.14569106237951068,0.06592892225647293,0.027117645111915025,0.9628440145952092,butterfly_associated_form,50,fit,228,38,17.0,0.0050405771712697,0.0529241350850237,0.9241229601351568,-0.1443262566686707,0.0675316714341846,0.0325846554351729,0.9241229601351568
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.06742482160434726,0.06822019016056655,0.3229855957385267,-0.008205997618340177,0.11422856462668052,0.9427305108715688,0.5652247925424218,large_bee_associated_form,50,fit,228,38,17.0,0.0703785240538654,0.0748100741302441,0.3468265020292558,-0.0070229873736415,0.1156679212196247,0.9515847427117116,0.6069463785511977
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.0022585556885427738,0.04848250183300281,0.9628440145952092,-0.1268167407761549,0.06222519427324684,0.041547048311455434,0.9628440145952092,bird_associated_form,50,fit,228,38,17.0,-0.0104181052175598,0.0542405778769365,0.8476856781468931,-0.1192772696892614,0.0650590299267222,0.066747575021661,0.9241229601351568
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.0764545506267279,0.03887460167801444,0.049218188187077225,-0.023202405773777635,0.08230563722823477,0.778016028410507,0.11484243910318019,butterfly_associated_form,50,fit,228,38,17.0,0.0571734194933345,0.0484001200270442,0.237497042384726,-0.0093663183114092,0.089335974278187,0.9164997959980116,0.5541597655643608
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.12314891067022032,0.04102095387105979,0.002681261210842188,-0.22743357978889644,0.10874158529336163,0.036482810091774995,0.018768828475895317,bird_associated_form,50,fit,228,38,17.0,-0.146117327598955,0.0406294243893529,0.0003227227722692,-0.2183986702159632,0.1075212947338239,0.042233374692968,0.002259059405885
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.09578522842219162,0.03846408920598271,0.012765298485374143,-0.17072933141475755,0.09683679507486483,0.07788993268561654,0.044678544698809504,butterfly_associated_form,50,fit,228,38,17.0,-0.1152567250836924,0.0371453733646439,0.0019166321477862,-0.1630247420061366,0.0959660981429005,0.0893617161434642,0.0067082125172518
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.025022695658322713,0.048236018705988926,0.6039313162606966,0.07325618092568398,0.08912708686598331,0.4111170287607146,0.8455038427649753,large_bee_associated_form,50,fit,228,38,17.0,-0.0336169084732228,0.0498115917245903,0.499751224311329,0.077484155133245,0.0885676388813582,0.3816508809429764,0.6996517140358607
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.013003817391157135,0.0544442127301079,0.8112245015542335,,,,0.8112245015542335,butterfly_associated_form,50,fit,249,38,15.0,-0.0171645563854621,0.0591656833095642,0.7717320857323178,,,,0.7717320857323179
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,0.06864791028658246,0.06406240749006771,0.283909311977339,,,,0.4968412959603432,large_bee_associated_form,50,fit,249,38,15.0,0.0741085371793395,0.0707637406723482,0.2949764074446176,,,,0.5162087130280809
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.016539127148623822,0.048218666167792766,0.7315965153303652,,,,0.8112245015542335,bird_associated_form,50,fit,249,38,15.0,-0.0312098792016177,0.0545399797154481,0.5671603705067425,,,,0.7600684713432249
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,0.07148522082848402,0.032815644732843686,0.029377130493438194,,,,0.06854663781802245,butterfly_associated_form,50,fit,249,38,15.0,0.0529374570950799,0.0413469918357295,0.200431966096458,,,,0.467674587558402
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.1495364649171257,0.0370843804630931,5.522653097104412e-05,,,,0.00038658571679730885,bird_associated_form,50,fit,249,38,15.0,-0.1740949078450347,0.039328021868976,9.56681510939855e-06,,,,6.696770576578984e-05
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.11444990763594359,0.03369653523645997,0.0006825632764441585,,,,0.002388971467554555,butterfly_associated_form,50,fit,249,38,15.0,-0.1347172730611097,0.0338495035109601,6.894739901305653e-05,,,,0.0002413158965456
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.013151219184767249,0.042166109079155537,0.7551235561617814,,,,0.8112245015542335,large_bee_associated_form,50,fit,249,38,15.0,-0.0201098907252805,0.044520750804939,0.6514872611513356,,,,0.7600684713432249
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,0.006700516069695794,0.049046977668247796,0.8913357122298289,-0.14569106237951068,0.06592892225647293,0.027117645111915025,0.9628440145952092,butterfly_associated_form,30,fit,228,38,17.0,0.0050405771712697,0.0529241350850237,0.9241229601351568,-0.1443262566686707,0.0675316714341846,0.0325846554351729,0.9241229601351568
