stratum,context,combination,architecture_label,support_tier,threshold,model,status,n_unique_islands,n_clusters,median_trials,distance_estimate,distance_se,distance_p,selfing_core_estimate,selfing_core_se,selfing_core_p,distance_q
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.2854228634539222,0.08841034038926028,0.0012449008780521318,-0.2221267735003778,0.21771330257506372,0.30759950748419873,0.004357153073182462
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.30368266215606643,0.09582432011939127,0.0015287988167795162,,,,0.0053507958587283065
all_observed,northern_high_latitude,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.2854228634539222,0.08841034038926028,0.0012449008780521318,-0.2221267735003778,0.21771330257506372,0.30759950748419873,0.004357153073182462
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.2637366789405323,0.07338107508277568,0.0003255530194940652,,,,0.002278871136458456
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.2646165718495599,0.06853273523165648,0.00011284514450769286,0.08489246710862819,0.1716716259108856,0.6209496182709453,0.00078991601155385
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.2637366789405323,0.07338107508277568,0.0003255530194940652,,,,0.002278871136458456
all_observed,northern_high_latitude,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.2646165718495599,0.06853273523165648,0.00011284514450769286,0.08489246710862819,0.1716716259108856,0.6209496182709453,0.00078991601155385
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,0.11389640766045495,0.06590923980325866,0.08397396819900241,,,,0.08397396819900241
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,0.12466633615758038,0.06501515212592808,0.05517486663714673,-0.15805853100713874,0.10564898403518619,0.13463478464168113,0.07325045784921226
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,345,61,10.0,0.11389640766045495,0.06590923980325866,0.08397396819900241,,,,0.08397396819900241
all_observed,northern_high_latitude,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,0.12466633615758038,0.06501515212592808,0.05517486663714673,-0.15805853100713874,0.10564898403518619,0.13463478464168113,0.07325045784921226
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.18032608141419015,0.07457050468387232,0.01559768114418086,,,,0.027295942002316505
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.1698917435385976,0.06837943024803363,0.012971726140214117,-0.12172731502702305,0.16848662150985175,0.47000269770022773,0.022700520745374705
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.18032608141419015,0.07457050468387232,0.01559768114418086,,,,0.027295942002316505
all_observed,northern_high_latitude,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.1698917435385976,0.06837943024803363,0.012971726140214117,-0.12172731502702305,0.16848662150985175,0.47000269770022773,0.022700520745374705
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.050685855566442894,0.028935017362646188,0.0798231139154262,,,,0.08397396819900241
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.047131199355209485,0.026794956708707417,0.07858466861926133,-0.052737396430769135,0.09352599664787364,0.5728361118107388,0.07858466861926135
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.050685855566442894,0.028935017362646188,0.0798231139154262,,,,0.08397396819900241
all_observed,northern_high_latitude,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.047131199355209485,0.026794956708707417,0.07858466861926133,-0.052737396430769135,0.09352599664787364,0.5728361118107388,0.07858466861926135
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,345,61,10.0,-0.09859003356754442,0.05668378093334368,0.08198221392391168,,,,0.08397396819900241
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,322,59,14.0,-0.09993056493712693,0.05370580694561,0.06278610672789622,0.0604234457493793,0.08000705799889896,0.45011312566177486,0.07325045784921226
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,345,61,10.0,-0.09859003356754442,0.05668378093334368,0.08198221392391168,,,,0.08397396819900241
all_observed,northern_high_latitude,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,322,59,14.0,-0.09993056493712693,0.05370580694561,0.06278610672789622,0.0604234457493793,0.08000705799889896,0.45011312566177486,0.07325045784921226
all_observed,tropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.05578958041416815,0.04314936504733247,0.19603148800817594,,,,0.3430551040143079
all_observed,tropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.07464031448446912,0.04097784563160391,0.06853396780640852,0.12536247374095622,0.05667458929312996,0.02696875925554343,0.14922932697287541
all_observed,tropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.05578958041416815,0.04314936504733247,0.19603148800817594,,,,0.3430551040143079
all_observed,tropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.07464031448446912,0.04097784563160391,0.06853396780640852,0.12536247374095622,0.05667458929312996,0.02696875925554343,0.14922932697287541
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.059376880581831326,0.03785575769939518,0.11676372223483028,,,,0.3430551040143079
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.06759310458163714,0.039177150872897616,0.08446989940496566,0.04841261619034665,0.045727718880621396,0.2897296512719424,0.14922932697287541
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.059376880581831326,0.03785575769939518,0.11676372223483028,,,,0.3430551040143079
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.06759310458163714,0.039177150872897616,0.08446989940496566,0.04841261619034665,0.045727718880621396,0.2897296512719424,0.14922932697287541
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.0075637683028841884,0.04270411731925058,0.859413855866936,,,,0.8594138558669359
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.06599970418856876,0.040899596123337066,0.10659237640919672,0.3516796563185367,0.048388652423672206,3.6535523171837456e-13,0.14922932697287541
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.0075637683028841884,0.04270411731925058,0.859413855866936,,,,0.8594138558669359
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.06599970418856876,0.040899596123337066,0.10659237640919672,0.3516796563185367,0.048388652423672206,3.6535523171837456e-13,0.14922932697287541
all_observed,tropical,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.047890882989098826,0.035412396235426746,0.1762549888367827,,,,0.3430551040143079
all_observed,tropical,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.05974555854643304,0.0349087038231687,0.08699248662454569,0.07974213192326984,0.04267713057297896,0.06169269255225618,0.14922932697287541
all_observed,tropical,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.047890882989098826,0.035412396235426746,0.1762549888367827,,,,0.3430551040143079
all_observed,tropical,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.05974555854643304,0.0349087038231687,0.08699248662454569,0.07974213192326984,0.04267713057297896,0.06169269255225618,0.14922932697287541
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.029841808744778597,0.022497591709818836,0.18469247831783314,,,,0.3430551040143079
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.020738364538209514,0.0245730677880957,0.3986990751527147,-0.06303774160836495,0.0367346777842394,0.08615688808517705,0.3986990751527147
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.029841808744778597,0.022497591709818836,0.18469247831783314,,,,0.3430551040143079
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.020738364538209514,0.0245730677880957,0.3986990751527147,-0.06303774160836495,0.0367346777842394,0.08615688808517705,0.3986990751527147
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,-0.0565753036845853,0.05119782272978328,0.2691451205867201,,,,0.3768031688214081
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,-0.08762494636691276,0.05086254944061172,0.08492844688105175,0.19725205359247466,0.0516145730871104,0.00013256986440024317,0.14922932697287541
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1144,104,8.0,-0.0565753036845853,0.05119782272978328,0.2691451205867201,,,,0.3768031688214081
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,-0.08762494636691276,0.05086254944061172,0.08492844688105175,0.19725205359247466,0.0516145730871104,0.00013256986440024317,0.14922932697287541
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1144,104,8.0,0.02971847090127422,0.03424892211286584,0.385547694992565,,,,0.4498056441579925
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,1011,101,12.0,0.04628722444335137,0.034441440191296135,0.1789678338737298,-0.11509785575807974,0.04472043737468602,0.010061184357135475,0.20879580618601812
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1144,104,8.0,0.02971847090127422,0.03424892211286584,0.385547694992565,,,,0.4498056441579925
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,1011,101,12.0,0.04628722444335137,0.034441440191296135,0.1789678338737298,-0.11509785575807974,0.04472043737468602,0.010061184357135475,0.20879580618601812
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,0.07148522082848402,0.032815644732843686,0.029377130493438194,,,,0.06854663781802245
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.0764545506267279,0.03887460167801444,0.049218188187077225,-0.023202405773777635,0.08230563722823477,0.778016028410507,0.11484243910318019
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,249,38,15.0,0.07148522082848402,0.032815644732843686,0.029377130493438194,,,,0.06854663781802245
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,0.0764545506267279,0.03887460167801444,0.049218188187077225,-0.023202405773777635,0.08230563722823477,0.778016028410507,0.11484243910318019
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.11444990763594359,0.03369653523645997,0.0006825632764441585,,,,0.002388971467554555
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.09578522842219162,0.03846408920598271,0.012765298485374143,-0.17072933141475755,0.09683679507486483,0.07788993268561654,0.044678544698809504
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,249,38,15.0,-0.11444990763594359,0.03369653523645997,0.0006825632764441585,,,,0.002388971467554555
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,-0.09578522842219162,0.03846408920598271,0.012765298485374143,-0.17072933141475755,0.09683679507486483,0.07788993268561654,0.044678544698809504
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.013003817391157135,0.0544442127301079,0.8112245015542335,,,,0.8112245015542335
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.006700516069695794,0.049046977668247796,0.8913357122298289,-0.14569106237951068,0.06592892225647293,0.027117645111915025,0.9628440145952092
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,249,38,15.0,-0.013003817391157135,0.0544442127301079,0.8112245015542335,,,,0.8112245015542335
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,0.006700516069695794,0.049046977668247796,0.8913357122298289,-0.14569106237951068,0.06592892225647293,0.027117645111915025,0.9628440145952092
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.016539127148623822,0.048218666167792766,0.7315965153303652,,,,0.8112245015542335
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.0022585556885427738,0.04848250183300281,0.9628440145952092,-0.1268167407761549,0.06222519427324684,0.041547048311455434,0.9628440145952092
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,249,38,15.0,-0.016539127148623822,0.048218666167792766,0.7315965153303652,,,,0.8112245015542335
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,0.0022585556885427738,0.04848250183300281,0.9628440145952092,-0.1268167407761549,0.06222519427324684,0.041547048311455434,0.9628440145952092
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.1495364649171257,0.0370843804630931,5.522653097104412e-05,,,,0.00038658571679730885
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.12314891067022032,0.04102095387105979,0.002681261210842188,-0.22743357978889644,0.10874158529336163,0.036482810091774995,0.018768828475895317
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,249,38,15.0,-0.1495364649171257,0.0370843804630931,5.522653097104412e-05,,,,0.00038658571679730885
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,-0.12314891067022032,0.04102095387105979,0.002681261210842188,-0.22743357978889644,0.10874158529336163,0.036482810091774995,0.018768828475895317
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,0.06864791028658246,0.06406240749006771,0.283909311977339,,,,0.4968412959603432
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,0.06742482160434726,0.06822019016056655,0.3229855957385267,-0.008205997618340177,0.11422856462668052,0.9427305108715688,0.5652247925424218
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,249,38,15.0,0.06864791028658246,0.06406240749006771,0.283909311977339,,,,0.4968412959603432
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,0.06742482160434726,0.06822019016056655,0.3229855957385267,-0.008205997618340177,0.11422856462668052,0.9427305108715688,0.5652247925424218
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,249,38,15.0,-0.013151219184767249,0.042166109079155537,0.7551235561617814,,,,0.8112245015542335
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,228,38,17.0,-0.025022695658322713,0.048236018705988926,0.6039313162606966,0.07325618092568398,0.08912708686598331,0.4111170287607146,0.8455038427649753
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,249,38,15.0,-0.013151219184767249,0.042166109079155537,0.7551235561617814,,,,0.8112245015542335
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,228,38,17.0,-0.025022695658322713,0.048236018705988926,0.6039313162606966,0.07325618092568398,0.08912708686598331,0.4111170287607146,0.8455038427649753
