accepted_species,genus,family,n_islands,n_records
Narthecium americanum,Narthecium,Nartheciaceae,1,1
Paeonia sandrae,Paeonia,Paeoniaceae,1,12
Talinella tsitondroinensis,Talinella,Talinaceae,1,3
Spiranthes sinensis,Spiranthes,Orchidaceae,103,2649
Antennaria dioica,Antennaria,Asteraceae,482,28225
Ixora coccinea,Ixora,Rubiaceae,131,1117
Melilotus albus,Melilotus,Fabaceae,322,20307
Leymus arenarius,Leymus,Poaceae,508,17134
Carex flacca,Carex,Cyperaceae,363,191398
Myrcianthes fragrans,Myrcianthes,Myrtaceae,59,386
Euphorbia thymifolia,Euphorbia,Euphorbiaceae,135,1556
Malus sylvestris,Malus,Rosaceae,264,110198
Carissa macrocarpa,Carissa,Apocynaceae,89,600
Lamium hybridum,Lamium,Lamiaceae,231,25733
Pternandra coerulescens,Pternandra,Melastomataceae,17,197
Malva arborea,Malva,Malvaceae,132,11201
Vaccinium microcarpum,Vaccinium,Ericaceae,206,2579
Ptychosperma propinquum,Ptychosperma,Arecaceae,35,218
Justicia brandegeeana,Justicia,Acanthaceae,55,136
Cassytha pubescens,Cassytha,Lauraceae,32,1296
Cyclamen hederifolium,Cyclamen,Primulaceae,94,15661
Codonanthe gracilis,Codonanthe,Gesneriaceae,8,29
Glochidion rubrum,Glochidion,Phyllanthaceae,50,2893
Lemna gibba,Lemna,Araceae,73,17309
Myosurus minimus,Myosurus,Ranunculaceae,174,5469
Popowia pisocarpa,Popowia,Annonaceae,22,551
Erysimum cheiranthoides,Erysimum,Brassicaceae,260,15030
Allophylus timorensis,Allophylus,Sapindaceae,54,243
Citrus medica,Citrus,Rutaceae,44,147
Silene latifolia,Silene,Caryophyllaceae,306,111814
Pastinaca sativa,Pastinaca,Apiaceae,150,49261
Parietaria lusitanica,Parietaria,Urticaceae,51,593
Populus balsamifera,Populus,Salicaceae,110,2239
Morus nigra,Morus,Moraceae,78,1325
Peperomia urvilleana,Peperomia,Piperaceae,24,883
Veronica hederifolia,Veronica,Plantaginaceae,189,129870
Heptapleurum ellipticum,Heptapleurum,Araliaceae,48,319
Datura metel,Datura,Solanaceae,101,475
Zingiber mioga,Zingiber,Zingiberaceae,16,402
Liriope muscari,Liriope,Asparagaceae,98,2277
Chrysophyllum argenteum,Chrysophyllum,Sapotaceae,24,324
Begonia weigallii,Begonia,Begoniaceae,8,19
Amaranthus hybridus,Amaranthus,Amaranthaceae,150,5894
Xenostegia tridentata,Xenostegia,Convolvulaceae,104,746
Pandanus yvanii,Pandanus,Pandanaceae,8,83
Platycodon grandiflorus,Platycodon,Campanulaceae,47,347
Quercus virginiana,Quercus,Fagaceae,41,412
Polygonum boreale,Polygonum,Polygonaceae,166,1317
Microtropis japonica,Microtropis,Celastraceae,26,615
Stenocarpus acacioides,Stenocarpus,Proteaceae,16,72
Euphrasia frigida,Euphrasia,Orobanchaceae,110,3554
Smythea lanceata,Smythea,Rhamnaceae,29,56
Elaeocarpus sphaericus,Elaeocarpus,Elaeocarpaceae,11,63
Symphytum asperum,Symphytum,Boraginaceae,94,1149
Aglaia tomentosa,Aglaia,Meliaceae,29,657
Jasminum multiflorum,Jasminum,Oleaceae,44,266
Diospyros buxifolia,Diospyros,Ebenaceae,12,128
Sempervivum tectorum,Sempervivum,Crassulaceae,73,3801
Utania racemosa,Utania,Gentianaceae,47,833
Spondias purpurea,Spondias,Anacardiaceae,52,307
Vitis coignetiae,Vitis,Vitaceae,32,1329
Viola albida,Viola,Violaceae,55,1817
Vatica umbonata,Vatica,Dipterocarpaceae,10,254
Catalpa bignonioides,Catalpa,Bignoniaceae,26,791
Knema tomentella,Knema,Myristicaceae,13,148
Lagenaria siceraria,Lagenaria,Cucurbitaceae,48,244
Allium cepa,Allium,Amaryllidaceae,74,975
Stigmaphyllon sagraeanum,Stigmaphyllon,Malpighiaceae,13,178
Circaea lutetiana,Circaea,Onagraceae,94,160111
Taxillus chinensis,Taxillus,Loranthaceae,12,106
Chasmanthe floribunda,Chasmanthe,Iridaceae,42,344
Phaleria disperma,Phaleria,Thymelaeaceae,13,18
Pilosocereus curtisii,Pilosocereus,Cactaceae,25,302
Garcinia bancana,Garcinia,Clusiaceae,8,93
Limonium sinense,Limonium,Plumbaginaceae,17,220
Tillandsia stricta,Tillandsia,Bromeliaceae,13,163
Salomonia cantoniensis,Salomonia,Polygalaceae,14,65
Phormium colensoi,Phormium,Asphodelaceae,20,5630
Canarium acutifolium,Canarium,Burseraceae,13,238
Lonicera implexa,Lonicera,Caprifoliaceae,71,3171
Impatiens repens,Impatiens,Balsaminaceae,4,14
Luzula spicata,Luzula,Juncaceae,161,9424
Hypericum mutilum,Hypericum,Hypericaceae,29,276
Asarum misandrum,Asarum,Aristolochiaceae,11,16
Chrysosplenium oppositifolium,Chrysosplenium,Saxifragaceae,87,127378
Verbascum speciosum,Verbascum,Scrophulariaceae,39,1464
Amischotolype hispida,Amischotolype,Commelinaceae,25,371
Pterophylla hutchinsonii,Pterophylla,Cunoniaceae,5,22
Terminalia procera,Terminalia,Combretaceae,15,134
Saurauia rubicunda,Saurauia,Actinidiaceae,4,8
Dicentra formosa,Dicentra,Papaveraceae,61,3226
Geranium macrorrhizum,Geranium,Geraniaceae,65,6809
Ilex malaccensis,Ilex,Aquifoliaceae,15,129
Calophyllum teysmannii,Calophyllum,Calophyllaceae,4,77
Ternstroemia philippinensis,Ternstroemia,Pentaphylacaceae,7,29
Davilla kunthii,Davilla,Dilleniaceae,12,54
Tinospora glabra,Tinospora,Menispermaceae,13,33
Passiflora tarminiana,Passiflora,Passifloraceae,20,1955
Dioscorea septemloba,Dioscorea,Dioscoreaceae,17,865
Verbena rigida,Verbena,Verbenaceae,41,920
Strychnos psilosperma,Strychnos,Loganiaceae,10,18
Streptopus lanceolatus,Streptopus,Liliaceae,36,563
Billardiera heterophylla,Billardiera,Pittosporaceae,11,257
Mollinedia uleana,Mollinedia,Monimiaceae,4,8
Eriocaulon decangulare,Eriocaulon,Eriocaulaceae,7,13
Rotala indica,Rotala,Lythraceae,30,861
Phoradendron brachystachyum,Phoradendron,Viscaceae,9,69
Heliotropium ramosissimum,Heliotropium,Heliotropiaceae,18,1212
Symplocos polyandra,Symplocos,Symplocaceae,12,100
Pisonia rotundata,Pisonia,Nyctaginaceae,20,207
Cordia boissieri,Cordia,Cordiaceae,10,151
Capparis pubiflora,Capparis,Capparaceae,15,88
Nepenthes mindanaoensis,Nepenthes,Nepenthaceae,3,19
Stromanthe tonckat,Stromanthe,Marantaceae,6,53
Scaevola gaudichaudii,Scaevola,Goodeniaceae,8,59
Parinari curatellifolia,Parinari,Chrysobalanaceae,5,85
Pinguicula villosa,Pinguicula,Lentibulariaceae,21,81
Potamogeton epihydrus,Potamogeton,Potamogetonaceae,41,404
Smilax zeylanica,Smilax,Smilacaceae,15,58
Oxalis rubens,Oxalis,Oxalidaceae,25,247
Schima mertensiana,Schima,Theaceae,5,93
Fumana laevipes,Fumana,Cistaceae,16,346
Mahonia japonica,Mahonia,Berberidaceae,9,289
Carpinus laxiflora,Carpinus,Betulaceae,32,3295
Barringtonia niedenzuana,Barringtonia,Lecythidaceae,7,35
Magnolia stellata,Magnolia,Magnoliaceae,7,155
Ochna kirkii,Ochna,Ochnaceae,5,65
Erythroxylum emarginatum,Erythroxylum,Erythroxylaceae,5,42
Bonnaya tenuifolia,Bonnaya,Linderniaceae,10,24
Viburnum wrightii,Viburnum,Viburnaceae,30,3614
Drypetes mucronata,Drypetes,Putranjivaceae,7,50
Sesuvium maritimum,Sesuvium,Aizoaceae,26,52
Deutzia gracilis,Deutzia,Hydrangeaceae,8,1389
Myriophyllum propinquum,Myriophyllum,Haloragaceae,13,1550
Connarus culionensis,Connarus,Connaraceae,5,24
Linum decumbens,Linum,Linaceae,10,45
Gironniera celtidifolia,Gironniera,Cannabaceae,28,244
Ryparosa calotricha,Ryparosa,Achariaceae,3,53
Colchicum pusillum,Colchicum,Colchicaceae,7,81
Cornus officinalis,Cornus,Cornaceae,14,123
Ehretia laevis,Ehretia,Ehretiaceae,7,54
Guaiacum coulteri,Guaiacum,Zygophyllaceae,10,41
Buxus laevigata,Buxus,Buxaceae,3,6
Najas graminea,Najas,Hydrocharitaceae,38,357
Trillium tschonoskii,Trillium,Melanthiaceae,10,744
Drosera anglica x rotundifolia,Drosera,Droseraceae,9,13
Ceriops decandra,Ceriops,Rhizophoraceae,18,51
Xerochlamys undulata,Xerochlamys,Sarcolaenaceae,1,163
Montia howellii,Montia,Montiaceae,11,80
Collomia grandiflora,Collomia,Polemoniaceae,10,126
Sarcostigma kleinii,Sarcostigma,Icacinaceae,3,14
Escallonia rigida,Escallonia,Escalloniaceae,2,6
Sagittaria montevidensis,Sagittaria,Alismataceae,12,67
Gomphandra oligantha,Gomphandra,Stemonuraceae,4,19
Mimulus moschatus,Mimulus,Phrymaceae,8,61
Gaimardia australis,Gaimardia,Restionaceae,9,21
Brucea mollis,Brucea,Simaroubaceae,7,25
Xyris tasmanica,Xyris,Xyridaceae,6,181
Ribes magellanicum,Ribes,Grossulariaceae,12,301
Levenhookia dubia,Levenhookia,Stylidiaceae,5,21
Burmannia bicolor,Burmannia,Burmanniaceae,3,12
Allocasuarina zephyrea,Allocasuarina,Casuarinaceae,3,339
Sieruela strigosa,Sieruela,Cleomaceae,5,9
Nothofagus blairii,Nothofagus,Nothofagaceae,2,342
Zygogynum comptonii,Zygogynum,Winteraceae,1,132
Sycopsis sinensis,Sycopsis,Hamamelidaceae,3,214
Heliconia spathocircinata,Heliconia,Heliconiaceae,5,18
Nuphar advena,Nuphar,Nymphaeaceae,11,277
Podocalyx loranthoides,Podocalyx,Picrodendraceae,2,10
Costus elegans,Costus,Costaceae,6,11
Phacelia ramosissima,Phacelia,Hydrophyllaceae,4,70
Musa borneensis,Musa,Musaceae,3,80
Portulaca australis,Portulaca,Portulacaceae,6,12
Meliosma arnottiana,Meliosma,Sabiaceae,3,28
Exocarpos gaudichaudii,Exocarpos,Santalaceae,5,55
Leptomeria aphylla,Leptomeria,Amphorogynaceae,1,273
Carya cordiformis,Carya,Juglandaceae,7,76
Dichapetalum sessiliflorum,Dichapetalum,Dichapetalaceae,2,24
Styrax faberi,Styrax,Styracaceae,2,116
Purdiaea nipensis,Purdiaea,Clethraceae,1,34
Schisandra neglecta,Schisandra,Schisandraceae,3,30
Zelkova carpinifolia,Zelkova,Ulmaceae,3,33
Sparganium fluctuans,Sparganium,Typhaceae,10,49
Curculigo seychellensis,Curculigo,Hypoxidaceae,3,182
Hedyosmum nutans,Hedyosmum,Chloranthaceae,3,60
Elaeagnus montana,Elaeagnus,Elaeagnaceae,4,564
Morella holdridgeana,Morella,Myricaceae,2,14
Sphenostemon oppositifolius,Sphenostemon,Paracryphiaceae,1,20
Astelia nadeaudii,Astelia,Asteliaceae,3,16
Marcgravia waferi,Marcgravia,Marcgraviaceae,1,24
Hazomalania voyronii,Hazomalania,Hernandiaceae,1,100
Aponogeton dioecus,Aponogeton,Aponogetonaceae,1,4
Anisophyllea madagascarensis,Anisophyllea,Anisophylleaceae,1,6
Plakothira frutescens,Plakothira,Loasaceae,1,18
Liparophyllum exiguum,Liparophyllum,Menyanthaceae,3,210
Paramollugo decandra,Paramollugo,Molluginaceae,1,135
Uncarina decaryi,Uncarina,Pedaliaceae,1,76
Pera longipes,Pera,Peraceae,1,15
Thesium decaryanum,Thesium,Thesiaceae,1,14
Hyalocalyx setiferus,Hyalocalyx,Turneraceae,1,34
Gonocaryum impressinervium,Gonocaryum,Cardiopteridaceae,1,24
Rafflesia meijeri,Rafflesia,Rafflesiaceae,1,3
Turpinia pentandra,Turpinia,Staphyleaceae,2,108
Xerophyta nandrasanae,Xerophyta,Velloziaceae,1,11
Balanophora reflexa,Balanophora,Balanophoraceae,1,27
Olax austrosinensis,Olax,Olacaceae,1,7
Gallesia integrifolia,Gallesia,Phytolaccaceae,3,3
Sciaphila barbata,Sciaphila,Triuridaceae,1,2
Gunnera masafuerae,Gunnera,Gunneraceae,1,24
Mastixia tetrapetala,Mastixia,Nyssaceae,1,16
Sesamoides spathulifolia,Sesamoides,Resedaceae,2,82
Zostera caespitosa,Zostera,Zosteraceae,5,2855
Tamarix arborea,Tamarix,Tamaricaceae,2,11
Vochysia vismiifolia,Vochysia,Vochysiaceae,1,2
Daphniphyllum sumatraense,Daphniphyllum,Daphniphyllaceae,1,6
Elatine brachysperma,Elatine,Elatinaceae,2,11
Triglochin isingiana,Triglochin,Juncaginaceae,3,4
Dalzellia ceylanica,Dalzellia,Podostemaceae,1,1
Pontederia cyanea,Pontederia,Pontederiaceae,2,5
Alstroemeria plantaginea,Alstroemeria,Alstroemeriaceae,1,2
Asplundia brachyphylla,Asplundia,Cyclanthaceae,1,1
Frankenia caboverdeana,Frankenia,Frankeniaceae,1,2
Dendrobangia boliviana,Dendrobangia,Metteniusaceae,1,7
Rhopalocarpus excelsus,Rhopalocarpus,Sphaerosepalaceae,1,37
Pterophyllum bavieri,Pterophyllum,Williamsoniaceae,1,1
Pentaphragma jaheri,Pentaphragma,Pentaphragmataceae,1,1
Schoepfia scopulorum,Schoepfia,Schoepfiaceae,1,2
Cathedra acuminata,Cathedra,Aptandraceae,1,1
Corsia torricellensis,Corsia,Corsiaceae,1,1
Anigozanthos humilis,Anigozanthos,Haemodoraceae,1,1
Calceolaria crenata,Calceolaria,Calceolariaceae,1,1
Urobotrya floresensis,Urobotrya,Opiliaceae,1,7
Nuxia floribunda,Nuxia,Stilbaceae,1,4
Picramnia excelsa,Picramnia,Picramniaceae,1,1
Stichoneuron caudatum,Stichoneuron,Stemonaceae,1,1
Spiranthes romanzoffiana,Spiranthes,Orchidaceae,97,2160
Pilosella officinarum,Pilosella,Asteraceae,475,183279
Coffea arabica,Coffea,Rubiaceae,129,1770
Canavalia rosea,Canavalia,Fabaceae,308,2446
Bromus hordeaceus,Bromus,Poaceae,506,183011
Carex lasiocarpa,Carex,Cyperaceae,330,14071
Eucalyptus tereticornis,Eucalyptus,Myrtaceae,54,498
Euphorbia tirucalli,Euphorbia,Euphorbiaceae,134,754
Potentilla crantzii,Potentilla,Rosaceae,260,7460
Tabernaemontana divaricata,Tabernaemontana,Apocynaceae,76,579
Vitex rotundifolia,Vitex,Lamiaceae,223,2989
Miconia mirabilis,Miconia,Melastomataceae,16,462
Hibiscus archeri,Hibiscus,Malvaceae,126,822
Pyrola chlorantha,Pyrola,Ericaceae,181,2248
Rhapis excelsa,Rhapis,Arecaceae,35,158
Odontonema tubaeforme,Odontonema,Acanthaceae,54,768
Litsea coreana,Litsea,Lauraceae,32,1138
Lysimachia nemorum,Lysimachia,Primulaceae,89,108258
Epithema horsfieldii,Epithema,Gesneriaceae,8,28
Antidesma excavatum,Antidesma,Phyllanthaceae,49,1020
Arum maculatum,Arum,Araceae,71,214983
Thalictrum minus,Thalictrum,Ranunculaceae,164,19051
Uvaria glabra,Uvaria,Annonaceae,22,78
Turritis glabra,Turritis,Brassicaceae,257,6199
Acer macrophyllum,Acer,Sapindaceae,52,5804
Zanthoxylum flavum,Zanthoxylum,Rutaceae,43,247
Cerastium semidecandrum,Cerastium,Caryophyllaceae,301,25966
Aethusa cynapium,Aethusa,Apiaceae,149,60590
Pilea pumila,Pilea,Urticaceae,50,1839
Salix hastata,Salix,Salicaceae,104,622
Ficus opposita,Ficus,Moraceae,75,453
Peperomia magnoliifolia,Peperomia,Piperaceae,24,234
Veronica longifolia,Veronica,Plantaginaceae,187,1736
Polyscias guilfoylei,Polyscias,Araliaceae,47,183
Lycium barbarum,Lycium,Solanaceae,98,9178
Kaempferia galanga,Kaempferia,Zingiberaceae,16,80
Agave sisalana,Agave,Asparagaceae,96,816
Donella lanceolata,Donella,Sapotaceae,23,247
Begonia ulmifolia,Begonia,Begoniaceae,7,104
Amaranthus blitum,Amaranthus,Amaranthaceae,137,3370
Convolvulus althaeoides,Convolvulus,Convolvulaceae,103,4893
Pandanus conoideus,Pandanus,Pandanaceae,8,80
Wahlenbergia gracilis,Wahlenbergia,Campanulaceae,45,588
Quercus suber,Quercus,Fagaceae,40,1940
Rumex conglomeratus,Rumex,Polygonaceae,161,94030
Denhamia obscura,Denhamia,Celastraceae,25,221
Grevillea refracta,Grevillea,Proteaceae,15,50
Bellardia trixago,Bellardia,Orobanchaceae,104,3160
Berchemia floribunda,Berchemia,Rhamnaceae,28,1535
Elaeocarpus petiolatus,Elaeocarpus,Elaeocarpaceae,10,139
Anchusa azurea,Anchusa,Boraginaceae,85,1056
Aglaia silvestris,Aglaia,Meliaceae,29,384
Phillyrea angustifolia,Phillyrea,Oleaceae,42,7378
Diospyros calycantha,Diospyros,Ebenaceae,12,109
Kalanchoe laetivirens,Kalanchoe,Crassulaceae,71,537
Fagraea ceilanica,Fagraea,Gentianaceae,47,474
Toxicodendron trichocarpum,Toxicodendron,Anacardiaceae,50,3515
Leea rubra,Leea,Vitaceae,32,346
Pigea enneasperma,Pigea,Violaceae,50,404
Shorea negrosensis,Shorea,Dipterocarpaceae,10,99
Bignonia aequinoctialis,Bignonia,Bignoniaceae,25,197
Horsfieldia glabra,Horsfieldia,Myristicaceae,13,119
Bryonia cretica,Bryonia,Cucurbitaceae,47,3078
Allium neapolitanum,Allium,Amaryllidaceae,73,1184
Mascagnia lucida,Mascagnia,Malpighiaceae,12,135
Oenothera speciosa,Oenothera,Onagraceae,87,1368
Amyema bifurcata,Amyema,Loranthaceae,12,25
Iris florentina,Iris,Iridaceae,42,179
Wikstroemia oahuensis,Wikstroemia,Thymelaeaceae,12,460
Opuntia drummondii,Opuntia,Cactaceae,24,382
Garcinia warrenii,Garcinia,Clusiaceae,8,42
Armeria scabra,Armeria,Plumbaginaceae,16,39
Tillandsia variabilis,Tillandsia,Bromeliaceae,13,154
Polygala nicaeensis,Polygala,Polygalaceae,13,106
Dianella longifolia,Dianella,Asphodelaceae,20,102
Protium heptaphyllum,Protium,Burseraceae,13,103
Lonicera tatarica,Lonicera,Caprifoliaceae,69,615
Impatiens hypophylla,Impatiens,Balsaminaceae,3,288
Juncus biglumis,Juncus,Juncaceae,156,3815
Hypericum gentianoides,Hypericum,Hypericaceae,29,206
Asarum heterotropoides,Asarum,Aristolochiaceae,10,357
Micranthes tenuis,Micranthes,Saxifragaceae,87,1202
Bontia daphnoides,Bontia,Scrophulariaceae,38,163
Murdannia loriformis,Murdannia,Commelinaceae,24,817
Weinmannia paulliniifolia,Weinmannia,Cunoniaceae,5,16
Terminalia bellirica,Terminalia,Combretaceae,13,87
Saurauia ferox,Saurauia,Actinidiaceae,3,59
Fumaria parviflora,Fumaria,Papaveraceae,61,1748
Erodium botrys,Erodium,Geraniaceae,63,1035
Ilex pedunculosa,Ilex,Aquifoliaceae,13,2329
Calophyllum papuanum,Calophyllum,Calophyllaceae,4,64
Ternstroemia penangiana,Ternstroemia,Pentaphylacaceae,7,25
Davilla nitida,Davilla,Dilleniaceae,11,86
Stephania longa,Stephania,Menispermaceae,12,813
Passiflora biflora,Passiflora,Passifloraceae,20,129
Dioscorea polygonoides,Dioscorea,Dioscoreaceae,16,124
Verbena brasiliensis,Verbena,Verbenaceae,41,626
Mitrasacme pilosa,Mitrasacme,Loganiaceae,9,539
Erythronium oregonum,Erythronium,Liliaceae,30,5668
Pittosporum arborescens,Pittosporum,Pittosporaceae,11,21
Hedycarya neoebudica,Hedycarya,Monimiaceae,4,4
Eriocaulon pusillum,Eriocaulon,Eriocaulaceae,7,11
Ammannia baccifera,Ammannia,Lythraceae,30,276
Korthalsella complanata,Korthalsella,Viscaceae,7,241
Euploca polyphylla,Euploca,Heliotropiaceae,18,151
Symplocos theophrastifolia,Symplocos,Symplocaceae,10,1313
Boerhavia albiflora,Boerhavia,Nyctaginaceae,19,28
Varronia nesophila,Varronia,Cordiaceae,9,30
Crateva tapia,Crateva,Capparaceae,13,90
Nepenthes trichocarpa,Nepenthes,Nepenthaceae,3,7
Pleiostachya pruinosa,Pleiostachya,Marantaceae,6,27
Goodenia pumilio,Goodenia,Goodeniaceae,8,32
Parinari canarioides,Parinari,Chrysobalanaceae,5,35
Utricularia dichotoma,Utricularia,Lentibulariaceae,19,1609
Potamogeton coloratus,Potamogeton,Potamogetonaceae,29,4151
Smilax vitiensis,Smilax,Smilacaceae,14,67
Oxalis tetraphylla,Oxalis,Oxalidaceae,22,1107
Pyrenaria serrata,Pyrenaria,Theaceae,5,58
Fumana ericifolia,Fumana,Cistaceae,15,105
Mahonia fortunei,Mahonia,Berberidaceae,9,64
Corylus cornuta,Corylus,Betulaceae,32,583
Barringtonia apiculata,Barringtonia,Lecythidaceae,6,58
Magnolia sumatrana,Magnolia,Magnoliaceae,6,94
Ouratea lucens,Ouratea,Ochnaceae,5,36
Erythroxylum ellipticum,Erythroxylum,Erythroxylaceae,5,37
Torenia violacea,Torenia,Linderniaceae,9,102
Viburnum plicatum,Viburnum,Viburnaceae,30,2814
Drypetes subcubica,Drypetes,Putranjivaceae,6,61
Carpobrotus chilensis,Carpobrotus,Aizoaceae,24,348
Hydrangea quercifolia,Hydrangea,Hydrangeaceae,8,22
Myriophyllum simulans,Myriophyllum,Haloragaceae,13,291
Ellipanthus beccarii,Ellipanthus,Connaraceae,4,69
Linum lewisii,Linum,Linaceae,9,24
Trema tomentosa,Trema,Cannabaceae,28,58
Eleutherandra pes-cervi,Eleutherandra,Achariaceae,3,29
Colchicum speciosum,Colchicum,Colchicaceae,6,146
Alangium javanicum,Alangium,Cornaceae,13,51
Ehretia javanica,Ehretia,Ehretiaceae,7,53
Tribulopis angustifolia,Tribulopis,Zygophyllaceae,10,28
Buxus myrica,Buxus,Buxaceae,2,23
Stratiotes aloides,Stratiotes,Hydrocharitaceae,31,5297
Trillium smallii,Trillium,Melanthiaceae,10,442
Drosera serpens,Drosera,Droseraceae,8,12
Ceriops pseudodecandra,Ceriops,Rhizophoraceae,17,41
Rhodolaena humblotii,Rhodolaena,Sarcolaenaceae,1,161
Montia dichotoma,Montia,Montiaceae,10,59
Gilia achilleifolia,Gilia,Polemoniaceae,10,42
Phytocrene palmata,Phytocrene,Icacinaceae,3,4
Polyosma longepedicellata,Polyosma,Escalloniaceae,2,3
Aquarius cordifolius,Aquarius,Alismataceae,12,46
Gomphandra tetrandra,Gomphandra,Stemonuraceae,3,126
Erythranthe burnetii,Erythranthe,Phrymaceae,7,32
Sporadanthus tasmanicus,Sporadanthus,Restionaceae,8,791
Soulamea muelleri,Soulamea,Simaroubaceae,5,74
Xyris ambigua,Xyris,Xyridaceae,6,20
Ribes oxyacanthoides,Ribes,Grossulariaceae,8,9
Stylidium rotundifolium,Stylidium,Stylidiaceae,5,7
Burmannia oblonga,Burmannia,Burmanniaceae,3,6
Allocasuarina crassa,Allocasuarina,Casuarinaceae,3,69
Cleome amblyocarpa,Cleome,Cleomaceae,4,20
Nothofagus grandis,Nothofagus,Nothofagaceae,2,170
Zygogynum crassifolium,Zygogynum,Winteraceae,1,126
Distylium lepidotum,Distylium,Hamamelidaceae,3,59
Heliconia platystachys,Heliconia,Heliconiaceae,5,12
Nuphar japonica,Nuphar,Nymphaeaceae,10,595
Mischodon zeylanicus,Mischodon,Picrodendraceae,2,7
Costus phyllocephalus,Costus,Costaceae,5,26
Pholistoma auritum,Pholistoma,Hydrophyllaceae,3,126
Musa lolodensis,Musa,Musaceae,3,29
Portulaca okinawensis,Portulaca,Portulacaceae,5,33
Meliosma sellowii,Meliosma,Sabiaceae,3,10
Exocarpos neocaledonicus,Exocarpos,Santalaceae,4,132
Dendrotrophe frutescens,Dendrotrophe,Amphorogynaceae,1,77
Juglans neotropica,Juglans,Juglandaceae,6,28
Dichapetalum hirtellum,Dichapetalum,Dichapetalaceae,2,6
Styrax fortunei,Styrax,Styracaceae,2,15
Purdiaea stenopetala,Purdiaea,Clethraceae,1,27
Kadsura verrucosa,Kadsura,Schisandraceae,3,22
Ulmus lanceifolia,Ulmus,Ulmaceae,3,14
Typha glauca,Typha,Typhaceae,9,52
Curculigo pilosa,Curculigo,Hypoxidaceae,3,3
Ascarina marquesensis,Ascarina,Chloranthaceae,3,14
Elaeagnus formosana,Elaeagnus,Elaeagnaceae,4,325
Morella pubescens,Morella,Myricaceae,2,2
Quintinia epiphytica,Quintinia,Paracryphiaceae,1,18
Astelia alpina,Astelia,Asteliaceae,2,1365
Marcgravia domingensis,Marcgravia,Marcgraviaceae,1,22
Illigera rhodantha,Illigera,Hernandiaceae,1,68
Aponogeton viridis,Aponogeton,Aponogetonaceae,1,4
Anisophyllea masoalensis,Anisophyllea,Anisophylleaceae,1,4
Fuertesia domingensis,Fuertesia,Loasaceae,1,11
Ornduffia umbricola,Ornduffia,Menyanthaceae,3,58
Paramollugo cuneifolia,Paramollugo,Molluginaceae,1,11
Uncarina leptocarpa,Uncarina,Pedaliaceae,1,67
Chaetocarpus coriaceus,Chaetocarpus,Peraceae,1,13
Thesium humbertii,Thesium,Thesiaceae,1,14
Adenoa cubensis,Adenoa,Turneraceae,1,26
Citronella macrocarpa,Citronella,Cardiopteridaceae,1,23
Rafflesia leonardi,Rafflesia,Rafflesiaceae,1,2
Turpinia cochinchinensis,Turpinia,Staphyleaceae,2,2
Xerophyta tabulare,Xerophyta,Velloziaceae,1,9
Ditepalanthus malagasicus,Ditepalanthus,Balanophoraceae,1,18
Olax obtusifolia,Olax,Olacaceae,1,6
Hilleria latifolia,Hilleria,Phytolaccaceae,2,81
Sciaphila corniculata,Sciaphila,Triuridaceae,1,2
Gunnera bracteata,Gunnera,Gunneraceae,1,15
Mastixia macrocarpa,Mastixia,Nyssaceae,1,4
Sesamoides purpurascens,Sesamoides,Resedaceae,2,46
Archaeozostera lineata,Archaeozostera,Zosteraceae,4,9
Tamarix indica,Tamarix,Tamaricaceae,2,5
Qualea glaziovii,Qualea,Vochysiaceae,1,1
Daphniphyllum buchananiifolium,Daphniphyllum,Daphniphyllaceae,1,4
Elatine californica,Elatine,Elatinaceae,1,7
Triglochin scilloides,Triglochin,Juncaginaceae,2,12
Dalzellia zeylanica,Dalzellia,Podostemaceae,1,1
Pontederia heterosperma,Pontederia,Pontederiaceae,2,3
Alstroemeria inodora,Alstroemeria,Alstroemeriaceae,1,1
Asplundia polymera,Asplundia,Cyclanthaceae,1,1
Frankenia chilensis,Frankenia,Frankeniaceae,1,2
Apodytes brachystylis,Apodytes,Metteniusaceae,1,4
Dialyceras coriaceum,Dialyceras,Sphaerosepalaceae,1,33
Pterophyllum nathorsti,Pterophyllum,Williamsoniaceae,1,1
Pentaphragma lanuginosum,Pentaphragma,Pentaphragmataceae,1,1
Schoepfia stenophylla,Schoepfia,Schoepfiaceae,1,2
Cathedra rubricaulis,Cathedra,Aptandraceae,1,1
Corsia wiakabui,Corsia,Corsiaceae,1,1
Anigozanthos manglesii,Anigozanthos,Haemodoraceae,1,1
Calceolaria dentata,Calceolaria,Calceolariaceae,1,1
Agonandra silvatica,Agonandra,Opiliaceae,1,2
Nuxia allorgeorum,Nuxia,Stilbaceae,1,3
Platanthera dilatata,Platanthera,Orchidaceae,96,1497
Taraxacum officinale,Taraxacum,Asteraceae,473,23213
Chiococca alba,Chiococca,Rubiaceae,124,1538
Trifolium medium,Trifolium,Fabaceae,287,67713
Arrhenatherum elatius,Arrhenatherum,Poaceae,497,379833
Carex dioica,Carex,Cyperaceae,324,25989
Osbornia octodonta,Osbornia,Myrtaceae,54,143
Jatropha curcas,Jatropha,Euphorbiaceae,129,1191
Rosa canina,Rosa,Rosaceae,258,79357
Allamanda blanchetii,Allamanda,Apocynaceae,74,313
Lamium album,Lamium,Lamiaceae,222,211224
Medinilla myrtiformis,Medinilla,Melastomataceae,16,137
Hibiscus syriacus,Hibiscus,Malvaceae,124,1997
Erica cinerea,Erica,Ericaceae,176,104168
