candidate_id,accepted_species,axis,trait_name,raw_value,normalized_value,evidence_quality,evidence_scope,source_group,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,name_resolution_lineage,name_match_method,matched_page_name,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,evidence_status,content_sha256,content_sha256_basis,retrieved_at_utc,query,search_rank,inference_rule
34030c61f42fa4c632e69dd7,Abutilon mollissimum,flower_colour,flower_primary_color,Yellow,yellow_orange,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2059; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Colors | Yellow | Abutilon mollissimum | 1 | Author: (Cav.) Sweet | Rank: Espece,endemia:fiche2059:flower-colours,provider_treatment:endemia:2059,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Abutilon mollissimum,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,421fe0909564378cb876cac035b0fe868ee37ba0a31ad866274b33e6d74389c2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
7498154d3993124776b5b20f,Acacia simplex,flower_colour,flower_primary_color,Yellow,yellow_orange,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=12,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2074; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=12,Colors | Yellow | Acacia simplex | 14 | Author: (Sparrm.) Pedley | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche2074:flower-colours,provider_treatment:endemia:2074,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acacia simplex,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,e36a1a5ac70fd32dde7c4b9eea90b62078e8916f1c7516f5e6f4b46d729eb674,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
a7bd606bd133b8a49b28491c,Acalypha grandis,flower_colour,flower_primary_color,Green|Red|White,green_brown_inconspicuous|red_pink|white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1949; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=2 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=2,Colors | Green | Acalypha grandis | Author: Benth. | Rank: Espece || Colors | Red | Acalypha grandis | Author: Benth. | Rank: Espece || Colors | White | Acalypha grandis | Author: Benth. | Rank: Espece,endemia:fiche1949:flower-colours,provider_treatment:endemia:1949,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acalypha grandis,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,2b04747cd938c6080e690b7e5d7bda45f1d2e527bbd66445c0d3d4a23beb64bc,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
2ab527f4c225afa3a96e4d23,Acalypha pancheriana,flower_colour,flower_primary_color,Green|Red,green_brown_inconspicuous|red_pink,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1950; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=3 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=3,Colors | Green | Acalypha pancheriana | 6 | Author: Baill. | Rank: Espece || Colors | Red | Acalypha pancheriana | 6 | Author: Baill. | Rank: Espece,endemia:fiche1950:flower-colours,provider_treatment:endemia:1950,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acalypha pancheriana,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,06e79d1a06774aa6b80386753db5090cde829b340b06b0c39f476e8f6c501043,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
690c8f12cdd89abd729621f2,Achlydosa glandulosa,flower_colour,flower_primary_color,Green,green_brown_inconspicuous,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1080; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=2,"Colors | Green | Achlydosa glandulosa |    | 20 | Author: (Schltr.) M.A.Clem. & D.L.Jones | Rank: Espece | Protected species: in Northern Province | Habitats: Savane humide , Forêt humide d'altitude , Maquis d'altitude , Maquis de basse altitude , Forêt humide de basse altitude | Substrates: Volcano-sédimentaire , substrats. | Red list status: Least Concern (LC)",endemia:fiche1080:flower-colours,provider_treatment:endemia:1080,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Achlydosa glandulosa,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,54f984a245c15ae4a0e69b30a54062b1ce38c807bf41c57db4329834394196b0,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
ebc1d3db31b3d0cd8c675d8e,Acridocarpus austrocaledonicus,flower_colour,flower_primary_color,Yellow,yellow_orange,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche409; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Colors | Yellow | Acridocarpus austrocaledonicus |   | 28 | Author: Baill. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche409:flower-colours,provider_treatment:endemia:409,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acridocarpus austrocaledonicus,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,99552143d31c5a1df451a8ed448c27ac1f868cad62a4479c4b92733c198ed6ea,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
c5e70a230e1500e12ccb87e2,Acropogon jaffrei,flower_colour,flower_primary_color,Red,red_pink,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4961; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,"Colors | Red | Acropogon jaffrei |    | 17 | Author: Morat & Chalopin | Rank: Espece | Protected species: in Southern Province , in Northern Province | Habitats: Forêt humide de basse altitude , Forêt sclérophylle | Substrates: substrats. | Red list status: Endangered (EN)",endemia:fiche4961:flower-colours,provider_treatment:endemia:4961,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acropogon jaffrei,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,d216c030ec6926c35779e9f27743a473b4b0035fce5ddb718631ed86865d5543,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
5aa762c11dc4d4838cbed191,Acropogon paagoumenensis,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5211; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=6,"Colors | White | Acropogon paagoumenensis |    | 22 | Author: Morat & Chalopin | Rank: Espece | Protected species: in Southern Province , in Northern Province | Habitats: Maquis de basse altitude | Substrates: Ultramafique | Red list status: Endangered (EN)",endemia:fiche5211:flower-colours,provider_treatment:endemia:5211,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Acropogon paagoumenensis,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,304cbab1acff56cc954ec558ac608a4d6bc44dd7cc6f7e369d09177694eaa5b6,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
c96c45ee9927c0f819188c2d,Agatea longipedicellata,flower_colour,flower_primary_color,Pink,red_pink,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5016; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,Colors | Pink | Agatea longipedicellata | 18 | Author: Baker f. | Rank: Espece,endemia:fiche5016:flower-colours,provider_treatment:endemia:5016,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Agatea longipedicellata,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,2e6713c3f767da0275aa3d5a4a0ebab9b58f6b1c333c40257f83c6ea013d1903,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
36e3772923659447d163aa54,Alphitonia neocaledonica,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=23,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche513; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=23,Colors | White | Alphitonia neocaledonica |   | 20 | Author: (Schltr.) Guillaumin | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche513:flower-colours,provider_treatment:endemia:513,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alphitonia neocaledonica,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,b87dc64b15400a833d36f79159bd190afadf04f1d42808895ee1049bf4429cc5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
