candidate_id,accepted_species,axis,trait_name,raw_value,normalized_value,evidence_quality,evidence_scope,source_group,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,name_resolution_lineage,name_match_method,matched_page_name,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,evidence_status,content_sha256,content_sha256_basis,retrieved_at_utc,query,search_rank,inference_rule
49c26c69b8e3eb3116c3a14f,Alstonia coriacea,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=4,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3286; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=4,Colors | White | Alstonia coriacea |   | 12 | Author: Pancher ex S.Moore | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche3286:flower-colours,provider_treatment:endemia:3286,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alstonia coriacea,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,6b5f9f595a065b80ba9538b59cbfbede5769fb7104cc3a1ba1611a0e78adf150,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
08f4c13c5d2c9a468359539a,Alstonia costata,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5803; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=1,Colors | White | Alstonia costata | 13 | Author: (G.Forst.) R.Br. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche5803:flower-colours,provider_treatment:endemia:5803,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alstonia costata,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,447dd078b159e952ca7adfd4f8ca7e7bc0f1a9b738d01b3ec8b962b0c5af6507,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
08f48d1df1772a3626def8a7,Alstonia deplanchei,flower_colour,flower_primary_color,Yellow,yellow_orange,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2399; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Colors | Yellow | Alstonia deplanchei |   | 12 | Author: Van Heurck & Müll. Arg. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche2399:flower-colours,provider_treatment:endemia:2399,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alstonia deplanchei,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,99552143d31c5a1df451a8ed448c27ac1f868cad62a4479c4b92733c198ed6ea,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
e6361379a53954783f7e3c40,Alstonia legouixiae,flower_colour,flower_primary_color,Purple,blue_purple,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3293; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Colors | Purple | Alstonia legouixiae |   | 7 | Author: Van Heurck | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche3293:flower-colours,provider_treatment:endemia:3293,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alstonia legouixiae,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,77cd1a68e64954276119fb3c1fed9326fd143571b7be5e2c12a9e413ca25c8a5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
6483950f76139794e1b2ffef,Alstonia vieillardii,flower_colour,flower_primary_color,Yellow,yellow_orange,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1665; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=2,Colors | Yellow | Alstonia vieillardii |   | 17 | Author: Van Heurck | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC),endemia:fiche1665:flower-colours,provider_treatment:endemia:1665,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alstonia vieillardii,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,f0d6d53210fb829e937911a0107735037e15a65f136bca344d776a5414c8c74f,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
ac3c034d79c98bf12af0ba5d,Alyxia tisserantii,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=5,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche259; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=5,Colors | White | Alyxia tisserantii |    | 13 | Author: Montrouz. | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche259:flower-colours,provider_treatment:endemia:259,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Alyxia tisserantii,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,34915636be513de7006c2f99de6b38e03f9da5ffe257e91ef3dc1722e6f487fe,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
c5d365aead4706e92f2264e4,Amyema scandens,flower_colour,flower_primary_color,Pink|Red,red_pink,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche969; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=3,Colors | Pink | Amyema scandens | 22 | Author: (Tieghem) Danser | Rank: Espece || Colors | Red | Amyema scandens | 22 | Author: (Tieghem) Danser | Rank: Espece,endemia:fiche969:flower-colours,provider_treatment:endemia:969,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Amyema scandens,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,61dea520eebf71f37b65272970049e081a9dbc56e98563cdb0e76bd1a3ff5459,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
4f261d77a0d2b013228dcf99,Aneilema neocaledonicum,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2871; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=12,Colors | White | Aneilema neocaledonicum | 8 | Author: Schltr. | Rank: Espece,endemia:fiche2871:flower-colours,provider_treatment:endemia:2871,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Aneilema neocaledonicum,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,8d57e9913e7930db4a65ffdded1ced3ff6a7e267da7610d8beb5884044b5a9a1,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
5a77defd3f4e2c2a69ecf182,Archidendropsis granulosa,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche942; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Colors | White | Archidendropsis granulosa |   | 4 | Author: (Labill.) I.C.Nielsen | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche942:flower-colours,provider_treatment:endemia:942,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Archidendropsis granulosa,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,ab1328fdaa9c4f546bb2441a8b4d2c622ef973d5c65f40a848c8945f9a8d8fe9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
419350033ceb3283fc2af55a,Archidendropsis macradenia,flower_colour,flower_primary_color,Green|White,green_brown_inconspicuous|white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=28,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4110; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=28 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=3,Colors | Green | Archidendropsis macradenia |   | 21 | Author: (Harms) I.C.Nielsen | Rank: Espece | Red list status: Near Threatened (NT) || Colors | White | Archidendropsis macradenia |   | 21 | Author: (Harms) I.C.Nielsen | Rank: Espece | Red list status: Near Threatened (NT),endemia:fiche4110:flower-colours,provider_treatment:endemia:4110,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Archidendropsis macradenia,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,685aa912bcbc2f4db5b9fac54461d8ab584b522f7ca483fa6f271acb95d15abd,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
ae599172cd24b22474187827,Arillastrum gummiferum,flower_colour,flower_primary_color,White,white,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche429; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Colors | White | Arillastrum gummiferum |   | 39 | Author: (Brongn. & Gris) Pancher ex Baill. | Rank: Espece | Red list status: Vulnerable (VU),endemia:fiche429:flower-colours,provider_treatment:endemia:429,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Arillastrum gummiferum,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,03aa027d767f4729bdca2c5f03b6b8947618b8d06f30d57a7a1c6943ec4926e4,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
e51d6a86d586c622f7c1bbec,Artia balansae,flower_colour,flower_primary_color,Red,red_pink,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1505; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=6,Colors | Red | Artia balansae |   | 18 | Author: (Baill.) Pichon | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche1505:flower-colours,provider_treatment:endemia:1505,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Artia balansae,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,1505a5af91dbbb64556ef237079fa2aaa2dbc0e1cb951ffa4be8a1db0b6308f4,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
e68039f797e968ab730be65a,Ascarina rubricaulis,flower_colour,flower_primary_color,Insignificant flower,green_brown_inconspicuous,medium,species_direct,regional_flora_wave11_checkpoint_20260814,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3467; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Colors | Insignificant flower | Ascarina rubricaulis |   | 13 | Author: Solms | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche3467:flower-colours,provider_treatment:endemia:3467,endemia_species_treatment_across_structured_colour_filters,master_accepted_name_and_family_exact,accepted_name_exact,Ascarina rubricaulis,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,accepted_individual_source_backed_audit,04f197ce66d07f77d13efde3559617a22c85bc6a4746b3278c6549acf3e72486,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter,,
