"Data_source","Species","Family","Self-compatibility_index_FS","Self-compatibility_index_SFL","Autofertility_index_FS","Autofertility_index_SFL","Annual_Biennial","Listed_in_GloNAF","Number_GloNAF_Regions","Number_Native_Regions"
"Zhang_etal_2011b","Roscoea_cautleyoides","Zingiberaceae","1","0.984554061","0","0","0","0","0","1"
"Fan_Li_2012","Roscoea_debilis","Zingiberaceae","1","1","1","1","0","0","0","2"
"Zhang_etal_2011b","Roscoea_humeana","Zingiberaceae","0.766850564","0.256613757","0","0","0","0","0","1"
"Bullock_1985","Roseodendron_donnell-smithii","Bignoniaceae","0","NA","NA","NA","0","1","5","4"
"Hidalgo_Ubera_2001","Rosmarinus_officinalis","Lamiaceae","NA","NA","NA","NA","0","1","55","4"
"Oliveira_etal_2004","Roupala_montana","Proteaceae","0.05","NA","NA","NA","0","0","0","5"
"Wheelwright_etal_2006","Rubus_hispidus","Rosaceae","NA","NA","NA","NA","0","0","0","4"
"Bawa_Beach_1983","Rudgea_cornifolia","Rubiaceae","0","NA","NA","NA","0","0","0","6"
"Bawa_etal_1985","Rudgea_cornifolia","Rubiaceae","NA","NA","NA","NA","0","0","0","6"
"Sobrevilla_Arroyo_1982","Rudgea_karstenii","Rubiaceae","NA","NA","NA","NA","0","0","0","1"
"Faria_Araujo_2010","Ruellia_angustiflora","Acanthaceae","1","1","0","0","0","0","0","2"
"Machado_etal_2006","Ruellia_asperula","Acanthaceae","1","NA","0.493333333","NA","0","0","0","1"
"Abdala-Roberts_etal_2014","Ruellia_nudiflora","Acanthaceae","NA","NA","0.49042879","NA","0","0","0","3"
"Machado_etal_2006","Ruellia_paniculata","Acanthaceae","0.9","NA","1","NA","0","0","0","6"
"Miranda_Vieira_2014","Ruellia_subsessilis","Acanthaceae","0.82192846","NA","1","NA","0","0","0","1"
"Geiger_etal_2010","Ruellia_succulenta","Acanthaceae","0.988607466","NA","0.685179534","NA","0","0","0","1"
"Jaimes_Ramirez_1997","Ruellia_tuberosa","Acanthaceae","0","0","0","0","0","1","50","4"
"Berry_Calvo_1989","Ruilopezia_atropurpurea","Compositae","NA","NA","NA","NA","0","0","0","2"
"Berry_Calvo_1989","Ruilopezia_floccosa","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Ruilopezia_lindenii","Compositae","NA","NA","NA","NA","0","0","0","2"
"Berry_Calvo_1989","Ruilopezia_marcescens","Compositae","NA","NA","NA","NA","0","0","0","1"
"Young_etal_2000","Rutidosis_leptorhynchoides","Compositae","0.074161933","NA","0.036205747","NA","0","0","0","1"
"Hill_etal_2006","Sabatia_kennedyana","Gentianaceae","NA","NA","NA","NA","0","0","0","3"
"Kohlemainen_Mutikainen_2006","Saintpaulia_confusa","Gesneriaceae","0.9896","NA","0","NA","0","0","0","1"
"Morales_Galetto_2003","Salpichroa_origanifolia","Solanaceae","0.192307692","NA","0","NA","0","1","47","3"
"Arroyo_Uslar_1993","Salpiglossis_sinuata","Solanaceae","0.2333","0.118666766","0.0862","0.038799196","0","1","2","1"
"Barrett_etal_2000","Salvia_brandegeei","Lamiaceae","1","1","NA","NA","0","0","0","2"
"Jaimes_Ramirez_1997","Salvia_coccinea","Lamiaceae","0.891080738","0.916666667","0.783993237","0.622222222","1","1","104","9"
"Razanajatovo_vanKleunen_unpubl","Salvia_pratensis","Lamiaceae","NA","NA","NA","NA","0","1","31","5"
"Jorge_etal_2014","Salvia_sclareoides","Lamiaceae","0.956553449","0.827160494","0.257449469","0.185185185","1","0","0","1"
"Wolowski_etal_2013","Salvia_sellowiana","Lamiaceae","1","NA","0","NA","0","0","0","1"
"Subasi_Guvensen_2011","Salvia_smyrnaea","Lamiaceae","0.916666667","0.916666667","0","0","0","0","0","1"
"Navarro_1997","Salvia_verbenaca","Lamiaceae","NA","NA","0.98125","NA","1","1","61","9"
"Razanajatovo_vanKleunen_unpubl","Salvia_verticillata","Lamiaceae","NA","NA","NA","NA","0","1","31","8"
"Motten_1986","Sanguinaria_canadensis","Papaveraceae","0.946808511","1","1","1","0","0","0","6"
"Tamla_etal_2012","Santalum_lanceolatum","Santalaceae","NA","0.104638619","NA","NA","0","0","0","3"
"Bawa_1974","Sapranthus_palanga","Annonaceae","0","NA","NA","NA","0","0","0","1"
"Salinas_Suarez_2003","Sarcocapnos_pulcherrima","Papaveraceae","0.6590607","0.476190476","0","0","0","0","0","1"
"Sheridan_Karowe_2000","Sarracenia_flava","Sarraceniaceae","NA","NA","NA","NA","0","1","2","1"
"Wesselingh_etal_1999","Satyria_warszewiczii","Ericaceae","1","NA","0","NA","0","0","0","4"
"Johnson_etal_2009a","Satyrium_longicauda","Orchidaceae","1","0.250783699","0.21","0.015673981","0","0","0","3"
"Johnson_etal_2009b","Satyrium_longicauda","Orchidaceae","1","0.259574468","0.056","0.011489362","0","0","0","3"
"Singer_2002","Sauroglossum_nitidum","Orchidaceae","0.966985938","NA","NA","NA","0","0","0","3"
"Law_etal_2010","Saussurea_laniceps","Compositae","NA","NA","NA","NA","0","0","0","2"
"Law_etal_2010","Saussurea_medusa","Compositae","NA","NA","NA","NA","0","0","0","2"
"Ramirez_Brito_1990","Sauvagesia_rubiginosa","Ochnaceae","0.641","1","0.117833333","0.542651593","0","0","0","3"
"Brochmann_Hapnes_2001","Saxifraga_aizoides","Saxifragaceae","NA","NA","NA","NA","0","0","0","8"
"Meier_Holderegger_1998","Saxifraga_aizoides","Saxifragaceae","NA","NA","NA","NA","0","0","0","8"
"Brochmann_Hapnes_2001","Saxifraga_cernua","Saxifragaceae","NA","0.759701493","NA","0.091704937","1","0","0","11"
"Brochmann_Hapnes_2001","Saxifraga_cespitosa","Saxifragaceae","NA","NA","NA","NA","0","0","0","19"
"Hansen_Molau_1994","Saxifraga_granulata","Saxifragaceae","NA","NA","NA","NA","0","1","3","6"
"Brochmann_Hapnes_2001","Saxifraga_hieraciifolia","Saxifragaceae","NA","NA","NA","NA","1","0","0","5"
"Brochmann_Hapnes_2001","Saxifraga_hirculus","Saxifragaceae","NA","NA","NA","NA","0","0","0","18"
"Brochmann_Hapnes_2001","Saxifraga_hyperborea","Saxifragaceae","NA","1","NA","1","1","0","0","8"
"Brochmann_Hapnes_2001","Saxifraga_nivalis","Saxifragaceae","NA","NA","NA","NA","0","0","0","8"
"Stenstr?m_Molau_1992","Saxifraga_oppositifolia","Saxifragaceae","0.511767402","0.182599147","0.22906303","0.020565774","0","0","0","15"
"Brochmann_Hapnes_2001","Saxifraga_rivularis","Saxifragaceae","NA","0.960591133","NA","0.969211823","0","0","0","9"
"Sandvik_1999","Saxifraga_stellaris","Saxifragaceae","NA","NA","NA","NA","0","0","0","5"
"Brochmann_Hapnes_2001","Saxifraga_svalbardensis","Saxifragaceae","NA","0.47826087","NA","0.060869565","1","0","0","1"
"Nielsen_etal_2003","Scalesia_affinis","Compositae","NA","NA","NA","NA","0","0","0","1"
"Philipp_Nielsen_2010","Scalesia_cordata","Compositae","NA","NA","NA","NA","0","0","0","1"
"McMullen_1987","Scalesia_pedunculata","Compositae","NA","NA","NA","NA","0","0","0","1"
"Sobrevilla_Arroyo_1982","Schefflera_glabrata","Araliaceae","NA","NA","NA","NA","0","0","0","2"
"Pei_etal_2011","Schefflera_heptaphylla","Araliaceae","0.966571156","NA","0","NA","0","1","1","4"
"Khanduri_etal_2013","Schima_wallichii","Theaceae","0.520215633","NA","0.202156334","NA","0","0","0","4"
"Leite_Machado_2010","Schinopsis_brasiliensis","Anacardiaceae","NA","NA","NA","NA","0","0","0","1"
"Iponga_2010","Schinus_molle","Anacardiaceae","NA","NA","0.081396169","NA","0","1","67","3"
"Gonzalez_Perez_2010","Schizanthus_candidus","Solanaceae","NA","NA","NA","NA","1","0","0","1"
"Brown_2011","Schlumbergera_truncata","Cactaceae","NA","NA","NA","NA","0","1","5","1"
"Ramirez_Brito_1990","Schultesia_brachyptera","Gentianaceae","1","0.50558877","NA","NA","0","0","0","6"
"Ramirez_Seres_1994","Scleria_latifolia","Cyperaceae","0.881670534","0.590909091","1","0.727272727","0","0","0","7"
"Tepedino_etal_2010","Sclerocactus_brevispinus","Cactaceae","NA","NA","NA","NA","0","0","0","1"
"Tepedino_etal_2010","Sclerocactus_wetlandicus","Cactaceae","NA","NA","NA","NA","0","0","0","1"
"Colling_etal_2004","Scorzonera_humilis","Compositae","NA","0.174418605","NA","0","0","0","0","5"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_alpestris","Scrophulariaceae","NA","NA","NA","NA","1","0","0","2"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_auriculata","Scrophulariaceae","NA","NA","NA","NA","0","1","10","5"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_balbisii","Scrophulariaceae","NA","NA","NA","NA","1","0","0","4"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_canina","Scrophulariaceae","NA","NA","NA","NA","0","0","0","6"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_canina_crithmifolia","Scrophulariaceae","NA","NA","NA","NA","0","0","0","6"
"Ortega-Olivencia_Devesa_1998","Scrophularia_fontqueri","Scrophulariaceae","0.080808081","0.001337644","0","0","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_frutescens_frutescens","Scrophulariaceae","NA","NA","NA","NA","1","0","0","2"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_grandiflora_reuteri","Scrophulariaceae","NA","NA","NA","NA","1","0","0","3"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_herminii","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_laevigata","Scrophulariaceae","NA","NA","NA","NA","1","0","0","2"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_nodosa","Scrophulariaceae","NA","NA","NA","NA","0","0","0","8"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_oxyrhyncha","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_peregrina","Scrophulariaceae","NA","NA","NA","NA","1","1","1","7"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_sambucifolia","Scrophulariaceae","NA","NA","NA","NA","0","0","0","2"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_scorodonia_scorodonia","Scrophulariaceae","NA","NA","NA","NA","1","1","6","5"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_sublyrata","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_tanacetifolia","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_valdesii","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Ortega-Olivencia_Devesa-Alcaraz_1993","Scrophularia_viciosoi","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"McMullen_1987","Scutia_spicata_pauciflora","Rhamnaceae","NA","NA","NA","NA","0","0","0","1"
"Zapata_Arroyo_1978","Securidaca_scandens","Polygalaceae","0.633191891","1","0.633663366","1","0","0","0","2"
"Dag_Mizrahi_2005","Selenicereus_megalanthus","Cactaceae","1","0.946666667","0.857290589","0.315555556","0","0","0","1"
"Weiss_etal_1994","Selenicereus_megalanthus","Cactaceae","1","NA","0.665","NA","0","0","0","1"
"Bawa_1974","Semialarium_mexicanum","Celastraceae","0","NA","NA","NA","0","0","0","2"
"Arroyo_Uslar_1993","Senecio_coronopodiphyllus","Compositae","NA","NA","NA","NA","0","0","0","1"
"Razanajatovo_vanKleunen_2016","Senecio_inaequidens","Compositae","NA","NA","NA","NA","1","1","28","1"
"Widen_1993","Senecio_integrifolius","Compositae","NA","NA","NA","NA","0","0","0","13"
"Abbott_Forbes_1993","Senecio_squalidus","Compositae","NA","0.0024973","NA","NA","0","1","15","4"
"Aizen_Feinsinger_1994","Senna_aphylla","Leguminosae","1","NA","0","NA","0","0","0","2"
"Rambuda_Johnson_2004","Senna_didymobotrya","Leguminosae","0.883333333","0.652307692","0.11","0.021538462","0","1","39","4"
"Berry_etal_2013","Senna_hebecarpa","Leguminosae","0.526315789","0.5","NA","NA","0","0","0","4"
"Leite_Machado_2010","Senna_martiana","Leguminosae","0","NA","0","NA","0","0","0","1"
"McMullen_1987","Senna_occidentalis","Leguminosae","NA","NA","NA","NA","1","1","207","7"
"Leite_Machado_2010","Senna_spectabilis","Leguminosae","0","NA","0","NA","0","1","29","6"
"Pellegrino_etal_2005","Serapias_vomeracea","Orchidaceae","1","NA","0","NA","0","0","0","6"
"Pellegrino_etal_2006","Serapias_vomeracea","Orchidaceae","1","NA","0","NA","0","0","0","6"
"Giblin_Hamilton_1999","Sericocarpus_rigidus","Compositae","NA","NA","NA","NA","0","0","0","2"
"Heering_1993","Sesbania_goetzei","Leguminosae","1","NA","0.142857143","NA","0","0","0","3"
"Heering_1993","Sesbania_keniensis","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Rambuda_Johnson_2004","Sesbania_punicea","Leguminosae","1","1","0.725806452","0.335403727","0","1","21","2"
"Heering_1993","Sesbania_sesban","Leguminosae","1","NA","0.4","NA","0","1","34","14"
"Rovira_etal_2004","Seseli_farrenyi","Apiaceae","0.684210526","NA","0.010025063","NA","0","0","0","1"
"McMullen_1987","Setaria_parviflora","Poaceae","NA","NA","NA","NA","1","1","80","13"
"Bawa_1998","Shorea_acuminata","Dipterocarpaceae","0.032258065","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_cordifolia","Dipterocarpaceae","0.023809524","NA","NA","NA","0","0","0","1"
"Stacy_2001","Shorea_cordifolia","Dipterocarpaceae","0","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_disticha","Dipterocarpaceae","0","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_hemsleyana","Dipterocarpaceae","0","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_lepidota","Dipterocarpaceae","0.069672131","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_leprosula","Dipterocarpaceae","0.094117647","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_macroptera","Dipterocarpaceae","0.125628141","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_ovalis","Dipterocarpaceae","0.920454545","NA","NA","NA","0","0","0","1"
"Atluri_etal_2004","Shorea_robusta","Dipterocarpaceae","1","NA","NA","NA","0","0","0","2"
"Bawa_1998","Shorea_splendida","Dipterocarpaceae","0","NA","NA","NA","0","0","0","1"
"Bawa_1998","Shorea_trapezifolia","Dipterocarpaceae","0.127387052","NA","NA","NA","0","0","0","1"
"McMullen_1987","Sida_rhombifolia","Malvaceae","1","1","1","1","1","1","169","27"
"Jaimes_Ramirez_1997","Sida_spinosa","Malvaceae","0.963","0.888","0.777777778","0.453333333","1","1","97","17"
"Leite_Machado_2010","Sideroxylon_obtusifolium","Sapotaceae","0","NA","0","NA","0","0","0","7"
"Buide_Guitian_2002","Silene_acutifolia","Caryophyllaceae","0.974882554","NA","0.807756064","NA","0","0","0","2"
"Kephart_etal_1999","Silene_douglasii","Caryophyllaceae","0.790536669","0.537437005","0.36434301","0.129229662","0","0","0","3"
"Brown_Kephart_1999","Silene_douglasii_oraria","Caryophyllaceae","NA","NA","0.416666667","0.127873563","0","0","0","3"
"Razanajatovo_vanKleunen_unpubl","Silene_gallica","Caryophyllaceae","NA","NA","NA","NA","1","1","150","8"
"Navarro_Guitian_2002","Silene_glaucifolia","Caryophyllaceae","0.85042735","0.846323529","0.882783883","0.861764706","0","0","0","1"
"Navarro_etal_1993","Silene_laxipruinosa","Caryophyllaceae","0.291338583","0.13655914","0.687664042","0.35483871","0","0","0","1"
"Davis_Delph_2005","Silene_noctiflora","Caryophyllaceae","NA","NA","NA","NA","1","1","78","10"
"Hauser_Siegismund_2000","Silene_nutans","Caryophyllaceae","0.010838862","NA","NA","NA","0","1","5","10"
"Bosch_etal_2002","Silene_pardoi","Caryophyllaceae","NA","NA","NA","NA","0","0","0","1"
"Talavera_etal_1996","Silene_stockenii","Caryophyllaceae","0.79714577","0.555436338","0.063200815","0.012875536","1","0","0","1"
"Kwak_Jennersten_1991","Silene_viscaria","Caryophyllaceae","NA","NA","NA","NA","0","1","8","6"
"Glaettli_Goudet_2006","Silene_vulgaris","Caryophyllaceae","1","0.879924063","NA","NA","0","1","88","15"
"Wolowski_etal_2013","Sinningia_cooperi","Gesneriaceae","1","NA","0.152342857","NA","0","0","0","1"
"Wolowski_etal_2013","Sinningia_gigantifolia","Gesneriaceae","1","NA","0.259187959","NA","0","0","0","1"
"Xiong_etal_2013","Sinopodophyllum_hexandrum","Berberidaceae","NA","NA","NA","NA","0","1","1","3"
"Sobrevilla_Arroyo_1982","Siphocampylus_reticulatus","Campanulaceae","0.178571429","NA","NA","NA","0","0","0","1"
"Proenca_Gibbs_1994","Siphoneugena_densiflora","Myrtaceae","0","NA","0","NA","0","0","0","1"
"Srimuang_etal_2010","Sirindhornia_mirabilis","Orchidaceae","NA","NA","NA","NA","0","0","0","1"
"Srimuang_etal_2010","Sirindhornia_monophylla","Orchidaceae","NA","NA","NA","NA","0","0","0","2"
"Srimuang_etal_2010","Sirindhornia_pulchella","Orchidaceae","NA","NA","NA","NA","0","0","0","1"
"Arroyo_Uslar_1993","Sisyrinchium_arenarium","Iridaceae","0.077276291","0","0","NA","0","0","0","1"
"Wheelwright_etal_2006","Sisyrinchium_montanum","Iridaceae","NA","NA","NA","NA","0","1","19","7"
"Bush_Beach_1995","Sobralia_amabilis","Orchidaceae","1","NA","NA","NA","0","0","0","2"
"Morales_Galetto_2003","Solanum_americanum","Solanaceae","0.65625","NA","0.375","NA","1","1","234","26"
"Anderson_etal_2006","Solanum_catilliflorum","Solanaceae","1","NA","NA","NA","0","0","0","1"
"Morales_Galetto_2003","Solanum_chenopodioides","Solanaceae","0","NA","0","NA","1","1","27","2"
"Arroyo_Uslar_1993","Solanum_crispum","Solanaceae","0","0","0","NA","0","1","1","1"
"Petanidou_etal_2012","Solanum_elaeagnifolium","Solanaceae","NA","0.410687808","NA","0.001084024","0","1","57","6"
"Gonzalez_Perez_2010","Solanum_heterantherum","Solanaceae","NA","NA","NA","NA","0","0","0","1"
"Rambuda_Johnson_2004","Solanum_mauritianum","Solanaceae","1","1","0.447368421","0.126289353","0","1","57","2"
"Murray_etal_1992","Solanum_muricatum","Solanaceae","0.884615385","0.73498686","NA","NA","0","1","2","1"
"Coleman_Coleman_1982","Solanum_palinacanthum","Solanaceae","NA","NA","NA","NA","0","0","0","3"
"Anderson_etal_2006","Solanum_perlongistylum","Solanaceae","0","NA","NA","NA","0","0","0","1"
"Tanner_1982","Solanum_punctulatum","Solanaceae","1","NA","NA","NA","0","0","0","1"
"Gonzalez_Perez_2010","Solanum_remyanum","Solanaceae","NA","NA","NA","NA","0","0","0","1"
"Bowers_1975","Solanum_rostratum","Solanaceae","0.916666667","0.935297991","0","0","1","1","65","4"
"Morales_Galetto_2003","Solanum_stuckertii","Solanaceae","0.5","NA","0.75","NA","0","0","0","2"
"Hao_etal_2011","Solidago_canadensis","Compositae","NA","NA","NA","NA","0","1","119","5"
"Razanajatovo_vanKleunen_2016","Solidago_canadensis","Compositae","NA","NA","NA","NA","0","1","119","5"
"Buchele_etal_1992","Solidago_shortii","Compositae","NA","0.036585366","NA","0","0","0","0","2"
"Razanajatovo_vanKleunen_2016","Solidago_virgaurea","Compositae","NA","NA","NA","NA","0","0","0","13"
"Hao_etal_2011","Sonchus_asper","Compositae","NA","NA","NA","NA","1","1","251","20"
"Hao_etal_2011","Sonchus_oleraceus","Compositae","NA","NA","NA","NA","1","1","409","13"
"Coupland_etal_2006","Sonneratia_alba","Lythraceae","NA","NA","0.279281278","NA","0","0","0","12"
"Pias_Guitian_2006","Sorbus_aucuparia","Rosaceae","0.082768547","NA","0.007641736","NA","0","1","46","12"
"Rasmussen_Kollmann_2004","Sorbus_torminalis","Rosaceae","0.133333333","NA","0","NA","0","1","1","8"
"McKone_etal_1998","Sorghastrum_nutans","Poaceae","NA","NA","NA","NA","0","1","1","10"
"vanKleunen_etal_2008","Sparaxis_bulbifera","Iridaceae","NA","NA","NA","NA","0","1","13","1"
"vanKleunen_etal_2008","Sparaxis_elegans","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Ramirez_Brito_1990","Spermacoce_multiflora","Rubiaceae","0.551041399","1","0.428516328","0.847715736","1","0","0","4"
"Brzyski_etal_2014","Spiraea_virginiana","Rosaceae","0.0675","0.003243506","0.5625","0.252272727","0","1","1","2"
"Willems_Lahtinen_1997","Spiranthes_spiralis","Orchidaceae","NA","NA","NA","NA","0","0","0","9"
"Bawa_1974","Spondias_mombin","Anacardiaceae","0","NA","NA","NA","0","1","27","5"
"Leite_Machado_2010","Spondias_tuberosa","Anacardiaceae","0","NA","0","NA","0","0","0","1"
"Arroyo_Uslar_1993","Stachys_albicaulis","Lamiaceae","0.8571","0.826855124","0.551","0.858657244","0","0","0","1"
"Kocher_etal_unpubl","Stachys_sylvatica","Lamiaceae","NA","0.852830189","NA","NA","0","1","6","12"
"Wolowski_etal_2013","Staurogyne_itatiaiae","Acanthaceae","1","NA","0.1333","NA","0","0","0","1"
"Motten_1986","Stellaria_pubera","Caryophyllaceae","0.957446809","0.932773109","0.053191489","0.025210084","0","1","4","2"
"Zhang_etal_2011c","Stellera_chamaejasme","Thymelaeaceae","0.025609756","NA","0","NA","0","0","0","4"
"Nassar_etal_1997","Stenocereus_griseus","Cactaceae","0","NA","0","NA","0","0","0","3"
"Casas_etal_1999","Stenocereus_stellatus","Cactaceae","0","0","0","0","0","0","0","1"
"Stein_Hensen_2013","Stenostephanus_lobeliiformis","Acanthaceae","0.225337119","NA","0","NA","0","0","0","1"
"Sigrist_Sazima_2004","Stigmaphyllon_lalandianum","Malpighiaceae","0","NA","0","NA","0","0","0","2"
"Machado_etal_2006","Stigmaphyllon_paralias","Malpighiaceae","0","NA","0","NA","0","0","0","1"
"Ramirez_Seres_1994","Stromanthe_jacquinii","Marantaceae","0.773195876","0.769230769","0.720360825","0.717948718","0","0","0","3"
"Ramirez_Seres_1994","Stromanthe_tonckat","Marantaceae","1","1","NA","NA","0","1","1","5"
"Burbidge_James_1991","Stylidium_adnatum","Stylidiaceae","0.695266272","NA","0.034023669","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_adpressum","Stylidiaceae","0.031057968","NA","0.001869159","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_affine","Stylidiaceae","0.340186916","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_breviscapum","Stylidiaceae","0.089048818","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_brunonianum","Stylidiaceae","0.310804439","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_bulbiferum","Stylidiaceae","0.093184979","NA","0.005563282","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_bulbiferum_ciliatum","Stylidiaceae","0.008316008","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_calcaratum","Stylidiaceae","1","NA","NA","NA","1","0","0","1"
"Burbidge_James_1991","Stylidium_caricifolium","Stylidiaceae","0.192982456","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_choreanthum","Stylidiaceae","0.423913043","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_confluens","Stylidiaceae","0.143149284","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_crassifolium","Stylidiaceae","0.33145711","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_crossocephalum","Stylidiaceae","0.173846055","NA","0.006311841","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_dichotomum","Stylidiaceae","0.034883721","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_dielsianum","Stylidiaceae","0.027932961","NA","0.005586592","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_diuroides","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_divaricatum","Stylidiaceae","0.078982597","NA","0.002677376","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_ecorne","Stylidiaceae","0.856164384","NA","NA","NA","1","0","0","1"
"Burbidge_James_1991","Stylidium_eglandulosum","Stylidiaceae","0.58365019","NA","0.005703422","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_elongatum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_emarginatum","Stylidiaceae","0.425465839","NA","0.013975155","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_galioides","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_glaucum","Stylidiaceae","0.268707483","NA","0.030612245","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_guttatum","Stylidiaceae","0.011204482","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_induratum","Stylidiaceae","0.009615385","NA","0.001201923","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_lepidum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_longibraceteatum","Stylidiaceae","0.035714286","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_longitubum","Stylidiaceae","1","NA","0","NA","1","0","0","1"
"Burbidge_James_1991","Stylidium_macrocarpum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_nungarinense","Stylidiaceae","0.025766871","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_pendulum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_petiolare","Stylidiaceae","0.067039106","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_piliferum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_repens","Stylidiaceae","0.119327731","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_rhipidium","Stylidiaceae","1","NA","0.005769231","NA","1","0","0","1"
"Burbidge_James_1991","Stylidium_rhynchocarpum","Stylidiaceae","0.458768873","NA","0.008130081","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_roseoalatum","Stylidiaceae","0.855361596","NA","0.011221945","NA","1","0","0","1"
"Burbidge_James_1991","Stylidium_sacculatum","Stylidiaceae","0.016541353","NA","0.007518797","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_spinulosum","Stylidiaceae","NA","NA","NA","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_uniflorum","Stylidiaceae","0.046875","NA","0","NA","0","0","0","1"
"Burbidge_James_1991","Stylidium_utricularioides","Stylidiaceae","1","NA","0","NA","1","0","0","1"
"Wesselingh_etal_1999","Styrax_argenteus","Styracaceae","NA","NA","NA","NA","0","0","0","5"
"Santos_etal_2012","Svitramia_hatschbachii","Melastomataceae","0.792957746","NA","0","NA","0","0","0","1"
"Santos_etal_2012","Svitramia_minor","Melastomataceae","1","NA","NA","NA","0","0","0","1"
"Bawa_etal_1985","Swartzia_simplex","Leguminosae","0","NA","NA","NA","0","0","0","5"
"Sobrevilla_Arroyo_1982","Symbolanthus_tricolor","Gentianaceae","NA","NA","NA","NA","0","0","0","2"
"Razanajatovo_vanKleunen_2016","Symphyotrichum_laeve","Compositae","NA","NA","NA","NA","0","1","19","10"
