accepted_species,genus,family,n_islands,n_records
Drypetes crassipes,Drypetes,Putranjivaceae,2,57
Ruschia caroli,Ruschia,Aizoaceae,3,44
Deutzia floribunda,Deutzia,Hydrangeaceae,3,95
Myriophyllum crispatum,Myriophyllum,Haloragaceae,3,20
Rourea doniana,Rourea,Connaraceae,2,16
Linum amurense,Linum,Linaceae,2,2
Humulus cordifolius,Humulus,Cannabaceae,4,623
Hydnocarpus calophyllus,Hydnocarpus,Achariaceae,1,28
Wurmbea biglandulosa,Wurmbea,Colchicaceae,2,2
Cornus hongkongensis,Cornus,Cornaceae,3,6
Bourreria labatii,Bourreria,Ehretiaceae,1,70
Tribulus bimucronatus,Tribulus,Zygophyllaceae,3,16
Buxus bissei,Buxus,Buxaceae,1,13
Najas oguraensis,Najas,Hydrocharitaceae,5,98
Helonias leucantha,Helonias,Melanthiaceae,2,6
Drosera falconeri,Drosera,Droseraceae,2,6
Calyptridium monandrum,Calyptridium,Montiaceae,2,7
Macarisia pyramidata,Macarisia,Rhizophoraceae,1,260
Schizolaena milleri,Schizolaena,Sarcolaenaceae,1,67
Linanthus uncialis,Linanthus,Polemoniaceae,2,7
Cassinopsis chapelieri,Cassinopsis,Icacinaceae,1,13
Polyosma linearibractea,Polyosma,Escalloniaceae,1,3
Alisma plantago,Alisma,Alismataceae,2,3
Medusanthera inaequalis,Medusanthera,Stemonuraceae,1,9
Erythranthe andicola,Erythranthe,Phrymaceae,2,5
Xyris malmeana,Xyris,Xyridaceae,1,5
Lepyrodia valliculae,Lepyrodia,Restionaceae,1,173
Soulamea rigaultii,Soulamea,Simaroubaceae,1,6
Gymnosiphon affinis,Gymnosiphon,Burmanniaceae,1,3
Ribes sylvestre,Ribes,Grossulariaceae,1,30
Phyllachne rubra,Phyllachne,Stylidiaceae,1,94
Nothofagus serrulata,Nothofagus,Nothofagaceae,1,6
Allocasuarina defungens,Allocasuarina,Casuarinaceae,1,15
Sieruela hirta,Sieruela,Cleomaceae,1,7
Zygogynum glaucum,Zygogynum,Winteraceae,1,5
Corylopsis platypetala,Corylopsis,Hamamelidaceae,1,2
Heliconia librata,Heliconia,Heliconiaceae,1,4
Nymphaea minuta,Nymphaea,Nymphaeaceae,1,5
Stachyandra rufibarbis,Stachyandra,Picrodendraceae,1,11
Tapeinochilos recurvatus,Tapeinochilos,Costaceae,1,2
Phacelia heterophylla,Phacelia,Hydrophyllaceae,1,3
Musa seminifera,Musa,Musaceae,1,2
Portulaca clavigera,Portulaca,Portulacaceae,1,1
Sabia discolor,Sabia,Sabiaceae,1,2
Cladomyza stellata,Cladomyza,Amphorogynaceae,1,1
Cyclocarya paliurus,Cyclocarya,Juglandaceae,1,1
Santalum fernandezianum,Santalum,Santalaceae,1,3
Dichapetalum platyphyllum,Dichapetalum,Dichapetalaceae,1,1
Styrax americanus,Styrax,Styracaceae,1,1
Dactylorhiza aristata,Dactylorhiza,Orchidaceae,53,995
Crepis capillaris,Crepis,Asteraceae,239,175957
Leptopetalum biflorum,Leptopetalum,Rubiaceae,58,188
Desmodium incanum,Desmodium,Fabaceae,163,2458
Brachypodium sylvaticum,Brachypodium,Poaceae,289,203293
Carex extensa,Carex,Cyperaceae,198,10627
Myrcia chytraculia,Myrcia,Myrtaceae,28,178
Mallotus paniculatus,Mallotus,Euphorbiaceae,56,5868
Prunus persica,Prunus,Rosaceae,148,1807
Anodendron affine,Anodendron,Apocynaceae,38,1203
Mentha suaveolens,Mentha,Lamiaceae,93,8784
Miconia christophoriana,Miconia,Melastomataceae,10,92
Abelmoschus manihot,Abelmoschus,Malvaceae,59,237
Vaccinium corymbosum,Vaccinium,Ericaceae,47,794
Prestoea acuminata,Prestoea,Arecaceae,17,612
Oplonia spinosa,Oplonia,Acanthaceae,23,123
Litsea fulva,Litsea,Lauraceae,12,180
Primula nutans,Primula,Primulaceae,27,314
Cyrtandra decurrens,Cyrtandra,Gesneriaceae,5,31
Phyllanthus pentaphyllus,Phyllanthus,Phyllanthaceae,18,157
Alocasia longiloba,Alocasia,Araceae,22,248
Delphinium ajacis,Delphinium,Ranunculaceae,60,3207
Annona senegalensis,Annona,Annonaceae,8,152
Teesdalia nudicaulis,Teesdalia,Brassicaceae,108,12749
Lepisanthes tetraphylla,Lepisanthes,Sapindaceae,23,301
Boronia lanuginosa,Boronia,Rutaceae,19,175
Sagina maxima,Sagina,Caryophyllaceae,112,611
Eryngium foetidum,Eryngium,Apiaceae,67,853
Oreocnide frutescens,Oreocnide,Urticaceae,16,174
Salix sepulcralis,Salix,Salicaceae,31,795
Ficus benguetensis,Ficus,Moraceae,30,2036
Piper lessertianum,Piper,Piperaceae,9,79
Mecardonia procumbens,Mecardonia,Plantaginaceae,73,1362
Pseudopanax lessonii,Pseudopanax,Araliaceae,13,1751
Solanum opacum,Solanum,Solanaceae,35,223
Alpinia hainanensis,Alpinia,Zingiberaceae,6,202
Ornithogalum divergens,Ornithogalum,Asparagaceae,50,388
Manilkara dissecta,Manilkara,Sapotaceae,8,38
Begonia multangula,Begonia,Begoniaceae,3,79
Iresine diffusa,Iresine,Amaranthaceae,62,399
Calystegia pellita,Calystegia,Convolvulaceae,43,243
Benstonea atrocarpa,Benstonea,Pandanaceae,4,17
Lobelia pedunculata,Lobelia,Campanulaceae,17,869
Lithocarpus elegans,Lithocarpus,Fagaceae,10,314
Rumex spinosus,Rumex,Polygonaceae,57,636
Denhamia disperma,Denhamia,Celastraceae,11,35
Helicia excelsa,Helicia,Proteaceae,6,67
Aphyllon uniflorum,Aphyllon,Orobanchaceae,39,740
Frangula crenata,Frangula,Rhamnaceae,10,735
Elaeocarpus acronodia,Elaeocarpus,Elaeocarpaceae,5,28
Cynoglossum columnae,Cynoglossum,Boraginaceae,25,106
Toona sureni,Toona,Meliaceae,14,184
Fraxinus insularis,Fraxinus,Oleaceae,12,298
Diospyros eriantha,Diospyros,Ebenaceae,5,2650
Cotyledon orbiculata,Cotyledon,Crassulaceae,21,712
Gentiana nipponica,Gentiana,Gentianaceae,14,495
Mangifera foetida,Mangifera,Anacardiaceae,14,169
Cayratia japonica,Cayratia,Vitaceae,13,282
Rinorea horneri,Rinorea,Violaceae,21,260
Anthoshorea farinosa,Anthoshorea,Dipterocarpaceae,6,41
Jacaranda puberula,Jacaranda,Bignoniaceae,9,21
Myristica bifurcata,Myristica,Myristicaceae,7,20
Fevillea cordifolia,Fevillea,Cucurbitaceae,12,68
Allium sardoum,Allium,Amaryllidaceae,27,87
Byrsonima coccolobifolia,Byrsonima,Malpighiaceae,5,16
Ludwigia repens,Ludwigia,Onagraceae,25,59
Amyema edanoi,Amyema,Loranthaceae,6,9
Freesia refracta,Freesia,Iridaceae,20,101
Pimelea curviflora,Pimelea,Thymelaeaceae,6,349
Opuntia elata,Opuntia,Cactaceae,12,20
Garcinia forbesii,Garcinia,Clusiaceae,4,65
Limonium platyphyllum,Limonium,Plumbaginaceae,5,32
Tillandsia compressa,Tillandsia,Bromeliaceae,6,53
Xanthophyllum papuanum,Xanthophyllum,Polygalaceae,6,90
Kniphofia praecox,Kniphofia,Asphodelaceae,6,459
Bursera laxiflora,Bursera,Burseraceae,5,8
Lonicera acuminata,Lonicera,Caprifoliaceae,21,1608
Impatiens bicaudata,Impatiens,Balsaminaceae,1,55
Juncus foliosus,Juncus,Juncaceae,43,2044
Hypericum yezoense,Hypericum,Hypericaceae,8,34
Aristolochia albida,Aristolochia,Aristolochiaceae,3,289
Saxifraga sibirica,Saxifraga,Saxifragaceae,19,65
Leucophyllum frutescens,Leucophyllum,Scrophulariaceae,10,63
Pollia miranda,Pollia,Commelinaceae,8,783
Geissois magnifica,Geissois,Cunoniaceae,2,58
Terminalia amazonica,Terminalia,Combretaceae,6,37
Saurauia pentapetala,Saurauia,Actinidiaceae,2,4
Fumaria flabellata,Fumaria,Papaveraceae,25,173
Geranium retrorsum,Geranium,Geraniaceae,14,341
Ilex versteeghii,Ilex,Aquifoliaceae,5,103
Marila laxiflora,Marila,Calophyllaceae,3,5
Ternstroemia patens,Ternstroemia,Pentaphylacaceae,3,3
Dillenia ferruginea,Dillenia,Dilleniaceae,4,416
Pycnarrhena novoguineensis,Pycnarrhena,Menispermaceae,4,30
Passiflora bicornis,Passiflora,Passifloraceae,5,36
Dioscorea spiculiflora,Dioscorea,Dioscoreaceae,4,12
Lantana velutina,Lantana,Verbenaceae,7,18
Logania crassifolia,Logania,Loganiaceae,3,86
Tricyrtis macropoda,Tricyrtis,Liliaceae,9,678
Pittosporum kirkii,Pittosporum,Pittosporaceae,3,318
Hedycarya cupulata,Hedycarya,Monimiaceae,1,308
Eriocaulon fuliginosum,Eriocaulon,Eriocaulaceae,2,14
Ammannia dichotoma,Ammannia,Lythraceae,6,28
Phoradendron dipterum,Phoradendron,Viscaceae,3,19
Heliotropium zeylanicum,Heliotropium,Heliotropiaceae,5,21
Symplocos laeteviridis,Symplocos,Symplocaceae,2,291
Ceodes cauliflora,Ceodes,Nyctaginaceae,5,15
Cordia sericicalyx,Cordia,Cordiaceae,3,10
Capparis formosana,Capparis,Capparaceae,3,205
Goeppertia warszewiczii,Goeppertia,Marantaceae,3,3
Nepenthes rajah,Nepenthes,Nepenthaceae,1,78
Scaevola mollis,Scaevola,Goodeniaceae,4,124
Hirtella thouarsiana,Hirtella,Chrysobalanaceae,2,15
Utricularia barkeri,Utricularia,Lentibulariaceae,4,81
Potamogeton robbinsii,Potamogeton,Potamogetonaceae,8,57
Smilax stans,Smilax,Smilacaceae,5,263
Oxalis intermedia,Oxalis,Oxalidaceae,4,4
Polyspora imbricata,Polyspora,Theaceae,2,6
Crocanthemum bicknellii,Crocanthemum,Cistaceae,5,31
Berberis ottawensis,Berberis,Berberidaceae,3,13
Betula corylifolia,Betula,Betulaceae,9,606
Barringtonia integrifolia,Barringtonia,Lecythidaceae,2,51
Magnolia ashtonii,Magnolia,Magnoliaceae,2,19
Campylospermum vogelii,Campylospermum,Ochnaceae,2,72
Erythroxylum pulchrum,Erythroxylum,Erythroxylaceae,2,17
Lindernia Sudley,Lindernia,Linderniaceae,2,4
Viburnum rugosum,Viburnum,Viburnaceae,5,1204
Drypetes principum,Drypetes,Putranjivaceae,2,52
Mesembryanthemum cryptanthum,Mesembryanthemum,Aizoaceae,3,33
Hydrangea liukiuensis,Hydrangea,Hydrangeaceae,3,28
Haloragis trigonocarpa,Haloragis,Haloragaceae,3,19
Rourea induta,Rourea,Connaraceae,2,15
Linum flavum,Linum,Linaceae,2,2
Celtis mildbraedii,Celtis,Cannabaceae,4,57
Prockiopsis calcicola,Prockiopsis,Achariaceae,1,27
Disporum kawakamii,Disporum,Colchicaceae,1,681
Alangium polyosmoides,Alangium,Cornaceae,3,4
Ehretia seyrigii,Ehretia,Ehretiaceae,1,66
Roepera eremaea,Roepera,Zygophyllaceae,3,11
Buxus cristalensis,Buxus,Buxaceae,1,10
Najas gracillima,Najas,Hydrocharitaceae,5,28
Trillium miyabeanum,Trillium,Melanthiaceae,2,5
Drosera aquatica,Drosera,Droseraceae,2,3
Calandrinia quadrivalvis,Rumicastrum,Montiaceae,2,6
Crossostylis grandiflora,Crossostylis,Rhizophoraceae,1,146
Schizolaena hystrix,Schizolaena,Sarcolaenaceae,1,64
Phlox maculata,Phlox,Polemoniaceae,2,5
Pyrenacantha tropophila,Pyrenacantha,Icacinaceae,1,13
Polyosma longipedicellata,Polyosma,Escalloniaceae,1,3
Alisma juzepczukii,Alisma,Alismataceae,2,2
Gomphandra coi,Gomphandra,Stemonuraceae,1,7
Cyrtandromoea acuminata,Cyrtandromoea,Phrymaceae,2,2
Xyris bissei,Xyris,Xyridaceae,1,4
Calorophus erostris,Calorophus,Restionaceae,1,114
Homalolepis cedron,Homalolepis,Simaroubaceae,1,5
Gymnosiphon longistylus,Gymnosiphon,Burmanniaceae,1,3
Ribes pallidiflorum,Ribes,Grossulariaceae,1,14
Forstera cristis,Forstera,Stylidiaceae,1,10
Nothofagus tasmanica,Nothofagus,Nothofagaceae,1,6
Casuarina grandis,Casuarina,Casuarinaceae,1,9
Physostemon macrorhizus,Physostemon,Cleomaceae,1,6
Zygogynum staufferianum,Zygogynum,Winteraceae,1,5
Corylopsis veitchiana,Corylopsis,Hamamelidaceae,1,2
Heliconia orthotricha,Heliconia,Heliconiaceae,1,4
Nymphaea conardii,Nymphaea,Nymphaeaceae,1,4
Stachyandra viticifolia,Stachyandra,Picrodendraceae,1,9
Chamaecostus lanceolatus,Chamaecostus,Costaceae,1,1
Phacelia minutiflora,Phacelia,Hydrophyllaceae,1,2
Ensete superbum,Ensete,Musaceae,1,1
Portulaca cyclophylla,Portulaca,Portulacaceae,1,1
Meliosma cantiensis,Meliosma,Sabiaceae,1,1
Dendromyza staufferi,Dendromyza,Amphorogynaceae,1,1
Engelhardtia apoensis,Engelhardtia,Juglandaceae,1,1
Antidaphne punctulata,Antidaphne,Santalaceae,1,1
Dichapetalum sordidum,Dichapetalum,Dichapetalaceae,1,1
Styrax annamensis,Styrax,Styracaceae,1,1
Himantoglossum robertianum,Himantoglossum,Orchidaceae,52,3717
Youngia japonica,Youngia,Asteraceae,234,10937
Crucianella latifolia,Crucianella,Rubiaceae,56,255
Grona triflora,Grona,Fabaceae,160,2589
Agrostis vinealis,Agrostis,Poaceae,287,29536
Carex arenaria,Carex,Cyperaceae,193,48778
Melaleuca nervosa,Melaleuca,Myrtaceae,28,170
Suregada glomerulata,Suregada,Euphorbiaceae,56,573
Alchemilla mollis,Alchemilla,Rosaceae,146,33507
Alstonia spectabilis,Alstonia,Apocynaceae,36,255
Clinopodium nepeta,Clinopodium,Lamiaceae,93,3022
Miconia purpurea,Miconia,Melastomataceae,10,59
Triumfetta semitriloba,Triumfetta,Malvaceae,56,540
Vaccinium ovatum,Vaccinium,Ericaceae,45,3771
Phoenix sylvestris,Phoenix,Arecaceae,17,51
Asystasia nemorum,Asystasia,Acanthaceae,23,63
Damburneya patens,Damburneya,Lauraceae,12,103
Maesa haplobotrys,Maesa,Primulaceae,27,290
Codonoboea platypus,Codonoboea,Gesneriaceae,5,26
Aporosa papuana,Aporosa,Phyllanthaceae,18,91
Aglaonema simplex,Aglaonema,Araceae,22,139
Ranunculus japonicus,Ranunculus,Ranunculaceae,60,2349
Sageraea elliptica,Sageraea,Annonaceae,8,124
Arabis alpina,Arabis,Brassicaceae,108,2534
Tristiropsis acutangula,Tristiropsis,Sapindaceae,23,229
Tetradium daniellii,Tetradium,Rutaceae,19,53
Stellaria longifolia,Stellaria,Caryophyllaceae,112,457
Torilis arvensis,Torilis,Apiaceae,66,5132
Oreocnide trinervis,Oreocnide,Urticaceae,16,172
Salix rubens,Salix,Salicaceae,31,699
Ficus nervosa,Ficus,Moraceae,30,1271
Piper ponapense,Piper,Piperaceae,9,61
Linaria repens,Linaria,Plantaginaceae,68,9215
Eleutherococcus trifoliatus,Eleutherococcus,Araliaceae,13,1159
Solanum aviculare,Solanum,Solanaceae,34,739
Renealmia pyramidalis,Renealmia,Zingiberaceae,6,71
Yucca filamentosa,Yucca,Asparagaceae,50,356
Sersalisia luzoniensis,Sersalisia,Sapotaceae,8,29
Hillebrandia sandwicensis,Hillebrandia,Begoniaceae,3,61
Chenopodium acuminatum,Chenopodium,Amaranthaceae,61,1059
Ipomoea pes-tigridis,Ipomoea,Convolvulaceae,42,418
Freycinetia storckii,Freycinetia,Pandanaceae,4,16
Lobelia inflata,Lobelia,Campanulaceae,17,189
Lithocarpus gracilis,Lithocarpus,Fagaceae,10,223
Polygonum norvegicum,Polygonum,Polygonaceae,49,119
Salacia forsteniana,Salacia,Celastraceae,11,28
Lomatia silaifolia,Lomatia,Proteaceae,6,43
Striga asiatica,Striga,Orobanchaceae,39,376
Pomaderris amoena,Pomaderris,Rhamnaceae,10,630
Elaeocarpus chelonimorphus,Elaeocarpus,Elaeocarpaceae,5,24
Myosotis dubia,Myosotis,Boraginaceae,24,410
Dysoxylum mollissimum,Dysoxylum,Meliaceae,14,144
Jasminum lanceolaria,Jasminum,Oleaceae,12,258
Diospyros grisebachii,Diospyros,Ebenaceae,5,178
Crassula vaillantii,Crassula,Crassulaceae,21,229
Schultesia guianensis,Schultesia,Gentianaceae,13,103
Semecarpus longifolius,Semecarpus,Anacardiaceae,14,106
Leea philippinensis,Leea,Vitaceae,13,106
Viola crassa,Viola,Violaceae,21,211
Shorea hypoleuca,Shorea,Dipterocarpaceae,6,39
Amphilophium lactiflorum,Amphilophium,Bignoniaceae,8,132
Knema curtisii,Knema,Myristicaceae,6,132
Thladiantha dubia,Thladiantha,Cucurbitaceae,12,36
Crinum americanum,Crinum,Amaryllidaceae,27,54
Malpighia infestissima,Malpighia,Malpighiaceae,5,14
Ludwigia peruviana,Ludwigia,Onagraceae,24,197
Alepis flavida,Alepis,Loranthaceae,5,946
Eleutherine bulbosa,Eleutherine,Iridaceae,20,53
Daphne kamtschatica,Daphne,Thymelaeaceae,6,101
Selenicereus anthonyanus,Selenicereus,Cactaceae,12,18
Garcinia sizygiifolia,Garcinia,Clusiaceae,4,24
Limonium glomeratum,Limonium,Plumbaginaceae,5,25
Aechmea ornata,Aechmea,Bromeliaceae,6,34
Polygala polygama,Polygala,Polygalaceae,6,45
Dianella congesta,Dianella,Asphodelaceae,6,22
Protium madagascariense,Protium,Burseraceae,4,359
Abelia chinensis,Abelia,Caprifoliaceae,21,230
Impatiens rutenbergii,Impatiens,Balsaminaceae,1,49
Juncus acuminatus,Juncus,Juncaceae,39,348
Hypericum punctatum,Hypericum,Hypericaceae,8,22
Aristolochia bilabiata,Aristolochia,Aristolochiaceae,3,31
Saxifraga urbium,Saxifraga,Saxifragaceae,18,278
Scrophularia lanceolata,Scrophularia,Scrophulariaceae,10,38
Amischotolype marginata,Amischotolype,Commelinaceae,8,103
Cunonia deplanchei,Cunonia,Cunoniaceae,2,53
Terminalia lucida,Terminalia,Combretaceae,6,34
Saurauia squamulosa,Saurauia,Actinidiaceae,2,4
Papaver lecoqii,Papaver,Papaveraceae,24,10117
Geranium lanuginosum,Geranium,Geraniaceae,14,79
Ilex macrocarpa,Ilex,Aquifoliaceae,5,16
Calophyllum dispar,Calophyllum,Calophyllaceae,3,4
Eurya gnaphalocarpa,Eurya,Pentaphylacaceae,2,554
Hibbertia lucens,Hibbertia,Dilleniaceae,4,262
Pleogyne australis,Pleogyne,Menispermaceae,4,22
Passiflora holosericea,Passiflora,Passifloraceae,5,30
Dioscorea stenomeriflora,Dioscorea,Dioscoreaceae,4,9
Verbena lasiostachys,Verbena,Verbenaceae,6,128
Schizacme novae-zelandiae,Schizacme,Loganiaceae,3,71
Tulipa saxatilis,Tulipa,Liliaceae,9,191
Pittosporum virgatum,Pittosporum,Pittosporaceae,3,250
Tambourissa crassa,Tambourissa,Monimiaceae,1,287
Syngonanthus androsaceus,Syngonanthus,Eriocaulaceae,2,14
Heimia apetala,Heimia,Lythraceae,6,25
Dendrophthora brachylepis,Dendrophthora,Viscaceae,3,17
Heliotropium lasiocarpum,Heliotropium,Heliotropiaceae,5,20
Symplocos heishanensis,Symplocos,Symplocaceae,2,274
Ceodes taitensis,Ceodes,Nyctaginaceae,5,11
Cordia scabrifolia,Cordia,Cordiaceae,3,9
Maerua baillonii,Maerua,Capparaceae,3,107
Phrynium macrocephalum,Phrynium,Marantaceae,2,27
Nepenthes nigra,Nepenthes,Nepenthaceae,1,66
Scaevola subcapitata,Scaevola,Goodeniaceae,4,41
Hirtella bicornis,Hirtella,Chrysobalanaceae,2,12
Utricularia uniflora,Utricularia,Lentibulariaceae,4,73
Potamogeton gramineus x perfoliatus,Potamogeton,Potamogetonaceae,8,37
Smilax setosa,Smilax,Smilacaceae,5,64
Oxalis mirbelii,Oxalis,Oxalidaceae,3,167
Camellia tsaii,Camellia,Theaceae,2,5
Helianthemum lippii,Helianthemum,Cistaceae,5,22
Epimedium rubrum,Epimedium,Berberidaceae,3,10
Betula dahurica,Betula,Betulaceae,9,22
Barringtonia pendula,Barringtonia,Lecythidaceae,2,48
Magnolia bintuluensis,Magnolia,Magnoliaceae,2,16
Idertia axillaris,Idertia,Ochnaceae,2,59
Erythroxylum barbatum,Erythroxylum,Erythroxylaceae,2,11
Lindernia hyssopoides,Lindernia,Linderniaceae,2,4
Viburnum prunifolium,Viburnum,Viburnaceae,5,138
Drypetes perreticulata,Drypetes,Putranjivaceae,2,47
Cleretum bellidiforme,Cleretum,Aizoaceae,3,12
Philadelphus pekinensis,Philadelphus,Hydrangeaceae,3,10
Gonocarpus implexus,Gonocarpus,Haloragaceae,3,17
Rourea amazonica,Rourea,Connaraceae,2,6
Hugonia penicillanthemum,Hugonia,Linaceae,1,138
Ampelocera cubensis,Ampelocera,Cannabaceae,4,30
Hydnocarpus elmeri,Hydnocarpus,Achariaceae,1,25
Disporum shimadae,Disporum,Colchicaceae,1,337
Alangium havilandii,Alangium,Cornaceae,2,19
Ehretia phillipsonii,Ehretia,Ehretiaceae,1,56
Roepera ammophila,Roepera,Zygophyllaceae,3,5
Buxus foliosa,Buxus,Buxaceae,1,10
Najas chinensis,Najas,Hydrocharitaceae,5,20
Veratrum versicolor,Veratrum,Melanthiaceae,2,5
Drosera derbyensis,Drosera,Droseraceae,2,2
Rumicastrum uniflorum,Rumicastrum,Montiaceae,2,4
Crossostylis multiflora,Crossostylis,Rhizophoraceae,1,101
Schizolaena noronhae,Schizolaena,Sarcolaenaceae,1,64
Polemonium micranthum,Polemonium,Polemoniaceae,2,4
Ryticaryum elegans,Ryticaryum,Icacinaceae,1,13
Polyosma mucronata,Polyosma,Escalloniaceae,1,3
Sagittaria filiformis,Sagittaria,Alismataceae,2,2
Stemonurus gitingensis,Stemonurus,Stemonuraceae,1,7
Cyrtandromoea grandis,Cyrtandromoea,Phrymaceae,2,2
Xyris fallax,Xyris,Xyridaceae,1,4
Empodisma robustum,Empodisma,Restionaceae,1,108
Samadera bidwillii,Samadera,Simaroubaceae,1,5
Gymnosiphon neglectus,Gymnosiphon,Burmanniaceae,1,3
Ribes tortuosum,Ribes,Grossulariaceae,1,10
Stylidium tenellum,Stylidium,Stylidiaceae,1,10
Nothofagus nuda,Nothofagus,Nothofagaceae,1,5
Allocasuarina helmsii,Allocasuarina,Casuarinaceae,1,4
Cleome ornithopodioides,Cleome,Cleomaceae,1,4
Zygogynum megacarpum,Zygogynum,Winteraceae,1,4
Dicoryphe buddlejoides,Dicoryphe,Hamamelidaceae,1,2
Heliconia ramonensis,Heliconia,Heliconiaceae,1,4
Nymphaea lingulata,Nymphaea,Nymphaeaceae,1,3
Stachyandra imberbis,Stachyandra,Picrodendraceae,1,8
Chamaecostus subsessilis,Chamaecostus,Costaceae,1,1
Eucrypta micrantha,Eucrypta,Hydrophyllaceae,1,1
Musa bauensis,Musa,Musaceae,1,1
Portulaca cypria,Portulaca,Portulacaceae,1,1
Meliosma glandulosa,Meliosma,Sabiaceae,1,1
Dendromyza volubilis,Dendromyza,Amphorogynaceae,1,1
Juglans elongata,Juglans,Juglandaceae,1,1
Exocarpos montanus,Exocarpos,Santalaceae,1,1
Tapura amazonica,Tapura,Dichapetalaceae,1,1
Styrax glabrum,Styrax,Styracaceae,1,1
Polystachya concreta,Polystachya,Orchidaceae,52,1408
Erigeron sumatrensis,Erigeron,Asteraceae,233,22923
Galium divaricatum,Galium,Rubiaceae,54,725
Crotalaria pallida,Crotalaria,Fabaceae,159,1754
Briza media,Briza,Poaceae,275,108763
Trichophorum alpinum,Trichophorum,Cyperaceae,192,2274
Eucalyptus crebra,Eucalyptus,Myrtaceae,28,167
Euphorbia graminea,Euphorbia,Euphorbiaceae,56,565
Aphanes arvensis,Aphanes,Rosaceae,145,42156
Vincetoxicum flexuosum,Vincetoxicum,Apocynaceae,36,226
Scutellaria indica,Scutellaria,Lamiaceae,93,2916
Henriettea succosa,Henriettea,Melastomataceae,10,50
Guazuma ulmifolia,Guazuma,Malvaceae,55,634
Gaylussacia baccata,Gaylussacia,Ericaceae,44,1218
Livistona humilis,Livistona,Arecaceae,16,707
Pachystachys spicata,Pachystachys,Acanthaceae,22,151
Lindera lucida,Lindera,Lauraceae,12,101
Primula eximia,Primula,Primulaceae,27,117
Agalmyla chorisepala,Agalmyla,Gesneriaceae,5,25
Leptopus australis,Leptopus,Phyllanthaceae,18,53
Cyrtosperma merkusii,Cyrtosperma,Araceae,22,92
Actaea rubra,Actaea,Ranunculaceae,59,620
Oxandra lanceolata,Oxandra,Annonaceae,8,111
Draba lactea,Draba,Brassicaceae,107,1587
Sapindus mukorossi,Sapindus,Sapindaceae,22,1970
Atalantia buxifolia,Atalantia,Rutaceae,18,901
Arenaria leptoclados,Arenaria,Caryophyllaceae,108,15560
Heracleum persicum,Heracleum,Apiaceae,65,1789
Elatostema sessile,Elatostema,Urticaceae,16,103
Salix pendulina,Salix,Salicaceae,30,1392
Ficus platypoda,Ficus,Moraceae,30,88
Peperomia trifolia,Peperomia,Piperaceae,9,44
Veronica fruticans,Veronica,Plantaginaceae,67,2671
Hydrocotyle americana,Hydrocotyle,Araliaceae,13,88
Solanum angustifolium,Solanum,Solanaceae,34,684
Etlingera megalocheilos,Etlingera,Zingiberaceae,6,70
Chlorophytum comosum,Chlorophytum,Asparagaceae,49,640
Palaquium dasyphyllum,Palaquium,Sapotaceae,7,165
Begonia strigosa,Begonia,Begoniaceae,3,45
Blitum bonus-henricus,Blitum,Amaranthaceae,59,8790
Ipomoea biflora,Ipomoea,Convolvulaceae,42,414
Pandanus clementis,Pandanus,Pandanaceae,4,14
Campanula scouleri,Campanula,Campanulaceae,16,396
Quercus falcata,Quercus,Fagaceae,10,158
Muehlenbeckia complexa,Muehlenbeckia,Polygonaceae,47,5702
Gymnosporia undata,Gymnosporia,Celastraceae,10,203
Hakea laurina,Hakea,Proteaceae,6,36
Pedicularis langsdorffii,Pedicularis,Orobanchaceae,38,381
Scutia myrtina,Scutia,Rhamnaceae,9,818
Tetratheca thymifolia,Tetratheca,Elaeocarpaceae,5,22
Anchusa undulata,Anchusa,Boraginaceae,22,132
Chisocheton cumingianus,Chisocheton,Meliaceae,14,131
Ligustrum glomeratum,Ligustrum,Oleaceae,12,111
Diospyros maingayi,Diospyros,Ebenaceae,5,132
Crassula colligata,Crassula,Crassulaceae,21,198
Bartonia virginica,Bartonia,Gentianaceae,13,102
Euroschinus falcatus,Euroschinus,Anacardiaceae,14,81
Tetrastigma coriaceum,Tetrastigma,Vitaceae,13,103
Viola renifolia,Viola,Violaceae,21,81
Shorea inappendiculata,Shorea,Dipterocarpaceae,6,39
Deplanchea tetraphylla,Deplanchea,Bignoniaceae,8,58
Horsfieldia hellwigii,Horsfieldia,Myristicaceae,6,122
Zehneria guamensis,Zehneria,Cucurbitaceae,11,639
Narcissus cyclazetta,Narcissus,Amaryllidaceae,26,1109
Bunchosia maritima,Bunchosia,Malpighiaceae,5,11
Epilobium lanceolatum,Epilobium,Onagraceae,23,7225
Scurrula lepidota,Scurrula,Loranthaceae,5,58
Watsonia borbonica,Watsonia,Iridaceae,19,304
Wikstroemia sandwicensis,Wikstroemia,Thymelaeaceae,6,87
Pilosocereus armatus,Pilosocereus,Cactaceae,11,579
Clusia nemorosa,Clusia,Clusiaceae,4,23
Limonium auriculae-ursifolium,Limonium,Plumbaginaceae,5,21
Vriesea ensiformis,Vriesea,Bromeliaceae,6,24
Polygala arvensis,Polygala,Polygalaceae,6,35
Aloe perfoliata,Aloe,Asphodelaceae,6,12
Canarium album,Canarium,Burseraceae,4,72
Lonicera affinis,Lonicera,Caprifoliaceae,21,187
Impatiens diepenhorstii,Impatiens,Balsaminaceae,1,45
Juncus planifolius,Juncus,Juncaceae,36,1760
Hypericum balearicum,Hypericum,Hypericaceae,7,1009
Aristolochia tresmariae,Aristolochia,Aristolochiaceae,3,15
