island_id,species
465,Plumeria Tourn. ex L.
465,Plumeria alba L.
465,Plumeria pudica Jacq.
465,Polyscias fruticosa (L.) Harms
465,Polyscias javanica Koord. & Valeton
465,Polyscias scutellaria (Burm.fil.) Fosberg
465,Pometia pinnata J.R.Forst. & G.Forst.
465,Porophyllum ruderale (Jacq.) Cass.
465,Portulaca grandiflora Hook.
465,Portulaca oleracea subsp. granulatostellulata (Poelln.) Danin & H.G.Baker
465,Potentilla hebiichigo Yonek. & H.Ohashi
465,Praxelis clematidea (Griseb.) R.M.King & H.Rob.
465,Pseudomussaenda flava Verdc.
465,Psilotum nudum (L.) P.Beauv.
465,Psychotria divergens Blume
465,Psychotria serpens L.
465,Pteris biaurita L.
465,Pteris blumeana J.Agardh
465,Pterocarpus indicus Willd.
465,Ptychosperma propinquum (Becc.) Becc. ex Martelli
465,Pyrostegia venusta (Ker Gawl.) Miers
465,Pyrrosia lanceolata (L.) Farw.
465,Ravenala madagascariensis Sonn.
465,Rhaphidophora foraminifera (Engl.) Engl.
465,Rhaphidophora hongkongensis Schott
465,Rhizophora mucronata Poir.
465,Rhopalephora scaberrima (Blume) Faden
465,Salvia splendens Sellow ex Nees
465,Salvinia minima Baker
465,Sambucus javanica Reinw. ex Blume
465,Sambucus nigra L.
465,Saraca declinata (Jack) Miq.
465,Saraca indica L.
465,Scadoxus multiflorus (Martyn) Raf.
465,Schima wallichii (DC.) Korth.
465,Schoenorchis juncifolia Reinw. ex Blume
465,Selenicereus undatus (Haw.) D.R.Hunt
465,Solanaceae
465,Solandra maxima (Moc. & Sessé) P.S.Green
465,Solanum alpinum Zoll. & O.Moritzi
465,Solanum betaceum Cav.
465,Sonchus arvensis L.
465,Sopubia trifida Buch.-Ham. ex D.Don
465,Sorghum bicolor (L.) Moench
465,Spathiphyllum wallisii Regel
465,Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylor
465,Sphagneticola calendulacea (L.) Pruski
465,Spigelia anthelmia L.
465,Spiranthes australis (R.Br.) Lindl.
465,Sporobolus tenuissimus (Mart. ex Schrank) Kuntze
465,Stachytarpheta cayennensis (Rich.) Vahl
465,Stachytarpheta urticifolia Sims
465,Stellaria apetala Bernardino
465,Streblus asper Lour.
465,Strobilanthes alternata (Burm.fil.) Moylan ex J.R.I.Wood
465,Strobilanthes auriculata var. dyeriana (Mast.) J.R.I.Wood
465,Syngonium wendlandii Schott
465,Syzygium Gaertn.
465,Syzygium myrtifolium Walp.
465,Tabebuia aurea (Silva Manso) Benth. & Hook.fil. ex S.Moore
465,Tabernaemontana sphaerocarpa Blume
465,Taeniophyllum filiforme J.J.Sm.
465,Tagetes patula L.
465,Taraxacum erythrospermum Andrz. ex Besser
465,Taraxacum officinale Weber ex F.H.Wigg.
465,Tectaria siifolia (Willd.) Copel.
465,Tetrastigma papillosum (Blume) Planch.
465,Tetrastigma rafflesiae (Miq.) Planch.
465,Themeda triandra Forssk.
465,Thrixspermum anceps (Blume) Rchb.f.
465,Thrixspermum subulatum (Blume) Rchb.f.
465,Thunbergia fragrans Roxb.
465,Trema orientale (L.) Blume
465,Trevesia palmata (Roxb. ex Lindl.) Vis.
465,Tribulus cistoides L.
465,Turpinia Vent.
465,Turpinia sphaerocarpa Hassk.
465,Typha angustifolia L.
465,Urceolina amazonica (Linden ex Planch.) Christenh. & Byng
465,Urticaceae
465,Vaccinium lucidum (Blume) Miq.
465,Vaginularia junghuhnii Mett.
465,Vanda R.Br.
465,Vitex pinnata L.
465,Vitex rotundifolia L.f.
465,Xanthosoma violaceum Schott
465,Xylocarpus moluccensis (Lam.) M.Roem.
465,"Yamazakia pusilla (Willd.) W.R.Barker, Y.S.Liang & Wannan"
465,Zanthoxylum rhetsa (Roxb.) DC.
465,Zingiber officinale Roscoe
465,Zingiber spectabile Griff.
465,Zingiberales
466,Lysichiton americanus Hultén & H.St.John
466,Oplopanax horridus (Sm.) Miq.
466,Rubus parviflorus Kük.
466,Picea sitchensis (Bong.) Carrière
466,Rubus spectabilis Pursh
466,Corallorhiza mertensiana Bong.
466,Heracleum maximum W.Bartram
466,Rhododendron menziesii Craven
466,Cornus unalaschkensis Ledeb.
466,Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.
466,Veratrum viride Aiton
466,Chamaenerion angustifolium (L.) Scop.
466,Drosera rotundifolia L.
466,Tiarella trifoliata L.
466,Moneses uniflora (L.) A.Gray
466,Ribes bracteosum Douglas ex Hook.
466,Alnus alnobetula (Ehrh.) K.Koch
466,Fritillaria camschatcensis (L.) Ker Gawl.
466,Aquilegia formosa Fisch. ex DC.
466,Lathyrus japonicus Willd.
466,Nephrophyllidium crista-galli (Menzies ex Hook.) Gilg
466,Callitropsis nootkatensis (D.Don) D.P.Little
466,Achillea millefolium L.
466,Kalmia microphylla (Hook.) A.Heller
466,Sambucus racemosa L.
466,Tsuga heterophylla (Raf.) Sarg.
466,Actaea rubra (Aiton) Willd.
466,Phalaris arundinacea L.
466,Leymus mollis (Trin.) Pilg.
466,Nabalus hastatus (Less.) A.Heller
466,Pinus contorta var. contorta
466,Polypodium glycyrrhiza D.C.Eaton
466,Cornus sericea L.
466,Plantago maritima L.
466,Platanthera dilatata (Pursh) Lindl. ex L.C.Beck
466,Primula jeffreyi (Van Houtte) A.R.Mast & Reveal
466,Athyrium filix-femina (L.) Roth
466,Primula pauciflora (Durand) A.R.Mast & Reveal
466,Rubus pedatus Sm.
466,Struthiopteris spicant (L.) Weiss
466,Viola glabella Nutt.
466,Aruncus dioicus (Walter) Fernald
466,Coptis aspleniifolia Salisb.
466,Nuphar polysepala Engelm.
466,Pinguicula vulgaris L.
466,Argentina anserina (L.) Rydb.
466,Geum calthifolium Menzies ex Sm.
466,Rhododendron groenlandicum (Oeder) Kron & Judd
466,Anaphalis margaritacea (L.) Benth.
466,Castilleja miniata Douglas
466,Clintonia uniflora (Menzies ex Schult. & Schult.f.) Kunth
466,Elliottia pyroliflora (Bong.) Brim & P.F.Stevens
466,Empetrum nigrum L.
466,Geranium erianthum DC.
466,"Lysimachia maritima (L.) Galasso, Banfi & Soldano"
466,Malus fusca (Raf.) C.K.Schneid.
466,Ribes lacustre (Pers.) Poir.
466,Rubus arcticus L.
466,Trifolium pratense L.
466,Vaccinium parvifolium Sm.
466,Cochlearia groenlandica L.
466,Drosera anglica Huds.
466,Ranunculus repens L.
466,Rubus chamaemorus L.
466,Tsuga mertensiana (Bong.) Carrière
466,Vaccinium ovalifolium Sm.
466,Alnus alnobetula subsp. sinuata (Regel) Raus
466,Boschniakia rossica (Cham. & Schlecht) B.Fedtsch.
466,Caltha palustris L.
466,Circaea alpina L.
466,Digitalis purpurea L.
466,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy
466,Lupinus nootkatensis Donn ex Sims
466,Lysimachia europaea (L.) U.Manns & Anderb.
466,Menyanthes trifoliata L.
466,Parnassia fimbriata Banks
466,Streptopus amplexifolius (L.) DC.
466,Swertia perennis L.
466,Castilleja parviflora Bong.
466,Claytonia sibirica L.
466,Erigeron peregrinus (Pursh) Greene
466,Eriophorum angustifolium Honck.
466,Ligusticum scothicum L.
466,Neottia cordata (L.) Rich.
466,Phegopteris connectilis (Michx.) Watt
466,Potentilla villosa Pall. ex Pursh
466,Pteridium aquilinum (L.) Kuhn
466,Campanula alaskana (A.Gray) W.Wight ex J.P.Anderson
466,Gentiana douglasiana Bong.
466,Gentiana platypetala Griseb.
466,Pedicularis verticillata L.
466,Rumex occidentalis (Michx.) S.Watson
466,Senecio pseudoarnica Less.
466,Taraxacum officinale Weber ex F.H.Wigg.
466,Aconitum delphiniifolium Hort.Prag. ex Steud.
466,Andromeda polifolia L.
466,Apiaceae
466,Equisetum arvense L.
466,Geum macrophyllum Willd.
466,Honckenya peploides (L.) Ehrh.
466,Oreopteris quelpartensis (Christ) Holub
466,Plantago major L.
466,Platanthera stricta Lindl.
466,Ranunculus uncinatus D.Don ex G.Don
466,Streptopus lanceolatus (Aiton) Reveal
466,Trichophorum cespitosum (L.) Hartm.
466,Vaccinium cespitosum Michx.
466,Vaccinium oxycoccos L.
466,Vaccinium vitis-idaea L.
466,Viola langsdorffii Fisch. ex DC.
466,Barbarea orthoceras Ledeb.
466,Coptis trifolia (L.) Salisb.
466,Equisetum variegatum Schleich. ex F.Weber & D.Mohr
466,Erythranthe guttata (DC.) G.L.Nesom
466,"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens"
466,Leucanthemum vulgare Lam.
466,Luetkea pectinata (Pursh) Kuntze
466,Petasites frigidus (L.) Fr.
466,Populus trichocarpa Torr. & A.Gray ex Hook.
466,Prunella vulgaris L.
466,Salicornia perennis Mill.
466,Taraxacum alaskanum Rydb.
466,Urtica gracilis Aiton
466,Viburnum edule (Michx.) Raf.
466,Vicia L.
466,Viola epipsiloides �.Löve & D.Löve
466,Acer glabrum Torr.
466,Caltha leptosepala DC.
466,Castilleja unalaschcensis (Cham. & Schltdl.) Malte
466,Chamaenerion latifolium (L.) Sweet
466,Cystopteris fragilis (L.) Bernh.
466,Equisetum fluviatile L.
466,Galium aparine L.
466,Galium triflorum Michx.
466,Gymnocarpium disjunctum (Rupr.) Ching
466,Gymnocarpium dryopteris (L.) Newman
466,Iris setosa Pall. ex Link
466,Phyllodoce glanduliflora (Hook.) Coville
466,Plantago macrocarpa Cham. & Schltdl.
466,Primula cuneifolia Ledeb.
466,Ribes laxiflorum Pursh
466,Salix arctica Pall.
466,Salix sitchensis Sanson ex Bong.
466,Sorbus aucuparia L.
466,Spinulum annotinum (L.) A.Haines
466,Streptopus streptopoides (Ledeb.) Frye & Rigg
466,Tellima grandiflora (Pursh) Douglas ex Lindl.
466,Trifolium repens L.
466,Utricularia intermedia Hayne
466,Vaccinium alaskaense Howell
466,Vaccinium uliginosum L.
466,Veronica americana (Raf.) Schwein. ex Benth.
466,Adiantum aleuticum (Rupr.) C.A.Paris
466,Anemonastrum sibiricum (L.) Holub
466,Antennaria alpina (L.) Gaertn.
466,Anthoxanthum hirtum (Schrank) Y.Schouten & Veldkamp
466,Arcteranthis cooleyae (Vasey & Rose) Greene
466,Asplenium viride Huds.
466,Cassiope mertensiana (Bong.) D.Don
466,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase"
466,Epilobium ciliatum Raf.
466,Eriophorum chamissonis C.A.Mey.
466,Erythranthe lewisii (Pursh) G.L.Nesom & N.S.Fraga
466,Fragaria chiloensis (L.) Mill.
466,Heuchera glabra Willd. ex Roem. & Schult.
466,Mertensia maritima (L.) Gray
466,Micranthes ferruginea (Graham) Brouillet & Gornall
466,Monotropa hypopitys L.
466,Montia parvifolia (Moc. ex DC.) Greene
466,Myosotis alpestris F.W.Schmidt
466,Myosotis asiatica (Vestergr. ex Hultén) Schischk. & Serg.
466,Neottia banksiana (Lindl.) Rchb.f.
466,Potamogeton praelongus Wulfen
466,Ranunculus occidentalis Nutt.
466,Rhodiola integrifolia Raf.
466,Rumex transitorius Rech.fil.
466,Sagina maxima A.Gray
466,Salix reticulata L.
466,Saxifraga mertensiana Bong.
466,Veronica serpyllifolia L.
466,Alnus rubra Bong.
466,Alopecurus aequalis Sobol.
466,Anemone parviflora Michx.
466,Angelica lucida L.
466,Arctous rubra (Rehder & E.H.Wilson) Nakai
466,Arnica lessingii (Torr. & A.Gray) Greene
466,Atriplex gmelinii C.A.Mey. ex Bong.
466,Cardamine bellidifolia L.
466,Carex capillaris L.
466,Cicuta douglasii (DC.) J.M.Coult. & Rose
466,Comarum palustre L.
466,Cornus suecica L.
466,Draba grandis Langsd. ex Fisch.
466,Dryas integrifolia Vahl
466,Gagea serotina (L.) Ker Gawl.
466,Galium kamtschaticum Steller ex Schult. & Schult.f.
466,Galium trifidum L.
466,Geum rossii (R.Br.) Ser.
466,Hippuris vulgaris L.
466,Hordeum brachyantherum Nevski
466,Huperzia miyoshiana (Makino) Ching
466,Isoetes occidentalis Hend.
466,Juncus supiniformis Engelm.
466,Juniperus communis L.
466,Leptarrhena pyrolifolia (D.Don) R.Br. ex Ser.
466,Luzula multiflora (Ehrh.) Lej.
466,Lycopodium clavatum L.
466,Myriophyllum farwellii Morong
466,Orthilia secunda (L.) House
466,Osmorhiza purpurea (J.M.Coult. & Rose) Suksd.
466,Oxytropis campestris (L.) DC.
466,Parnassia palustris L.
466,Pectiantia pentandra (Hook.) Rydb.
466,Pedicularis oederi Vahl
466,Pedicularis parviflora Sm.
466,Pinus contorta Douglas ex Loudon
466,Poa alpina L.
466,Poa stenantha Trin.
466,Polystichum lonchitis (L.) Roth
466,Potamogeton alpinus Balb.
466,Potentilla � villosula Jurtzev
466,Pyrola asarifolia Michx.
466,Ranunculus aquatilis L.
466,Rhinanthus minor L.
466,Romanzoffia sitchensis Bong.
466,Rosa nutkana C.Presl
466,Sanguisorba menziesii Rydb.
466,Saxifraga adscendens L.
466,Saxifraga oppositifolia L.
466,Schedonorus arundinaceus Roem. & Schult.
466,Selaginella selaginoides (L.) Schrank & C.F.P.Mart.
466,Silene acaulis (L.) Jacq.
466,Sorbus sitchensis M.Roem.
466,Spergularia canadensis (Pers.) G.Don
466,Symphyotrichum subspicatum (Nees) G.L.Nesom
466,Symphytum officinale L.
466,Thalictrum alpinum L.
466,Tiarella trifoliata var. trifoliata
466,Tofieldia coccinea Richardson
466,Triglochin maritima L.
466,Viola biflora L.
466,Achillea ptarmica L.
466,Actaea rubra f. rubra
466,Aegopodium podagraria L.
466,Alnus rubra var. pinnatisecta Starker
466,Andromeda polifolia var. glaucophylla (Link) DC.
466,Anemonastrum richardsonii (Hook.) Mosyakin
466,Anemone richardsonii Hook.
466,Anthemis cotula L.
466,Anthoxanthum monticola (Bigelow) Veldkamp
466,Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz
466,Arabis eschscholtziana Andrz.
466,Arceuthobium tsugense (Rosend.) G.N.Jones
466,Argentina pacifica Rydb.
466,Arnica latifolia Bong.
466,Astragalus harringtonii (Rydb.) Coville & Standl. ex Hultén
466,Athyrium filix-femina subsp. cyclosorum (Rupr.) C.Chr.
466,Atriplex gmelinii var. gmelinii
466,Bistorta vivipara (L.) Delarbre
466,Borago officinalis L.
466,Botrypus virginianus (L.) Michx.
466,Cakile edentula (Bigelow) Hook.
466,Calamagrostis canadensis (Michx.) P.Beauv.
466,Campanula lasiocarpa Cham.
466,Canadanthus modestus (Lindl.) G.L.Nesom
466,Carex anthoxanthea J.Presl & C.Presl
466,Carex echinata Murray
466,Carex glacialis Mack.
466,Carex glareosa subsp. glareosa
466,Carex interior L.H.Bailey
466,Carex leptalea Wahlenb.
466,Carex livida (Wahlenb.) Willd.
466,Carex lyngbyei Hornem.
466,Carex macrochaeta C.A.Mey.
466,Carex pluriflora Hultén
466,Carex scirpoidea Michx.
466,Cassiope lycopodioides (Pall.) D.Don
466,Centaurea montana L.
466,Chrysosplenium tetrandrum (N.Lund) Th.Fr.
466,Coeloglossum viride (L.) Hartm.
466,Corallorhiza trifida Châtel.
466,Crepis capillaris (L.) Wallr.
466,Crepis tectorum L.
466,Cryptogramma sitchensis (Rupr.) T.Moore
466,Cystopteris montana (Lam.) Bernh.
466,Daphne mezereum L.
466,Dasiphora fruticosa (L.) Rydb.
466,Deschampsia cespitosa (L.) P.Beauv.
466,Draba glabella Pursh
466,Draba juvenilis Kom.
466,Erigeron acris subsp. kamtschaticus (DC.) H.Hara
466,Erigeron humilis Graham
466,Euphrasia nemorosa (Pers.) Wallr.
466,Filipendula ulmaria (L.) Maxim.
466,Gentiana prostrata Haenke
466,Geocaulon lividum (Richardson) Fernald
466,Glyceria borealis (Nash) Batch.
466,Glyceria pauciflora J.Presl
466,Gnaphalium uliginosum L.
466,Harrimanella stelleriana (Pall.) Coville
466,Hesperis matronalis L.
466,Hieracium triste Willd. ex Spreng.
466,Hippuris montana Ledeb. ex Rchb.
466,Impatiens noli-tangere L.
466,Iris pseudacorus L.
466,Juncus triglumis L.
466,Kobresia simpliciuscula (Wahlenb.) Mack.
466,Linnaea borealis L.
466,Lloydia serotina (L.) Rchb.
466,Lycopodiella inundata (L.) Holub
466,Lysimachia europaea subsp. arctica (Fisch.)
466,Lysimachia punctata L.
466,Malaxis monophyllos (L.) Sw.
466,Micranthes nelsoniana (D.Don) Small
466,Mimulus lewisii Pursh
466,Moehringia lateriflora (L.) Fenzl
466,Montia chamissoi (Ledeb. ex Spreng.) Greene
466,Mycelis muralis (L.) Dumort.
466,Myriophyllum sibiricum Kom.
466,Osmorhiza berteroi DC.
466,Oxyria digyna (L.) Hill
466,Oxytropis campestris var. varians (Britton & Rydb.) Barneby
466,Packera indecora (Greenm.) �.Löve & D.Löve
466,Packera paupercula (Michx.) �.Löve & D.Löve
466,Parnassia kotzebuei Cham. & Schltdl. ex Spreng.
466,Phleum alpinum L.
466,Plantago lanceolata L.
466,Platanthera chorisiana (Cham.) Rchb.f.
466,Poa annua L.
466,Poa arctica R.Br.
466,Poa eminens J.Presl
466,Poa stenantha var. stenantha
466,Polystichum braunii (Spenn.) Fée
466,Psilocarphus elatior A.Gray
466,Puccinellia Parl.
466,Puccinellia phryganodes (Trin.) Scribn. & Merr.
466,Ranunculus acris L.
466,Ranunculus nivalis L.
466,Ranunculus occidentalis var. brevistylis Greene
466,Ranunculus pacificus (Hultén) L.D.Benson
466,Rhinanthus groenlandicus (Ostenf.) Chabert
466,Rhynchospora alba (L.) Vahl
466,Rosa rugosa Thunb.
466,Rubus idaeus L.
466,Rumex obtusifolius L.
466,Salicornia pacifica Standl.
466,Salix stolonifera Coville
466,Sanguisorba stipulata Raf.
466,Sceptridium multifidum (S.G.Gmel.) M.Nishida ex Tagawa
466,Scirpus microcarpus J.Presl & C.Presl
466,Senecio triangularis Hook.
466,Sisyrinchium littorale Greene
466,Solidago multiradiata Aiton
466,Sparganium angustifolium Michx.
466,Spiraea douglasii Hook.
466,Spiranthes romanzoffiana Cham.
466,Stellaria humifusa Rottb.
466,Stellaria longifolia (Regel) Muhl. ex Willd.
466,Stellaria media (L.) Vill.
466,Suaeda calceoliformis (Hook.) Moq.
466,Tiarella trifoliata var. laciniata (Hook.) Wheelock
466,Trifolium dubium Sibth.
466,Trifolium hybridum L.
466,Trisetum spicatum (L.) K.Richt.
466,Utricularia minor L.
466,Utricularia � stygia G.Thor
466,Vahlodea atropurpurea (Wahlenb.) Fr.
466,Veronica wormskjoldii Roem. & Schult.
466,Zostera marina L.
467,Asplenium L.
467,Tectaria Cav.
467,Elatostema J.R.Forst. & G.Forst.
467,Diplazium Sw.
467,Cyathea brackenridgei Mett.
467,Ficus L.
467,Alpinia Roxb.
467,Piper L.
467,Pteris L.
467,Tectaria decurrens (C.Presl) Copel.
467,Alpinia purpurata (Vieill.) K.Schum.
467,Cyrtandra J.R.Forst. & G.Forst.
467,Schizaea dichotoma (L.) Sm.
467,Blechnum vittatum Brack.
467,Plesioneuron attenuatum (Brack.) Holttum
467,Saurauia Willd.
467,Sphaerostephanos veitchii Holttum
467,Antrophyum callifolium Blume
467,Selaginella P.Beauv.
467,Spathoglottis plicata Blume
467,Begonia L.
467,Christella harveyi (Mett.) Holttum
467,Cyathea hornei (Baker) Copel.
467,Desmodium Desv.
467,Diplazium cominsii (Baker) C.Chr.
467,Ophiorrhiza L.
467,Pleocnemia leuzeana (Gaudich.) C.Presl
467,Selaginella schlechteri Hieron.
467,Bolbitis quoyana (Gaudich.) Ching
467,Cephalomanes atrovirens C.Presl
467,Chingia malodora (Copel.) Holttum
467,Cyathea J.E.Sm.
467,Cyclosorus Link
467,Dendrobium Sw.
467,Diplazium harpeodes T.Moore
467,Dryopteris Adans.
467,Lygodium circinnatum (Burm.fil.) Sw.
467,Microlepia speluncae (L.) T.Moore
467,Pleocnemia dahlii (Hieron.) Holttum
467,Pteris papuana Ces.
467,Antrophyum Kaulf.
467,Asplenium polyodon G.Forst.
467,Catharanthus roseus (L.) G.Don
467,Crepidium Blume
467,Cyathea vittata Copel.
467,Drynaria rigidula (Sw.) Bedd.
467,Enhalus acoroides (L.f.) Royle
467,Macrothelypteris polypodioides (Hook.) Holttum
467,Medinilla Gaudich.
467,Tectaria latifolia (G.Forst.) Copel.
467,Antrophyum plantagineum (Cav.) Kaulf.
467,Asplenium baileyanum (Domin) Watts
467,Blechnum nesophilum T.C.Chambers & P.A.Farrant
467,Bulbophyllum Thouars
467,Dennstaedtia samoensis (Brack.) T.Moore
467,Diplazium proliferum (Lam.) Thouars
467,Diplazium stipitipinnula Holttum
467,Dryopteris arborescens (Baker) Kuntze
467,Goniophlebium serratifolium Brack.
467,Microsorum commutatum (Blume) Copel.
467,Mikania micrantha Kunth
467,Mucuna gigantea (Willd.) DC.
467,Pipturus Wedd.
467,Prosaptia contigua (G.Forst.) C.Presl
467,Pteris pacifica Hieron.
467,Pteris vittata L.
467,Pueraria DC.
467,Senna obtusifolia (L.) H.S.Irwin & Barneby
467,Sphaerostephanos J.Sm.
467,Tomophyllum subrepandulum (Christ) Parris
467,Asplenium affine Sw.
467,Asplenium caudatum G.Forst.
467,Asplenium oblanceolatum Copel.
467,Blechnum vulcanicum (Blume) Kuhn
467,Bolbitis Schott
467,Calymmodon subgracilis Parris
467,Christella dentata (Forssk.) Brownsey & Jermy
467,Cocos nucifera L.
467,Crepidomanes aphlebioides (Christ) I.M.Turner
467,Cyathea solomonensis Holttum
467,Davallia J.E.Sm.
467,Derris Lour.
467,Dicksonia sciurus C.Chr.
467,Didymochlaena truncatula (Sw.) J.Sm.
467,Didymoglossum motleyi (Bosch) Ebihara & K.Iwats.
467,Dysoxylum Blume
467,Huperzia Bernh.
467,Ipomoea pes-caprae (L.) R.Br.
467,Lomariopsis oleandrifolia Mett. ex Kuhn
467,Lygodium trifurcatum Baker
467,Marattia ternatea de Vriese & Harting
467,Phrynium Willd.
467,Phyllanthus L.
467,Pneumatopteris oxyoura (Copel.) Holttum
467,Polystichum moluccense (Blume) T.Moore
467,Sphaerostephanos heterocarpus (Blume) Holttum
467,Terminalia catappa L.
467,Acalypha L.
467,Acalypha grandis Benth.
467,Agrostophyllum Blume
467,Amorphophallus Blume ex Decne.
467,Appendicula Blume
467,Asplenium laserpitiifolium Lam.
467,Asplenium pellucidum Lam.
467,Asplenium tenerum G.Forst.
467,Asplenium unilaterale Lam.
467,Blechnum L.
467,Blechnum orientale L.
467,Boehmeria Jacq.
467,Centotheca lappacea (L.) Desv.
467,Cyathea lunulata (G.Forst.) Copel.
467,Cyathea truncata (Brack.) Copel.
467,Cyclopeltis novoguineensis Rosenst.
467,Diplazium pallidum (Blume) T.Moore
467,Drynaria drynarioides (Hook.) Christenh.
467,Drynaria heraclea (Kunze) T.Moore
467,Dryopteris hasseltii (Blume) C.Chr.
467,Euphorbia L.
467,Goniophlebium persicifolium (Desv.) Bedd.
467,Hydnophytum Jack
467,Hymenophyllum imbricatum Blume
467,Leea van Royen ex L.
467,Lemmaphyllum accedens (Blume) Donk
467,Lindsaea pacifica K.U.Kramer
467,Lomagramma sinuata C.Chr.
467,Loxogramme scolopendrioides (Gaudich.) C.V.Morton
467,Macrothelypteris torresiana (Gaudich.) Ching
467,Microsorum glossophyllum (Copel.) Copel.
467,Morinda citrifolia L.
467,Mussaenda Burm. ex L.
467,Oreogrammitis reinwardtii (Blume) Parris
467,Plectranthus scutellarioides (L.) R.Br.
467,Pleocnemia irregularis (C.Presl) Holttum
467,Plerandra A.Gray
467,Polystichum Roth
467,Prosaptia solomonensis Parris
467,Pteris torricelliana Christ
467,Pteris vitiensis Baker
467,Pyrrosia longifolia (Burm.fil.) C.V.Morton
467,Sida L.
467,Spathodea campanulata Beauverd
467,Sphaerostephanos scandens Holttum
467,Spiraeanthemum A.Gray
467,Stachytarpheta Vahl
467,Strobilanthes Blume
467,Syzygium Gaertn.
467,Tectaria angulata (Willd.) Copel.
467,Tectaria durvillei (Bory) Holttum
467,Vittaria J.E.Sm.
467,Adiantum philippense L.
467,Ageratum conyzoides L.
467,Amphineuron pseudostenobasis (Copel.) Holttum
467,Angiopteris evecta (G.Forst.) Hoffm.
467,Antrophyum semicostatum Blume
467,Appendicula oxysepala (Schltr.) J.J.Sm.
467,Arachniodes aristata (G.Forst.) Tindale
467,Asplenium affine Baker
467,Asplenium bipinnatifidum Baker
467,Asplenium cromwellianum Rosenst.
467,Asplenium cymbifolium Christ
467,Asplenium nidus L.
467,Asystasia gangetica subsp. micrantha (Nees) Ensermu
467,Asystasia intrusa (Forssk.) Blume
467,Barringtonia J.R.Forst. & G.Forst.
467,Blechnum melanocaulon subsp. pallens T.C.Chambers & P.A.Farrant
467,Boerhavia erecta L.
467,Bolbitis heteroclita (C.Presl) Ching
467,Broussonetia papyrifera (L.) L'Hér. ex Vent.
467,Bubbia haplopus B.L.Burtt
467,Buchanania arborescens (Blume) Blume
467,Cephalomanes C.Presl
467,Ceratostylis subulata Blume
467,Chingia longissima (Brack.) Holttum
467,Clerodendrum L.
467,Codiaeum Rumph. ex A.Juss.
467,Commelina Plum. ex L.
467,Crepidomanes (C.Presl) C.Presl
467,Crepidomanes intermedium (Bosch) Ebihara & K.Iwats.
467,Cymodocea rotundata Asch. & Schweinf.
467,Davallia pectinata Sm.
467,Davallia pubescens C.W.Chen
467,Davallia solida (G.Forst.) Sw.
467,Dennstaedtia flaccida (G.Forst.) Bernh.
467,Dicranopteris linearis var. montana Holttum
467,Didymoglossum tahitense (Nadeaud) Ebihara & K.Iwats.
467,Dipteris conjugata Reinw.
467,Dryopteris nodosa (C.Presl) Li Bing Zhang
467,Elaphoglossum novoguineense Rosenst.
467,Epipremnum Schott
467,Euphorbia heterophylla L.
467,Fimbristylis Vahl
467,Fimbristylis dichotoma (L.) Vahl
467,Hemigraphis reptans (G.Forst.) T.Anderson ex Hemsl.
467,Hibiscus L.
467,Hibiscus tiliaceus L.
467,Histiopteris incisa (Thunb.) J.Sm.
467,Humata heterophylla (Sm.) Desv.
467,Humata pectinata (Sm.) Desv.
467,Hymenophyllum J.E.Sm.
467,Hymenophyllum bamlerianum Rosenst.
467,Hymenophyllum digitatum (Sw.) Fosberg
467,Ipomoea L.
467,Kyllinga brevifolia Rottb.
467,Lecanopteris sinuosa (Wall. ex Hook.) Copel.
467,Leucas lavandulifolia Sm.
467,Lindernia All.
467,Lindsaea Dryand. ex J.E.Sm.
467,Loxogramme (Blume) C.Presl
467,Ludwigia octovalvis (Jacq.) P.H.Raven
467,Mimosa pudica L.
467,Nephrolepis obliterata (R.Br.) J.Sm.
467,Oberonia Lindl.
467,Ophioglossum pendulum L.
467,Orthiopteris campylura var. insularis Hovenk. & T.T.Luong
467,Paspalidium flavidum (Retz.) A.Camus
467,Phreatia matthewsii Rchb.f.
467,Phymatosorus Pic.Serm.
467,Phymatosorus nigrescens (Blume) Pic.Serm.
467,Pleocnemia C.Presl
467,Plocoglottis torana J.J.Sm.
467,Pneumatopteris Nakai
467,Pneumatopteris glandulifera (Brack.) Holttum
467,Pneumatopteris imbricata Holttum
467,Pneumatopteris magnifica (Copel.) Holttum
467,Polyscias pinnata J.R.Forst. & G.Forst.
467,Potamogeton L.
467,Pseuderanthemum Radlk.
467,Psychotria L.
467,Pteris tripartita Sw.
467,Pteris warburgii Christ
467,Pteris werneri (Rosenst.) Holttum
467,Pyrrosia lanceolata (L.) Farw.
467,Saccoloma campylurum var. insulare (Hovenk. & T.T.Luong) C.W.Chen
467,Schismatoglottis Zoll. & Moritzi
467,Selaginella leveriana Alston
467,Selaginella rechingeri Hieron.
467,Selliguea enervis (Cav.) Ching
467,Solanum L.
467,Spermacoce L.
467,Sphaerostephanos braithwaitei Holttum
467,Sphaerostephanos invisus (G.Forst.) Holttum
467,Sporobolus R.Br.
467,Stephania Lour.
