candidate_id,accepted_species,trait_name,axis,raw_value,normalized_value,source_url,page_title,domain,language,supporting_excerpt,source_lineage,lineage_method,name_match_method,matched_page_name,source_tier,source_type,domain_review_status,evidence_status,content_sha256,retrieved_at_utc,query,search_rank,already_direct_in_baseline,pre_audit_exclusion_reasons,source_run_id,source_artifact
9f99f914ca00e758718e4474,Plinia cauliflora,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/plinia-cauliflora,"Plinia cauliflora (Brazilian Grapetree, Jaboticaba, Jaboticaba Tree, Jabuticaba) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/plinia-cauliflora,canonical_url,exact_accepted_name,Plinia cauliflora,B,university_extension,approved_registry_trait,review_only_not_promoted,3bcbf3b2fa7bdd65c3ac1a11a3bfef77230f82aa1487dfb71ce0af20ca510a10,2026-08-08T01:41:15.996550Z,inventory:plants.ces.ncsu.edu,5,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
2b35d0dee874f75e448d0c50,Polyscias balfouriana,inflorescence_display,floral_structural_complexity,Panicle; Umbel,other_described,https://plants.ces.ncsu.edu/plants/polyscias-balfouriana,"Polyscias balfouriana (Aralia Balfour, Balfour Aralia, Balfour Polyscias, Dinner Plate Aralia, Plate Aralia) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Inflorescence:: Panicle; Umbel,url:https://plants.ces.ncsu.edu/plants/polyscias-balfouriana,canonical_url,exact_accepted_name,Polyscias balfouriana,B,university_extension,approved_registry_trait,review_only_not_promoted,6501772167f930fabe702f79824fbf56dab2d09705d0c593c1ee7983b2816d11,2026-08-08T01:41:17.325147Z,inventory:plants.ces.ncsu.edu,8,False,ontology_value_not_allowed|multistate_collapsed_to_other_described,31233181709,open-web-domain-backfill-31233181709
700e79f1e37ab6c6ff3d49f6,Populus heterophylla,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/populus-heterophylla,"Populus heterophylla (Downy Poplar, Swamp Cottonwood, Swamp Poplar) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/populus-heterophylla,canonical_url,exact_accepted_name,Populus heterophylla,B,university_extension,approved_registry_trait,review_only_not_promoted,ea344858e65d928d33afe6285d660faf6b781bd5386790df13dbc367caa5128f,2026-08-08T01:41:20.672634Z,inventory:plants.ces.ncsu.edu,15,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
880496dfc8187b70758de6b1,Procris repens,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/procris-repens,"Procris repens (Polynesian Ivy, Rainbow Vine, Satin Creeper, Satin Pellionia, Trailing, Trailing Watermelon Begonia, Wavy Watermelon Begonia) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/procris-repens,canonical_url,exact_accepted_name,Procris repens,B,university_extension,approved_registry_trait,review_only_not_promoted,690ea3bb1f96de6c7d51022c9b48f529d3d904ba848d1a5144b4dc43dd4331ee,2026-08-08T01:41:22.559350Z,inventory:plants.ces.ncsu.edu,19,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
55a6109d5422f88d0d677af1,Prunus caroliniana,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-caroliniana,"Prunus caroliniana (Carolina Cherry Laurel, Carolina Cherry-Laurel, Carolina Laurel Cherry) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-caroliniana,canonical_url,exact_accepted_name,Prunus caroliniana,B,university_extension,approved_registry_trait,review_only_not_promoted,e11fee94efd402e8eb6137a26eda5a3a5d2af7b8875d24c5dab7a4c581ba6b95,2026-08-08T01:41:23.021526Z,inventory:plants.ces.ncsu.edu,20,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
c8e46d782ef05ac18fda576a,Prunus glandulosa,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-glandulosa,Prunus glandulosa (Flowering Almond) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-glandulosa,canonical_url,exact_accepted_name,Prunus glandulosa,B,university_extension,approved_registry_trait,review_only_not_promoted,470cb40bcb970cba1d1a084b71004083077eb49d9a5532667d3242692f064fd3,2026-08-08T01:41:23.526009Z,inventory:plants.ces.ncsu.edu,21,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
8d856888eb8ae0d048f1ddbd,Prunus lusitanica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-lusitanica,"Prunus lusitanica (Portugal Laurel, Portuguese Cherrylaurel) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-lusitanica,canonical_url,exact_accepted_name,Prunus lusitanica,B,university_extension,approved_registry_trait,review_only_not_promoted,62b1b5873dda2934b134f0b5357319b31a3ad3f8f6cc5b4b502eacdecd3918a0,2026-08-08T01:41:23.958303Z,inventory:plants.ces.ncsu.edu,22,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
40257c3a2808f65b70fd04cd,Prunus pensylvanica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-pensylvanica,"Prunus pensylvanica (Bird Cherry, Fire Cherry, Pin Cherry, Red Cherry) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-pensylvanica,canonical_url,exact_accepted_name,Prunus pensylvanica,B,university_extension,approved_registry_trait,review_only_not_promoted,f45d587196767cff89c9dfd2c3f2e66772bfde4a649c46e8cb81e83606549cfe,2026-08-08T01:41:24.425895Z,inventory:plants.ces.ncsu.edu,23,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
01317b2a9ec32cb4714f670e,Prunus serrula,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-serrula,"Prunus serrula (Birch Bark Cherry, Paperbark Cherry, Tibetan Cherry) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-serrula,canonical_url,exact_accepted_name,Prunus serrula,B,university_extension,approved_registry_trait,review_only_not_promoted,1cea8a32c2f8cd78f62d782e139b45779c1aa1d088ab13cdcbce9ba2f9e5f6b8,2026-08-08T01:41:25.365809Z,inventory:plants.ces.ncsu.edu,25,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
ce3bdcb7a7e7c171b11cd35a,Prunus virginiana,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/prunus-virginiana,"Prunus virginiana (Chokecherry, Choke Cherry, Common Chokecherry) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/prunus-virginiana,canonical_url,exact_accepted_name,Prunus virginiana,B,university_extension,approved_registry_trait,review_only_not_promoted,6a4a8f9f6912d07edfd90b39a4ae1e481d0d3ca2b5bb526373041087b071220c,2026-08-08T01:41:26.773274Z,inventory:plants.ces.ncsu.edu,28,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
