candidate_id,accepted_species,trait_name,axis,raw_value,normalized_value,source_url,page_title,domain,language,supporting_excerpt,source_lineage,lineage_method,name_match_method,matched_page_name,source_tier,source_type,domain_review_status,evidence_status,content_sha256,retrieved_at_utc,query,search_rank,already_direct_in_baseline,pre_audit_exclusion_reasons,source_run_id,source_artifact
57fd4798ed293b5aed78116b,Pseudognaphalium obtusifolium,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/pseudognaphalium-obtusifolium,"Pseudognaphalium obtusifolium (Cudweed, Fragrant Cudweed, Fragrant Rabbit Tobacco, Rabbit Tobacco, Sweet Everlasting) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/pseudognaphalium-obtusifolium,canonical_url,exact_accepted_name,Pseudognaphalium obtusifolium,B,university_extension,approved_registry_trait,review_only_not_promoted,e9bfd15618078cc56ec1be014c65b24646820ec2c6c85b0f9d55ef12f66d4882,2026-08-08T01:41:27.728862Z,inventory:plants.ces.ncsu.edu,30,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
5f2310210cffb17409bb98fb,Pseudognaphalium obtusifolium,inflorescence_display,floral_structural_complexity,Corymb; Panicle,other_described,https://plants.ces.ncsu.edu/plants/pseudognaphalium-obtusifolium,"Pseudognaphalium obtusifolium (Cudweed, Fragrant Cudweed, Fragrant Rabbit Tobacco, Rabbit Tobacco, Sweet Everlasting) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Inflorescence:: Corymb; Panicle,url:https://plants.ces.ncsu.edu/plants/pseudognaphalium-obtusifolium,canonical_url,exact_accepted_name,Pseudognaphalium obtusifolium,B,university_extension,approved_registry_trait,review_only_not_promoted,e9bfd15618078cc56ec1be014c65b24646820ec2c6c85b0f9d55ef12f66d4882,2026-08-08T01:41:27.728862Z,inventory:plants.ces.ncsu.edu,30,False,ontology_value_not_allowed|multistate_collapsed_to_other_described,31233181709,open-web-domain-backfill-31233181709
4eab21becb8b481383e701e0,Ptelea trifoliata,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/ptelea-trifoliata,"Ptelea trifoliata (Hoptree, Hop-tree, Stinking Ash, Wafer-ash) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/ptelea-trifoliata,canonical_url,exact_accepted_name,Ptelea trifoliata,B,university_extension,approved_registry_trait,review_only_not_promoted,5576cdda4f64f88c91ad764fa9af4a2b4719eb0bd57e8e0441ebd39b77864994,2026-08-08T01:41:29.052673Z,inventory:plants.ces.ncsu.edu,33,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
2393868bb034e6d498a3d6b5,Pteroceltis tatarinowii,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/pteroceltis-tatarinowii,"Pteroceltis tatarinowii (Blue Sandalwood,, Qing Tan, Tara Wingceltis, Wingceltis) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/pteroceltis-tatarinowii,canonical_url,exact_accepted_name,Pteroceltis tatarinowii,B,university_extension,approved_registry_trait,review_only_not_promoted,8c4ff3f18cacef6e081142a0a806f66effc44c01b842fe0ff92b721d1560a579,2026-08-08T01:41:30.039594Z,inventory:plants.ces.ncsu.edu,35,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
96f26656b231749bc1395ac7,Pulmonaria longifolia,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/pulmonaria-longifolia,"Pulmonaria longifolia (Bethlehem Sage, Long-leafed lungwort, Lungwort, Narrow-leaf lungwort) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/pulmonaria-longifolia,canonical_url,exact_accepted_name,Pulmonaria longifolia,B,university_extension,approved_registry_trait,review_only_not_promoted,367036a64911b92b7a13e1fa8d19b7af9c98863e62d5e9c11943f4323e1048cb,2026-08-08T01:41:31.396422Z,inventory:plants.ces.ncsu.edu,38,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
9411d012a519197fc61eb023,Pyracantha koidzumii,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/pyracantha-koidzumii,"Pyracantha koidzumii (Formosan Firethorn, Formosa Pyracantha, Lowdense Pyracantha) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/pyracantha-koidzumii,canonical_url,exact_accepted_name,Pyracantha koidzumii,B,university_extension,approved_registry_trait,review_only_not_promoted,d4384963578f4178d39e5f65526b64d60cb5a8ea7fca7ce63d957cfc3ab0ffdd,2026-08-08T01:41:33.249029Z,inventory:plants.ces.ncsu.edu,42,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
74b5d01b5cc54feabc5fac02,Reineckea carnea,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/reineckea-carnea,"Reineckea carnea (Chinese Lucky Grass, False Mondo Grass, Ribbon Grass, Ribbon Lily) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/reineckea-carnea,canonical_url,exact_accepted_name,Reineckea carnea,B,university_extension,approved_registry_trait,review_only_not_promoted,f93a2eb7afe8f9d8fda41bac073a5b497093bc53e3a7fab3d5451866296f9ad5,2026-08-08T01:41:39.372128Z,inventory:plants.ces.ncsu.edu,55,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
f0188b6277763f5b5e4f6b0a,Reynoutria japonica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/reynoutria-japonica,"Reynoutria japonica (Asiatic Knotweed, Donkey Rhubarb, Fleeceflower, Japanese Bamboo, Japanese Knotweed) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/reynoutria-japonica,canonical_url,exact_accepted_name,Reynoutria japonica,B,university_extension,approved_registry_trait,review_only_not_promoted,211081c4bec82a354da508bf1a35576a7cefdb8bb956084ce6b931f760a0d43c,2026-08-08T01:41:39.832948Z,inventory:plants.ces.ncsu.edu,56,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
dd507ccda41827c64b09156e,Rhamnus cathartica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhamnus-cathartica,"Rhamnus cathartica (Common Buckthorn, European Buckthorn, Purging Buckthorn) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhamnus-cathartica,canonical_url,exact_accepted_name,Rhamnus cathartica,B,university_extension,approved_registry_trait,review_only_not_promoted,077eb0ad469d3409967d697e7bf3a81de8b20bbbbab8e060ee59c6f5f49b4f40,2026-08-08T01:41:40.760079Z,inventory:plants.ces.ncsu.edu,58,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
66b8016b4b4b9fe43a2d2872,Rhaphiolepis indica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhaphiolepis-indica,Rhaphiolepis indica (Indian Hawthorn) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhaphiolepis-indica,canonical_url,exact_accepted_name,Rhaphiolepis indica,B,university_extension,approved_registry_trait,review_only_not_promoted,7ceb7c6c8d2ac27b572b7344f0ff0e8697a5c8f6ad2fbbf98acd82c164f08d50,2026-08-08T01:41:41.724624Z,inventory:plants.ces.ncsu.edu,60,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
8841bbc561f5f6fec6c150db,Rhapis excelsa,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhapis-excelsa,"Rhapis excelsa (Bamboo Palm, Braodleaf Lady Palm, Fan Tufted Palm, Lady Palm) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhapis-excelsa,canonical_url,exact_accepted_name,Rhapis excelsa,B,university_extension,approved_registry_trait,review_only_not_promoted,ee0e5933d5a14720b6b78d636a732695f31943b62368dd289368677b681d4984,2026-08-08T01:41:42.248201Z,inventory:plants.ces.ncsu.edu,61,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
a9a76ff69b5940885014487d,Rhexia petiolata,inflorescence_display,floral_structural_complexity,Cyme; Solitary,other_described,https://plants.ces.ncsu.edu/plants/rhexia-petiolata,Rhexia petiolata (Ciliate Meadow-beauty) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Inflorescence:: Cyme; Solitary,url:https://plants.ces.ncsu.edu/plants/rhexia-petiolata,canonical_url,exact_accepted_name,Rhexia petiolata,B,university_extension,approved_registry_trait,review_only_not_promoted,74a6855bd24a1a9d5fef3f6b2e1c52be21ba14a87fd98299f97d46f3dd75be5f,2026-08-08T01:41:44.017249Z,inventory:plants.ces.ncsu.edu,65,False,ontology_value_not_allowed|multistate_collapsed_to_other_described,31233181709,open-web-domain-backfill-31233181709
c9dd8cb4fd197e02d4b1edbd,Rhipsalis baccifera,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhipsalis-baccifera,"Rhipsalis baccifera (Mistletoe Cacti, Mistletoe Cactus, Spaghetti Cactus) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhipsalis-baccifera,canonical_url,exact_accepted_name,Rhipsalis baccifera,B,university_extension,approved_registry_trait,review_only_not_promoted,0bcdc509c50e34facb25a026f2aa67339a9e4c1b9a47c5b694692043913cf7e8,2026-08-08T01:41:44.471593Z,inventory:plants.ces.ncsu.edu,66,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
b7ed7adfbb0444202927ea3c,Rhus glabra,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhus-glabra,Rhus glabra (Smooth Sumac) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhus-glabra,canonical_url,exact_accepted_name,Rhus glabra,B,university_extension,approved_registry_trait,review_only_not_promoted,946b124e193ace21d8885588334cf3e53f63b10bbf5571351d8bda6ca2a44fe8,2026-08-08T01:41:54.935068Z,inventory:plants.ces.ncsu.edu,88,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
5a64095831e235da1d2e6f81,Rhus typhina,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rhus-typhina,Rhus typhina (Staghorn Sumac) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rhus-typhina,canonical_url,exact_accepted_name,Rhus typhina,B,university_extension,approved_registry_trait,review_only_not_promoted,a0a06c9c1c3dfeaa79e1b1b86b9523ae3ce8e533cc165d68cd5f6a23ee0bfd34,2026-08-08T01:41:55.868642Z,inventory:plants.ces.ncsu.edu,90,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
379d5c9e095b6e0c5d3f1003,Robinia hispida,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/robinia-hispida,Robinia hispida (Bristly Locust) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/robinia-hispida,canonical_url,exact_accepted_name,Robinia hispida,B,university_extension,approved_registry_trait,review_only_not_promoted,f4f1d798e97bd714aed8d5849edba6e147169f601251a57f53bcd2a45313aafa,2026-08-08T01:41:57.253398Z,inventory:plants.ces.ncsu.edu,93,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
6fca4061e0f275cc46818bd1,Ruellia simplex,inflorescence_display,floral_structural_complexity,Cyme; Solitary,other_described,https://plants.ces.ncsu.edu/plants/ruellia-simplex,"Ruellia simplex (Britton's Wild Petunia, Mexican Bluebell, Mexican Petunia, Texas Petunia) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Inflorescence:: Cyme; Solitary,url:https://plants.ces.ncsu.edu/plants/ruellia-simplex,canonical_url,exact_accepted_name,Ruellia simplex,B,university_extension,approved_registry_trait,review_only_not_promoted,a3e5632bddbffdb1b713c1ad2cc7afea3d7a61c3a453a66e9708e996dd10282e,2026-08-08T01:42:03.846841Z,inventory:plants.ces.ncsu.edu,107,False,ontology_value_not_allowed|multistate_collapsed_to_other_described,31233181709,open-web-domain-backfill-31233181709
ffaaa145e71ca9fc2e82afa3,Rumex sanguineus,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rumex-sanguineus,"Rumex sanguineus (Bloody Dock, Red Veined Dock, Red-Veined Dock, Red Veined Sorrel, Red-Veined Sorrel) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rumex-sanguineus,canonical_url,exact_accepted_name,Rumex sanguineus,B,university_extension,approved_registry_trait,review_only_not_promoted,ea1eec39b09bd1d315f667f788fe5b9c2f5be15422f2f5f54dffd2fa6ff1014b,2026-08-08T01:42:04.808183Z,inventory:plants.ces.ncsu.edu,109,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
7331c706a650dce8c01e7a74,Rumex scutatus,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/rumex-scutatus,"Rumex scutatus (Buckler Leaved Sorrel, Common Sorrel, French Sorrel, Garden sorrel, Narrow-leaved Dock, Sorrel, Spinach-Dock) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/rumex-scutatus,canonical_url,exact_accepted_name,Rumex scutatus,B,university_extension,approved_registry_trait,review_only_not_promoted,586e4b691c34d703a4a8d3e49f2d76860eca84a0e6c9f3fc4478c4e67aa4d348,2026-08-08T01:42:05.267711Z,inventory:plants.ces.ncsu.edu,110,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
50a5706be3f0eb4fd0e22d0c,Ruscus aculeatus,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/ruscus-aculeatus,"Ruscus aculeatus (Butcher's Broom, Knee Holly, Piaranthus) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/ruscus-aculeatus,canonical_url,exact_accepted_name,Ruscus aculeatus,B,university_extension,approved_registry_trait,review_only_not_promoted,be8ab7390fd29dea58ffdc285658e361d83f7d0bb6873edcdc4cff854ed7cbee,2026-08-08T01:42:05.717788Z,inventory:plants.ces.ncsu.edu,111,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
4cddea46433083e3e1560c3a,Sabal palmetto,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/sabal-palmetto,"Sabal palmetto (Cabbage Palm, Cabbage Palmetto, Palmetto) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/sabal-palmetto,canonical_url,exact_accepted_name,Sabal palmetto,B,university_extension,approved_registry_trait,review_only_not_promoted,3d6e6628ff09e37f5ade6ad3c2fb250a3854b3537949e427fe14f60c2402f3c3,2026-08-08T01:42:07.122644Z,inventory:plants.ces.ncsu.edu,114,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
504017e7337ed33454f1abf9,Sabulina michauxii,inflorescence_display,floral_structural_complexity,Cyme; Panicle,other_described,https://plants.ces.ncsu.edu/plants/sabulina-michauxii,"Sabulina michauxii (Michauxii 's Stitchwort, Rock Sandwort) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Inflorescence:: Cyme; Panicle,url:https://plants.ces.ncsu.edu/plants/sabulina-michauxii,canonical_url,exact_accepted_name,Sabulina michauxii,B,university_extension,approved_registry_trait,review_only_not_promoted,5fd238e51ad7597e259a7740c9da8a95578f79507d7585bdb86ace1f6519e31f,2026-08-08T01:42:07.581313Z,inventory:plants.ces.ncsu.edu,115,False,ontology_value_not_allowed|multistate_collapsed_to_other_described,31233181709,open-web-domain-backfill-31233181709
68ad3a118df95936e08c5dee,Sabulina verna,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/sabulina-verna,Sabulina verna (Moss Sandwort) | North Carolina Extension Gardener Plant Toolbox,plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/sabulina-verna,canonical_url,exact_accepted_name,Sabulina verna,B,university_extension,approved_registry_trait,review_only_not_promoted,7f7c1a04718627d3464ad629bba7ef96127143719fc4ea59d60f2f88729d062d,2026-08-08T01:42:08.015376Z,inventory:plants.ces.ncsu.edu,116,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
2767cee09ce50919f820ec8d,Sairocarpus multiflorus,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/sairocarpus-multiflorus,"Sairocarpus multiflorus (Chaparral Snapdragon, Multi-flowered Snapdragon, New World Snapdragon, Rose Snapdragon, Sierra Snapdragon, Sticky Snapdragon, Wild Snapdragon, Withered Snapdragon) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/sairocarpus-multiflorus,canonical_url,exact_accepted_name,Sairocarpus multiflorus,B,university_extension,approved_registry_trait,review_only_not_promoted,5b83bfccc9fc19e095cd915e4586a5ceb12a3e825effcff1c90215d5e05f05e8,2026-08-08T01:42:08.895505Z,inventory:plants.ces.ncsu.edu,118,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
77d2a1ecb04b7bba07a60b08,Salix babylonica,flower_size_class,floral_structural_complexity,< 1 inch,medium,https://plants.ces.ncsu.edu/plants/salix-babylonica,"Salix babylonica (Babylon Weeping Willow, Silver Willow, Weeping Willow) | North Carolina Extension Gardener Plant Toolbox",plants.ces.ncsu.edu,en,Flower Size:: < 1 inch,url:https://plants.ces.ncsu.edu/plants/salix-babylonica,canonical_url,exact_accepted_name,Salix babylonica,B,university_extension,approved_registry_trait,review_only_not_promoted,fb54b7065aef59c0a13c7fa304d8e4b2934fb8707fa0f5b0470c5c2003b80521,2026-08-08T01:42:09.949523Z,inventory:plants.ces.ncsu.edu,120,False,ambiguous_upper_bound_measurement,31233181709,open-web-domain-backfill-31233181709
