stratum,context,outcome,n_islands,n_species_trials,kappa,optimizer_success,geography_slope_log_odds,cluster_robust_se,p_value
all_observed,northern_midlatitude,self_compatibility,2076,317237,403.7792994795818,True,0.05605826366454699,0.01975481816581078,0.004543975260675217
all_observed,northern_midlatitude,selfing_mating_system,1956,231645,213.3704022491087,True,0.046336166366826206,0.01420635733926862,0.0011076578625803593
all_observed,northern_midlatitude,autonomous_selfing,1995,185487,73.28615572388492,True,-0.026734013316270355,0.03741706318145079,0.4749259582365352
all_observed,northern_midlatitude,plain_colour,2077,315188,85.85631466309663,True,0.00189148005084095,0.01982904957766702,0.9240055789589083
all_observed,northern_midlatitude,generalized_form,1976,251794,624.7631574374998,True,0.046128883131112956,0.014698513306859133,0.00169909604348235
all_observed,northern_midlatitude,actinomorphic_symmetry,2091,348597,207.55836103824464,True,0.005485524711143884,0.024876880495090268,0.8254763706686497
all_observed,northern_midlatitude,shallow_open_tube,1800,47679,97.4681492369259,True,0.01164330690601481,0.04161303980495757,0.7796313505377642
all_observed,northern_high_latitude,self_compatibility,385,22150,162754.79141900392,True,0.11691242400187422,0.0417827083264859,0.005140332727469547
all_observed,northern_high_latitude,selfing_mating_system,352,15414,162754.79141900392,True,0.06962701415612332,0.026295237567296237,0.008099480415028537
all_observed,northern_high_latitude,autonomous_selfing,340,10556,162754.79141900392,True,0.06427173467082414,0.03186407659438208,0.043689316657343324
all_observed,northern_high_latitude,plain_colour,382,20787,333.176421484135,True,0.035761086546585476,0.024872704117268492,0.15050093593872027
all_observed,northern_high_latitude,generalized_form,345,15925,162754.79141900392,True,0.05546044072228157,0.033898176554505034,0.10182091918355204
all_observed,northern_high_latitude,actinomorphic_symmetry,369,20043,290.2225943700392,True,0.2408562946029012,0.08313874241632677,0.003767012559180934
all_observed,northern_high_latitude,shallow_open_tube,205,1775,162754.79141900392,True,0.3687716740046011,0.17741625530197824,0.03765711465162913
all_observed,tropical,self_compatibility,1257,71560,49.86032241333591,True,0.11110511016835148,0.04630825731959019,0.0164286708370794
all_observed,tropical,selfing_mating_system,915,17007,17.931858507234377,True,0.3282314820377016,0.12154424165582012,0.006923318375282088
all_observed,tropical,autonomous_selfing,1260,56064,21.76394406349521,True,0.09777800518081706,0.048915484890050334,0.04561731099959675
all_observed,tropical,plain_colour,1372,134276,103.57499334360305,True,0.034925007785360285,0.03159405424524504,0.2689734146317177
all_observed,tropical,generalized_form,1146,41385,88.79428358282654,True,0.1170585614183795,0.039107898328352014,0.002760502640416316
all_observed,tropical,actinomorphic_symmetry,1385,137221,36.671944987998515,True,0.10989735102321113,0.035481903676138814,0.0019530603884221698
all_observed,tropical,shallow_open_tube,1064,25311,22.62394183102961,True,0.011777272761857036,0.0560189505479143,0.8334824709485754
all_observed,southern_extratropical,self_compatibility,260,22350,89.61924043799746,True,0.17606369068853234,0.06639096014560811,0.008003487555882984
all_observed,southern_extratropical,selfing_mating_system,220,8561,51.83401248722878,True,0.12454277466709782,0.06463863932462229,0.05401026032931696
all_observed,southern_extratropical,autonomous_selfing,251,13790,99.67323146364407,True,0.11724783365942788,0.06960243610301275,0.09207806060396867
all_observed,southern_extratropical,plain_colour,266,32841,571.8238091602987,True,0.07418818375909102,0.018116706286399675,4.221410794441834e-05
all_observed,southern_extratropical,generalized_form,254,14475,164.94027215740172,True,0.1079166673405572,0.043133582480184014,0.012352268504811468
all_observed,southern_extratropical,actinomorphic_symmetry,275,26256,32.430286503456784,True,0.09605378927234066,0.05749799728223735,0.09480884256520547
all_observed,southern_extratropical,shallow_open_tube,207,3965,34.026360550177586,True,-0.21660301894741368,0.060834104988690546,0.00037007543944505926
all_native,northern_midlatitude,self_compatibility,239,36816,882.9803307085228,True,0.05375732394257962,0.019181409811840834,0.005069655566159529
all_native,northern_midlatitude,selfing_mating_system,232,18957,72.32440707086764,True,0.01271514842011046,0.04936765611543741,0.7967462705781696
all_native,northern_midlatitude,autonomous_selfing,238,21758,55.60894360769389,True,-0.09406610606197896,0.08414096086982058,0.2635846995637893
all_native,northern_midlatitude,plain_colour,238,43432,102.33789742635484,True,0.05870022628558889,0.040172477871592005,0.14395918612713596
all_native,northern_midlatitude,generalized_form,234,22189,146.5087214811224,True,0.020596280824623846,0.029420973642176166,0.48389335788504895
all_native,northern_midlatitude,actinomorphic_symmetry,237,42376,110.56456503855264,True,0.07322242016350523,0.033391863309070034,0.028320189652915197
all_native,northern_midlatitude,shallow_open_tube,229,5121,130.68317169163868,True,0.05362180964653977,0.07962811434143484,0.5006909520332669
all_native,tropical,self_compatibility,135,13267,76.11664461977861,True,-0.07141311135197109,0.07099926647049529,0.31449790130637334
all_native,tropical,selfing_mating_system,113,2691,98.21554002203693,True,-0.07996833459437463,0.10317446849902094,0.4382931473560083
all_native,tropical,autonomous_selfing,135,10216,41.89247198529455,True,0.052139850837620565,0.06520472140150806,0.4239234277672002
all_native,tropical,plain_colour,136,26992,109.43485184754164,True,0.040786995552106874,0.044235744610123647,0.3565092492809373
all_native,tropical,generalized_form,134,7777,369.1850779502659,True,0.03021814223396968,0.03835100253532485,0.43073404014017025
all_native,tropical,actinomorphic_symmetry,136,30962,86.21930009259985,True,0.028880294694859292,0.040431507317866926,0.47504063690434667
all_native,tropical,shallow_open_tube,126,4170,30.176687170822888,True,-0.08152046900048852,0.10049493951470953,0.41725668734356053
native_nonendemic,northern_midlatitude,self_compatibility,239,34748,1019.5632495412353,True,0.06604237628350491,0.021067314480632156,0.0017195576414756975
native_nonendemic,northern_midlatitude,selfing_mating_system,232,18100,149.16169328006413,True,0.03226276780565641,0.03649637032725944,0.3766965613674478
native_nonendemic,northern_midlatitude,autonomous_selfing,238,20385,115.11695044641579,True,-0.04657271957903733,0.06459753888342522,0.4709295731464064
native_nonendemic,northern_midlatitude,plain_colour,238,39572,208.94498376665783,True,0.06768290534446678,0.032183217770361816,0.03546142830049958
native_nonendemic,northern_midlatitude,generalized_form,233,20566,231.8702083165214,True,0.011356074686597691,0.028958683100189068,0.6949492451602947
native_nonendemic,northern_midlatitude,actinomorphic_symmetry,237,38821,163.13318077518483,True,0.0656057746512023,0.02608130915683561,0.011888641498049453
native_nonendemic,northern_midlatitude,shallow_open_tube,228,4741,110.95932793829776,True,0.05618812396142683,0.08994447765044396,0.5321693687741067
native_nonendemic,tropical,self_compatibility,134,10406,127.21780740350012,True,-0.07844183757579072,0.06753131808315178,0.2454132766199222
native_nonendemic,tropical,selfing_mating_system,107,2000,113.38350838784135,True,0.021131374932587352,0.08892409887105718,0.8121651030021199
native_nonendemic,tropical,autonomous_selfing,133,7456,151.3578186824801,True,0.14955276237917242,0.06561162077152405,0.022645440079820816
native_nonendemic,tropical,plain_colour,136,20372,303.95093142155395,True,0.04713372854370132,0.024876110035443145,0.05812702712850811
native_nonendemic,tropical,generalized_form,132,5627,162754.79141900392,True,0.05340859789381283,0.03817698390027575,0.16182085834186644
native_nonendemic,tropical,actinomorphic_symmetry,134,19373,67.46814133353847,True,-0.01593164919887309,0.04956241472913123,0.7478722870541739
native_nonendemic,tropical,shallow_open_tube,125,3484,178.00605737997512,True,-0.037666443822871404,0.08929421469064946,0.6731534782499957
