site_key,latitude,longitude,on_seeded_continent,spherical_distance_km
19.01361111|109.1016667,19.01361111,109.1016667,False,160.39900757283127
19.02333333|109.1186111,19.02333333,109.1186111,False,158.53377781100528
19.144518|109.265837,19.144518,109.265837,False,139.0203244678759
19.173402|-96.137189,19.173402,-96.137189,True,0.0
19.1|109.0677778,19.1,109.0677778,False,154.41734668180297
19.23333333|-98.98277778,19.23333333,-98.98277778,True,0.0
19.26666667|73.57611111,19.26666667,73.57611111,True,0.0
19.28333333|-98.23722222,19.28333333,-98.23722222,True,0.0
19.32|-99.19,19.32,-99.19,True,0.0
19.3425|-99.14056,19.3425,-99.14056,True,0.0
19.47|-97.67,19.47,-97.67,True,0.0
19.48333333|-105.0169444,19.48333333,-105.0169444,True,0.0
19.52591667|-96.99972222,19.52591667,-96.99972222,True,0.0
19.5|-105.05,19.5,-105.05,True,0.0
19.5|-70.33888889,19.5,-70.33888889,False,794.7709382289536
19.68|-98.84,19.68,-98.84,True,0.0
2.723939|101.945605,2.723939,101.945605,True,0.0
2.863888889|-60.71166667,2.863888889,-60.71166667,True,0.0
20.01708056|-89.01694444,20.01708056,-89.01694444,True,0.0
20.73333333|-156.2202778,20.73333333,-156.2202778,False,3698.67713803303
20.86640833|-89.62694444,20.86640833,-89.62694444,True,0.0
21.17|-100.9,21.17,-100.9,True,0.0
21.22368056|-89.18638889,21.22368056,-89.18638889,True,0.0
21.26666667|-89.55916667,21.26666667,-89.55916667,True,0.0
21.31|-100.51,21.31,-100.51,True,0.0
21.33333333|-89.16944444,21.33333333,-89.16944444,True,0.0
21.45|100.4236111,21.45,100.4236111,True,0.0
21.68333333|101.4236111,21.68333333,101.4236111,True,0.0
21.75|101.033333,21.75,101.033333,True,0.0
21.8|101.3897222,21.8,101.3897222,True,0.0
21.926667|101.25,21.926667,101.25,True,0.0
21.957354|100.452723,21.957354,100.452723,True,0.0
21.95|101.2033333,21.95,101.2033333,True,0.0
21.981007|-84.543187,21.981007,-84.543187,False,242.7860755820644
22.147595|111.899241,22.147595,111.899241,True,0.0
22.259489|113.959478,22.259489,113.959478,False,11.6059173422634
22.427676|114.240275,22.427676,114.240275,True,0.0
22.68333333|105.2708333,22.68333333,105.2708333,True,0.0
22.69|-100.503333,22.69,-100.503333,True,0.0
22.966|108.35,22.966,108.35,True,0.0
23.000061|-99.714516,23.000061,-99.714516,True,0.0
23.04194|-99.80306,23.04194,-99.80306,True,0.0
23.111|112.491,23.111,112.491,True,0.0
23.16666667|112.5333,23.16666667,112.5333,True,0.0
23.175803|113.357724,23.175803,113.357724,True,0.0
23.18333333|113.3558333,23.18333333,113.3558333,True,0.0
23.18336|113.360492,23.18336,113.360492,True,0.0
23.21918333|105.5916322,23.21918333,105.5916322,True,0.0
23.373|104.777,23.373,104.777,True,0.0
23.4065|104.2541667,23.4065,104.2541667,True,0.0
23.41666667|104.9319444,23.41666667,104.9319444,True,0.0
23.51648333|105.3237236,23.51648333,105.3237236,True,0.0
23.576258|-99.755354,23.576258,-99.755354,True,0.0
23.689408|-99.401152,23.689408,-99.401152,True,0.0
23.6|101,23.6,101.0,True,0.0
23.725|92.72861111,23.725,92.72861111,True,0.0
23.90785|100.1863,23.90785,100.1863,True,0.0
23.9335|110.08,23.9335,110.08,True,0.0
23.9|116.61,23.9,116.61,True,0.0
24.403589|111.566697,24.403589,111.566697,True,0.0
24.433353|98.584895,24.433353,98.584895,True,0.0
24.63333333|117.5252778,24.63333333,117.5252778,True,0.0
24.68333333|-81.36666667,24.68333333,-81.36666667,False,55.71860680613213
24.75|110.45,24.75,110.45,True,0.0
24.84|113.62,24.84,113.62,True,0.0
24.86666667|108.8302778,24.86666667,108.8302778,True,0.0
24.9|107.0677778,24.9,107.0677778,True,0.0
25.01684|-100.074956,25.01684,-100.074956,True,0.0
25.05002778|110.3219444,25.05002778,110.3219444,True,0.0
25.05|102.616,25.05,102.616,True,0.0
25.05|107.9827778,25.05,107.9827778,True,0.0
25.13333333|102.7625,25.13333333,102.7625,True,0.0
25.15|106.2711111,25.15,106.2711111,True,0.0
25.15|106.8811111,25.15,106.8811111,True,0.0
25.25|110.29,25.25,110.29,True,0.0
25.33644444|102.7963889,25.33644444,102.7963889,True,0.0
25.38333333|103.2369444,25.38333333,103.2369444,True,0.0
25.40116667|-80.47171639,25.40116667,-80.47171639,True,0.0
25.439329|-80.506332,25.439329,-80.506332,True,0.0
25.489457|-80.454207,25.489457,-80.454207,True,0.0
25.558375|-80.456755,25.558375,-80.456755,True,0.0
25.599181|-80.395087,25.599181,-80.395087,True,0.0
25.60222222|71.23722222,25.60222222,71.23722222,True,0.0
25.607127|-80.399281,25.607127,-80.399281,True,0.0
25.634369|-80.340116,25.634369,-80.340116,True,0.0
25.676824|-80.262797,25.676824,-80.262797,True,0.0
25.679243|-80.278108,25.679243,-80.278108,True,0.0
25.6|100.2667,25.6,100.2667,True,0.0
25.76053333|-80.38328333,25.76053333,-80.38328333,True,0.0
25.86666667|99.99972222,25.86666667,99.99972222,True,0.0
25.95|103.76,25.95,103.76,True,0.0
25.95|103.7625,25.95,103.7625,True,0.0
25|102.3666667,25.0,102.3666667,True,0.0
26.016701|104.260944,26.016701,104.260944,True,0.0
26.1722|-81.3772,26.1722,-81.3772,True,0.0
26.33|110.47,26.33,110.47,True,0.0
26.536921|101.925575,26.536921,101.925575,True,0.0
26.543|98.972,26.543,98.972,True,0.0
26.5814|114.163676,26.5814,114.163676,True,0.0
26.58|114.02,26.58,114.02,True,0.0
26.63666667|-109.305,26.63666667,-109.305,True,0.0
26.66666667|-103.7625,26.66666667,-103.7625,True,0.0
26.748081|114.289228,26.748081,114.289228,True,0.0
26.86666667|-103.9827778,26.86666667,-103.9827778,True,0.0
26.97527778|114.8641667,26.97527778,114.8641667,True,0.0
26.986559|-102.063686,26.986559,-102.063686,True,0.0
26|-104,26.0,-104.0,True,0.0
27.059852|142.20959,27.059852,142.20959,False,1528.7242599179676
27.05|100.9319444,27.05,100.9319444,True,0.0
27.08333333|100.2202778,27.08333333,100.2202778,True,0.0
27.11051|115.027962,27.11051,115.027962,True,0.0
27.12138889|115.0169444,27.12138889,115.0169444,True,0.0
27.182857|-81.352086,27.182857,-81.352086,True,0.0
27.21666667|92.22027778,27.21666667,92.22027778,True,0.0
27.33333333|75.32194444,27.33333333,75.32194444,True,0.0
27.464444|111.457778,27.464444,111.457778,True,0.0
27.563448|-80.507037,27.563448,-80.507037,True,0.0
27.63305556|99.79638889,27.63305556,99.79638889,True,0.0
27.79611111|99.71166667,27.79611111,99.71166667,True,0.0
27.8333|99.7017,27.8333,99.7017,True,0.0
27.86666667|99.67777778,27.86666667,99.67777778,True,0.0
27.90138889|99.64388889,27.90138889,99.64388889,True,0.0
27.92861111|99.57611111,27.92861111,99.57611111,True,0.0
27.939148|-81.549208,27.939148,-81.549208,True,0.0
27.95|99.59305556,27.95,99.59305556,True,0.0
27.983333|-110.833333,27.983333,-110.833333,True,0.0
27|100.1863889,27.0,100.1863889,True,0.0
27|141,27.0,141.0,False,1442.2915071165419
28.01222222|113.1016667,28.01222222,113.1016667,True,0.0
28.092411|-82.375961,28.092411,-82.375961,True,0.0
28.140233|-82.24064,28.140233,-82.24064,True,0.0
28.147898|-82.228706,28.147898,-82.228706,True,0.0
28.180599|-81.98986,28.180599,-81.98986,True,0.0
28.272338|-16.642508,28.272338,-16.642508,False,314.4982467318615
28.2|77.38972222,28.2,77.38972222,True,0.0
28.370331|-16.850249,28.370331,-16.850249,False,336.66306046439166
28.43888889|98.69472222,28.43888889,98.69472222,True,0.0
28.4|98.983,28.4,98.983,True,0.0
28.53001|83.222647,28.53001,83.222647,True,0.0
28.566346|-16.172797,28.566346,-16.172797,False,308.5870956776771
28.68333333|-110.2711111,28.68333333,-110.2711111,True,0.0
28.76133333|-110.4852889,28.76133333,-110.4852889,True,0.0
28.81666667|120.9319444,28.81666667,120.9319444,True,0.0
28.822747|-111.936302,28.822747,-111.936302,True,0.0
28.822767|-111.936316,28.822767,-111.936316,True,0.0
28.83333333|-112.0833333,28.83333333,-112.0833333,False,5.572179650528469
28.835399|-111.941142,28.835399,-111.941142,True,0.0
28.83|-111.81,28.83,-111.81,True,0.0
28.88333333|77.38972222,28.88333333,77.38972222,True,0.0
28.8|77.22027778,28.8,77.22027778,True,0.0
28.98333333|-110.915,28.98333333,-110.915,True,0.0
28.98333333|120.8302778,28.98333333,120.8302778,True,0.0
29.019444|107.174444,29.019444,107.174444,True,0.0
29.1|-112.133333,29.1,-112.133333,True,0.0
29.25107|121.092754,29.25107,121.092754,True,0.0
29.31666667|77.86416667,29.31666667,77.86416667,True,0.0
29.383333|-112.216667,29.383333,-112.216667,True,0.0
29.457663|109.443944,29.457663,109.443944,True,0.0
29.51666667|119.915,29.51666667,119.915,True,0.0
29.53333333|103.3388889,29.53333333,103.3388889,True,0.0
29.56833333|-111.0847222,29.56833333,-111.0847222,True,0.0
29.58333333|103.3727778,29.58333333,103.3727778,True,0.0
29.649128|94.36149,29.649128,94.36149,True,0.0
29.701|94.898,29.701,94.898,True,0.0
29.767|94.733,29.767,94.733,True,0.0
29.79861111|109.3727778,29.79861111,109.3727778,True,0.0
29.84722222|106.4333333,29.84722222,106.4333333,True,0.0
29.901815|-99.168432,29.901815,-99.168432,True,0.0
29.99375|116,29.99375,116.0,True,0.0
29|-81.28333333,29.0,-81.28333333,True,0.0
3.073043|101.525964,3.073043,101.525964,True,0.0
30.01833333|101.8641667,30.01833333,101.8641667,True,0.0
30.056377|118.995001,30.056377,118.995001,True,0.0
30.16666667|118.1863889,30.16666667,118.1863889,True,0.0
30.17527778|109.7625,30.17527778,109.7625,True,0.0
30.1|120,30.1,120.0,True,0.0
30.210303|117.486344,30.210303,117.486344,True,0.0
30.263608|120.123439,30.263608,120.123439,True,0.0
30.266944|121.173491,30.266944,121.173491,True,0.0
30.28431|-97.778248,30.28431,-97.778248,True,0.0
30.292051|-97.790236,30.292051,-97.790236,True,0.0
30.31777778|119.4405556,30.31777778,119.4405556,True,0.0
30.35583333|119.4408333,30.35583333,119.4408333,True,0.0
30.35|-91.08333333,30.35,-91.08333333,True,0.0
30.36194444|119.4236111,30.36194444,119.4236111,True,0.0
30.396|119.464,30.396,119.464,True,0.0
30.530532|114.374406,30.530532,114.374406,True,0.0
30.542451|114.42031,30.542451,114.42031,True,0.0
31.030809|103.179625,31.030809,103.179625,True,0.0
31.03333333|34.85,31.03333333,34.85,True,0.0
31.35|110.0508333,31.35,110.0508333,True,0.0
31.43|110.3558333,31.43,110.3558333,True,0.0
31.47333333|110.3897222,31.47333333,110.3897222,True,0.0
31.51666667|104.1355556,31.51666667,104.1355556,True,0.0
31.549608|121.948742,31.549608,121.948742,False,16.522589664597955
31.803868|35.325849,31.803868,35.325849,True,0.0
31.80472222|-112.8641667,31.80472222,-112.8641667,True,0.0
31.860564|117.285411,31.860564,117.285411,True,0.0
31.95|-112.8811111,31.95,-112.8811111,True,0.0
31.9|-110.8833333,31.9,-110.8833333,True,0.0
32.08776|-112.90588,32.08776,-112.90588,True,0.0
32.28333333|-106.7,32.28333333,-106.7,True,0.0
32.28333333|34.84722222,32.28333333,34.84722222,True,0.0
32.2|34.51,32.2,34.51,False,27.07695124914291
32.33333333|-84.01694444,32.33333333,-84.01694444,True,0.0
32.33333333|119.5,32.33333333,119.5,True,0.0
32.43333333|35.40666667,32.43333333,35.40666667,True,0.0
32.53333333|114.3558333,32.53333333,114.3558333,True,0.0
32.6|-111.2333333,32.6,-111.2333333,True,0.0
32.6|-117.1,32.6,-117.1,True,0.0
32.73|103.8,32.73,103.8,True,0.0
32.78333333|104.2538889,32.78333333,104.2538889,True,0.0
32.88333333|103.7963889,32.88333333,103.7963889,True,0.0
32.8|104.4741667,32.8,104.4741667,True,0.0
33.074578|-79.762839,33.074578,-79.762839,True,0.0
33.095826|106.990703,33.095826,106.990703,True,0.0
33.65|-86.33333333,33.65,-86.33333333,True,0.0
33.66666667|-117.8666667,33.66666667,-117.8666667,True,0.0
33.72638889|-85.96583333,33.72638889,-85.96583333,True,0.0
33.7|-105.5666667,33.7,-105.5666667,True,0.0
33.89583333|-83.35583333,33.89583333,-83.35583333,True,0.0
33.92805556|-83.33888889,33.92805556,-83.33888889,True,0.0
33.99194444|-83.50833333,33.99194444,-83.50833333,True,0.0
34.01666667|74.54222222,34.01666667,74.54222222,True,0.0
34.35|100.4913889,34.35,100.4913889,True,0.0
34.576915|126.436358,34.576915,126.436358,True,0.0
34.63333333|-112.4166667,34.63333333,-112.4166667,True,0.0
34.693737|135.502163,34.693737,135.502163,False,556.3947629489227
34.721284|135.498055,34.721284,135.498055,False,555.1464376519167
34.75949|-79.48855,34.75949,-79.48855,True,0.0
34.783209|135.590884,34.783209,135.590884,False,561.3554383201589
34.83333333|135.8472222,34.83333333,135.8472222,False,582.4490043837338
34.86705|110.447549,34.86705,110.447549,True,0.0
34.87572|-79.204202,34.87572,-79.204202,True,0.0
34.93194444|102.8833333,34.93194444,102.8833333,True,0.0
35.025|135.8,35.025,135.8,False,573.1618903265173
35.059725|-83.430557,35.059725,-83.430557,True,0.0
35.06666667|135.7794444,35.06666667,135.7794444,False,570.3203022949413
35.16666667|136.9827778,35.16666667,136.9827778,False,675.4959271010457
35.166667|-92.45,35.166667,-92.45,True,0.0
35.33333333|-81.88333333,35.33333333,-81.88333333,True,0.0
35.3|137.0508333,35.3,137.0508333,False,679.1353370546823
35.43333333|139.6333333,35.43333333,139.6333333,False,909.0949819129528
35.439548|139.631899,35.439548,139.631899,False,908.8818987770323
35.53333333|136.9488889,35.53333333,136.9488889,False,666.446038922602
35.534602|-118.654564,35.534602,-118.654564,True,0.0
35.534678|-118.649051,35.534678,-118.649051,True,0.0
35.539537|139.724051,35.539537,139.724051,False,915.8875190289782
35.588332|-118.517708,35.588332,-118.517708,True,0.0
35.591181|-118.527695,35.591181,-118.527695,True,0.0
35.5|136.9488889,35.5,136.9488889,False,666.8927498307992
35.602964|140.413506,35.602964,140.413506,False,977.1525155341307
35.604025|110.983333,35.604025,110.983333,True,0.0
35.63333333|140.3727778,35.63333333,140.3727778,False,973.1507373329856
35.65587222|-118.4405556,35.65587222,-118.4405556,True,0.0
35.683125|139.258791,35.683125,139.258791,False,872.4355612565091
35.75|-79.01666667,35.75,-79.01666667,True,0.0
35.784076|137.694069,35.784076,137.694069,False,730.7591018771885
35.84405556|102.5930556,35.84405556,102.5930556,True,0.0
35.96666667|101.8980556,35.96666667,101.8980556,True,0.0
35.96666667|137.95,35.96666667,137.95,False,752.4515994911324
36.020085|-78.983046,36.020085,-78.983046,True,0.0
36.09255|-5.77595,36.09255,-5.77595,True,0.0
36.166667|140.166667,36.166667,140.166667,False,916.97419889392
36.173965|-86.516237,36.173965,-86.516237,True,0.0
36.1|-78.7,36.1,-78.7,True,0.0
36.1|-78.9,36.1,-78.9,True,0.0
36.20482|138.252925,36.20482,138.252925,False,778.6356397245268
36.232308|103.091316,36.232308,103.091316,True,0.0
36.35|-118.2541667,36.35,-118.2541667,True,0.0
36.39|-121.5619068,36.39,-121.5619068,True,0.0
36.40333333|138.5252778,36.40333333,138.5252778,False,802.8303969126957
36.45|2.87,36.45,2.87,True,0.0
36.704994|-5.352088,36.704994,-5.352088,True,0.0
36.756019|-5.3678,36.756019,-5.3678,True,0.0
36.76666667|-119.4166667,36.76666667,-119.4166667,True,0.0
36.78333333|-5.406666667,36.78333333,-5.406666667,True,0.0
36.7|137.849444,36.7,137.849444,False,743.4237583479919
36.88333333|102.4913889,36.88333333,102.4913889,True,0.0
36.94656667|102.5021317,36.94656667,102.5021317,True,0.0
36.969433|-121.556843,36.969433,-121.556843,True,0.0
36|-78.93333333,36.0,-78.93333333,True,0.0
36|140,36.0,140.0,False,924.3819882626218
37.041616|-3.137817,37.041616,-3.137817,True,0.0
37.131138|-3.48691,37.131138,-3.48691,True,0.0
37.15|-6.440555556,37.15,-6.440555556,True,0.0
37.221243|-3.306207,37.221243,-3.306207,True,0.0
37.239087|-121.581565,37.239087,-121.581565,True,0.0
37.25|-122.45,37.25,-122.45,False,2.470975719063428
37.26666667|-6.389722222,37.26666667,-6.389722222,True,0.0
37.28333333|-6.423611111,37.28333333,-6.423611111,True,0.0
37.28333333|-80.58333333,37.28333333,-80.58333333,True,0.0
37.28963|-6.382451,37.28963,-6.382451,True,0.0
37.299592|-3.52269,37.299592,-3.52269,True,0.0
37.320144|-3.552493,37.320144,-3.552493,True,0.0
37.325662|-3.532318,37.325662,-3.532318,True,0.0
37.33266|-3.515458,37.33266,-3.515458,True,0.0
37.33333333|-5.796388889,37.33333333,-5.796388889,True,0.0
37.36666667|-80.54222222,37.36666667,-80.54222222,True,0.0
37.36667|-88.516667,37.36667,-88.516667,True,0.0
37.375136|-80.522747,37.375136,-80.522747,True,0.0
37.408459|-80.494504,37.408459,-80.494504,True,0.0
37.431573|-78.656894,37.431573,-78.656894,True,0.0
37.506751|-3.183001,37.506751,-3.183001,True,0.0
37.542479|-3.137695,37.542479,-3.137695,True,0.0
37.61666667|101.305,37.61666667,101.305,True,0.0
37.616667|101.316667,37.616667,101.316667,True,0.0
37.63|101.3,37.63,101.3,True,0.0
37.64408333|101.3172847,37.64408333,101.3172847,True,0.0
37.733333|-3.25,37.733333,-3.25,True,0.0
37.743937|-3.861246,37.743937,-3.861246,True,0.0
37.744459|-3.845101,37.744459,-3.845101,True,0.0
37.745647|-3.845409,37.745647,-3.845409,True,0.0
37.758738|-3.84977,37.758738,-3.84977,True,0.0
37.75964|-3.849735,37.75964,-3.849735,True,0.0
37.85|-121.9319444,37.85,-121.9319444,True,0.0
37.862214|128.843174,37.862214,128.843174,True,0.0
37.890986|-122.605138,37.890986,-122.605138,True,0.0
37.892962|-1.212875,37.892962,-1.212875,True,0.0
37.9|-2.916667,37.9,-2.916667,True,0.0
38.006462|-122.498503,38.006462,-122.498503,True,0.0
38.029655|-119.974053,38.029655,-119.974053,True,0.0
38.04228|-122.879984,38.04228,-122.879984,True,0.0
38.08333333|-122.2666667,38.08333333,-122.2666667,True,0.0
38.147001|-2.738833,38.147001,-2.738833,True,0.0
38.158176|-2.738167,38.158176,-2.738167,True,0.0
38.23333333|119.1667,38.23333333,119.1667,False,27.449504897686154
38.310125|-121.8302778,38.310125,-121.8302778,True,0.0
38.31905|-123.055509,38.31905,-123.055509,True,0.0
38.320261|-123.057129,38.320261,-123.057129,True,0.0
38.37|-3.83,38.37,-3.83,True,0.0
38.45055556|-123.3780556,38.45055556,-123.3780556,False,12.516880526188388
38.481947|-90.82406,38.481947,-90.82406,True,0.0
38.496138|-122.36053,38.496138,-122.36053,True,0.0
38.502554|-90.627904,38.502554,-90.627904,True,0.0
38.511877|-7.324507,38.511877,-7.324507,True,0.0
38.512146|-7.317197,38.512146,-7.317197,True,0.0
38.512708|-7.321772,38.512708,-7.321772,True,0.0
38.522413|-90.563587,38.522413,-90.563587,True,0.0
38.524718|-90.562494,38.524718,-90.562494,True,0.0
38.532885|-121.932909,38.532885,-121.932909,True,0.0
38.538232|-121.761712,38.538232,-121.761712,True,0.0
38.56666667|-122.3,38.56666667,-122.3,True,0.0
38.5|-106.5,38.5,-106.5,True,0.0
38.61392|-122.429173,38.61392,-122.429173,True,0.0
38.61666667|-104.915,38.61666667,-104.915,True,0.0
38.61666667|-122.3333333,38.61666667,-122.3333333,True,0.0
38.627002|-90.199404,38.627002,-90.199404,True,0.0
38.66666667|-109.4913889,38.66666667,-109.4913889,True,0.0
38.673265|-122.660114,38.673265,-122.660114,True,0.0
38.67615|-122.770297,38.67615,-122.770297,True,0.0
38.682644|-7.102666,38.682644,-7.102666,True,0.0
38.752405|-122.614985,38.752405,-122.614985,True,0.0
38.75|-106.9997222,38.75,-106.9997222,True,0.0
38.824364|-107.391953,38.824364,-107.391953,True,0.0
38.866667|-106.966667,38.866667,-106.966667,True,0.0
38.873881|-122.421647,38.873881,-122.421647,True,0.0
38.8761|-107.1025139,38.8761,-107.1025139,True,0.0
38.888166|-76.554313,38.888166,-76.554313,True,0.0
38.93333333|8.933333,38.93333333,8.933333,False,188.22133718421378
38.95216667|-106.9976889,38.95216667,-106.9976889,True,0.0
38.95805556|-106.9997222,38.95805556,-106.9997222,True,0.0
38.958516|-106.987757,38.958516,-106.987757,True,0.0
38.959635|-106.986572,38.959635,-106.986572,True,0.0
38.97116667|-107.0120917,38.97116667,-107.0120917,True,0.0
39.03777778|26.61,39.03777778,26.61,False,16.08258597214067
39.04666667|26.61,39.04666667,26.61,False,16.20469712297678
39.05833333|26.515833,39.05833333,26.515833,False,24.438855257097714
39.05|26.54222222,39.05,26.54222222,False,22.051764486975998
39.063965|-78.065199,39.063965,-78.065199,True,0.0
39.07694444|26.54222222,39.07694444,26.54222222,False,21.639420094510413
39.08222222|26.57611111,39.08222222,26.57611111,False,18.787605551343624
39.09388889|26.54222222,39.09388889,26.54222222,False,20.61784607809077
39.107035|107.942773,39.107035,107.942773,True,0.0
39.10759|25.96469,39.10759,25.96469,False,40.67263377308942
39.11292778|26.55916667,39.11292778,26.55916667,False,18.17112441936345
39.12166667|26.50833333,39.12166667,26.50833333,False,18.920691914247016
39.123016|-83.396054,39.123016,-83.396054,True,0.0
39.14860556|26.2497972,39.14860556,26.2497972,False,33.82900697171526
39.14861|26.2498,39.14861,26.2498,False,33.82858367941297
39.1625|-122.61111,39.1625,-122.61111,True,0.0
39.17211|26.36338,39.17211,26.36338,False,23.884051992784368
39.21666667|-7,39.21666667,-7.0,True,0.0
39.223274|-106.117382,39.223274,-106.117382,True,0.0
39.25|-106.1186111,39.25,-106.1186111,True,0.0
39.25|-106.25,39.25,-106.25,True,0.0
39.264713|-106.14223,39.264713,-106.14223,True,0.0
39.31666667|100.2033333,39.31666667,100.2033333,True,0.0
39.35|100.1186111,39.35,100.1186111,True,0.0
39.36150278|-0.321944444,39.36150278,-0.321944444,True,0.0
39.38333333|2.847222222,39.38333333,2.847222222,False,220.52896202741982
39.493739|-6.067919,39.493739,-6.067919,True,0.0
39.58|115.43,39.58,115.43,True,0.0
39.5|2.508333333,39.5,2.508333333,False,192.49446945830726
39.633889|-105.816944,39.633889,-105.816944,True,0.0
39.639256|-106.08143,39.639256,-106.08143,True,0.0
39.73148333|3.220277778,39.73148333,3.220277778,False,196.76465406565615
39.73333333|2.711666667,39.73333333,2.711666667,False,179.92575621345026
39.743163|2.819608,39.743163,2.819608,False,181.8302010214039
39.758|116.738,39.758,116.738,True,0.0
39.75|3.254166667,39.75,3.254166667,False,196.34479661154873
39.76666667|3.338888889,39.76666667,3.338888889,False,198.37806170406463
39.78333333|16.305,39.78333333,16.305,True,0.0
39.784709|16.321017,39.784709,16.321017,True,0.0
39.80084167|3.101666667,39.80084167,3.101666667,False,185.2577475843469
39.850124|116.216111,39.850124,116.216111,True,0.0
39.894813|-82.914073,39.894813,-82.914073,True,0.0
39.904211|116.407395,39.904211,116.407395,True,0.0
39.907793|-75.387853,39.907793,-75.387853,True,0.0
39.92194444|-108.305,39.92194444,-108.305,True,0.0
39.923489|-75.611933,39.923489,-75.611933,True,0.0
39.94133|16.122265,39.94133,16.122265,True,0.0
39.945136|115.567917,39.945136,115.567917,True,0.0
39.949629|4.110445,39.949629,4.110445,False,219.5477879005508
39.95891667|115.4575,39.95891667,115.4575,True,0.0
39.959676|116.327861,39.959676,116.327861,True,0.0
39.963952|116.158631,39.963952,116.158631,True,0.0
39.96666667|115.4405556,39.96666667,115.4405556,True,0.0
4.033|113.833,4.033,113.833,False,970.9750585567963
4.333333|113.833333,4.333333,113.833333,False,943.2269522143655
40.009919|-105.550678,40.009919,-105.550678,True,0.0
40.010893|-83.044193,40.010893,-83.044193,True,0.0
40.032085|-105.53573,40.032085,-105.53573,True,0.0
40.032601|-105.535554,40.032601,-105.535554,True,0.0
40.033574|-105.53553,40.033574,-105.53553,True,0.0
40.04055556|-79.77944444,40.04055556,-79.77944444,True,0.0
40.04055556|-80.23722222,40.04055556,-80.23722222,True,0.0
40.063801|-83.028502,40.063801,-83.028502,True,0.0
40.08|-3.26,40.08,-3.26,True,0.0
40.093043|-88.239901,40.093043,-88.239901,True,0.0
40.096581|-88.229685,40.096581,-88.229685,True,0.0
40.110587|-88.20727,40.110587,-88.20727,True,0.0
40.13333333|-3.474444444,40.13333333,-3.474444444,True,0.0
40.15|-88.166667,40.15,-88.166667,True,0.0
40.18333333|-2.383333333,40.18333333,-2.383333333,True,0.0
40.186429|-85.51666667,40.186429,-85.51666667,True,0.0
40.2019|-88.37722,40.2019,-88.37722,True,0.0
40.20983|-8.40053,40.20983,-8.40053,True,0.0
40.22313333|4.20355,40.22313333,4.20355,False,197.05099260569435
40.224963|-109.542357,40.224963,-109.542357,True,0.0
40.225|-109.5422222,40.225,-109.5422222,True,0.0
40.31|-3.69,40.31,-3.69,True,0.0
40.403|116.845,40.403,116.845,True,0.0
40.457988|-5.048824,40.457988,-5.048824,True,0.0
40.46666667|-88.98333333,40.46666667,-88.98333333,True,0.0
40.530375|-82.800799,40.530375,-82.800799,True,0.0
40.55|-74.633333,40.55,-74.633333,True,0.0
40.58333333|100.2033333,40.58333333,100.2033333,True,0.0
40.5|-74.5667,40.5,-74.5667,True,0.0
40.654|114.91,40.654,114.91,True,0.0
40.694436|-77.755222,40.694436,-77.755222,True,0.0
40.712955|-83.282709,40.712955,-83.282709,True,0.0
40.73754167|109.8980556,40.73754167,109.8980556,True,0.0
40.755|114.863,40.755,114.863,True,0.0
40.762|114.943,40.762,114.943,True,0.0
40.76|114.939,40.76,114.939,True,0.0
40.811781|14.343941,40.811781,14.343941,True,0.0
40.81666667|14.33888889,40.81666667,14.33888889,True,0.0
40.85|89.18638889,40.85,89.18638889,True,0.0
41.079491|-106.603346,41.079491,-106.603346,True,0.0
41.083347|-2.242776,41.083347,-2.242776,True,0.0
41.153463|16.413095,41.153463,16.413095,True,0.0
41.16316667|113.3297472,41.16316667,113.3297472,True,0.0
41.26666667|107.3894444,41.26666667,107.3894444,True,0.0
41.273259|1.917546967,41.273259,1.917546967,True,0.0
41.27361111|-122.6947222,41.27361111,-122.6947222,True,0.0
41.27738056|-122.6947222,41.27738056,-122.6947222,True,0.0
41.2|-77.18333333,41.2,-77.18333333,True,0.0
41.30041389|-122.6777778,41.30041389,-122.6777778,True,0.0
41.33556944|-122.5252778,41.33556944,-122.5252778,True,0.0
41.33586944|-122.5252778,41.33586944,-122.5252778,True,0.0
41.394661|-82.843879,41.394661,-82.843879,True,0.0
41.459132|-87.699277,41.459132,-87.699277,True,0.0
41.45|-81.2,41.45,-81.2,True,0.0
41.464152|-81.207816,41.464152,-81.207816,True,0.0
41.474014|-71.575138,41.474014,-71.575138,True,0.0
41.483333|-72.533333,41.483333,-72.533333,True,0.0
41.59222222|-80.35583333,41.59222222,-80.35583333,True,0.0
41.61666667|2.016666667,41.61666667,2.016666667,True,0.0
41.61|-80.35,41.61,-80.35,True,0.0
41.65|-80.26666667,41.65,-80.26666667,True,0.0
41.65|-87.06666667,41.65,-87.06666667,True,0.0
41.68333333|-110.6166667,41.68333333,-110.6166667,True,0.0
41.6|-70.7,41.6,-70.7,False,3.636110723738633
41.720386|-81.24598,41.720386,-81.24598,True,0.0
41.73333333|-111.7455556,41.73333333,-111.7455556,True,0.0
41.74068|-71.308609,41.74068,-71.308609,True,0.0
41.750696|-111.774021,41.750696,-111.774021,True,0.0
41.76666667|-111.6438889,41.76666667,-111.6438889,True,0.0
41.76666667|-111.7666667,41.76666667,-111.7666667,True,0.0
41.775207|-7.074462,41.775207,-7.074462,True,0.0
41.788489|-72.229291,41.788489,-72.229291,True,0.0
41.82373|-102.933872,41.82373,-102.933872,True,0.0
41.95546667|3.197383,41.95546667,3.197383,True,0.0
