island_id,analysis_regime,island_latitude,island_longitude,distance_to_continent_km,spherical_coast_distance_km,seconds,island_segment_count
gshhg_2.3.7_h_1fc7c035ee6ccc9fdea4,northern_high_latitude,66.94714442307694,-108.03943451718708,0.0,1.367158523051061,0.0160000000614672,24
gshhg_2.3.7_h_2029438f4a7c892d5ea5,southern_extratropical,-38.75876261538462,146.54572131659825,0.0,2.376306507902363,0.0309999999590218,59
gshhg_2.3.7_h_204084b333da2b0273b1,southern_extratropical,-45.768393384615386,-74.23282600873257,0.0,0.3659776622559008,0.0620000001508742,105
gshhg_2.3.7_h_20441c76124619fe2e4c,northern_high_latitude,69.68716038461538,18.53745425383642,0.0,1.4383909562419277,0.0470000000204891,201
gshhg_2.3.7_h_2073b06d862662e69a0a,northern_midlatitude,63.36957261538461,22.01742852327022,0.0,6.523166083263584,0.0,41
gshhg_2.3.7_h_2091ab003663cf066909,northern_midlatitude,63.317083,8.418557524092053,0.0,0.0684991360591191,0.0309999999590218,22
gshhg_2.3.7_h_211c55d9520b9b02015f,northern_midlatitude,65.48333738461538,12.11767438593517,0.0,2.841632155479168,0.0470000000204891,29
gshhg_2.3.7_h_212c1da77796bb6717c0,tropical,23.29279492307692,116.72514390557612,0.0,0.131370003332518,0.0309999999590218,46
gshhg_2.3.7_h_2208a9e9e0ef90f0d3fe,northern_midlatitude,64.69188292307692,40.460518672993786,0.0,0.4691477047368738,0.0150000001303851,26
gshhg_2.3.7_h_223b1b7f8c4c5503a976,northern_midlatitude,44.31822676923077,-68.89966405889875,0.0,2.455279305933676,0.0309999999590218,53
gshhg_2.3.7_h_22cea9b53ffde0f4993d,northern_midlatitude,29.23575215384616,-90.00157830798852,0.0,0.8461951387760323,0.0160000000614672,25
gshhg_2.3.7_h_22ebf3ed484114a88436,tropical,9.14779923076923,-79.84194104687488,0.0,0.0489764039392255,0.0159999998286366,14
gshhg_2.3.7_h_230961d8f17df5c9e1cc,northern_midlatitude,29.69031392307692,-92.13466028485408,0.0,0.0107887244328048,0.0309999999590218,14
gshhg_2.3.7_h_235b62837bd884eb32b1,northern_midlatitude,34.88619015384615,127.71677880765884,0.0,0.603817196741125,0.0159999998286366,16
gshhg_2.3.7_h_23808c9c6c230331d40f,northern_midlatitude,59.16643784615385,-65.77556801915836,0.0,0.8117137880446421,0.0159999998286366,14
gshhg_2.3.7_h_2380fd5bb7d79bd6f794,northern_midlatitude,58.47604584615385,-135.9727286730833,0.0,3.6170646858030544,0.0309999999590218,12
gshhg_2.3.7_h_2381e11796a5469b3f84,tropical,-11.62081096153846,133.40744599464233,0.0,2.867231902920337,0.0,36
gshhg_2.3.7_h_23a96f86cd68c188ede1,northern_midlatitude,60.556271692307696,5.576954227542681,0.0,0.0430324854448049,0.125,100
gshhg_2.3.7_h_23d067b5dade4a29bd26,tropical,11.468002153846154,-15.98489971819217,0.0,24.106422144504226,0.0470000000204891,55
gshhg_2.3.7_h_240361f717ba0dfc3a17,northern_midlatitude,44.88021384615385,-67.03556265864007,0.0,0.0798944283315038,0.0159999998286366,20
gshhg_2.3.7_h_241aa090cd14c7b193ef,northern_midlatitude,51.56482276923077,-128.00899505367337,0.0,5.493440766569167,0.0470000000204891,108
gshhg_2.3.7_h_2445e7d01d7f81258e3c,northern_midlatitude,44.58422423076923,-67.5202313005258,0.0,1.3934554734998006,0.0149999998975545,23
gshhg_2.3.7_h_24cfc8464ec1087a48b4,southern_extratropical,-33.92108984615385,-58.48473486508308,0.0,0.1029795628007685,0.0469999997876584,20
gshhg_2.3.7_h_2516ca51c17f13f002b1,tropical,8.995597846153846,-83.63121344615413,0.0,0.0365984777723604,0.0319999998901039,18
gshhg_2.3.7_h_255cefb628a9dc002b65,northern_midlatitude,25.29776092307692,-81.0593199615465,0.0,0.0582061124345362,0.0150000001303851,21
gshhg_2.3.7_h_25871260115b580549fb,northern_midlatitude,33.79806407692308,10.878210395187924,0.0,2.0751548612773245,0.0309999999590218,83
gshhg_2.3.7_h_25a1e8378a91524a312e,southern_extratropical,-24.85085446153846,-47.715302589550056,0.0,0.1421916007902578,0.093000000109896,60
