island_id,n_bombus_species_total,n_bombus_species_scored,n_bombus_species_unscored,n_environmentally_compatible_species,share_environmentally_compatible_species,environmental_compatibility_max,environmental_compatibility_mean,environmental_extrapolation_share,bombus_regime_set,primary_bombus_channel_analysis,global_comparison_only,n_trait_species,area_km2,log_island_area_km2,island_latitude,island_longitude,abs_latitude,spatial_block,climate_pc1,climate_pc2,climate_pc3,climate_pc4,distance_to_continent_km,log_distance_to_continent_km,legacy_v1_all_land_distance_km,legacy_v1_log_all_land_distance_km,analysis_regime,bombus_channel_state,plain_color_trials,plain_color_successes,plain_color_share,conspicuous_color_trials,conspicuous_color_successes,conspicuous_color_share,generalized_form_trials,generalized_form_successes,generalized_form_share,wind_mixed_trials,wind_mixed_successes,wind_mixed_share,showy_alternative_guild_trials,showy_alternative_guild_successes,showy_alternative_guild_share,other_bee_guild_trials,other_bee_guild_successes,other_bee_guild_share,generalist_insect_guild_trials,generalist_insect_guild_successes,generalist_insect_guild_share,spherical_coast_distance_km,original_projected_distance_km
gshhg_2.3.7_h_dbe5e49cb28a3d0fcd03,169,142,27,11,0.0774647887323943,0.8085531073089866,0.2034799433590661,0.7692307692307693,applicability_unresolved,False,True,830,20.88430974579067,3.085769930085633,43.04808130769231,9.826578263201268,43.04808130769231,lat13_lon18,-0.1964300304450163,0.3965602002433321,1.255459748880794,-0.7030046506878018,51.4799881035696,3.9604319179507774,45.45793770736484,3.838547337794101,northern_midlatitude,0.8085531073089866,827.0,361.0,0.4365175332527207,827.0,466.0,0.5634824667472793,803.0,98.0,0.1220423412204234,830.0,165.0,0.1987951807228915,828.0,0.0,0.0,828.0,585.0,0.7065217391304348,828.0,78.0,0.0942028985507246,51.4799881035696,66.9693338177287
gshhg_2.3.7_h_dbe6ef05db50420ac299,169,142,27,31,0.2183098591549295,0.8119681997261509,0.2707673756661075,0.6745562130177515,applicability_unresolved,False,True,1,8.546248470637625,2.256148247014879,54.35788900000001,-57.777998944731856,54.35788900000001,lat14_lon12,-1.9098163102062624,-0.6253067185247808,-0.460897819742713,-0.3353126862031526,0.6823607520335143,0.5201980165759369,0.0,0.0,northern_midlatitude,0.8119681997261509,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6823607520335143,0.0
gshhg_2.3.7_h_dbe7d786aed81e3193e6,169,142,27,4,0.028169014084507,0.7273755061023385,0.0745198837698319,0.8284023668639053,applicability_unresolved,False,True,0,39.81016041416452,3.708931080166287,10.021542846153846,-62.26135000117505,10.021542846153846,lat10_lon11,1.4966956862201783,1.272691793309468,0.0123731067293966,-0.9397904971983582,1.6182514964870447,0.9625067272309833,4.37761627587446,1.6822452045897585,tropical,0.7273755061023385,,,,,,,,,,,,,,,,,,,,,,1.6182514964870447,4.37761627587446
gshhg_2.3.7_h_dbf1e6583f0ee216a769,169,142,27,8,0.056338028169014,0.9297892932285432,0.0871928652892512,0.8165680473372781,applicability_unresolved,False,True,0,160.24414042716415,5.082919616579433,68.37238476923078,-74.24367948620984,68.37238476923078,lat15_lon10,-3.554662434998408,0.5852254590466622,-0.4673106836842225,0.9719372725142552,278.1578747458527,5.631777481087491,0.0,0.0,northern_high_latitude,0.9297892932285432,,,,,,,,,,,,,,,,,,,,,,278.1578747458527,761.7119164360175
gshhg_2.3.7_h_dc002db65edfb084ad5f,169,142,27,3,0.0211267605633802,0.7610967425239493,0.0411741951971308,0.834319526627219,applicability_unresolved,False,True,0,10.040566096926856,2.4015763164298827,76.70405561538462,94.47147780256029,76.70405561538462,lat16_lon27,-4.00562070240622,-0.204936582476389,-0.8574667246104993,0.3468021579440908,59.95634227906351,4.110157907594334,276.2007879845457,5.624742109968799,northern_high_latitude,0.7610967425239493,,,,,,,,,,,,,,,,,,,,,,59.95634227906351,276.2007879845457
gshhg_2.3.7_h_dc01b0295754b5af19a5,169,142,27,0,0.0,0.4039277253332206,0.0227952678321677,0.834319526627219,applicability_unresolved,False,True,0,101.28118171452928,4.627725704076708,-52.16035223076923,-74.69124194306764,52.16035223076923,lat03_lon10,0.6446354104308154,-2.772065855120629,0.4119376059830619,-0.0661467674072019,56.901488860582255,4.0587430985934585,0.0,0.0,southern_extratropical,0.4039277253332206,,,,,,,,,,,,,,,,,,,,,,56.901488860582255,0.0
gshhg_2.3.7_h_dc043ad30091c20ec6e3,169,142,27,20,0.1408450704225352,0.8776800477382164,0.2149321763636975,0.7692307692307693,applicability_unresolved,False,True,0,125.17217214531736,4.8376474198120425,68.44788038461539,51.15546559393372,68.44788038461539,lat15_lon23,-2.5013531432016065,0.078061488768227,-0.6299102888248954,-0.2979577790302435,0.670430832698362,0.5130815768083176,37.370305056559424,3.647283854619736,northern_high_latitude,0.8776800477382164,,,,,,,,,,,,,,,,,,,,,,0.670430832698362,37.370305056559424
gshhg_2.3.7_h_dc0ceb28f9955b2b92b1,169,142,27,8,0.056338028169014,0.6518012149061193,0.0775604116628157,0.8165680473372781,applicability_unresolved,False,True,94,198.08169993352973,5.293715292900701,-8.739803461538461,115.53604518424164,8.739803461538461,lat08_lon29,1.7186656216363865,0.1089846924225505,1.7313121708562809,-0.4624393811481691,1157.537415633347,7.05491363997011,24.574424526996943,3.2415928101963365,tropical,0.6518012149061193,93.0,44.0,0.4731182795698925,93.0,49.0,0.5268817204301075,92.0,6.0,0.0652173913043478,94.0,6.0,0.0638297872340425,94.0,2.0,0.0212765957446808,94.0,76.0,0.8085106382978723,94.0,5.0,0.0531914893617021,1157.537415633347,1196.7548181986112
gshhg_2.3.7_h_dc1509d853f95ac87a37,169,142,27,2,0.0140845070422535,0.6484549323640265,0.0249571049810034,0.834319526627219,applicability_unresolved,False,True,21,209.48398002399168,5.34940954582726,-2.877675307692308,-44.534162456625424,2.877675307692308,lat08_lon13,2.130860946888562,1.1785397076459436,-0.1492337360642851,0.3199314103736542,2.482973867533264,1.2478864884941798,0.0,0.0,tropical,0.6484549323640265,21.0,6.0,0.2857142857142857,21.0,15.0,0.7142857142857143,21.0,0.0,0.0,21.0,3.0,0.1428571428571428,21.0,0.0,0.0,21.0,17.0,0.8095238095238095,21.0,0.0,0.0,2.482973867533264,0.0
gshhg_2.3.7_h_dc1d8c4bf074dec0c104,169,142,27,10,0.0704225352112676,0.8996397195094398,0.1108326217171492,0.8106508875739645,applicability_unresolved,False,True,0,6.733838490691516,2.04560530994294,68.24198292307692,-177.43312303143327,68.24198292307692,lat15_lon00,-3.290528946711855,0.0829422376217277,-0.7320776014985139,0.2299117264129834,0.0495999122654411,0.04840905561911803,11.65339620234019,2.537925653633997,northern_high_latitude,0.8996397195094398,,,,,,,,,,,,,,,,,,,,,,0.0495999122654411,1181.015510418955
gshhg_2.3.7_h_dc2153ec12c07966b84a,169,142,27,22,0.1549295774647887,0.7577441458562105,0.1947440021760515,0.7455621301775148,applicability_unresolved,False,True,28,11.276935532154829,2.5077223420775465,60.11762846153846,5.1463867367828415,60.11762846153846,lat15_lon18,-0.1825582021864862,-0.4361715560263774,-0.7882464719416491,-0.2794195740757038,8.09774557011669,2.2080266432826767,7.826237479992271,2.177728817350574,northern_midlatitude,0.7577441458562105,28.0,11.0,0.3928571428571428,28.0,17.0,0.6071428571428571,27.0,3.0,0.1111111111111111,28.0,6.0,0.2142857142857142,28.0,0.0,0.0,28.0,25.0,0.8928571428571429,28.0,1.0,0.0357142857142857,8.09774557011669,7.826237479992271
gshhg_2.3.7_h_dc2885b2a96cefd644dd,169,142,27,17,0.1197183098591549,0.7307331606484729,0.1741049903280957,0.7869822485207101,applicability_unresolved,False,True,2,63.9282245641072,4.173282422300977,63.51037384615385,-18.090647074443005,63.51037384615385,lat15_lon16,-0.3311700897195742,-0.9935185091659636,-1.0515751203312973,-0.5249867402391145,1167.7539205068551,7.063693435041639,17.492299429831203,2.917354398393283,northern_midlatitude,0.7307331606484729,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,2.0,1.0,0.5,2.0,1.0,0.5,1167.7539205068551,2575.41664985313
gshhg_2.3.7_h_dc319f5c8e9686ec4b35,169,142,27,6,0.0422535211267605,0.6402337560562286,0.0693757959833573,0.8402366863905325,applicability_unresolved,False,True,0,5.804909325898042,1.917644311385419,17.61644838461538,-88.08825984134178,17.61644838461538,lat10_lon09,1.807957294144671,0.8494081493527625,-0.4347352030639531,-0.5326720298611477,14.261624420646283,2.725341469774592,16.619560025457346,2.869009650017916,tropical,0.6402337560562286,,,,,,,,,,,,,,,,,,,,,,14.261624420646283,16.619560025457346
gshhg_2.3.7_h_dc343fcab25209157a42,169,142,27,2,0.0140845070422535,0.6025311912706671,0.0581965624813745,0.834319526627219,applicability_unresolved,False,True,1,26.5166626826842,3.314791736913675,10.811763153846154,-64.18768267548133,10.811763153846154,lat10_lon11,1.2054207228875924,1.907263861768686,0.3224390486877599,-0.887901898397098,14.956982463082824,2.769896505416771,16.77777678410796,2.877949182003679,tropical,0.6025311912706671,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14.956982463082824,16.77777678410796
gshhg_2.3.7_h_dc418fc53a22278b15e6,169,142,27,3,0.0211267605633802,0.6374664600854302,0.0462384281950641,0.834319526627219,applicability_unresolved,False,True,0,50.85040596042599,3.948362764161298,78.63606,-18.56449183761203,78.63606,lat16_lon16,-3.652861704443107,-0.3217846232696312,-0.907694476109114,-0.2610621988712807,1455.842907036337,7.284026980915101,106.04211522518484,4.673222357257026,northern_high_latitude,0.6374664600854302,,,,,,,,,,,,,,,,,,,,,,1455.842907036337,5588.756867628856
gshhg_2.3.7_h_dc450bd8bad535766b9e,169,142,27,4,0.028169014084507,0.737820617027964,0.0637535007142978,0.7988165680473372,applicability_unresolved,False,True,315,22.182242633586224,3.143386581876547,27.05177576923077,127.97386712825868,27.05177576923077,lat11_lon30,1.3885569440562036,-0.195375010859637,-0.484104239996885,-0.5088192099441537,633.0343515701932,6.45210313525679,582.4426763133523,6.368946205792414,northern_midlatitude,0.737820617027964,314.0,178.0,0.5668789808917197,314.0,136.0,0.4331210191082802,310.0,16.0,0.0516129032258064,315.0,93.0,0.2952380952380952,315.0,1.0,0.0031746031746031,315.0,275.0,0.873015873015873,315.0,14.0,0.0444444444444444,633.0343515701932,710.541556749629
gshhg_2.3.7_h_dc50bf0ea036ba89b00b,169,142,27,7,0.0492957746478873,0.800528516735587,0.0925445016500035,0.8224852071005917,applicability_unresolved,False,True,1,41.76086671259299,3.755623355188868,-44.11536515384616,-74.2869086875542,44.11536515384616,lat04_lon10,0.3935164340579424,-1.84461436184854,0.3365851087264166,0.1314412316527687,72.76081955487444,4.300827690288488,0.0,0.0,southern_extratropical,0.800528516735587,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.76081955487444,0.0
gshhg_2.3.7_h_dc608cee625a5447e922,169,142,27,0,0.0,0.2131802236133853,0.0096484409788655,0.8402366863905325,applicability_unresolved,False,True,20,10.459638864173352,2.438831198065219,59.590308,-139.76799294193407,59.590308,lat14_lon04,0.7293238745191253,-1.9505628142546216,-1.4456065838096677,1.358409054092269,1.2325634547836677,0.8031504565599575,0.0,0.0,northern_midlatitude,0.2131802236133853,20.0,8.0,0.4,20.0,12.0,0.6,20.0,2.0,0.1,20.0,3.0,0.15,20.0,0.0,0.0,20.0,10.0,0.5,20.0,5.0,0.25,1.2325634547836677,0.0
gshhg_2.3.7_h_dc7510ea55446d669242,169,142,27,2,0.0140845070422535,0.631523453709515,0.0633786074544865,0.8106508875739645,applicability_unresolved,False,True,79,7.231891226721824,2.1080157849752834,56.53097223076923,-132.4610666490452,56.53097223076923,lat14_lon04,0.1620740446958717,-1.7783827274268296,0.2771456578252612,0.7209049406505018,4.614484322578,1.725349744717002,0.0,0.0,northern_midlatitude,0.631523453709515,78.0,34.0,0.4358974358974359,78.0,44.0,0.5641025641025641,64.0,4.0,0.0625,79.0,18.0,0.2278481012658227,78.0,0.0,0.0,78.0,55.0,0.7051282051282052,78.0,5.0,0.0641025641025641,4.614484322578,0.0
gshhg_2.3.7_h_dc7cf2678f165ac27d76,169,142,27,14,0.0985915492957746,0.7431534339482064,0.1756475052755409,0.834319526627219,applicability_unresolved,False,True,1,6.83100919204613,2.0580913895704525,-51.34698715384616,-59.67405027894499,51.34698715384616,lat03_lon12,-1.000493791237605,-0.0492687469189133,-0.1513676851390695,-1.412356502923379,571.9540575426461,6.3508055346916015,0.0,0.0,southern_extratropical,0.7431534339482064,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,571.9540575426461,890.0211535738052
gshhg_2.3.7_h_dc813d0d465f901c8da7,169,142,27,0,0.0,0.4776647976358232,0.0509224309059961,0.8402366863905325,applicability_unresolved,False,True,0,49.38869983038437,3.919766940223971,25.748978846153847,36.56380908585684,25.748978846153847,lat11_lon21,0.2336100063493191,2.753584352846832,0.4205194927349754,-0.629361098224033,4.818907545220573,1.761112537117407,1.3848673188338356,0.8691434912766028,northern_midlatitude,0.4776647976358232,,,,,,,,,,,,,,,,,,,,,,4.818907545220573,1.3848673188338356
gshhg_2.3.7_h_dc82ce8d07ea50ba4134,169,142,27,11,0.0774647887323943,0.84857446797028,0.1364131084657602,0.7988165680473372,applicability_unresolved,False,True,157,55.26222530831805,4.030023356284414,31.634326923076923,-81.16190607211108,31.634326923076923,lat12_lon09,0.5646527249986714,0.6115845872427383,-0.6568324231741351,-0.4206648251936575,0.0193748499192532,0.019189547164930012,0.0,0.0,northern_midlatitude,0.84857446797028,157.0,104.0,0.6624203821656051,157.0,53.0,0.3375796178343949,154.0,24.0,0.1558441558441558,157.0,56.0,0.3566878980891719,157.0,0.0,0.0,157.0,139.0,0.8853503184713376,157.0,9.0,0.0573248407643312,0.0193748499192532,0.0
gshhg_2.3.7_h_dc87ee3acfca3cea3a52,169,142,27,0,0.0,0.3121528702807669,0.012798658885501,0.8402366863905325,applicability_unresolved,False,True,0,9.61178573807344,2.3619652455395697,11.044860423076925,-15.631874108179236,11.044860423076925,lat10_lon16,1.834051410978799,2.711104334761421,0.7250625883486264,1.3537859128914909,27.402256937161138,3.3464686116279676,32.215587000984954,3.503019253728917,tropical,0.3121528702807669,,,,,,,,,,,,,,,,,,,,,,27.402256937161138,32.215587000984954
gshhg_2.3.7_h_dc8dd76b0d07c646c5f1,169,142,27,3,0.0211267605633802,0.7462120655943257,0.0327647218508095,0.8284023668639053,applicability_unresolved,False,True,6,97.06194615285034,4.585599382577752,14.798664153846154,122.18374876252898,14.798664153846154,lat10_lon30,2.544496867964705,0.1803178660144346,-0.5624975105206448,0.2368351381827918,1075.2952537949077,6.9812801025187365,54.55555878100761,4.017383579144108,tropical,0.7462120655943257,6.0,4.0,0.6666666666666666,6.0,2.0,0.3333333333333333,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,1075.2952537949077,1160.2306247449687
gshhg_2.3.7_h_dc9c64887b11ba7c2592,169,142,27,0,0.0,0.4807170245535304,0.0334647972557432,0.8402366863905325,applicability_unresolved,False,True,122,81.17520901913444,4.4088536631325,-13.2837775,-176.20803455283794,13.2837775,lat07_lon00,2.9754474208646693,-0.6940699337555173,-0.78489314611775,-0.1155109101739419,3482.2710784260644,8.155727096342956,502.6912714721388,6.221963523779023,tropical,0.4807170245535304,122.0,63.0,0.5163934426229508,122.0,59.0,0.4836065573770491,120.0,7.0,0.0583333333333333,122.0,24.0,0.1967213114754098,122.0,1.0,0.0081967213114754,122.0,105.0,0.860655737704918,122.0,10.0,0.081967213114754,3482.2710784260644,8270.127796146242
gshhg_2.3.7_h_dca9b72c4bb2150f80e2,169,142,27,14,0.0985915492957746,0.9059484478095916,0.1303551544029008,0.7633136094674556,applicability_unresolved,False,True,295,42.16999513414027,3.765145696853464,34.74137853846154,126.13440120198985,34.74137853846154,lat12_lon30,-0.07808487855817,0.976980189319494,-0.346083060029016,0.5347801736852583,7.247603438905898,2.109922665891711,25.834616184176028,3.289692702719576,northern_midlatitude,0.9059484478095916,295.0,135.0,0.4576271186440678,295.0,160.0,0.5423728813559322,291.0,44.0,0.1512027491408934,295.0,73.0,0.247457627118644,295.0,1.0,0.0033898305084745,295.0,222.0,0.752542372881356,295.0,29.0,0.0983050847457627,7.247603438905898,25.834616184176028
gshhg_2.3.7_h_dca9f5098f4ab645811c,169,142,27,19,0.1338028169014084,0.8579512192127959,0.2593248727890219,0.7692307692307693,applicability_unresolved,False,True,429,79.68671910135882,4.3905739904978605,44.58525846153847,14.406944155136015,44.58525846153847,lat13_lon19,-0.1928436164766577,0.6051519715596873,-0.0439335487295998,-0.8395864728166579,28.13063095200696,3.371790230606561,44.49464398916737,3.817594604504212,northern_midlatitude,0.8579512192127959,428.0,178.0,0.4158878504672897,428.0,250.0,0.5841121495327103,412.0,47.0,0.1140776699029126,429.0,62.0,0.1445221445221445,428.0,0.0,0.0,428.0,299.0,0.6985981308411215,428.0,52.0,0.1214953271028037,28.13063095200696,44.49464398916737
gshhg_2.3.7_h_dcb084bf5a728a66d406,169,142,27,7,0.0492957746478873,0.8335697313250763,0.1016617367496406,0.8165680473372781,applicability_unresolved,False,True,0,12.008640017460696,2.565613753429393,61.69700630769231,-65.33919219227089,61.69700630769231,lat15_lon11,-2.691931995367421,-0.1809839045884602,-0.4320226046740875,0.174283385251706,147.6561213173686,5.001635727993289,102.68523508108264,4.641359724009448,northern_midlatitude,0.8335697313250763,,,,,,,,,,,,,,,,,,,,,,147.6561213173686,320.23196098649566
gshhg_2.3.7_h_dcb1abd920d69ec32036,169,142,27,4,0.028169014084507,0.655421485266194,0.0650318721092628,0.8402366863905325,applicability_unresolved,False,True,0,6.589833888596477,2.026809705607634,5.8743827692307695,119.9439584627642,5.8743827692307695,lat09_lon29,1.8422299420092112,0.3986194490878783,-0.6361533708307765,-1.4074605938561,1341.263196097647,7.202112420580593,97.27457718491227,4.587765368931966,tropical,0.655421485266194,,,,,,,,,,,,,,,,,,,,,,1341.263196097647,1359.9282418897988
gshhg_2.3.7_h_dcba2865ae5a7d2f24bb,169,142,27,8,0.056338028169014,0.785540773904676,0.0871915553268695,0.8165680473372781,applicability_unresolved,False,True,0,38.23281687356141,3.669513561711004,72.09842946153846,-55.833277900307856,72.09842946153846,lat16_lon12,-3.005742656700329,-0.1724547825748146,0.3134711870721586,0.0719055587154672,979.554750421092,6.8881184833646385,44.16966888168264,3.810425819147784,northern_high_latitude,0.785540773904676,,,,,,,,,,,,,,,,,,,,,,979.554750421092,2984.2920730835385
gshhg_2.3.7_h_dcd9f13cd6b56bf6543c,169,142,27,1,0.0070422535211267,0.6200035893497029,0.0438263212176588,0.8224852071005917,applicability_unresolved,False,True,0,11.05928181645395,2.4898346386513506,68.2058475,-109.08966267314656,68.2058475,lat15_lon07,-2.82370274187541,0.7061648960115245,-0.0557954691067553,0.5184090134926711,11.698251336705814,2.5414642939612397,40.24534807922959,3.719538332584384,northern_high_latitude,0.6200035893497029,,,,,,,,,,,,,,,,,,,,,,11.698251336705814,40.24534807922959
gshhg_2.3.7_h_dcdae184af27fdad9a9a,169,142,27,8,0.056338028169014,0.7853548513174471,0.0913957022936353,0.8165680473372781,applicability_unresolved,False,True,0,14.84346700642355,2.76275723910443,72.87695492307692,-55.53107594864438,72.87695492307692,lat16_lon12,-3.0478008717476714,-0.190179649563954,0.4795224156112212,0.0753874291756114,1004.863096282337,6.913601254204486,25.68374511821509,3.284054582943423,northern_high_latitude,0.7853548513174471,,,,,,,,,,,,,,,,,,,,,,1004.863096282337,3130.0622414463264
gshhg_2.3.7_h_dce66cdda96366abfe3b,169,142,27,10,0.0704225352112676,0.7151545975339116,0.0856214532528709,0.834319526627219,applicability_unresolved,False,True,0,8.38925398105525,2.2395658418270656,26.73269669230769,-78.28693841346411,26.73269669230769,lat11_lon10,1.3989663962981242,0.9883926543436092,-0.4152618940409736,-0.4044275506396041,171.03153421202188,5.147677798451002,0.0,0.0,northern_midlatitude,0.7151545975339116,,,,,,,,,,,,,,,,,,,,,,171.03153421202188,195.16533217345287
gshhg_2.3.7_h_dceb9212f7ac1e2186f1,169,142,27,7,0.0492957746478873,0.7113849225025457,0.0984796050857198,0.834319526627219,applicability_unresolved,False,True,0,40.71534919147027,3.730869147204062,70.46545046153847,83.54516638734687,70.46545046153847,lat16_lon26,-3.448841457145575,-0.06084988800908,-1.025068120217691,0.2187976535592784,4.151966693986573,1.6393785241046372,0.0,0.0,northern_high_latitude,0.7113849225025457,,,,,,,,,,,,,,,,,,,,,,4.151966693986573,0.0
gshhg_2.3.7_h_dcee721c0c7c79c5f485,169,142,27,36,0.2535211267605634,0.8775376820351104,0.282511438542886,0.7633136094674556,applicability_unresolved,False,True,10,13.34079992922193,2.6631086166855265,52.10188476923077,-79.04519480515336,52.10188476923077,lat14_lon10,-2.363258389148236,0.3777320155792986,-0.7106844544120438,0.4379985264380959,19.9604437167671,3.0426370289218534,15.165423157934644,2.7828745882510835,northern_midlatitude,0.8775376820351104,10.0,7.0,0.7,10.0,3.0,0.3,8.0,0.0,0.0,10.0,3.0,0.3,10.0,0.0,0.0,10.0,7.0,0.7,10.0,0.0,0.0,19.9604437167671,15.165423157934644
gshhg_2.3.7_h_dcf420d637035151f99a,169,142,27,7,0.0492957746478873,0.9033434273239948,0.076316244446887,0.8224852071005917,applicability_unresolved,False,True,0,5.1322860695683215,1.813567611840566,69.11597023076924,-106.02599588664168,69.11597023076924,lat15_lon07,-3.967045089344136,0.5157692499989772,-0.4972557681342247,1.0605713483101251,18.48498649412621,2.969644245648334,11.95935239272651,2.561817719978573,northern_high_latitude,0.9033434273239948,,,,,,,,,,,,,,,,,,,,,,18.48498649412621,94.7479356323258
gshhg_2.3.7_h_dcf49e0c448b0b41c0e7,169,142,27,21,0.1478873239436619,0.8958803888091538,0.2211082689871787,0.8284023668639053,applicability_unresolved,False,True,0,7.189058473374729,2.1027989307406054,60.76272630769231,-47.37195107699331,60.76272630769231,lat15_lon13,-1.4993366372444572,-0.2683984077164369,-0.8334143990382766,-0.791781669590138,880.2493671464515,6.7813406359945345,18.44031539752567,2.967349023053238,northern_midlatitude,0.8958803888091538,,,,,,,,,,,,,,,,,,,,,,880.2493671464515,1691.7623349279609
gshhg_2.3.7_h_dcfe68f20a22f042adee,169,142,27,1,0.0070422535211267,0.5945970733775606,0.0209658850962877,0.8402366863905325,applicability_unresolved,False,True,0,29.845085335618585,3.428977429252639,-2.797467923076923,-44.21079831729729,2.797467923076923,lat08_lon13,2.2451208573009493,1.054374067745579,-0.0850812107429483,0.5190489093225585,2.312965790343864,1.1978437973797087,0.0,0.0,tropical,0.5945970733775606,,,,,,,,,,,,,,,,,,,,,,2.312965790343864,0.0
gshhg_2.3.7_h_dd0a58b763a113691918,169,142,27,33,0.2323943661971831,0.797543385296506,0.2504277244276783,0.7337278106508875,applicability_unresolved,False,True,2,15.630955576742313,2.811265752572796,56.17872653846154,-156.7873422932902,56.17872653846154,lat14_lon02,-1.2013546835057176,-0.4318288647178787,0.4969677419317732,-0.939382002514338,60.397302026749706,4.117365893255251,116.62691463128368,4.767517875190995,northern_midlatitude,0.797543385296506,2.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,60.397302026749706,116.62691463128368
gshhg_2.3.7_h_dd10c1be5f6c34851952,169,142,27,19,0.1338028169014084,0.84277452955412,0.213843919415546,0.7928994082840237,applicability_unresolved,False,True,0,17.50279199012766,2.917921639082524,66.511902,70.07151996132177,66.511902,lat15_lon25,-2.924136788069934,0.3452440370722032,-0.7874810016467103,0.3198575995484034,10.35097561229748,2.429303697263933,0.0,0.0,northern_midlatitude,0.84277452955412,,,,,,,,,,,,,,,,,,,,,,10.35097561229748,0.0
gshhg_2.3.7_h_dd14e6d8b6d8d443cad3,169,142,27,4,0.028169014084507,0.7142082153621244,0.0588353761154402,0.8402366863905325,applicability_unresolved,False,True,0,8.239693400238599,2.223508703310705,-3.156268423076923,127.79434299518076,3.156268423076923,lat08_lon30,1.9668461985470505,0.1214920999931884,-0.1924427441610738,-0.9866622554091118,997.0887259711576,6.9058421761384725,17.773633187607086,2.9324533954053504,tropical,0.7142082153621244,,,,,,,,,,,,,,,,,,,,,,997.0887259711576,1014.4854920313188
gshhg_2.3.7_h_dd1d8f752e7fb636891f,169,142,27,7,0.0492957746478873,0.7673390724228152,0.1075332023868267,0.8165680473372781,applicability_unresolved,False,True,0,13.597830747741884,2.6808729387535606,57.545216,-76.88303795672002,57.545216,lat14_lon10,-2.322860878089885,0.2368243178296454,-0.3992615043429463,0.2172378200990913,2.81192879176145,1.3381353055968759,0.0,0.0,northern_midlatitude,0.7673390724228152,,,,,,,,,,,,,,,,,,,,,,2.81192879176145,0.0
gshhg_2.3.7_h_dd25c8590aa1d2542ad7,169,142,27,4,0.028169014084507,0.7518881223211097,0.078444384024505,0.7869822485207101,applicability_unresolved,False,True,0,6.585497357930044,2.026238181900636,55.430433923076926,-130.9101799050468,55.430433923076926,lat14_lon04,0.2137916651908793,-1.688002125527632,0.4723910437686585,0.6032426128453963,0.0217910657803439,0.02155703426735464,0.0,0.0,northern_midlatitude,0.7518881223211097,,,,,,,,,,,,,,,,,,,,,,0.0217910657803439,0.0
gshhg_2.3.7_h_dd32ad46bde1863f865b,169,142,27,1,0.0070422535211267,0.6058534295846406,0.0498298105377321,0.8402366863905325,applicability_unresolved,False,True,9,47.0201721689624,3.871621176146163,-46.63651915384615,37.93929928865347,46.63651915384615,lat04_lon21,0.2738087307026555,-2.4541393521574246,0.3553273887586844,-0.4691446820940523,1716.4060036260828,7.44857029399685,2271.710100313717,7.728728275161456,southern_extratropical,0.6058534295846406,8.0,4.0,0.5,8.0,4.0,0.5,8.0,1.0,0.125,9.0,4.0,0.4444444444444444,8.0,0.0,0.0,8.0,7.0,0.875,8.0,1.0,0.125,1716.4060036260828,2271.710100313717
gshhg_2.3.7_h_dd394023c791d2057da8,169,142,27,0,0.0,0.3470435766223648,0.0255487049039834,0.8402366863905325,applicability_unresolved,False,True,36,96.745022565032,4.582362277518182,9.274575153846154,79.2985833996228,9.274575153846154,lat09_lon25,1.3887455009171734,2.751039183839388,0.5463484481974813,0.1546831816272529,1.5981152024243994,0.9547862599998627,5.29153572167049,1.8392051938006733,tropical,0.3470435766223648,35.0,21.0,0.6,35.0,14.0,0.4,35.0,3.0,0.0857142857142857,36.0,9.0,0.25,35.0,1.0,0.0285714285714285,35.0,25.0,0.7142857142857143,35.0,2.0,0.0571428571428571,1.5981152024243994,5.29153572167049
gshhg_2.3.7_h_dd3d6c0b0c28a74fb308,169,142,27,1,0.0070422535211267,0.5541529595809348,0.023015827795603,0.8402366863905325,applicability_unresolved,False,True,627,1723.0869674844814,7.452452895127936,-13.607662307692308,-172.45593687411497,13.607662307692308,lat07_lon00,3.2911754478363258,-2.4820198886799623,1.9725344332720087,0.7002498802492643,3799.570442572395,8.242906450914548,826.4502630676102,6.71834900039059,tropical,0.5541529595809348,621.0,337.0,0.5426731078904992,621.0,284.0,0.4573268921095008,570.0,17.0,0.0298245614035087,627.0,96.0,0.1531100478468899,625.0,5.0,0.008,625.0,519.0,0.8304,625.0,21.0,0.0336,3799.570442572395,7934.846001128113
