accepted_species,genus,family,n_islands,n_records
Melastoma penicillatum,Melastoma,Melastomataceae,8,26
Grewia savannicola,Grewia,Malvaceae,32,181
Monotoca elliptica,Monotoca,Ericaceae,22,287
Calamus javensis,Calamus,Arecaceae,10,485
Carlowrightia arizonica,Carlowrightia,Acanthaceae,12,38
Mespilodaphne pulchella,Mespilodaphne,Lauraceae,9,107
Androsace filiformis,Androsace,Primulaceae,15,30
Stauranthera coerulea,Stauranthera,Gesneriaceae,4,14
Phyllanthus microcarpus,Phyllanthus,Phyllanthaceae,12,32
Leucocasia gigantea,Leucocasia,Araceae,13,38
Aconitum delphinifolium,Aconitum,Ranunculaceae,33,147
Fissistigma kingii,Fissistigma,Annonaceae,6,85
Erysimum cheiri,Erysimum,Brassicaceae,69,14642
Dictyoneura acuminata,Dictyoneura,Sapindaceae,12,78
Boronia lanceolata,Boronia,Rutaceae,11,66
Silene behen,Silene,Caryophyllaceae,59,301
Ptilimnium capillaceum,Ptilimnium,Apiaceae,41,125
Elatostema involucratum,Elatostema,Urticaceae,10,1542
Salix reptans,Salix,Salicaceae,20,188
Artocarpus integer,Artocarpus,Moraceae,21,215
Piper hederaceum,Piper,Piperaceae,6,16
Antirrhinum tortuosum,Antirrhinum,Plantaginaceae,30,356
Didymopanax morototoni,Didymopanax,Araliaceae,8,270
Physalis lagascae,Physalis,Solanaceae,21,39
Alpinia gigantea,Alpinia,Zingiberaceae,4,18
Convallaria keiskei,Convallaria,Asparagaceae,25,489
Palaquium supfianum,Palaquium,Sapotaceae,5,34
Begonia serratipetala,Begonia,Begoniaceae,2,26
Threlkeldia diffusa,Threlkeldia,Amaranthaceae,40,381
Ipomoea gracilis,Ipomoea,Convolvulaceae,22,93
Pandanus rostratus,Pandanus,Pandanaceae,3,16
Hesperocodon hederaceus,Hesperocodon,Campanulaceae,8,9202
Lithocarpus harlandii,Lithocarpus,Fagaceae,6,454
Koenigia campanulata,Koenigia,Polygonaceae,24,1359
Perrotettia alpestris,Perrotettia,Celastraceae,6,83
Hakea actites,Hakea,Proteaceae,4,16
Orobanche sanguinea,Orobanche,Orobanchaceae,21,228
Sageretia hamosa,Sageretia,Rhamnaceae,7,21
Myosotis nemorosa,Myosotis,Boraginaceae,11,32
Elaeocarpus monocera,Elaeocarpus,Elaeocarpaceae,3,13
Trichilia trifolia,Trichilia,Meliaceae,8,307
Jasminum crassifolium,Jasminum,Oleaceae,7,86
Diospyros multiflora,Diospyros,Ebenaceae,4,14
Kalanchoe crenata,Kalanchoe,Crassulaceae,11,18
Gentianella montana,Gentianella,Gentianaceae,6,1374
Schinus areira,Schinus,Anacardiaceae,8,30
Tetrastigma dubium,Tetrastigma,Vitaceae,6,37
Viola maculata,Viola,Violaceae,10,39
Shorea macrophylla,Shorea,Dipterocarpaceae,4,197
Eccremocarpus scaber,Eccremocarpus,Bignoniaceae,4,159
Myristica tenuivenia,Myristica,Myristicaceae,4,15
Lycoris squamigera,Lycoris,Amaryllidaceae,16,169
Sicyos pachycarpa,Sicyos,Cucurbitaceae,6,114
Stigmaphyllon brassii,Stigmaphyllon,Malpighiaceae,3,43
Epilobium billardiereanum,Epilobium,Onagraceae,11,350
Moraea flaccida,Moraea,Iridaceae,11,132
Bakerella hoyifolia,Bakerella,Loranthaceae,3,168
Dirca palustris,Dirca,Thymelaeaceae,4,12
Cereus hildmannianus,Cereus,Cactaceae,7,46
Garcinia microphylla,Garcinia,Clusiaceae,3,10
Limonium celticum,Limonium,Plumbaginaceae,3,84
Tillandsia fendleri,Tillandsia,Bromeliaceae,4,31
Polygala adenophora,Polygala,Polygalaceae,4,18
Aloe purpurea,Aloe,Asphodelaceae,3,13
Dammara borealis,Protium,Burseraceae,3,11
Cephalaria gigantea,Cephalaria,Caprifoliaceae,11,867
Impatiens truncata,Impatiens,Balsaminaceae,1,17
Luzula piperi,Luzula,Juncaceae,21,80
Hypericum brachyphyllum,Hypericum,Hypericaceae,5,6
Bauera microphylla,Bauera,Cunoniaceae,2,5
Asarum unzen,Asarum,Aristolochiaceae,2,23
Dictyospermum ovatum,Dictyospermum,Commelinaceae,5,7
Micranthes nudicaulis,Micranthes,Saxifragaceae,9,64
Verbascum semialbum,Verbascum,Scrophulariaceae,5,5
Terminalia volucris,Terminalia,Combretaceae,3,9
Argemone glauca,Argemone,Papaveraceae,8,408
Saurauia giluwensis,Saurauia,Actinidiaceae,1,15
Geranium himalayense,Geranium,Geraniaceae,6,176
Calophyllum sundaicum,Calophyllum,Calophyllaceae,2,9
Ilex scabridula,Ilex,Aquifoliaceae,2,40
Adinandra cordifolia,Adinandra,Pentaphylacaceae,1,81
Dillenia retusa,Dillenia,Dilleniaceae,3,17
Hyperbaena tonduzii,Hyperbaena,Menispermaceae,2,16
Passiflora penduliflora,Passiflora,Passifloraceae,2,137
Dioscorea haitiensis,Dioscorea,Dioscoreaceae,2,15
Stachytarpheta trimenii,Stachytarpheta,Verbenaceae,3,8
Strychnos peckii,Strychnos,Loganiaceae,2,16
Lilium philippinense,Lilium,Liliaceae,5,11
Pittosporum poumense,Pittosporum,Pittosporaceae,2,105
Eriocaulon neocaledonicum,Eriocaulon,Eriocaulaceae,1,31
Levieria acuminata,Levieria,Monimiaceae,1,27
Ammannia muelleri,Ammannia,Lythraceae,3,4
Viscum cuneifolium,Viscum,Viscaceae,1,167
Euploca bursifera,Euploca,Heliotropiaceae,2,12
Symplocos viridissima,Symplocos,Symplocaceae,1,45
Neea shaferi,Neea,Nyctaginaceae,2,15
Varronia dependens,Varronia,Cordiaceae,1,20
Capparis sarmentosa,Capparis,Capparaceae,2,3
Phrynium parvum,Phrynium,Marantaceae,2,2
Nepenthes adnata,Nepenthes,Nepenthaceae,1,10
Goodenia symonii,Goodenia,Goodeniaceae,2,5
Potamogeton kamogawaensis,Potamogeton,Potamogetonaceae,4,59
Hunga mackeeana,Hunga,Chrysobalanaceae,1,20
Utricularia bremii,Utricularia,Lentibulariaceae,2,5
Smilax septemnervia,Smilax,Smilacaceae,2,6
Magnolia tenuifolia,Magnolia,Magnoliaceae,2,2
Oxalis laxa,Oxalis,Oxalidaceae,2,2
Gordonia urbani,Gordonia,Theaceae,1,16
Cistus skanbergii,Cistus,Cistaceae,2,5
Ranzania japonica,Ranzania,Berberidaceae,1,77
Betula costata,Betula,Betulaceae,3,41
Foetidia clusioides,Foetidia,Lecythidaceae,1,22
Erythroxylum coriaceum,Erythroxylum,Erythroxylaceae,1,26
Torenia leucosiphon,Torenia,Linderniaceae,1,6
Sauvagesia rubiginosa,Sauvagesia,Ochnaceae,1,12
Sambucus australis,Sambucus,Viburnaceae,2,3
Drypetes integrifolia,Drypetes,Putranjivaceae,1,7
Lampranthus conspicuus,Lampranthus,Aizoaceae,1,6
Deutzia setchuenensis,Deutzia,Hydrangeaceae,1,4
Connarus lucens,Connarus,Connaraceae,1,2
Myriophyllum indicum,Myriophyllum,Haloragaceae,1,4
Durandea lenormandii,Durandea,Linaceae,1,1
Celtis balansae,Celtis,Cannabaceae,1,4
Cornus quinquenervis,Cornus,Cornaceae,1,2
Camptostylus ovalis,Camptostylus,Achariaceae,1,2
Trillium chloropetalum,Trillium,Melanthiaceae,1,2
Colchicum ritchii,Colchicum,Colchicaceae,1,1
Ehretia corylifolia,Ehretia,Ehretiaceae,1,4
Fagonia mayana,Fagonia,Zygophyllaceae,1,1
Nothofagus cooksoni,Nothofagus,Nothofagaceae,1,1
Sarcococca balansae,Sarcococca,Buxaceae,1,3
Cistanthe paniculata,Cistanthe,Montiaceae,1,1
Drosera lanata,Drosera,Droseraceae,1,1
Egeria densa,Elodea,Hydrocharitaceae,1,2
Sagittaria brevirostra,Sagittaria,Alismataceae,1,1
Sarcolaena humbertiana,Sarcolaena,Sarcolaenaceae,1,7
Rhyticaryum elegans,Ryticaryum,Icacinaceae,1,1
Polyosma pubescens,Polyosma,Escalloniaceae,1,1
Crossostylis banksiana,Crossostylis,Rhizophoraceae,1,1
Mimulus traskiae,Mimulus,Phrymaceae,1,1
Saltugilia australis,Saltugilia,Polemoniaceae,1,1
Cephalanthera rubra,Cephalanthera,Orchidaceae,36,3654
Cosmos bipinnatus,Cosmos,Asteraceae,160,4474
Coprosma repens,Coprosma,Rubiaceae,38,4964
Lotus tenuis,Lotus,Fabaceae,120,12366
Festuca bromoides,Festuca,Poaceae,200,42346
Carex riparia,Carex,Cyperaceae,120,55221
Eugenia procera,Eugenia,Myrtaceae,18,168
Euphorbia bombensis,Euphorbia,Euphorbiaceae,34,149
Rhaphiolepis umbellata,Rhaphiolepis,Rosaceae,101,1327
Periploca laevigata,Periploca,Apocynaceae,21,1773
Ajuga decumbens,Ajuga,Lamiaceae,65,2318
Pleroma trichopodum,Pleroma,Melastomataceae,8,25
Grewia oxyphylla,Grewia,Malvaceae,32,100
Epacris impressa,Epacris,Ericaceae,21,7007
Hyphaene coriacea,Hyphaene,Arecaceae,10,226
Pseuderanthemum bicolor,Pseuderanthemum,Acanthaceae,12,30
Endiandra rubescens,Endiandra,Lauraceae,9,83
Lysimachia talaverae,Lysimachia,Primulaceae,14,247
Cyrtandra laciniata,Cyrtandra,Gesneriaceae,4,13
Baccaurea lanceolata,Baccaurea,Phyllanthaceae,11,347
Anthurium grandifolium,Anthurium,Araceae,12,98
Nigella arvensis,Nigella,Ranunculaceae,33,147
Polyalthia australis,Polyalthia,Annonaceae,6,85
Rorippa indica,Rorippa,Brassicaceae,69,2802
Atalaya salicifolia,Atalaya,Sapindaceae,12,26
Glycosmis lanceolata,Glycosmis,Rutaceae,11,53
Gypsophila vaccaria,Gypsophila,Caryophyllaceae,58,959
Daucus pusillus,Daucus,Apiaceae,40,573
Pilea melastomoides,Pilea,Urticaceae,10,1041
Xylosma suaveolens,Xylosma,Salicaceae,20,161
Ficus auriculata,Ficus,Moraceae,20,172
Peperomia cookiana,Peperomia,Piperaceae,5,277
Plantago crassifolia,Plantago,Plantaginaceae,30,316
Eleutherococcus senticosus,Eleutherococcus,Araliaceae,8,203
Nicotiana alata,Nicotiana,Solanaceae,20,739
Etlingera peekelii,Etlingera,Zingiberaceae,4,15
Scilla sardensis,Scilla,Asparagaceae,23,1086
Madhuca burckiana,Madhuca,Sapotaceae,5,32
Begonia oxyloba,Begonia,Begoniaceae,2,25
Oxybasis chenopodioides,Oxybasis,Amaranthaceae,39,757
Convolvulus sabatius,Convolvulus,Convolvulaceae,21,308
Freycinetia sphaerocephala,Freycinetia,Pandanaceae,3,15
Wahlenbergia littoralis,Wahlenbergia,Campanulaceae,8,424
Lithocarpus conocarpus,Lithocarpus,Fagaceae,6,262
Persicaria odorata,Persicaria,Polygonaceae,24,710
Lophopetalum torricellense,Lophopetalum,Celastraceae,6,50
Protea neriifolia,Protea,Proteaceae,4,16
Orobanche ramosa,Orobanche,Orobanchaceae,20,137
Emmenosperma cunninghamii,Emmenosperma,Rhamnaceae,7,15
Echium simplex,Echium,Boraginaceae,10,183
Elaeocarpus rugosus,Elaeocarpus,Elaeocarpaceae,3,13
Trichilia pallida,Trichilia,Meliaceae,8,210
Chionanthus bumelioides,Chionanthus,Oleaceae,7,57
Euclea natalensis,Euclea,Ebenaceae,4,12
Graptopetalum paraguayense,Graptopetalum,Crassulaceae,11,16
Gentianella saxosa,Gentianella,Gentianaceae,6,246
Euroschinus falcata,Euroschinus,Anacardiaceae,8,17
Clematicissus striata,Clematicissus,Vitaceae,6,28
Pombalia linearifolia,Pombalia,Violaceae,10,36
Dryobalanops beccarii,Dryobalanops,Dipterocarpaceae,4,182
Deplanchea speciosa,Deplanchea,Bignoniaceae,4,97
Myristica rubrinervis,Myristica,Myristicaceae,4,14
Narcissus medioluteus,Narcissus,Amaryllidaceae,16,108
Scopellaria marginata,Scopellaria,Cucurbitaceae,6,100
Malpighia verruculosa,Malpighia,Malpighiaceae,3,37
Ludwigia grandiflora,Ludwigia,Onagraceae,11,188
Iris prismatica,Iris,Iridaceae,11,77
Tristerix corymbosus,Tristerix,Loranthaceae,3,59
Gyrinops moluccana,Gyrinops,Thymelaeaceae,4,12
Cereus fernambucensis,Cereus,Cactaceae,7,21
Tovomita fructipendula,Tovomita,Clusiaceae,3,10
Ceratostigma willmottianum,Ceratostigma,Plumbaginaceae,3,76
Vriesea flammea,Vriesea,Bromeliaceae,4,28
Polygala baldwinii,Polygala,Polygalaceae,4,14
Aristaloe aristata,Aristaloe,Asphodelaceae,3,13
Scutinanthe brevisepala,Scutinanthe,Burseraceae,3,10
Valeriana sitchensis,Valeriana,Caprifoliaceae,11,729
Impatiens elephanticeps,Impatiens,Balsaminaceae,1,16
Juncus alatus,Juncus,Juncaceae,20,316
Hypericum dissimulatum,Hypericum,Hypericaceae,5,5
Lamanonia ternata,Lamanonia,Cunoniaceae,2,5
Isotrema coadunatum,Isotrema,Aristolochiaceae,2,22
Palisota bracteosa,Palisota,Commelinaceae,4,119
Saxifraga spathularis,Saxifraga,Saxifragaceae,8,491
Buddleja japonica,Buddleja,Scrophulariaceae,4,880
Combretum cacoucia,Combretum,Combretaceae,3,7
Fumaria montana,Fumaria,Papaveraceae,8,206
Saurauia tafana,Saurauia,Actinidiaceae,1,14
Geranium tripartitum,Geranium,Geraniaceae,6,163
Calophyllum andersonii,Calophyllum,Calophyllaceae,2,8
Ilex borneensis,Ilex,Aquifoliaceae,2,26
Eurya hayatai,Eurya,Pentaphylacaceae,1,78
Hibbertia dispar,Hibbertia,Dilleniaceae,3,15
Pachygone tomentella,Pachygone,Menispermaceae,2,13
Paropsia obscura,Paropsia,Passifloraceae,2,82
Dioscorea orbiculata,Dioscorea,Dioscoreaceae,2,14
Aloysia virgata,Aloysia,Verbenaceae,3,5
Mitrasacme retroloba,Mitrasacme,Loganiaceae,2,15
Gagea hiensis,Gagea,Liliaceae,5,10
Pittosporum verrucosum,Pittosporum,Pittosporaceae,2,50
Eriocaulon takae,Eriocaulon,Eriocaulaceae,1,31
Ephippiandra tsaratanensis,Ephippiandra,Monimiaceae,1,25
Ammannia multiflora,Ammannia,Lythraceae,3,4
Viscum multicostatum,Viscum,Viscaceae,1,107
Heliotropium transalpinum,Heliotropium,Heliotropiaceae,2,11
Symplocos flavescens,Symplocos,Symplocaceae,1,44
Ceodes diandra,Ceodes,Nyctaginaceae,2,11
Varronia haitiensis,Varronia,Cordiaceae,1,18
Capparis mitchellii,Capparis,Capparaceae,2,2
Calathea casupito,Calathea,Marantaceae,1,22
Nepenthes dubia,Nepenthes,Nepenthaceae,1,10
Goodenia hederacea,Goodenia,Goodeniaceae,2,4
Potamogeton anguillanus,Potamogeton,Potamogetonaceae,3,44
Parinari rigida,Parinari,Chrysobalanaceae,1,18
Utricularia violacea,Utricularia,Lentibulariaceae,2,5
Smilax aristolochiifolia,Smilax,Smilacaceae,2,5
Magnolia kachirachirai,Magnolia,Magnoliaceae,1,111
Oxalis polyphylla,Oxalis,Oxalidaceae,2,2
Camellia paucipunctata,Camellia,Theaceae,1,14
Helianthemum sanguineum,Helianthemum,Cistaceae,2,4
Mahonia wagneri,Mahonia,Berberidaceae,1,49
Alnus acuminata,Alnus,Betulaceae,3,31
Eschweilera subglandulosa,Eschweilera,Lecythidaceae,1,20
Erythroxylum seyrigii,Erythroxylum,Erythroxylaceae,1,26
Lindernia adami-hefiedi,Lindernia,Linderniaceae,1,5
Brackenridgea fascicularis,Brackenridgea,Ochnaceae,1,11
Viburnum erubescens,Viburnum,Viburnaceae,2,3
Drypetes bawanii,Drypetes,Putranjivaceae,1,6
Tetragonia microptera,Tetragonia,Aizoaceae,1,6
Hydrangea longipes,Hydrangea,Hydrangeaceae,1,4
Connarus nodosus,Connarus,Connaraceae,1,2
Myriophyllum mezianum,Myriophyllum,Haloragaceae,1,4
Hugonia planchonii,Hugonia,Linaceae,1,1
Celtis reticulata,Celtis,Cannabaceae,1,3
Cornus slavinii,Cornus,Cornaceae,1,2
Ryparosa maycockii,Ryparosa,Achariaceae,1,2
Xerophyllum tenax,Xerophyllum,Melanthiaceae,1,2
Colchicum triphyllum,Colchicum,Colchicaceae,1,1
Tiquilia palmeri,Tiquilia,Ehretiaceae,1,4
Guaiacum dubium,Guaiacum,Zygophyllaceae,1,1
Nothofagus dodecaphleps,Nothofagus,Nothofagaceae,1,1
Buxus arborea,Buxus,Buxaceae,1,2
Claytonia lanceolata,Claytonia,Montiaceae,1,1
Drosera menziesii,Drosera,Droseraceae,1,1
Najas pectinata,Najas,Hydrocharitaceae,1,1
Sagittaria isoetiformis,Sagittaria,Alismataceae,1,1
Schizolaena capuronii,Schizolaena,Sarcolaenaceae,1,6
Ryticaryum gracile,Ryticaryum,Icacinaceae,1,1
Polyosma retusa,Polyosma,Escalloniaceae,1,1
Pellacalyx parkinsonii,Pellacalyx,Rhizophoraceae,1,1
Ophrys holosericea,Ophrys,Orchidaceae,35,1652
Petasites frigidus,Petasites,Asteraceae,157,3068
Asperula tinctoria,Asperula,Rubiaceae,38,4525
Parkinsonia aculeata,Parkinsonia,Fabaceae,120,1665
Calamagrostis canescens,Calamagrostis,Poaceae,196,20439
Cyperus ligularis,Cyperus,Cyperaceae,120,733
Calytrix brownii,Calytrix,Myrtaceae,18,133
Euphorbia leucocephala,Euphorbia,Euphorbiaceae,34,136
Prunus serotina,Prunus,Rosaceae,98,8876
Vincetoxicum nigrum,Vincetoxicum,Apocynaceae,21,269
Perilla frutescens,Perilla,Lamiaceae,64,2337
Sarcopyramis napalensis,Sarcopyramis,Melastomataceae,7,849
Grewia breviflora,Grewia,Malvaceae,32,75
Erica lusitanica,Erica,Ericaceae,21,6931
Plectocomia elongata,Plectocomia,Arecaceae,10,106
Pseuderanthemum curtatum,Pseuderanthemum,Acanthaceae,12,25
Lindera citriodora,Lindera,Lauraceae,9,81
Embelia ribes,Embelia,Primulaceae,14,202
Cyrtandra callicarpifolia,Cyrtandra,Gesneriaceae,4,12
Glochidion obscurum,Glochidion,Phyllanthaceae,11,317
Arisaema stewardsonii,Arisaema,Araceae,12,72
Aconitum maximum,Aconitum,Ranunculaceae,33,106
Phaeanthus splendens,Phaeanthus,Annonaceae,6,78
Lepidium densiflorum,Lepidium,Brassicaceae,68,285
Guioa pubescens,Guioa,Sapindaceae,11,101
Clausena brevistyla,Clausena,Rutaceae,11,48
Petrorhagia saxifraga,Petrorhagia,Caryophyllaceae,57,1526
Cnidium japonicum,Cnidium,Apiaceae,40,308
Pilea brevicornuta,Pilea,Urticaceae,10,784
Casearia dodecandra,Casearia,Salicaceae,19,372
Ficus trigonata,Ficus,Moraceae,20,165
Piper capense,Piper,Piperaceae,5,222
Linaria triphylla,Linaria,Plantaginaceae,29,335
Panax trifolius,Panax,Araliaceae,8,122
Solanum pittosporifolium,Solanum,Solanaceae,20,648
Plagiostachys philippinensis,Plagiostachys,Zingiberaceae,4,14
Ornithogalum montanum,Ornithogalum,Asparagaceae,23,172
Planchonella thyrsoidea,Planchonella,Sapotaceae,5,32
Begonia cumingii,Begonia,Begoniaceae,2,18
Atriplex cinerea,Atriplex,Amaranthaceae,39,506
Cuscuta pacifica,Cuscuta,Convolvulaceae,21,176
Freycinetia beccarii,Freycinetia,Pandanaceae,3,14
Campanula microdonta,Campanula,Campanulaceae,8,289
Lithocarpus sundaicus,Lithocarpus,Fagaceae,6,249
Fagopyrum tataricum,Fagopyrum,Polygonaceae,24,148
Gymnosporia thompsonii,Gymnosporia,Celastraceae,6,42
Grevillea wickhamii,Grevillea,Proteaceae,4,15
Euphrasia randii,Euphrasia,Orobanchaceae,20,63
Sarcomphalus obtusifolius,Sarcomphalus,Rhamnaceae,7,14
Rochelia zeylanica,Rochelia,Boraginaceae,10,163
Elaeocarpus piestocarpus,Elaeocarpus,Elaeocarpaceae,3,11
Aglaia sexipetala,Aglaia,Meliaceae,8,119
Jasminum nobile,Jasminum,Oleaceae,7,11
Diospyros areolifolia,Diospyros,Ebenaceae,4,10
Sedum makinoi,Sedum,Crassulaceae,10,458
Zeltnera venusta,Zeltnera,Gentianaceae,6,121
Euroschinus obtusifolius,Euroschinus,Anacardiaceae,7,91
Tetrastigma loheri,Tetrastigma,Vitaceae,6,23
Viola hultenii,Viola,Violaceae,10,30
Vatica oblongifolia,Vatica,Dipterocarpaceae,4,169
Tabebuia berteroi,Tabebuia,Bignoniaceae,4,96
Myristica kajewskii,Myristica,Myristicaceae,4,12
Clivia miniata,Clivia,Amaryllidaceae,16,74
Ceratosanthes palmata,Ceratosanthes,Cucurbitaceae,6,63
Aspidopterys concava,Aspidopterys,Malpighiaceae,3,32
Epilobium tournefortii,Epilobium,Onagraceae,11,94
Dietes iridioides,Dietes,Iridaceae,11,54
Taxillus limprichtii,Taxillus,Loranthaceae,3,51
Wikstroemia phymatoglossa,Wikstroemia,Thymelaeaceae,4,6
Opuntia pusilla,Opuntia,Cactaceae,7,14
Garcinia jensenii,Garcinia,Clusiaceae,3,9
Limonium strictissimum,Limonium,Plumbaginaceae,3,76
Billbergia zebrina,Billbergia,Bromeliaceae,4,27
Polygala hongkongensis,Polygala,Polygalaceae,4,13
Dianella pavopennacea,Dianella,Asphodelaceae,3,8
Trattinnickia rhoifolia,Trattinnickia,Burseraceae,3,10
Lonicera hypoglauca,Lonicera,Caprifoliaceae,11,507
Impatiens inaperta,Impatiens,Balsaminaceae,1,16
Luzula rufescens,Luzula,Juncaceae,19,492
Hypericum tenuifolium,Hypericum,Hypericaceae,4,56
Schizomeria novoguineensis,Schizomeria,Cunoniaceae,2,4
Asarum yaeyamense,Asarum,Aristolochiaceae,2,21
Commelina mascarenica,Commelina,Commelinaceae,4,73
Astilbe rosea,Astilbe,Saxifragaceae,8,279
Buddleja salviifolia,Buddleja,Scrophulariaceae,4,99
Terminalia oblonga,Terminalia,Combretaceae,3,7
Dicentra cucullaria,Dicentra,Papaveraceae,8,83
Saurauia bruneiensis,Saurauia,Actinidiaceae,1,13
Geranium platyanthum,Geranium,Geraniaceae,6,73
Calophyllum incumbens,Calophyllum,Calophyllaceae,2,8
Ilex revoluta,Ilex,Aquifoliaceae,2,23
Eurya ciliata,Eurya,Pentaphylacaceae,1,73
Doliocarpus glomeratus,Doliocarpus,Dilleniaceae,3,9
Cyclea hypoglauca,Cyclea,Menispermaceae,2,12
Passiflora cinnabarina,Passiflora,Passifloraceae,2,72
Dioscorea laurifolia,Dioscorea,Dioscoreaceae,2,13
Lantana nivea,Lantana,Verbenaceae,3,5
Strychnos flavescens,Strychnos,Loganiaceae,2,14
Fritillaria biflora,Fritillaria,Liliaceae,5,6
Pittosporum lineare,Pittosporum,Pittosporaceae,2,34
Eriocaulon abyssinicum,Eriocaulon,Eriocaulaceae,1,25
Tambourissa humbertii,Tambourissa,Monimiaceae,1,23
Ammannia senegalensis,Ammannia,Lythraceae,3,4
Viscum multiflorum,Viscum,Viscaceae,1,84
Euploca baclei,Euploca,Heliotropiaceae,2,10
Symplocos crassilimba,Symplocos,Symplocaceae,1,41
Guapira cuspidata,Guapira,Nyctaginaceae,2,10
Cordia valenzuelana,Cordia,Cordiaceae,1,15
Maerua oblongifolia,Maerua,Capparaceae,2,2
Phrynium imbricatum,Phrynium,Marantaceae,1,22
Nepenthes pilosa,Nepenthes,Nepenthaceae,1,10
Goodenia hispida,Goodenia,Goodeniaceae,2,4
Zannichellia peltata,Zannichellia,Potamogetonaceae,3,26
Parastemon grandifructum,Parastemon,Chrysobalanaceae,1,15
Genlisea filiformis,Genlisea,Lentibulariaceae,2,4
Smilax luzonensis,Smilax,Smilacaceae,2,5
Magnolia pallescens,Magnolia,Magnoliaceae,1,60
Sarcotheca griffithii,Sarcotheca,Oxalidaceae,2,2
Gordonia cristalensis,Gordonia,Theaceae,1,14
Lechea tenuifolia,Lechea,Cistaceae,2,4
Berberis tarokoensis,Berberis,Berberidaceae,1,43
Betula celtiberica,Betula,Betulaceae,3,26
Planchonia brevistipitata,Planchonia,Lecythidaceae,1,19
Erythroxylum argentinum,Erythroxylum,Erythroxylaceae,1,23
Lindernia stantonii,Lindernia,Linderniaceae,1,5
Ouratea guianensis,Ouratea,Ochnaceae,1,11
Viburnum hanceanum,Viburnum,Viburnaceae,2,3
Drypetes calyptosepala,Drypetes,Putranjivaceae,1,5
Trianthema patellitectum,Trianthema,Aizoaceae,1,4
Philadelphus subcanus,Philadelphus,Hydrangeaceae,1,4
Connarus planchonianus,Connarus,Connaraceae,1,2
Myriophyllum axilliflorum,Myriophyllum,Haloragaceae,1,3
Hugonia spicata,Hugonia,Linaceae,1,1
Trema melastomatifolium,Trema,Cannabaceae,1,3
Alangium circulare,Alangium,Cornaceae,1,1
Ryparosa minor,Ryparosa,Achariaceae,1,2
Helonias bullata,Helonias,Melanthiaceae,1,1
Colchicum turcicum,Colchicum,Colchicaceae,1,1
Bourreria calophylla,Bourreria,Ehretiaceae,1,2
Kallstroemia parviflora,Kallstroemia,Zygophyllaceae,1,1
Nothofagus lobata,Nothofagus,Nothofagaceae,1,1
Buxus cubana,Buxus,Buxaceae,1,2
Phemeranthus calycinus,Phemeranthus,Montiaceae,1,1
Drosera pulchella,Drosera,Droseraceae,1,1
Ottelia exserta,Ottelia,Hydrocharitaceae,1,1
Sagittaria rhombifolia,Sagittaria,Alismataceae,1,1
Leptolaena itremoensis,Leptolaena,Sarcolaenaceae,1,1
Ryticaryum racemosum,Ryticaryum,Icacinaceae,1,1
Platanthera clavellata,Platanthera,Orchidaceae,35,459
Arctium tomentosum,Arctium,Asteraceae,155,3757
Galium kamtschaticum,Galium,Rubiaceae,37,1118
Vicia faba,Vicia,Fabaceae,117,10293
Poa alpigena,Poa,Poaceae,193,1434
Carex elongata,Carex,Cyperaceae,119,4882
Eugenia cordata,Eugenia,Myrtaceae,18,78
Homalanthus populifolius,Homalanthus,Euphorbiaceae,33,565
Fragaria ananassa,Fragaria,Rosaceae,93,7293
Ibatia maritima,Ibatia,Apocynaceae,21,117
Phlomis fruticosa,Phlomis,Lamiaceae,61,1481
Pternandra azurea,Pternandra,Melastomataceae,7,476
Ochroma pyramidale,Ochroma,Malvaceae,31,286
Erica scoparia,Erica,Ericaceae,21,1398
Calamus ornatus,Calamus,Arecaceae,10,103
Strobilanthes cusia,Strobilanthes,Acanthaceae,11,1007
Endiandra glauca,Endiandra,Lauraceae,9,80
Primula tschuktschorum,Primula,Primulaceae,14,118
Monophyllaea horsfieldii,Monophyllaea,Gesneriaceae,4,12
Aporosa lunata,Aporosa,Phyllanthaceae,11,125
Aglaonema nitidum,Aglaonema,Araceae,12,59
Anemone sylvestris,Anemone,Ranunculaceae,32,1116
Trivalvaria macrophylla,Trivalvaria,Annonaceae,6,77
Lepidium heterophyllum,Lepidium,Brassicaceae,66,14691
Aesculus pavia,Aesculus,Sapindaceae,11,77
Citrus junos,Citrus,Rutaceae,11,47
Silene aprica,Silene,Caryophyllaceae,56,239
Scaligeria napiformis,Scaligeria,Apiaceae,40,216
Boehmeria dura,Boehmeria,Urticaceae,10,477
Salix rosmarinifolia,Salix,Salicaceae,19,363
Ficus ribes,Ficus,Moraceae,19,457
Peperomia membranacea,Peperomia,Piperaceae,5,114
Stemodia maritima,Stemodia,Plantaginaceae,29,189
Hydrocotyle bowlesioides,Hydrocotyle,Araliaceae,8,121
Physalis grisea,Physalis,Solanaceae,20,83
Alpinia nigra,Alpinia,Zingiberaceae,4,13
Furcraea tuberosa,Furcraea,Asparagaceae,22,102
Manilkara kanosiensis,Manilkara,Sapotaceae,5,26
Begonia fuchsioides,Begonia,Begoniaceae,2,18
Enchylaena tomentosa,Enchylaena,Amaranthaceae,39,342
Convolvulus cneorum,Convolvulus,Convolvulaceae,21,128
Freycinetia kostermansii,Freycinetia,Pandanaceae,3,14
Codonopsis javanica,Codonopsis,Campanulaceae,8,196
Quercus montana,Quercus,Fagaceae,6,200
