accepted_species,genus,family,n_islands,n_records
Erythranthe lutea,Erythranthe,Phrymaceae,29,1098
Hypolaena fastigiata,Hypolaena,Restionaceae,19,1071
Quassia amara,Quassia,Simaroubaceae,24,119
Xyris montana,Xyris,Xyridaceae,14,65
Ribes rubrum,Ribes,Grossulariaceae,248,68821
Stylidium armeria,Stylidium,Stylidiaceae,10,398
Burmannia capitata,Burmannia,Burmanniaceae,12,54
Allocasuarina verticillata,Allocasuarina,Casuarinaceae,42,2343
Tarenaya spinosa,Tarenaya,Cleomaceae,32,119
Nothofagus obliqua,Nothofagus,Nothofagaceae,9,1160
Drimys aromatica,Drimys,Winteraceae,8,4081
Distyliopsis dunnii,Distyliopsis,Hamamelidaceae,9,96
Heliconia wagneriana,Heliconia,Heliconiaceae,34,188
Nuphar polysepala,Nuphar,Nymphaeaceae,66,1497
Austrobuxus nitidus,Austrobuxus,Picrodendraceae,11,148
Costus spicatus,Costus,Costaceae,15,86
Nemophila pedunculata,Nemophila,Hydrophyllaceae,15,185
Musa balbisiana,Musa,Musaceae,28,166
Portulaca quadrifida,Portulaca,Portulacaceae,44,180
Meliosma rhoifolia,Meliosma,Sabiaceae,10,576
Exocarpos cupressiformis,Exocarpos,Santalaceae,25,5008
Dendromyza ledermannii,Dendromyza,Amphorogynaceae,6,36
Carya glabra,Carya,Juglandaceae,19,242
Dichapetalum papuanum,Dichapetalum,Dichapetalaceae,6,72
Bruinsmia styracoides,Bruinsmia,Styracaceae,8,141
Clethra scabra,Clethra,Clethraceae,5,25
Kadsura philippinensis,Kadsura,Schisandraceae,7,20
Ulmus davidiana,Ulmus,Ulmaceae,37,2442
Sparganium emersum,Sparganium,Typhaceae,212,32096
Curculigo latifolia,Curculigo,Hypoxidaceae,17,174
Ascarina lucida,Ascarina,Chloranthaceae,15,3520
Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,62,860
Morella rubra,Morella,Myricaceae,37,1506
Quintinia media,Quintinia,Paracryphiaceae,3,36
Astelia solandri,Astelia,Asteliaceae,11,6171
Schwartzia spiciflora,Schwartzia,Marcgraviaceae,4,25
Hernandia sonora,Hernandia,Hernandiaceae,19,72
Aponogeton lakhonensis,Aponogeton,Aponogetonaceae,2,9
Anisophyllea schatzii,Anisophyllea,Anisophylleaceae,2,25
Mentzelia floridana,Mentzelia,Loasaceae,7,136
Ornduffia reniformis,Ornduffia,Menyanthaceae,15,540
Trigastrotheca stricta,Trigastrotheca,Molluginaceae,23,426
Sesamum orientale,Sesamum,Pedaliaceae,4,4
Chaetocarpus globosus,Chaetocarpus,Peraceae,4,93
Thesium refractum,Thesium,Thesiaceae,10,56
Turnera pumilea,Turnera,Turneraceae,11,57
Citronella suaveolens,Citronella,Cardiopteridaceae,5,130
Rafflesia pricei,Rafflesia,Rafflesiaceae,1,123
Staphylea pinnata,Staphylea,Staphyleaceae,13,497
Xerophyta sessiliflora,Xerophyta,Velloziaceae,1,59
Balanophora japonica,Balanophora,Balanophoraceae,6,43
Olax hypoleuca,Olax,Olacaceae,3,78
Petiveria alliacea,Petiveria,Phytolaccaceae,60,514
Sciaphila madagascariensis,Sciaphila,Triuridaceae,6,58
Gunnera monoica,Gunnera,Gunneraceae,8,1323
Davidia involucrata,Davidia,Nyssaceae,9,183
Reseda phyteuma,Reseda,Resedaceae,18,209
Zostera capricorni,Zostera,Zosteraceae,45,4539
Tamarix parviflora,Tamarix,Tamaricaceae,36,175
Ruizterania retusa,Ruizterania,Vochysiaceae,2,4
Daphniphyllum gracile,Daphniphyllum,Daphniphyllaceae,8,297
Elatine ambigua,Elatine,Elatinaceae,12,195
Cycnogeton procerum,Cycnogeton,Juncaginaceae,18,732
Hydrobryum floribundum,Hydrobryum,Podostemaceae,2,14
Luzuriaga radicans,Luzuriaga,Alstroemeriaceae,8,55
Frankenia ericifolia,Frankenia,Frankeniaceae,15,275
Pontederia hastata,Pontederia,Pontederiaceae,15,70
Evodianthus funifer,Evodianthus,Cyclanthaceae,6,19
Ottoschulzia cubensis,Ottoschulzia,Metteniusaceae,2,11
Rhopalocarpus similis,Rhopalocarpus,Sphaerosepalaceae,1,470
Otozamites bornholmensis,Otozamites,Williamsoniaceae,1,20
Pentaphragma acuminatum,Pentaphragma,Pentaphragmataceae,1,23
Schoepfia didyma,Schoepfia,Schoepfiaceae,3,10
Anacolosa pervilleana,Anacolosa,Aptandraceae,2,338
Corsia huonensis,Corsia,Corsiaceae,1,5
Haemodorum tenuifolium,Haemodorum,Haemodoraceae,5,19
Calceolaria uniflora,Calceolaria,Calceolariaceae,3,66
Anthobolus filifolius,Anthobolus,Opiliaceae,11,57
Nuxia pseudodentata,Nuxia,Stilbaceae,3,38
Alvaradoa haitiensis,Alvaradoa,Picramniaceae,2,40
Croomia japonica,Croomia,Stemonaceae,5,92
Thalassodendron ciliatum,Thalassodendron,Cymodoceaceae,85,10336
Decaisnea insignis,Decaisnea,Lardizabalaceae,5,10
Nama cubana,Nama,Namaceae,3,19
Aletris foliata,Aletris,Nartheciaceae,5,605
Paeonia corsica,Paeonia,Paeoniaceae,7,543
Talinella boiviniana,Talinella,Talinaceae,1,85
Argophyllum grunowii,Argophyllum,Argophyllaceae,2,133
Coriaria sarmentosa,Coriaria,Coriariaceae,3,1151
Hydrostachys plumosa,Hydrostachys,Hydrostachyaceae,1,60
Myodocarpus fraxinifolius,Myodocarpus,Myodocarpaceae,1,449
Sacoglottis mattogrossensis,Sacoglottis,Humiriaceae,2,10
Cinnamosma fragrans,Cinnamosma,Canellaceae,1,288
Canna glauca,Canna,Cannaceae,24,77
Dactylocladus stenostachys,Dactylocladus,Crypteroniaceae,2,61
Cyrilla macrocarpa,Cyrilla,Cyrillaceae,1,38
Alluaudia comosa,Alluaudia,Didiereaceae,1,158
Heisteria parvifolia,Heisteria,Erythropalaceae,5,266
Aucuba chinensis,Aucuba,Garryaceae,6,427
Hanguana rubinea,Hanguana,Hanguanaceae,1,19
Orchidantha inouei,Orchidantha,Lowiaceae,1,4
Mazus fauriei,Mazus,Mazaceae,4,1592
Nilsonia compta,Nilssonia,Nilssoniaceae,1,12
Microdesmis caseariifolia,Microdesmis,Pandaceae,12,198
Parnassia fimbriata,Parnassia,Parnassiaceae,17,385
Phelline comosa,Phelline,Phellinaceae,1,222
Quiina cruegeriana,Quiina,Quiinaceae,1,16
Stixis ovata,Stixis,Stixaceae,2,17
Strelitzia nicolai,Strelitzia,Strelitziaceae,25,65
Strombosia ceylanica,Strombosia,Strombosiaceae,5,139
Tofieldia calyculata,Tofieldia,Tofieldiaceae,30,2177
Trimenia marquesensis,Trimenia,Trimeniaceae,3,13
Tropaeolum pentaphyllum,Tropaeolum,Tropaeolaceae,5,38
Alseuosmia pusilla,Alseuosmia,Alseuosmiaceae,3,1139
Liquidambar excelsa,Liquidambar,Altingiaceae,5,115
Dryadodaphne novoguineensis,Dryadodaphne,Atherospermataceae,1,74
Balanops vieillardii,Balanops,Balanopaceae,2,57
Anredera vesicaria,Anredera,Basellaceae,17,91
Asterophyllites charaeformis,Asterophyllites,Calamitaceae,1,3
Vasconcellea quercifolia,Vasconcellea,Caricaceae,2,10
Pilgerina madagascariensis,Pilgerina,Cervantesiaceae,1,108
Schizocodon soldanelloides,Schizocodon,Diapensiaceae,8,2468
Itea chinensis,Itea,Iteaceae,5,53
Sarracenia minor,Sarracenia,Sarraceniaceae,6,9
Melanophylla crenata,Melanophylla,Torricelliaceae,1,173
Asteropeia amblyocarpa,Asteropeia,Asteropeiaceae,1,247
Cochlospermum fraseri,Cochlospermum,Cochlospermaceae,12,62
Misodendrum quadriflorum,Misodendrum,Misodendraceae,2,47
Platanus occidentalis,Platanus,Platanaceae,23,279
Ruppia polycarpa,Ruppia,Ruppiaceae,17,546
Schlegelia fastigiata,Schlegelia,Schlegeliaceae,2,9
Pteruchus dubius,Pteruchus,Umkomasiaceae,1,8
Caryocar villosum,Caryocar,Caryocaraceae,1,5
Trithuria inconspicua,Trithuria,Hydatellaceae,2,116
Allantospermum borneense,Allantospermum,Ixonanthaceae,3,63
Sphenobaiera gyron,Sphenobaiera,Karkeniaceae,1,8
Lacistema lucidum,Lacistema,Lacistemataceae,3,19
Paulownia kawakamii,Paulownia,Paulowniaceae,4,36
Rhipogonum scandens,Rhipogonum,Ripogonaceae,2,4
Siparuna glabrescens,Siparuna,Siparunaceae,4,38
Cabomba furcata,Cabomba,Cabombaceae,6,18
Calycanthus occidentalis,Calycanthus,Calycanthaceae,3,6
Moschopsis rosulata,Moschopsis,Calyceraceae,1,10
Caytonia sewardi,Caytonia,Caytoniaceae,1,4
Bhesa archboldiana,Bhesa,Centroplacaceae,4,47
Pseudofrenelopsis parceramosa,Pseudofrenelopsis,Cheirolepidiaceae,1,6
Sclerophyllina dichotoma,Czekanowskia,Czekanowskiaceae,2,5
Griselinia racemosa,Griselinia,Griseliniaceae,8,45
Codonocarpus cotinifolius,Codonocarpus,Gyrostemonaceae,2,21
Hydrolea palustris,Hydrolea,Hydroleaceae,2,15
Lepidodendron harcourtii,Lepidodendron,Lepidodendraceae,1,16
Lagenostoma ovoides,Lagenostoma,Lyginopteridaceae,1,15
Proboscidea louisianica,Proboscidea,Martyniaceae,7,9
Moringa drouhardii,Moringa,Moringaceae,2,130
Plectronia longicauda,Olinia,Penaeaceae,1,2
Posidonia sinuosa,Posidonia,Posidoniaceae,6,44
Azima sarmentosa,Azima,Salvadoraceae,6,32
Saururus cernuus,Saururus,Saururaceae,20,234
Trigonia rugosa,Trigonia,Trigoniaceae,4,10
Ploiarium sessile,Ploiarium,Bonnetiaceae,3,14
Ceratophyllum echinatum,Ceratophyllum,Ceratophyllaceae,15,60
Corynocarpus cribbianus,Corynocarpus,Corynocarpaceae,9,101
Bucklandia anomala,Conites,Cycadeoideaceae,1,1
Cyclostigma carneggianum,Cyclostigma,Cyclostigmataceae,1,1
Cytinus glandulosus,Cytinus,Cytinaceae,1,6
Perrottetia arisanensis,Perrottetia,Dipentodontaceae,1,546
Flagellaria neocaledonica,Flagellaria,Flagellariaceae,6,120
Fouquieria burragei,Fouquieria,Fouquieriaceae,3,10
Gelsemium elegans,Gelsemium,Gelsemiaceae,4,30
Krameria bicolor,Krameria,Krameriaceae,4,9
Alethopteris roesserti,Alethopteris,Pachytestaceae,1,24
Cephalostemon affinis,Cephalostemon,Rapateaceae,1,2
Glossopteris angustifolia,Glossopteris,Rigbyaceae,1,2
Carpodetus arboreus,Carpodetus,Rousseaceae,3,237
Stachyurus chinensis,Stachyurus,Stachyuraceae,3,11
Ximenia roigii,Ximenia,Ximeniaceae,2,8
Achatocarpus pubescens,Achatocarpus,Achatocarpaceae,1,6
Byblis aquatica,Byblis,Byblidaceae,3,7
Campynemanthe neocaledonica,Campynemanthe,Campynemataceae,1,38
Greyia sutherlandii,Greyia,Francoaceae,1,5
Desbordesia glaucescens,Desbordesia,Irvingiaceae,1,1
Joinvillea borneensis,Joinvillea,Joinvilleaceae,5,46
Floerkea proserpinacoides,Floerkea,Limnanthaceae,2,4
Melianthus elongatus,Melianthus,Melianthaceae,1,4
Rehmannia japonica,Rehmannia,Rehmanniaceae,1,14
Zeilleria delicatula,Zeilleria,Stauropteridaceae,1,4
Cadellia pentastylis,Cadellia,Surianaceae,1,3
Tetracentron sinense,Tetracentron,Trochodendraceae,1,1
Svalbardia polymorpha,Svalbardia,Archaeopteridaceae,1,3
Blandfordia nobilis,Blandfordia,Blandfordiaceae,1,2
Borya scirpoidea,Borya,Boryaceae,1,2
Staavia radiata,Staavia,Bruniaceae,1,1
Cercidiphyllum crenatum,Cercidiphyllum,Cercidiphyllaceae,1,1
Kingia australis,Kingia,Dasypogonaceae,1,1
Datisca glomerata,Datisca,Datiscaceae,1,1
Eupomatia bennettii,Eupomatia,Eupomatiaceae,1,1
Gisekia pharnacioides,Gisekia,Gisekiaceae,1,4
Serenopsis kempii,Nelumbo,Nelumbonaceae,2,15
Nitraria schoberi,Nitraria,Nitrariaceae,2,4
Pennantia baylisiana,Pennantia,Pennantiaceae,1,17
Japonolirion osense,Japonolirion,Petrosaviaceae,2,86
Volkmannia dawsoni,Bowmanites,Sphenophyllaceae,1,1
Cyanella hyacinthoides,Cyanella,Tecophilaeaceae,1,1
Tetrachondra patagonica,Tetrachondra,Tetrachondraceae,2,3
Zosterophyllum myretonianum,Zosterophyllum,Zosterophyllaceae,1,3
Dineuron ellipticum,Metadineuron,Zygopteridaceae,1,1
Dactylorhiza viridis,Dactylorhiza,Orchidaceae,256,17717
Scorzoneroides autumnalis,Scorzoneroides,Asteraceae,655,219592
Galium album,Galium,Rubiaceae,287,104012
Medicago lupulina,Medicago,Fabaceae,493,211945
Phragmites australis,Phragmites,Poaceae,754,214430
Carex panicea,Carex,Cyperaceae,509,147757
Syzygium cumini,Syzygium,Myrtaceae,102,1658
Codiaeum variegatum,Codiaeum,Euphorbiaceae,241,2716
Rubus idaeus,Rubus,Rosaceae,585,172059
Plumeria rubra,Plumeria,Apocynaceae,167,867
Lycopus europaeus,Lycopus,Lamiaceae,352,122229
Osbeckia chinensis,Osbeckia,Melastomataceae,28,237
Hibiscus rosa-sinensis,Hibiscus,Malvaceae,209,1711
Vaccinium oxycoccos,Vaccinium,Ericaceae,406,27555
Livistona chinensis,Livistona,Arecaceae,76,630
Strobilanthes reptans,Strobilanthes,Acanthaceae,107,994
Cinnamomum verum,Cinnamomum,Lauraceae,74,6517
Lysimachia punctata,Lysimachia,Primulaceae,287,32677
Boea magellanica,Boea,Gesneriaceae,12,22
Bridelia tomentosa,Bridelia,Phyllanthaceae,92,2542
Epipremnum pinnatum,Epipremnum,Araceae,151,3120
Ranunculus sceleratus,Ranunculus,Ranunculaceae,336,81157
Desmos chinensis,Desmos,Annonaceae,32,331
Raphanus raphanistrum,Raphanus,Brassicaceae,398,51311
Acer campestre,Acer,Sapindaceae,123,215651
Citrus limon,Citrus,Rutaceae,77,382
Spergularia marina,Spergularia,Caryophyllaceae,543,38143
Carum carvi,Carum,Apiaceae,387,4435
Urtica membranacea,Urtica,Urticaceae,75,3286
Salix phylicifolia,Salix,Salicaceae,248,9869
Ficus elastica,Ficus,Moraceae,136,933
Piper umbellatum,Piper,Piperaceae,51,1245
Veronica chamaedrys,Veronica,Plantaginaceae,529,347715
Hedera rhombea,Hedera,Araliaceae,76,3865
Solanum tuberosum,Solanum,Solanaceae,209,12247
Zingiber officinale,Zingiber,Zingiberaceae,66,384
Scilla siberica,Scilla,Asparagaceae,163,5288
Sideroxylon foetidissimum,Sideroxylon,Sapotaceae,48,338
Begonia isoptera,Begonia,Begoniaceae,11,105
Amaranthus viridis,Amaranthus,Amaranthaceae,264,4484
Ipomoea violacea,Ipomoea,Convolvulaceae,183,666
Freycinetia demissa,Freycinetia,Pandanaceae,20,59
Lobelia dortmanna,Lobelia,Campanulaceae,142,19281
Quercus serrata,Quercus,Fagaceae,79,7139
Rumex obtusifolius,Rumex,Polygonaceae,455,396735
Salacia chinensis,Salacia,Celastraceae,59,261
Grevillea banksii,Grevillea,Proteaceae,23,179
Pedicularis sylvatica,Pedicularis,Orobanchaceae,227,74235
Ziziphus mauritiana,Ziziphus,Rhamnaceae,85,689
Aceratium oppositifolium,Aceratium,Elaeocarpaceae,20,169
Myosotis sylvatica,Myosotis,Boraginaceae,248,74527
Goniocheton arborescens,Goniocheton,Meliaceae,49,553
Ligustrum ovalifolium,Ligustrum,Oleaceae,110,47860
Diospyros compacta,Diospyros,Ebenaceae,35,190
Sedum annuum,Sedum,Crassulaceae,199,1381
Blackstonia perfoliata,Blackstonia,Gentianaceae,112,29769
Toxicodendron radicans,Toxicodendron,Anacardiaceae,90,4302
Cissus verticillata,Cissus,Vitaceae,98,1185
Viola ruppii,Viola,Violaceae,186,875
Pentacme contorta,Pentacme,Dipterocarpaceae,16,217
Dolichandra unguis-cati,Dolichandra,Bignoniaceae,73,818
Myristica insipida,Myristica,Myristicaceae,26,239
Melothria pendula,Melothria,Cucurbitaceae,95,2417
Narcissus pseudonarcissus,Narcissus,Amaryllidaceae,180,23390
Byrsonima crassifolia,Byrsonima,Malpighiaceae,35,433
Oenothera biennis,Oenothera,Onagraceae,230,10813
Amylotheca dictyophleba,Amylotheca,Loranthaceae,20,104
Sisyrinchium micranthum,Sisyrinchium,Iridaceae,84,2210
Pimelea linifolia,Pimelea,Thymelaeaceae,29,2006
Opuntia humifusa,Opuntia,Cactaceae,63,923
Garcinia pseudoguttifera,Garcinia,Clusiaceae,21,160
Limonium virgatum,Limonium,Plumbaginaceae,63,745
Tillandsia balbisiana,Tillandsia,Bromeliaceae,40,345
Polygala monspeliaca,Polygala,Polygalaceae,40,423
Aloe arborescens,Aloe,Asphodelaceae,67,1181
Canarium vulgare,Canarium,Burseraceae,28,142
Valeriana officinalis,Valeriana,Caprifoliaceae,270,123942
Impatiens hawkeri,Impatiens,Balsaminaceae,30,382
Juncus conglomeratus,Juncus,Juncaceae,480,151084
Hypericum erectum,Hypericum,Hypericaceae,89,2781
Aristolochia trilobata,Aristolochia,Aristolochiaceae,18,91
Saxifraga rivularis,Saxifraga,Saxifragaceae,182,3696
Capraria biflora,Capraria,Scrophulariaceae,95,937
Tradescantia zebrina,Tradescantia,Commelinaceae,116,1964
Weinmannia pinnata,Weinmannia,Cunoniaceae,10,183
Terminalia microcarpa,Terminalia,Combretaceae,41,353
Saurauia clementis,Saurauia,Actinidiaceae,8,33
Papaver radicatum,Papaver,Papaveraceae,173,2983
Geranium sanguineum,Geranium,Geraniaceae,242,23672
Ilex rotunda,Ilex,Aquifoliaceae,40,1372
Mammea odorata,Mammea,Calophyllaceae,17,52
Ternstroemia peduncularis,Ternstroemia,Pentaphylacaceae,14,196
Dillenia philippinensis,Dillenia,Dilleniaceae,17,138
Sinomenium acutum,Sinomenium,Menispermaceae,28,596
Passiflora quadrangularis,Passiflora,Passifloraceae,60,176
Dioscorea quinquelobata,Dioscorea,Dioscoreaceae,54,827
Lantana involucrata,Lantana,Verbenaceae,121,1839
Neuburgia corynocarpa,Neuburgia,Loganiaceae,26,268
Lilium bulbiferum,Lilium,Liliaceae,90,589
Bursaria spinosa,Bursaria,Pittosporaceae,26,3968
Kibara moluccana,Kibara,Monimiaceae,7,55
Eriocaulon taquetii,Eriocaulon,Eriocaulaceae,14,920
Lagerstroemia indica,Lagerstroemia,Lythraceae,93,466
Arceuthobium campylopodum,Arceuthobium,Viscaceae,20,187
Myriopus volubilis,Myriopus,Heliotropiaceae,64,638
Symplocos odoratissima,Symplocos,Symplocaceae,20,220
Bougainvillea glabra,Bougainvillea,Nyctaginaceae,97,670
Cordia dentata,Cordia,Cordiaceae,33,464
Capparis quiniflora,Capparis,Capparaceae,41,202
Nepenthes reinwardtiana,Nepenthes,Nepenthaceae,7,669
Calathea crotalifera,Calathea,Marantaceae,23,201
Lechenaultia subcymosa,Lechenaultia,Goodeniaceae,15,24
