accepted_species,genus,family,n_islands,n_records
Turpinia formosana,Turpinia,Staphyleaceae,4,2835
Xerophyta tulearensis,Xerophyta,Velloziaceae,1,23
Balanophora elongata,Balanophora,Balanophoraceae,3,18
Olax antsiranensis,Olax,Olacaceae,1,88
Phytolacca sandwicensis,Phytolacca,Phytolaccaceae,5,61
Sciaphila ledermannii,Sciaphila,Triuridaceae,2,9
Gunnera peltata,Gunnera,Gunneraceae,2,31
Nyssa sinensis,Nyssa,Nyssaceae,3,9
Ochradenus arabicus,Ochradenus,Resedaceae,4,17
Zostera tasmanica,Zostera,Zosteraceae,10,134
Tamarix dalmatica,Tamarix,Tamaricaceae,6,10
Erisma uncinatum,Erisma,Vochysiaceae,1,4
Daphniphyllum himalense,Daphniphyllum,Daphniphyllaceae,1,125
Bergia capensis,Bergia,Elatinaceae,4,9
Triglochin mucronata,Triglochin,Juncaginaceae,6,36
Thelethylax isalensis,Thelethylax,Podostemaceae,1,4
Alstroemeria ligtu,Alstroemeria,Alstroemeriaceae,2,9
Frankenia foliosa,Frankenia,Frankeniaceae,3,6
Heteranthera spicata,Heteranthera,Pontederiaceae,3,9
Asplundia alata,Asplundia,Cyclanthaceae,1,5
Apodytes thouvenotii,Apodytes,Metteniusaceae,1,19
Rhopalocarpus alternifolius,Rhopalocarpus,Sphaerosepalaceae,1,96
Zamites arcticus,Zamites,Williamsoniaceae,1,2
Pentaphragma viride,Pentaphragma,Pentaphragmataceae,1,4
Schoepfia harrisii,Schoepfia,Schoepfiaceae,1,7
Phanerodiscus capuronii,Phanerodiscus,Aptandraceae,1,26
Corsia cyclopensis,Corsia,Corsiaceae,1,2
Haemodorum flaviflorum,Haemodorum,Haemodoraceae,2,4
Calceolaria corymbosa,Calceolaria,Calceolariaceae,2,3
Pentarhopalopilia madagascariensis,Pentarhopalopilia,Opiliaceae,1,35
Halleria parviflora,Halleria,Stilbaceae,1,34
Picramnia glazioviana,Picramnia,Picramniaceae,1,5
Croomia saitoana,Croomia,Stemonaceae,1,14
Cymodocea serrulata,Oceana,Cymodoceaceae,3,7
Stauntonia purpurea,Stauntonia,Lardizabalaceae,1,132
Eriodictyon crassifolium,Eriodictyon,Namaceae,1,1
Aletris foliosa,Aletris,Nartheciaceae,1,5
Paeonia ludlowii,Paeonia,Paeoniaceae,2,10
Talinella microphylla,Talinella,Talinaceae,1,15
Corokia collenettei,Corokia,Argophyllaceae,1,7
Coriaria lurida,Coriaria,Coriariaceae,1,6
Hydrostachys trifaria,Hydrostachys,Hydrostachyaceae,1,3
Myodocarpus simplicifolius,Myodocarpus,Myodocarpaceae,1,46
Endopleura uchi,Endopleura,Humiriaceae,1,1
Warburgia elongata,Warburgia,Canellaceae,1,1
Canna orchiodes,Canna,Cannaceae,1,1
Crypteronia elegans,Crypteronia,Crypteroniaceae,1,3
Cyrilla nitidissima,Cyrilla,Cyrillaceae,1,2
Alluaudia montagnacii,Alluaudia,Didiereaceae,1,26
Heisteria insculpta,Heisteria,Erythropalaceae,1,1
Garrya thuretii,Garrya,Garryaceae,1,1
Hanguana nitens,Hanguana,Hanguanaceae,1,1
Orchidantha suratii,Orchidantha,Lowiaceae,1,2
Mazus tainanensis,Mazus,Mazaceae,1,7
Pseudoctenis eathiensis,Pseudoctenis,Nilssoniaceae,1,1
Panda oleosa,Panda,Pandaceae,1,1
Parnassia procul,Parnassia,Parnassiaceae,1,1
Phelline dumbeaensis,Phelline,Phellinaceae,1,13
Touroulia amazonica,Touroulia,Quiinaceae,1,1
Stixis philippinensis,Stixis,Stixaceae,1,2
Strelitzia juncea,Strelitzia,Strelitziaceae,1,1
Strombosia pustulata,Strombosia,Strombosiaceae,1,1
Tofieldia furusei,Tofieldia,Tofieldiaceae,1,12
Trimenia macrura,Trimenia,Trimeniaceae,1,1
Tropaeolum patagonicum,Tropaeolum,Tropaeolaceae,1,1
Spathoglottis plicata,Spathoglottis,Orchidaceae,140,4625
Achillea ptarmica,Achillea,Asteraceae,501,97535
Spermacoce remota,Spermacoce,Rubiaceae,182,2662
Vicia hirsuta,Vicia,Fabaceae,385,59174
Phleum pratense,Phleum,Poaceae,581,267865
Carex pilulifera,Carex,Cyperaceae,414,72767
Rhodomyrtus tomentosa,Rhodomyrtus,Myrtaceae,62,1384
Excoecaria agallocha,Excoecaria,Euphorbiaceae,171,1023
Crataegus monogyna,Crataegus,Rosaceae,358,544011
Gomphocarpus physocarpus,Gomphocarpus,Apocynaceae,102,1955
Clinopodium vulgare,Clinopodium,Lamiaceae,252,52643
Miconia dependens,Miconia,Melastomataceae,20,117
Gossypium hirsutum,Gossypium,Malvaceae,146,1935
Moneses uniflora,Moneses,Ericaceae,276,4375
Elaeis guineensis,Elaeis,Arecaceae,45,358
Thunbergia fragrans,Thunbergia,Acanthaceae,79,1271
Neolitsea aciculata,Neolitsea,Lauraceae,37,1454
Lysimachia tenella,Lysimachia,Primulaceae,99,32818
Rhabdothamnus solandri,Rhabdothamnus,Gesneriaceae,10,2126
Phyllanthus reticulatus,Phyllanthus,Phyllanthaceae,56,1560
Syngonium podophyllum,Syngonium,Araceae,114,1697
Thalictrum alpinum,Thalictrum,Ranunculaceae,201,18306
Annona cherimola,Annona,Annonaceae,26,73
Brassica rapa,Brassica,Brassicaceae,294,27352
Cupaniopsis anacardioides,Cupaniopsis,Sapindaceae,61,497
Triphasia trifolia,Triphasia,Rutaceae,49,385
Spergularia rubra,Spergularia,Caryophyllaceae,384,23855
Conium maculatum,Conium,Apiaceae,213,102782
Urtica pilulifera,Urtica,Urticaceae,62,993
Salix reticulata,Salix,Salicaceae,178,2567
Malaisia scandens,Malaisia,Moraceae,92,2101
Peperomia glabella,Peperomia,Piperaceae,32,458
Callitriche palustris,Callitriche,Plantaginaceae,262,1715
Aralia nudicaulis,Aralia,Araliaceae,55,1919
Datura innoxia,Datura,Solanaceae,120,1171
Alpinia formosana,Alpinia,Zingiberaceae,19,150
Polygonatum verticillatum,Polygonatum,Asparagaceae,111,1207
Manilkara kauki,Manilkara,Sapotaceae,30,136
Begonia longifolia,Begonia,Begoniaceae,9,1027
Celosia argentea,Celosia,Amaranthaceae,184,4459
Ipomoea imperati,Ipomoea,Convolvulaceae,118,1656
Freycinetia formosana,Freycinetia,Pandanaceae,10,630
Melanocalyx uniflora,Melanocalyx,Campanulaceae,68,384
Castanea crenata,Castanea,Fagaceae,53,4122
Polygonum arenastrum,Polygonum,Polygonaceae,255,58384
Elaeodendron melanocarpum,Elaeodendron,Celastraceae,34,119
Hakea sericea,Hakea,Proteaceae,17,681
Bellardia viscosa,Bellardia,Orobanchaceae,138,11858
Frangula purshiana,Frangula,Rhamnaceae,33,854
Elaeocarpus pedunculatus,Elaeocarpus,Elaeocarpaceae,12,162
Symphytum uplandicum,Symphytum,Boraginaceae,144,6397
Prasoxylon alliaceum,Prasoxylon,Meliaceae,34,445
Forestiera segregata,Forestiera,Oleaceae,51,583
Diospyros foliosa,Diospyros,Ebenaceae,22,101
Umbilicus horizontalis,Umbilicus,Crassulaceae,94,3042
Sabatia stellaris,Sabatia,Gentianaceae,63,608
Melanococca tomentosa,Melanococca,Anacardiaceae,56,548
Vitis rotundifolia,Vitis,Vitaceae,43,524
Viola hirta,Viola,Violaceae,65,39015
Anisoptera costata,Anisoptera,Dipterocarpaceae,11,103
Tabebuia pallida,Tabebuia,Bignoniaceae,34,162
Virola surinamensis,Virola,Myristicaceae,16,88
Sechium edule,Sechium,Cucurbitaceae,56,874
Allium triquetrum,Allium,Amaryllidaceae,98,35456
Malpighia polytricha,Malpighia,Malpighiaceae,15,29
Epilobium tetragonum,Epilobium,Onagraceae,124,52010
Dendropemon caribaeus,Dendropemon,Loranthaceae,14,94
Iris sanguinea,Iris,Iridaceae,48,780
Pimelea serpyllifolia,Pimelea,Thymelaeaceae,15,352
Pilosocereus polygonus,Pilosocereus,Cactaceae,29,204
Garcinia binucao,Garcinia,Clusiaceae,11,78
Limonium wrightii,Limonium,Plumbaginaceae,28,135
Catopsis floribunda,Catopsis,Bromeliaceae,19,195
Epirixanthes papuana,Epirixanthes,Polygalaceae,20,76
Asphodelus aestivus,Asphodelus,Asphodelaceae,28,425
Canarium denticulatum,Canarium,Burseraceae,14,263
Lonicera caprifolium,Lonicera,Caprifoliaceae,92,1953
Impatiens furcillata,Impatiens,Balsaminaceae,7,10
Juncus squarrosus,Juncus,Juncaceae,217,95251
Hypericum elodes,Hypericum,Hypericaceae,41,12866
Aristolochia pubera,Aristolochia,Aristolochiaceae,12,47
Bergenia crassifolia,Bergenia,Saxifragaceae,90,3060
Limosella australis,Limosella,Scrophulariaceae,54,1188
Tradescantia virginiana,Tradescantia,Commelinaceae,32,529
Pterophylla marquesana,Pterophylla,Cunoniaceae,6,114
Terminalia hadleyana,Terminalia,Combretaceae,18,248
Saurauia novoguineensis,Saurauia,Actinidiaceae,5,14
Roemeria argemone,Roemeria,Papaveraceae,98,11351
Erodium malacoides,Erodium,Geraniaceae,101,2334
Ilex rugosa,Ilex,Aquifoliaceae,17,881
Calophyllum tetrapterum,Calophyllum,Calophyllaceae,6,64
Ternstroemia elliptica,Ternstroemia,Pentaphylacaceae,9,28
Hibbertia stricta,Hibbertia,Dilleniaceae,13,61
Tinomiscium petiolare,Tinomiscium,Menispermaceae,17,114
Passiflora pectinata,Passiflora,Passifloraceae,25,102
Dioscorea nummularia,Dioscorea,Dioscoreaceae,27,155
Lantana montevidensis,Lantana,Verbenaceae,63,276
Neuburgia celebica,Neuburgia,Loganiaceae,13,73
Lilium candidum,Lilium,Liliaceae,42,266
Rhytidosporum procumbens,Rhytidosporum,Pittosporaceae,13,568
Kibara papuana,Kibara,Monimiaceae,4,35
Eriocaulon australe,Eriocaulon,Eriocaulaceae,9,81
Ammannia latifolia,Ammannia,Lythraceae,37,132
Korthalsella salicornioides,Korthalsella,Viscaceae,12,735
Euploca humilis,Euploca,Heliotropiaceae,23,255
Symplocos acuminata,Symplocos,Symplocaceae,13,466
Abronia maritima,Abronia,Nyctaginaceae,29,477
Cordia myxa,Cordia,Cordiaceae,20,283
Capparis lucida,Capparis,Capparaceae,20,70
Nepenthes tentaculata,Nepenthes,Nepenthaceae,3,609
Goeppertia picturata,Goeppertia,Marantaceae,8,14
Scaevola macrostachya,Scaevola,Goodeniaceae,11,22
Hunga rhamnoides,Hunga,Chrysobalanaceae,6,67
Utricularia subulata,Utricularia,Lentibulariaceae,35,229
Potamogeton friesii,Potamogeton,Potamogetonaceae,68,4007
Smilax bockii,Smilax,Smilacaceae,21,485
Oxalis purpurea,Oxalis,Oxalidaceae,36,1231
Polyspora papuana,Polyspora,Theaceae,6,58
Lechea maritima,Lechea,Cistaceae,22,167
Podophyllum peltatum,Podophyllum,Berberidaceae,11,389
Alnus hirsuta,Alnus,Betulaceae,50,2963
Gustavia augusta,Gustavia,Lecythidaceae,9,43
Magnolia liliiflora,Magnolia,Magnoliaceae,12,90
Ouratea parviflora,Ouratea,Ochnaceae,6,33
Erythroxylum lanceum,Erythroxylum,Erythroxylaceae,6,90
Torenia concolor,Torenia,Linderniaceae,11,2365
Viburnum carlesii,Viburnum,Viburnaceae,45,336
Drypetes indica,Drypetes,Putranjivaceae,7,466
Drosanthemum floribundum,Drosanthemum,Aizoaceae,30,539
Hydrangea luteovenosa,Hydrangea,Hydrangeaceae,10,1264
Gonocarpus teucrioides,Gonocarpus,Haloragaceae,16,2092
Rourea mimosoides,Rourea,Connaraceae,6,98
Durandea jenkinsii,Durandea,Linaceae,15,185
Aphananthe aspera,Aphananthe,Cannabaceae,33,1786
Ryparosa caesia,Ryparosa,Achariaceae,4,50
Iphigenia indica,Iphigenia,Colchicaceae,12,38
Cornus nuttallii,Cornus,Cornaceae,23,970
Bourreria virgata,Bourreria,Ehretiaceae,8,316
Tetraena fontanesii,Tetraena,Zygophyllaceae,12,868
Buxus madagascarica,Buxus,Buxaceae,3,279
Hydrocharis morsus-ranae,Hydrocharis,Hydrocharitaceae,52,13220
Trillium erectum,Trillium,Melanthiaceae,12,101
Drosera uniflora,Drosera,Droseraceae,18,139
Gynotroches axillaris,Gynotroches,Rhizophoraceae,34,498
Rhodolaena coriacea,Rhodolaena,Sarcolaenaceae,1,225
Cistanthe maritima,Cistanthe,Montiaceae,14,137
Phlox gracilis,Phlox,Polemoniaceae,13,343
Sarcostigma paniculata,Sarcostigma,Icacinaceae,4,33
Polyosma ridleyi,Polyosma,Escalloniaceae,3,9
Echinodorus berteroi,Echinodorus,Alismataceae,15,75
Stemonurus malaccensis,Stemonurus,Stemonuraceae,5,94
Erythranthe robertsii,Erythranthe,Phrymaceae,9,253
Dapsilanthus ramosus,Dapsilanthus,Restionaceae,12,57
Castela galapageia,Castela,Simaroubaceae,12,206
Xyris oligantha,Xyris,Xyridaceae,8,20
Ribes fasciculatum,Ribes,Grossulariaceae,32,399
Stylidium pachyrhizum,Stylidium,Stylidiaceae,6,25
Gymnosiphon niveus,Gymnosiphon,Burmanniaceae,4,16
Gymnostoma mesostrobilum,Gymnostoma,Casuarinaceae,7,22
Cleomella arborea,Cleomella,Cleomaceae,6,348
Nothofagus pumilio,Nothofagus,Nothofagaceae,5,529
Drimys confertiflora,Drimys,Winteraceae,2,10
Corylopsis gotoana,Corylopsis,Hamamelidaceae,4,220
Heliconia nickeriensis,Heliconia,Heliconiaceae,11,14
Nymphaea pulchella,Nymphaea,Nymphaeaceae,17,37
Pseudanthus ligulatus,Pseudanthus,Picrodendraceae,3,6
Costus dubius,Costus,Costaceae,9,40
Phacelia viscida,Phacelia,Hydrophyllaceae,5,141
Musa maclayi,Musa,Musaceae,8,48
Portulaca sativa,Portulaca,Portulacaceae,10,32
Sabia limoniacea,Sabia,Sabiaceae,5,45
Osyris quadripartita,Osyris,Santalaceae,7,28
Dendromyza salomonia,Dendromyza,Amphorogynaceae,2,2
Carya ovata,Carya,Juglandaceae,11,69
Dichapetalum virchowii,Dichapetalum,Dichapetalaceae,2,49
Styrax benzoin,Styrax,Styracaceae,3,49
Clethra pachyphylla,Clethra,Clethraceae,1,57
Illicium tashiroi,Illicium,Schisandraceae,4,231
Ulmus alata,Ulmus,Ulmaceae,6,13
Sparganium gramineum,Sparganium,Typhaceae,19,46
Hypoxis juncea,Hypoxis,Hypoxidaceae,5,10
Hedyosmum brasiliense,Hedyosmum,Chloranthaceae,7,35
Elaeagnus reflexa,Elaeagnus,Elaeagnaceae,14,715
Morella spathulata,Morella,Myricaceae,3,274
Quintinia kuborensis,Quintinia,Paracryphiaceae,1,30
Astelia grandis,Astelia,Asteliaceae,4,967
Ruyschia clusiifolia,Ruyschia,Marcgraviaceae,2,6
Hernandia beninensis,Hernandia,Hernandiaceae,2,12
Aponogeton capuronii,Aponogeton,Aponogetonaceae,1,6
Anisophyllea borneensis,Anisophyllea,Anisophylleaceae,1,10
Plakothira parviflora,Plakothira,Loasaceae,2,12
Nymphoides geminata,Nymphoides,Menyanthaceae,5,90
Hypertelis umbellata,Hypertelis,Molluginaceae,5,6
Uncarina stellulifera,Uncarina,Pedaliaceae,1,189
Chaetocarpus rabaraba,Chaetocarpus,Peraceae,1,55
Thesium kyrnosum,Thesium,Thesiaceae,1,69
Turnera odorata,Turnera,Turneraceae,2,5
Citronella vitiensis,Citronella,Cardiopteridaceae,3,6
Rafflesia verrucosa,Rafflesia,Rafflesiaceae,1,6
Staphylea trifolia,Staphylea,Staphyleaceae,3,49
Xerophyta lewisiae,Xerophyta,Velloziaceae,1,19
Balanophora nipponica,Balanophora,Balanophoraceae,3,15
Olax mayottensis,Olax,Olacaceae,1,58
Monococcus echinophorus,Monococcus,Phytolaccaceae,4,16
Sciaphila alba,Sciaphila,Triuridaceae,1,6
Gunnera hamiltonii,Gunnera,Gunneraceae,2,24
Nyssa biflora,Nyssa,Nyssaceae,3,7
Reseda minoica,Reseda,Resedaceae,3,26
Phyllospadix japonicus,Phyllospadix,Zosteraceae,9,60
Tamarix tetragyna,Tamarix,Tamaricaceae,3,25
Vochysia lucida,Vochysia,Vochysiaceae,1,3
Daphniphyllum paxianum,Daphniphyllum,Daphniphyllaceae,1,48
Elatine americana,Elatine,Elatinaceae,3,11
Cycnogeton dubium,Cycnogeton,Juncaginaceae,5,10
Marathrum cubanum,Marathrum,Podostemaceae,1,3
Luzuriaga laxifolia,Luzuriaga,Alstroemeriaceae,2,4
Frankenia cordata,Frankenia,Frankeniaceae,3,3
Pontederia elata,Pontederia,Pontederiaceae,3,7
Asplundia vagans,Asplundia,Cyclanthaceae,1,2
Platea parvifolia,Platea,Metteniusaceae,1,13
Rhopalocarpus longipetiolatus,Rhopalocarpus,Sphaerosepalaceae,1,75
Zamites borealis,Zamites,Williamsoniaceae,1,2
Pentaphragma cyrtandriforme,Pentaphragma,Pentaphragmataceae,1,3
Schoepfia multiflora,Schoepfia,Schoepfiaceae,1,3
Anacolosa cauliflora,Anacolosa,Aptandraceae,1,3
Corsia purpurata,Corsia,Corsiaceae,1,2
Haemodorum distichophyllum,Haemodorum,Haemodoraceae,1,87
Calceolaria mexicana,Calceolaria,Calceolariaceae,2,2
Urobotrya parviflora,Urobotrya,Opiliaceae,1,19
Nuxia ambrensis,Nuxia,Stilbaceae,1,21
Alvaradoa lewisii,Alvaradoa,Picramniaceae,1,4
Pentastemona egregia,Pentastemona,Stemonaceae,1,13
Cymodocea angustata,Cymodocea,Cymodoceaceae,1,1
Stauntonia oligophylla,Stauntonia,Lardizabalaceae,1,4
Eriodictyon trichocalyx,Eriodictyon,Namaceae,1,1
Aletris scopulorum,Aletris,Nartheciaceae,1,4
Paeonia anomala,Paeonia,Paeoniaceae,2,4
Talinella latifolia,Talinella,Talinaceae,1,12
Argophyllum riparium,Argophyllum,Argophyllaceae,1,6
Coriaria nepalensis,Coriaria,Coriariaceae,1,5
Hydrostachys flabellifera,Hydrostachys,Hydrostachyaceae,1,2
Myodocarpus gracilis,Myodocarpus,Myodocarpaceae,1,30
Vantanea depleta,Vantanea,Humiriaceae,1,1
Anacamptis pyramidalis,Anacamptis,Orchidaceae,131,56376
Artemisia vulgaris,Artemisia,Asteraceae,493,186955
Paederia foetida,Paederia,Rubiaceae,167,10680
Leucaena leucocephala,Leucaena,Fabaceae,379,16902
Festuca ovina,Festuca,Poaceae,531,91726
Carex pallescens,Carex,Cyperaceae,407,33299
Eugenia reinwardtiana,Eugenia,Myrtaceae,60,196
Euphorbia paralias,Euphorbia,Euphorbiaceae,150,10497
Potentilla argentea,Potentilla,Rosaceae,297,13452
Plumeria pudica,Plumeria,Apocynaceae,100,487
Galeopsis speciosa,Galeopsis,Lamiaceae,249,12479
Melastoma denticulatum,Melastoma,Melastomataceae,20,83
Abutilon indicum,Abutilon,Malvaceae,137,1069
Rhododendron tomentosum,Rhododendron,Ericaceae,276,3438
Trachycarpus fortunei,Trachycarpus,Arecaceae,42,2032
Graptophyllum pictum,Graptophyllum,Acanthaceae,76,459
Cinnamomum burmanni,Cinnamomum,Lauraceae,34,1643
Primula elatior,Primula,Primulaceae,99,7649
Crantzia cristata,Crantzia,Gesneriaceae,8,244
Phyllanthus niruri,Phyllanthus,Phyllanthaceae,56,234
Dieffenbachia seguine,Dieffenbachia,Araceae,110,1402
Thalictrum flavum,Thalictrum,Ranunculaceae,193,20597
Phaeanthus ophthalmicus,Phaeanthus,Annonaceae,25,247
Cardamine flexuosa,Cardamine,Brassicaceae,286,180191
Acer palmatum,Acer,Sapindaceae,57,11517
Citrus hystrix,Citrus,Rutaceae,48,202
Moehringia trinervia,Moehringia,Caryophyllaceae,340,91248
Crithmum maritimum,Crithmum,Apiaceae,213,22003
Pilea peploides,Pilea,Urticaceae,58,962
Salix lapponum,Salix,Salicaceae,131,4758
Fatoua villosa,Fatoua,Moraceae,89,1590
Piper peltatum,Piper,Piperaceae,31,659
Plantago uliginosa,Plantago,Plantaginaceae,249,6214
Dendropanax trifidus,Dendropanax,Araliaceae,55,1562
Capsicum frutescens,Capsicum,Solanaceae,114,544
Curcuma australasica,Curcuma,Zingiberaceae,19,149
Muscari botryoides,Muscari,Asparagaceae,102,1640
Pleioluma firma,Pleioluma,Sapotaceae,27,150
Begonia humilis,Begonia,Begoniaceae,9,38
Atriplex praecox,Atriplex,Amaranthaceae,182,1252
Ipomoea obscura,Ipomoea,Convolvulaceae,116,5789
Benstonea stenocarpa,Benstonea,Pandanaceae,10,72
Lobelia anceps,Lobelia,Campanulaceae,66,2326
Quercus aliena,Quercus,Fagaceae,51,806
Fallopia dumetorum,Fallopia,Polygonaceae,211,2190
Siphonodon celastrineus,Siphonodon,Celastraceae,31,203
Embothrium coccineum,Embothrium,Proteaceae,17,444
Euphrasia arctica,Euphrasia,Orobanchaceae,130,12287
Rhamnus lycioides,Rhamnus,Rhamnaceae,31,155
Aristotelia chilensis,Aristotelia,Elaeocarpaceae,12,92
Buglossoides arvensis,Buglossoides,Boraginaceae,143,7999
Aglaia lawii,Aglaia,Meliaceae,33,431
Fraxinus chinensis,Fraxinus,Oleaceae,49,604
Diospyros crassinervis,Diospyros,Ebenaceae,21,439
Aeonium arboreum,Aeonium,Crassulaceae,84,2447
Fagraea berteroana,Fagraea,Gentianaceae,60,558
Toxicodendron succedaneum,Toxicodendron,Anacardiaceae,55,2300
Cissus repens,Cissus,Vitaceae,43,345
Viola rupestris,Viola,Violaceae,65,1958
Shorea palosapis,Shorea,Dipterocarpaceae,11,91
Mansoa alliacea,Mansoa,Bignoniaceae,33,84
Myristica lancifolia,Myristica,Myristicaceae,15,210
Bryonia dioica,Bryonia,Cucurbitaceae,54,73002
Allium subhirsutum,Allium,Amaryllidaceae,93,2006
Bunchosia nitida,Bunchosia,Malpighiaceae,15,27
Oenothera glazioviana,Oenothera,Onagraceae,121,22723
Dendropemon purpureus,Dendropemon,Loranthaceae,14,91
Sisyrinchium montanum,Sisyrinchium,Iridaceae,46,851
Pimelea cornucopiae,Pimelea,Thymelaeaceae,15,69
Leuenbergeria bleo,Leuenbergeria,Cactaceae,29,87
Garcinia brevirostris,Garcinia,Clusiaceae,10,44
Limonium echioides,Limonium,Plumbaginaceae,25,164
Aechmea nudicaulis,Aechmea,Bromeliaceae,15,153
Polygala glomerata,Polygala,Polygalaceae,18,172
Hemerocallis middendorffii,Hemerocallis,Asphodelaceae,23,854
Canarium harveyi,Canarium,Burseraceae,14,56
Lonicera caerulea,Lonicera,Caprifoliaceae,90,466
Impatiens auricoma,Impatiens,Balsaminaceae,5,56
Juncus compressus,Juncus,Juncaceae,206,9893
Hypericum hypericoides,Hypericum,Hypericaceae,36,378
Isotrema kaempferi,Isotrema,Aristolochiaceae,11,741
Tellima grandiflora,Tellima,Saxifragaceae,88,14207
Scrophularia canina,Scrophularia,Scrophulariaceae,52,818
Commelina auriculata,Commelina,Commelinaceae,31,535
Pterophylla croftii,Pterophylla,Cunoniaceae,6,39
Terminalia citrina,Terminalia,Combretaceae,17,112
Actinidia melanandra,Actinidia,Actinidiaceae,5,11
Fumaria bastardii,Fumaria,Papaveraceae,90,6585
Geranium carolinianum,Geranium,Geraniaceae,92,1998
Ilex asprella,Ilex,Aquifoliaceae,16,2655
Calophyllum peekelii,Calophyllum,Calophyllaceae,5,41
Adinandra dumosa,Adinandra,Pentaphylacaceae,8,221
Hibbertia riparia,Hibbertia,Dilleniaceae,12,2329
Pycnarrhena tumefacta,Pycnarrhena,Menispermaceae,17,64
Passiflora ciliata,Passiflora,Passifloraceae,23,266
Dioscorea hispida,Dioscorea,Dioscoreaceae,26,191
Verbena litoralis,Verbena,Verbenaceae,50,640
Strychnos ignatii,Strychnos,Loganiaceae,12,143
Amana edulis,Amana,Liliaceae,40,353
Pittosporum spinescens,Pittosporum,Pittosporaceae,12,71
Wilkiea macrophylla,Wilkiea,Monimiaceae,4,29
Eriocaulon parvum,Eriocaulon,Eriocaulaceae,9,65
Ammannia coccinea,Ammannia,Lythraceae,33,616
Viscum coloratum,Viscum,Viscaceae,12,674
Heliotropium anomalum,Heliotropium,Heliotropiaceae,23,164
Symplocos ophirensis,Symplocos,Symplocaceae,13,217
Commicarpus scandens,Commicarpus,Nyctaginaceae,28,201
Cordia laevigata,Cordia,Cordiaceae,17,155
Quadrella odoratissima,Quadrella,Capparaceae,16,532
Nepenthes bongso,Nepenthes,Nepenthaceae,3,144
Ischnosiphon obliquus,Ischnosiphon,Marantaceae,7,32
Goodenia microptera,Goodenia,Goodeniaceae,10,39
Hymenopus heteromorphus,Hymenopus,Chrysobalanaceae,6,58
Utricularia uliginosa,Utricularia,Lentibulariaceae,34,244
Potamogeton nodosus,Potamogeton,Potamogetonaceae,60,1711
Smilax glauca,Smilax,Smilacaceae,21,354
Oxalis incarnata,Oxalis,Oxalidaceae,31,3355
Polyspora luzonica,Polyspora,Theaceae,6,37
Cistus albidus,Cistus,Cistaceae,21,3062
Berberis ilicifolia,Berberis,Berberidaceae,10,271
Alnus japonica,Alnus,Betulaceae,47,1454
Eschweilera ovata,Eschweilera,Lecythidaceae,9,37
Magnolia denudata,Magnolia,Magnoliaceae,10,71
Ouratea guildingii,Ouratea,Ochnaceae,6,32
Erythroxylum umbu,Erythroxylum,Erythroxylaceae,6,25
Bonnaya ruellioides,Bonnaya,Linderniaceae,11,76
Viburnum cassinoides,Viburnum,Viburnaceae,40,1828
Drypetes glauca,Drypetes,Putranjivaceae,7,91
Disphyma clavellatum,Disphyma,Aizoaceae,29,322
Philadelphus tenuifolius,Philadelphus,Hydrangeaceae,10,62
Myriophyllum quitense,Myriophyllum,Haloragaceae,16,129
Rourea microphylla,Rourea,Connaraceae,5,72
Linum perenne,Linum,Linaceae,14,1087
Trema lamarckianum,Trema,Cannabaceae,32,304
Ryparosa fasciculata,Ryparosa,Achariaceae,4,8
Disporum cantoniense,Disporum,Colchicaceae,9,213
Cornus florida,Cornus,Cornaceae,21,3742
Ehretia tinifolia,Ehretia,Ehretiaceae,7,101
Fagonia laevis,Fagonia,Zygophyllaceae,12,91
Sarcococca confusa,Sarcococca,Buxaceae,3,86
Elodea nuttallii,Elodea,Hydrocharitaceae,50,43357
Chamaelirium japonicum,Chamaelirium,Melanthiaceae,11,534
Drosera brevifolia,Drosera,Droseraceae,16,65
Kandelia obovata,Kandelia,Rhizophoraceae,26,811
Leptolaena abrahamii,Leptolaena,Sarcolaenaceae,1,222
Montia linearis,Montia,Montiaceae,14,131
Leptosiphon minimus,Leptosiphon,Polemoniaceae,12,63
Desmostachys planchonianus,Desmostachys,Icacinaceae,3,244
Polyosma latifolia,Polyosma,Escalloniaceae,2,32
Sagittaria natans,Sagittaria,Alismataceae,15,65
Stemonurus ammui,Stemonurus,Stemonuraceae,4,88
Phryma leptostachya,Phryma,Phrymaceae,9,159
Centrolepis exserta,Centrolepis,Restionaceae,12,28
Ailanthus triphysa,Ailanthus,Simaroubaceae,12,37
Xyris brevifolia,Xyris,Xyridaceae,7,18
Ribes aureum,Ribes,Grossulariaceae,31,552
Phyllachne uliginosa,Phyllachne,Stylidiaceae,6,12
Gymnosiphon aphyllus,Gymnosiphon,Burmanniaceae,4,11
Casuarina collina,Casuarina,Casuarinaceae,6,197
Polanisia dodecandra,Polanisia,Cleomaceae,6,9
Nothofagus apiculata,Nothofagus,Nothofagaceae,3,104
Zygogynum pancheri,Zygogynum,Winteraceae,1,398
Exbucklandia populnea,Exbucklandia,Hamamelidaceae,4,17
Heliconia hirsuta,Heliconia,Heliconiaceae,10,87
Nymphaea marliacea,Nymphaea,Nymphaeaceae,16,611
Austrobuxus cuneatus,Austrobuxus,Picrodendraceae,2,58
Costus afer,Costus,Costaceae,8,25
Hydrophyllum tenuipes,Hydrophyllum,Hydrophyllaceae,4,204
Musa peekelii,Musa,Musaceae,5,43
Portulaca howellii,Portulaca,Portulacaceae,10,25
