candidate_id,accepted_species,axis,trait_name,raw_value,normalized_value,evidence_quality,evidence_scope,source_group,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,name_resolution_lineage,name_match_method,matched_page_name,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,evidence_status,content_sha256,content_sha256_basis,retrieved_at_utc,query,search_rank,inference_rule
68a0424e14218453e7d06f60,Acer macrophyllum,floral_structural_complexity,inflorescence_display,raceme,raceme_spike_panicle,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/acer-macrophyllum,"Acer macrophyllum (Big Leaf Maple, Oregon Maple) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,Chain-like racemes of green-yellow tiny flowers contrast against the darker green of the leaves.,6c25f6f616c17ccd4a3d01cd,url:https://plants.ces.ncsu.edu/plants/acer-macrophyllum,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Acer macrophyllum,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,85b9e35837bb26bc8676c6ef19026627f8423460b86cf3db70f3e04ba5ac28b3,retrieved_original_species_page_bytes,2026-08-08T01:23:18.372340Z,inventory:plants.ces.ncsu.edu,18,
7011834f90c80e9ea05b166c,Acer maximowiczianum,floral_structural_complexity,inflorescence_display,panicle,raceme_spike_panicle,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/acer-maximowiczianum,Acer maximowiczianum (Nikko Maple) | North Carolina Extension Gardener Plant Toolbox,NC State Extension Plant Toolbox species page.,yellow flowers in clusters of 3 on a drooping panicle.,c6bf062f488f214e74e5daeb,url:https://plants.ces.ncsu.edu/plants/acer-maximowiczianum,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Acer maximowiczianum,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,2dd07012ee09509e24b765df2869d825893a4815be2fc1c8e3ec17e0303c9018,retrieved_original_species_page_bytes,2026-08-08T01:23:18.917063Z,inventory:plants.ces.ncsu.edu,19,
199d94abc715846049eae2db,Aesculus parviflora,floral_structural_complexity,inflorescence_display,panicle,raceme_spike_panicle,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/aesculus-parviflora,Aesculus parviflora (Bottlebrush Buckeye) | North Carolina Extension Gardener Plant Toolbox,NC State Extension Plant Toolbox species page.,"Creamy, white, spidery flowers in summer on 6-12 inch erect panicles with red anthers.",58b213d37e5a4c19bbf10488,url:https://plants.ces.ncsu.edu/plants/aesculus-parviflora,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Aesculus parviflora,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,e511e4c7b08018e5b1bb5bef61c044d901aa589bcd587a3027fca4db15ab3b9d,retrieved_original_species_page_bytes,2026-08-08T01:23:39.767397Z,inventory:plants.ces.ncsu.edu,51,
3040b04e4422773429e4cfef,Agalinis maritima,floral_structural_complexity,flower_size_class,12–17 mm,small,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,Native Plant Trust Go Botany,https://gobotany.nativeplanttrust.org/species/agalinis/maritima,Agalinis maritima (saltmarsh agalinis): Go Botany,Native Plant Trust. Go Botany species treatment.,Flower length: 12–17 mm,46e4eeca1d23ca93a2cb28ba,url:https://gobotany.nativeplanttrust.org/species/agalinis/maritima,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Agalinis maritima,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,557b7f7a186620270fcf5a6973a13f65b2f5b964d2f90fad72eeb3cc63324a85,retrieved_original_species_page_bytes,2026-08-07T14:53:43.552906Z,inventory:gobotany.nativeplanttrust.org,47,
ab3eb10e108126373980a0e4,Agalinis purpurea,floral_structural_complexity,flower_size_class,20–38 mm,medium,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,Native Plant Trust Go Botany,https://gobotany.nativeplanttrust.org/species/agalinis/purpurea,Agalinis purpurea (purple agalinis): Go Botany,Native Plant Trust. Go Botany species treatment.,Flower length: 20–38 mm,ddfde2246c4834cc96147743,url:https://gobotany.nativeplanttrust.org/species/agalinis/purpurea,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Agalinis purpurea,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,99a86ab07f33701187b4eba0b7d81fd8b9df3afa7ba0869833a5373054f48c40,retrieved_original_species_page_bytes,2026-08-07T14:53:45.249942Z,inventory:gobotany.nativeplanttrust.org,50,
4072c146ba4199eb7a0385b7,Ajania pacifica,floral_structural_complexity,inflorescence_display,corymb,umbel_corymb,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/ajania-pacifica,"Ajania pacifica (Gold and Silver Chrysanthemum, Pacific chrysanthemum, Silver and gold chrysanthemum) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,"Short, light pink petals and yellow centers in branched corymbs (to 4” wide).",427af8f775f4a2da9dcc155c,url:https://plants.ces.ncsu.edu/plants/ajania-pacifica,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Ajania pacifica,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,1e40d46a86257e0476bebd631e3dfafc3942dbe32e4aeb165e687d7ed1d34775,retrieved_original_species_page_bytes,2026-08-08T01:23:46.706647Z,inventory:plants.ces.ncsu.edu,62,
af458c4cfb2fc24b55037045,Aletris farinosa,floral_structural_complexity,inflorescence_display,raceme,raceme_spike_panicle,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/aletris-farinosa,"Aletris farinosa (Colic-Root, Northern White Colic-root, True Unicorn Root, White Colicroot, White Stargrass) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,"A spike-like raceme cluster of small, urn-shaped, six-tepaled white flowers with orange stamens.",a07848b118ec90c9e7535874,url:https://plants.ces.ncsu.edu/plants/aletris-farinosa,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Aletris farinosa,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,cb6eb2381f9ba82112404d99a5900aa187127bec0f4bfcc54a43a2e89c2e74e7,retrieved_original_species_page_bytes,2026-08-08T01:23:49.654069Z,inventory:plants.ces.ncsu.edu,67,
07e803881fbd33ee2036b283,Aletris lutea,floral_structural_complexity,inflorescence_display,raceme,raceme_spike_panicle,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,NC State Extension Plant Toolbox,https://plants.ces.ncsu.edu/plants/aletris-lutea,"Aletris lutea (Yellow Colicroot, Yellow Colic-root) | North Carolina Extension Gardener Plant Toolbox",NC State Extension Plant Toolbox species page.,Raceme of 3/4 inch cylindrical yellow flowers on stalks 1'-3' tall.,f430302fb9858d4b053cb6a8,url:https://plants.ces.ncsu.edu/plants/aletris-lutea,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Aletris lutea,B,university_extension,plants.ces.ncsu.edu,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,fdd9ec206d8f267e4822560e2191dceb9940dd40784b805bdf33dcad899c078c,retrieved_original_species_page_bytes,2026-08-08T01:23:50.206824Z,inventory:plants.ces.ncsu.edu,68,
bf3c6c48f1e8b2f4b2b3ee6a,Amphicarpaea bracteata,floral_structural_complexity,flower_size_class,12–18 mm,small,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,Native Plant Trust Go Botany,https://gobotany.nativeplanttrust.org/species/amphicarpaea/bracteata,Amphicarpaea bracteata (American hog-peanut): Go Botany,Native Plant Trust. Go Botany species treatment.,Flower length: 12–18 mm,3994f5d271a8829c4a942eed,url:https://gobotany.nativeplanttrust.org/species/amphicarpaea/bracteata,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Amphicarpaea bracteata,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,e967451863f4a71add501113c7a4e5f275d2b10f07081c40835ccba12e53fa98,retrieved_original_species_page_bytes,2026-08-07T14:54:41.740352Z,inventory:gobotany.nativeplanttrust.org,152,
393ee5927d5a281e7af1fc9f,Anthyllis vulneraria,floral_structural_complexity,flower_size_class,11–15 mm,small,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,Native Plant Trust Go Botany,https://gobotany.nativeplanttrust.org/species/anthyllis/vulneraria,Anthyllis vulneraria (common kidney-vetch): Go Botany,Native Plant Trust. Go Botany species treatment.,Flower length: 11–15 mm,1101dac75e0a2924784ead1b,url:https://gobotany.nativeplanttrust.org/species/anthyllis/vulneraria,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Anthyllis vulneraria,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,6a443c0f7c12cb157a91ab7b5e21138f32ead8351d052937204e2e510da22c29,retrieved_original_species_page_bytes,2026-08-07T14:55:06.349313Z,inventory:gobotany.nativeplanttrust.org,194,
aafeda527be20553d3512652,Apios americana,floral_structural_complexity,flower_size_class,10–13 mm,small,medium,species_direct,targeted_support2_wave15_checkpoint_20260820,Native Plant Trust Go Botany,https://gobotany.nativeplanttrust.org/species/apios/americana,Apios americana (common ground-nut): Go Botany,Native Plant Trust. Go Botany species treatment.,Flower length: 10–13 mm,0551bee480f4aecb95c1cad9,url:https://gobotany.nativeplanttrust.org/species/apios/americana,canonical_url,master_accepted_name_and_family_exact,accepted_name_exact,Apios americana,B,specialist_regional_botanical_database,gobotany.nativeplanttrust.org,en,species_treatment_not_cultivar_limited,accepted_individual_source_backed_audit,6cf0371f08cc2b5f45faf214a943279913616646d99a3a53b9d534aac2efcc87,retrieved_original_species_page_bytes,2026-08-07T14:55:09.193633Z,inventory:gobotany.nativeplanttrust.org,199,
