source_name,family,traits,dataset_keys,source_rows
Cynanchum floribundum,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Cynanchum leptolepis,Apocynaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Cyperus betchei,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus clarus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus disjunctus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus filipes,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus gilesii,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus imbecillis,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus lhotskyanus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus pygmaeus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus rigidellus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus rupicola,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus sculptus,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus secubans,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyperus victoriensis,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Cyphanthera scabrella,Solanaceae,flower_primary_color,NHNSW_2014_2,1
Cyrtandra baileyi,Gesneriaceae,flower_primary_color,eFLOWER_Dun_2022,3
Dampiera adpressa,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Dampiera fusca,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Dampiera purpurea,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Dampiera scottiana,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Dampiera spicigera,Goodeniaceae,floral_symmetry,eFLOWER_2021,1
Dansiea elliptica,Combretaceae,flower_primary_color,eFLOWER_Dun_2022,2
Daphnandra apatela,Atherospermataceae,flower_primary_color,NHNSW_2014_2,1
Daphnandra johnsonii,Atherospermataceae,flower_primary_color,NHNSW_2014_2,1
Daphnandra melasmena,Atherospermataceae,flower_primary_color,NHNSW_2014_2,1
Daphnandra micrantha,Atherospermataceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_2021|eFLOWER_Dun_2022,7
Daphnandra tenuipes,Atherospermataceae,flower_primary_color,NHNSW_2014_2,1
Darwinia biflora,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia camptostylis,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia diminuta,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia fascicularis,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia glaucophylla,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia grandiflora,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia leptantha,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia peduncularis,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia procera,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Darwinia speciosa,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,2
Daviesia alata,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia arborea,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia buxifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia corymbosa,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia elliptica,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia mimosoides,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia nova-anglica,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia pubigera,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia suaveolens,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Daviesia villifera,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Delarbrea michieana,Myodocarpaceae,floral_symmetry,eFLOWER_2021,2
Dendrobium falcorostrum,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dendrobium melaleucaphilum,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dendrobium schneiderae,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Denhamia moorei,Celastraceae,flower_primary_color,NHNSW_2014_2,1
Dentella pulvinata,Rubiaceae,flower_primary_color,NHNSW_2014_2,1
Desmodiopsis campylocaulon,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Desmos goezeanus,Annonaceae,flower_primary_color,eFLOWER_Dun_2022,1
Deyeuxia affinis,Poaceae,flower_primary_color,NHNSW_2014_2,1
Deyeuxia monticola,Poaceae,flower_primary_color,NHNSW_2014_2,1
Dianella prunina,Hemerocallidaceae,flower_primary_color,NHNSW_2014_2,1
Dicarpidium monoicum,Malvaceae,flower_primary_color,eFLOWER_Dun_2022,3
Dichopogon capillipes,Asparagaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Dichromochlamys dentatifolia,Asteraceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,2
Dicksonia antarctica,Dicksoniaceae,flower_primary_color,NHNSW_2014_2,1
Dicksonia youngiae,Dicksoniaceae,flower_primary_color,NHNSW_2014_2,1
Dicrastylis lewellinii,Lamiaceae,flower_primary_color,NHNSW_2014_2,1
Dicrastylis verticillata,Lamiaceae,flower_primary_color,NHNSW_2014_2,1
Dielitzia tysonii,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Dielsiodoxa leucantha,Ericaceae,flower_primary_color,eFLOWER_Dun_2022,1
Dillwynia brunioides,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia crispii,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia parvifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia prostrata,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia ramosissima,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia rupestris,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia stipulifera,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dillwynia tenuifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Dinghoua globularis,Celastraceae,flower_primary_color,eFLOWER_Dun_2022,2
Dinosperma erythrococcum,Rutaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,6
Diocirea violacea,Scrophulariaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Diodia teres,Rubiaceae,flower_primary_color,NHNSW_2014_2,1
Diploglottis campbellii,Sapindaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Diplolaena drummondii,Rutaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,7
Diplopeltis huegelii,Sapindaceae,flower_primary_color,eFLOWER_Dun_2022,3
Dipodium atropurpureum,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dipodium punctatum,Orchidaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,5
Dipteracanthus australasicus,Acanthaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Dissocarpus paradoxus,Chenopodiaceae,flower_primary_color,eFLOWER_Dun_2022,1
Distimake davenportii,Convolvulaceae,flower_primary_color,eFLOWER_Dun_2022,1
Dithyrostegia amplexicaulis,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Diuris abbreviata,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris aequalis,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris bracteata,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris brevissima,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris chrysantha,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris dendrobioides,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris disposita,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris flavescens,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris goonooensis,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris praecox,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris secundiflora,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris semilunulata,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris striata,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris tricolor,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Diuris venosa,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia bowmanii,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia cucumerina,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia dolichophylla,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia fairfaxii,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia linguiformis,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia mortii,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia pugioniformis,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia schoenina,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia striolata,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia teretifolia,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Dockrillia toressae,Orchidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Dodonaea boroniifolia,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea camfieldii,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea falcata,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea heteromorpha,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea hirsuta,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea macrossanii,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea megazyga,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea microzyga,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea multijuga,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea peduncularis,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea petiolaris,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea pinnata,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea procumbens,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea rhombifolia,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea serratifolia,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea sinuolata,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea stenophylla,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea triangularis,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Dodonaea truncatiales,Sapindaceae,flower_primary_color,NHNSW_2014_2,1
Drabastrum alpestre,Brassicaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Dracophyllum sayeri,Ericaceae,flower_primary_color,eFLOWER_Dun_2022,2
Drakaea thynniphila,Orchidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Drummondita hassellii,Rutaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Dryadodaphne trachyphloia,Monimiaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Drymophila moorei,Luzuriagaceae,flower_primary_color,NHNSW_2014_2,1
Dubouzetia saxatilis,Elaeocarpaceae,flower_primary_color,eFLOWER_Dun_2022,2
Dunbaria rotundifolia,Fabaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Duperreya commixta,Convolvulaceae,flower_primary_color,NHNSW_2014_2,1
Dysoxylum fraserianum,Meliaceae,flower_primary_color,NHNSW_2014_2,1
Dysoxylum rufum,Meliaceae,flower_primary_color,NHNSW_2014_2,1
Dysphania platycarpa,Chenopodiaceae,flower_primary_color,NHNSW_2014_2,1
Dysphania truncata,Chenopodiaceae,flower_primary_color,NHNSW_2014_2,1
Ecdeiocolea monostachya,Ecdeiocoleaceae,floral_symmetry|flower_primary_color,eFLOWER_2021|eFLOWER_Dun_2022,3
Echinochloa esculenta,Poaceae,flower_primary_color,NHNSW_2014_2,1
Echinochloa inundata,Poaceae,flower_primary_color,NHNSW_2014_2,1
Echinochloa lacunaria,Poaceae,flower_primary_color,NHNSW_2014_2,1
Echinochloa microstachya,Poaceae,flower_primary_color,NHNSW_2014_2,1
Echinostephia aculeata,Menispermaceae,floral_symmetry,eFLOWER_Dun_2022,1
Eidothea zoexylocarya,Proteaceae,flower_primary_color,eFLOWER_Dun_2022,2
Einadia nutans,Chenopodiaceae,flower_primary_color,NHNSW_2014_2,1
Elachanthus pusillus,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Elacholoma prostrata,Phrymaceae,flower_primary_color,NHNSW_2014_2,1
Elaeocarpus grandis,Elaeocarpaceae,flower_primary_color,NHNSW_2014_2,1
Elaeocarpus holopetalus,Elaeocarpaceae,flower_primary_color,NHNSW_2014_2,1
Elaeocarpus williamsianus,Elaeocarpaceae,flower_primary_color,NHNSW_2014_2,1
Elatostema stipitatum,Urticaceae,flower_primary_color,NHNSW_2014_2,1
Elythranthera emarginata,Orchidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Embadium johnstonii,Boraginaceae,flower_primary_color,eFLOWER_Dun_2022,2
Emblingia calceoliflora,Emblingiaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Endiandra compressa,Lauraceae,flower_primary_color,NHNSW_2014_2,1
Endiandra crassiflora,Lauraceae,flower_primary_color,NHNSW_2014_2,1
Endiandra floydii,Lauraceae,flower_primary_color,NHNSW_2014_2,1
Endiandra hayesii,Lauraceae,flower_primary_color,NHNSW_2014_2,1
Endiandra virens,Lauraceae,flower_primary_color,NHNSW_2014_2,1
Enekbatus cryptandroides,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,2
Enneapogon cylindricus,Poaceae,flower_primary_color,eFLOWER_Dun_2022,1
Enneapogon gracilis,Poaceae,flower_primary_color,NHNSW_2014_2,1
Enydra woollsii,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Epacris apiculata,Ericaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Epacris breviflora,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris calvertiana,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris coriacea,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris crassifolia,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris decumbens,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris glacialis,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris gnidioides,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris hamiltonii,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris muelleri,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris pilosa,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris reclinata,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris rigida,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris robusta,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris sparsa,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epacris sprengelioides,Ericaceae,flower_primary_color,NHNSW_2014_2,1
Epitriche demissus,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Eragrostis laniflora,Poaceae,flower_primary_color,NHNSW_2014_2,1
Eremaea pauciflora,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,2
Eremophila bignoniiflora,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila bowmanii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila divaricata,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila duttonii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila freelingii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila gibbifolia,Scrophulariaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Eremophila gilesii,Scrophulariaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,6
Eremophila goodwinii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila latrobei,Scrophulariaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Eremophila mitchellii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila platycalyx,Scrophulariaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,5
Eremophila polyclada,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila scoparia,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila serrulata,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremophila sturtii,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Eremosyne pectinata,Escalloniaceae,floral_symmetry|flower_primary_color,eFLOWER_2021|eFLOWER_Dun_2022,6
Erichsenia uncinata,Fabaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Ericksonella saccharata,Orchidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Ericomyrtus drummondii,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,1
Erigeron bilbaoanus,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Erigeron conyzoides,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Eriocaulon australasicum,Eriocaulaceae,flower_primary_color,NHNSW_2014_2,1
Eriocaulon carsonii,Eriocaulaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Eriochiton sclerolaenoides,Chenopodiaceae,flower_primary_color,eFLOWER_Dun_2022,1
Eriochlamys squamata,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Erodiophyllum elderi,Asteraceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Erophila verna,Brassicaceae,flower_primary_color,NHNSW_2014_2,1
Erymophyllum glossanthus,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Eryngium expansum,Apiaceae,flower_primary_color,NHNSW_2014_2,1
Eryngium paludosum,Apiaceae,flower_primary_color,NHNSW_2014_2,1
Erythroxylum australe,Erythroxylaceae,flower_primary_color,NHNSW_2014_2,1
Ethuliopsis cunninghamii,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Etlingera australasica,Zingiberaceae,flower_primary_color,eFLOWER_Dun_2022,2
Eucalyptus abdita,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus absita,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus accedens,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus acies,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus acroleuca,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus adesmophloia,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus aequioperta,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus alatissima,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus albida,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus alipes,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus alligatrix,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus ammophila,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus ancophila,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus angustissima,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus annettae,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus annulata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus annuliformis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus apothalassica,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus aquatica,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Eucalyptus aquilina,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus arachnaea,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus arborella,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus arcana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus arenicola,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus argillacea,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus argutifolia,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus aridimontana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus armillata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus articulata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus aspersa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus aspratilis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus atrata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus aurifodina,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus baiophylla,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus balladoniensis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus banksii,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus baudiniana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus beaniana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus beardiana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus bensonii,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus beyeriana,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus blaxellii,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus boliviana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brachycalyx,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brandiana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brevifolia,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brevipes,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brockwayi,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus broviniensis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus brownii,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus buprestium,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus burdettiana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus burracoppinensis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cadens,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus caleyi,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus cambageana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus camfieldii,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus campanulata,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus campaspe,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus canescens,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus canobolensis,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus capillosa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus captiosa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus carnei,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus castrensis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus celastroides,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus ceracea,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cerasiformis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus ceratocorys,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cernua,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus chapmaniana,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus chartaboma,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus chloroclada,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus chlorophylla,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus clelandiorum,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus clivicola,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus codonocarpa,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,3
Eucalyptus cometae-vallis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus concinna,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus conica,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus conspicua,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus conveniens,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus coolabah,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus cooperiana,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus copulans,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Eucalyptus coronata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus corrugata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus corticosa,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus corynodes,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus creta,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cretata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus crispata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus croajingolensis,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus crucis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cunninghamii,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus cuprea,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cupularis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cyanophylla,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cyclostoma,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cylindriflora,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus cylindrocarpa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus dawsonii,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
Eucalyptus decipiens,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus decolor,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus decorticans,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus deflexa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus delicata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus densa,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus depauperata,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus desmondensis,Myrtaceae,flower_primary_color,Stephens_2024,1
Eucalyptus deuaensis,Myrtaceae,flower_primary_color,NHNSW_2014_2|Stephens_2024,2
