candidate_id,accepted_species,searched_name,page_id,family,wfo_taxon_id,wfo_accepted_usage_id,gbif_usage_key,gbif_accepted_usage_key,axis,trait_name,normalized_value,supporting_excerpt,source_url,page_content_sha256,name_match_method,cultivar_status
af0555fc4b9ef3054f4076c5,Bomarea multiflora,Bomarea caldasiana,1536,Alstroemeriaceae,wfo-0000761672,wfo-0000761806,2754211,2754207,floral_structural_complexity,floral_form,funnel_trumpet,"Leaves narrow, oblong; Flowers funnel-shaped in rounded clusters, bright red to orange colour; Fruit lobed, bright red fruit.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1536&cat=13,3b409cee72bbaa3e2c2dc779ae8cbd8eaa650d122546cc98245c1b70f4ec3d2a,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
fd9de740c2c8568305bf16e2,Calanthe mishmensis,Phaius mishmensis,13436,Orchidaceae,wfo-0000268062,,2836505,12215263,flower_colour,flower_primary_color,red_pink|yellow_orange,"Herbs; Pseudobulbs naked below; Leaves elliptic- lanceolate, acute; Flowers rose coloured ; spur yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13436&cat=13,d3a03c63199fd1fe27eadca0b75907bb0c0efc00cc6f27d00e36926c557864dd,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
897fb7970925e7c876b01882,Calanthe woodfordii,Phaius flavus,13435,Orchidaceae,wfo-0000268002,,2836572,12184376,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,"Herbs; Pseudo bulbs ovoid cylindric; Leaves 4 - 6, elliptic to lanceolate, plicate; Flowers yellow 'with darker stripes ; terminal lobe of lip brown.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13435&cat=13,f459a403843d0b7288f49c710261c2f749028f42fdccd4dd7befb92baa39aa47,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
86bb7785e3f6efd8eb7cea53,Cleisostomopsis filiformis,Seidenfadeniella filiformis,10709,Orchidaceae,wfo-0000309167,wfo-1000031420,2817348,11013072,flower_colour,flower_primary_color,red_pink|yellow_orange,Flowers orange with red striations,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=10709&cat=13,bff0634740a1289002552a60fce1c23ccfcdfb4b37158cb41415c94fe4fb2d62,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
35db45ac5f32b8b00f7e8410,Codiocarpus andamanicus,Gomphandra andamanica,5444,Stemonuraceae,wfo-0000705335,wfo-0000613985,3597020,3596719,flower_colour,flower_primary_color,white,"Flowers white , in compact cymes, axillary or form the scars of the fallen leaves; petals 5 lanceolate; stamens glabrous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=5444&cat=13,1b9f5cf23223da6a2f2e82feffc5cdb466e93f8fc64e2e628d35da4c3ef5efc6,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
6268228259ee666794d48579,Codiocarpus andamanicus,Gomphandra andamanica,5444,Stemonuraceae,wfo-0000705335,wfo-0000613985,3597020,3596719,floral_structural_complexity,inflorescence_display,umbel_corymb,"Flowers white , in compact cymes, axillary or form the scars of the fallen leaves; petals 5 lanceolate; stamens glabrous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=5444&cat=13,1b9f5cf23223da6a2f2e82feffc5cdb466e93f8fc64e2e628d35da4c3ef5efc6,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
0311478de088312548a4a23f,Coelogyne tricallosa,Panisea tricallosa,13994,Orchidaceae,wfo-0000263804,wfo-1000026438,2784133,12208886,flower_colour,flower_primary_color,yellow_orange,"Epiphytic herbs; Pseudobulbs oblique, adpressed to rhizomes; Leaves elliptic-lanceolate, puberulous in both surfaces; Scapes shorter than leaves; Flowers solitary, pale-yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13994&cat=13,e21c07a26e2d5b82382144a14daec5411a1fb1364967f3f252a8498812b3b24d,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
f7263aa8e3fb2a211850cca3,Cryptochilus strictus,Eria stricta,13371,Orchidaceae,wfo-0000953519,wfo-0001424727,2796795,10756396,flower_colour,flower_primary_color,red_pink|white|yellow_orange,"Epiphytes; Pseudobulbs crowded, cylindric; Leaves 2, oblong-elliptic, sessile; Flowers white flushed with pink, column yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13371&cat=13,cbac112fdb2e00f050903a15daefd7726b5cdf4a307c705ce886c61d59e20a4a,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
b6adf7f70dd72366f2fd6ded,Decalobanthus mammosus,Merremia mammosa,14451,Convolvulaceae,wfo-0000837529,wfo-0001424429,5548972,9504389,flower_colour,flower_primary_color,white,"Large twiners on tall trees; younger parts hairy; Leaves ovate, cordate; Flowers in axillary, corymbose cymes, white; Capsules globose.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14451&cat=13,773b82f5b2b4eb4ad65c39389ceca129edd07426d6fdb17b872e5272b6585e17,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
150cfc25d4b7baf7708d12da,Decaneuropsis vagans,Vernonia vagans,13741,Asteraceae,wfo-0000022978,wfo-0000049462,5397498,4239477,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Rambling, woody climbers, with terete-striate, angulate, sparsely pubescent branches; Leaves petioled, elliptic-lanceolate, ovate, acute, cuneate or acute at base, margins quite entire, glabrous or sparsely puberulous on both surfaces; Heads 5-10 flowered, in terminal, leafy panicles; Involucral bracts few-seriate, linear-lanceolate or ovate, acute, obtuse, glabrous outside, with scarious margins; Florets white; Achenes 10-ribbed, compressed, glandular-pilose or glabrous; Pappus red, outer hairs few, paleaceous, deciduous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13741&cat=13,8cdb8208f774491465075e4c17d4032c5942d3c14c1afa14a70c08355e3df1d0,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
6baf0457cf9c63bbb05e8d61,Dendrolirium tomentosum,Eria tomentosa,13958,Orchidaceae,wfo-0000953554,wfo-0000917587,2815758,6315486,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Epiphytic herbs; Pseudobulbs ovoid; Leaves 3-4, elliptic-oblong; Flowers in terminal raceme, brown, tomentose; rachis brown villous; Lip oblong, 3-lobed, strongly nerved.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13958&cat=13,f2678cbaeb2b703ac67e8e159affa926be1c92755fcbcbff58f1f0b789885159,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
b5dbb65081e587e1b7d57866,Dichanthium foveolatum,Eremopogon foveolatus,4419,Poaceae,wfo-0000868733,wfo-0000863574,4138097,4133054,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,"Perennial grass; Leaves long, slender; Flowers small, yellow-green spikelet with a single floret; Seed small, dark brown caryopsis.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=4419&cat=13,d99e38098d3d11b7034b7e6f1132df1e4429225dbec263645468d43e9f86457b,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
c5e68b2fb81a3e895e361413,Dichocarpum adiantifolium,Isopyrum adiantifolium,6590,Ranunculaceae,wfo-0000732776,wfo-0000645551,5616016,7277419,flower_colour,flower_primary_color,white,"Flowers in dichasium, actinomorphic, without spur, white; sepals pelaloid.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=6590&cat=13,88f7ef2719ae303f30ae254f43fffef49df03b37269852f3848730044d1818b0,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
6be306e732bfd6ba39ae3616,Dicliptera fera,Peristrophe fera,14453,Acanthaceae,wfo-0001041567,wfo-0000746413,3777506,7877632,flower_colour,flower_primary_color,blue_purple|red_pink,"Erect, spreading herbs; Leaves ovate-lanceolate; petioles long, acuminate at apex, more or less pubescent; Flowers rose or purple; Capsules ellipsoid, stalked, 4-seeded.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14453&cat=13,0698b4039afb03a80969a02ea1deac7a42aebf3d843394ac9b6f6cf9c9d898b8,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
20b323e0ebf6fc5fc3d6df3a,Diospyros toposia,Diospyros racemosa,3957,Ebenaceae,wfo-0000649617,wfo-0000649863,4070193,7295871,flower_colour,flower_primary_color,white,"Medium sized trees, much branched; Leaves oblong-acuminate, coriaceous, glabrous; Flowers in short peduncled cymes, white; calyx irregularly lobed, persistent; Fruits subsessile, ellipsoid or subglobose, villous, 1-4 -seeded.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=3957&cat=13,0d62f7ec56e054e2c5e97695e6404d6061a129ffac3e2370d491b51b452e577f,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
bd77555c1975e0252d934dab,Dipterocarpus alatus,Dipterocarpus incanus,4000,Dipterocarpaceae,wfo-0000651349,wfo-0000651281,4096984,4096596,flower_colour,flower_primary_color,red_pink|white|yellow_orange,"Flowers white or yellowish-white, with a light crimson streak down the centre.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=4000&cat=13,3d5720cc80c2b924685b53f109899ff3565c22a68f8cae0b93f248b60782cb8d,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
a8091d5d134245933569e9f4,Dipterocarpus grandiflorus,Dipterocarpus griffithii,3999,Dipterocarpaceae,wfo-0000651341,wfo-0000651338,4097081,7685317,flower_colour,flower_primary_color,red_pink|white,"Flowers handsome, petals 2 in. long, white with dark crimson down the centre.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=3999&cat=13,233cec1db55f0909d437126cc0fe36be32d48a3cdf1f3eb2d69bafb9ae5224a5,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
34b3e4040ed6b19b1d46cbad,Elaeodendron paniculatum,Cassine paniculata,2223,Celastraceae,wfo-0000589493,wfo-0000664998,3792248,3791326,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,Flowers greenish-yellow; petals spathulate.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=2223&cat=13,205517c3c70a19eb767eeb6ab22fd39b71a3f278a0e955bcae0c6c583b6c1734,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
8a9c1ab6ae272d70307b5a6e,Eriocapitella vitifolia,Anemone vitifolia,689,Ranunculaceae,wfo-0000535911,wfo-0000674278,7276828,3925297,flower_colour,flower_primary_color,red_pink|white,"Flowers pinkish white, pubescent outside.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=689&cat=13,ab90cfa24d8207b7d66babc4a4f9f0993d9086a3c09c2a7496ed3f76d13c3f53,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
536a9a33a400d19a72e2d880,Erythranthe nepalensis,Mimulus nepalensis,7885,Phrymaceae,wfo-0001136540,wfo-0001333277,7333147,7956125,flower_colour,flower_primary_color,yellow_orange,"Prostrate herbs, up to 25 cm long; Leaves ovate, coarsely serrate; Flowers axillary, solitary, yellow; pedicels usually longer than leaves; Capsules ovate-lanceolate.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=7885&cat=13,ead3eb7be563fcfad33b7c9ee3b07ab3f15fe8e74e2ab9ea9a817f1a4b3e39ec,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
08bc093fc458f2c1d6fc346f,Globba pendula,Globba siamensium,13498,Zingiberaceae,wfo-0000430671,wfo-0000430624,2757923,7227371,flower_colour,flower_primary_color,blue_purple|yellow_orange,"Perennial herbs; Leaves oblong, caudate; Branches and rhachis slender; Flowers yellow tinged with lilac smaller corolla tube; Capsules cylindric smooth.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13498&cat=13,602a174c66a5a82242ca75515ac4a1a9e5ec1494c4b4bbb20013c99f365dbf32,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
abe673d2e6e0df655b09640c,Goniothalamus macranthus,Melodorum macranthum,7719,Annonaceae,wfo-0000372521,wfo-0000706518,5407035,3154527,flower_colour,flower_primary_color,green_brown_inconspicuous,"Flowers greenish, in fascicles of 1-3 on the branchlets below the leaves; outer petals linear-lanceolate, up to 5 in. long, the inner 1-1.5 in. long.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=7719&cat=13,f1cc645fa5b65d309da2ed0c85ec0fa22269c74a5031fcd5d2b1ebaab742d912,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
e209172fac4b35fcfb895cce,Gonostegia triandra,Pouzolzia hirta,9604,Urticaceae,wfo-0001143266,wfo-0000707103,7300708,4100795,flower_colour,flower_primary_color,green_brown_inconspicuous,"Flowers brownish in axillary, sessile clusters with strigose, grey, hooked hairs; Achenes ellipsoid, dull black.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9604&cat=13,aae08714d1d6c81b9f916a021f0d95e2b8118a1c17a5d981cbbdbfcbe9b38baf,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
45f30102ccef037da96394a9,Haplanthus laxiflorus,Andrographis laxiflora,14520,Acanthaceae,wfo-0000534052,wfo-0001347593,7263257,9559369,flower_colour,flower_primary_color,blue_purple|red_pink,"Perennial, trailing herbs, 30-60 cm tall; Leaves ovate or lanceolate, glabrous or pubescent on nerves; Flowers in lax, simple or compound spikes, very small, pink-violet; Capsules pubescent, ultimately glabrous, 6-12 seeded.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14520&cat=13,4a239e090c1fc3a597cb06703e984ecdf3a63d7b6a4689627bfb7ce095ede84e,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
e8e7d30025ffc60d9ed108d2,Hepatica falconeri,Anemone falconeri,14763,Ranunculaceae,wfo-0000535278,wfo-0001273767,3926529,7709237,flower_colour,flower_primary_color,white,"Softly hairy herb; Radical leaves; Flowers white; Achenes oblong, angled, silky",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14763&cat=13,bbce77398becce862e0dd598d942cd6aa50739357b6a77bdd262da95f33cede3,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
c07952a1f3f16c656b83b04b,Hoya verticillata,Hoya parasitica,5997,Apocynaceae,wfo-0000725442,wfo-0001102114,7311847,7311750,flower_colour,flower_primary_color,blue_purple|red_pink|white,"Tall climbers; stem and branches stout, glabrous; Leaves very variable, thickly fleshy or coriaceous, ovate-elliptic or lanceolate, acute or acuminate; Inflrorescence axiliary or terminal, dcense umbel; Flowers white, centre purplish; corona pinkish, lobes lanceolate; Follicles long, straight, glabrous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=5997&cat=13,bb2e0ba84e926ccd232261b64b8405a689de15e37f28e5302afbe997b68edc8d,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
03149933999b9a9c3def13f3,Hubera cerasoides,Polyalthia cerasoides,9395,Annonaceae,wfo-0000393728,wfo-0001342035,3648228,7891136,flower_colour,flower_primary_color,green_brown_inconspicuous|white,"2-7 m high with spreading crown; Leaves oblong-lanceolate; Flowers solitary on axillary tubercles, 0.8-1.2 cm across, greenish white; Fruits ellipsoid or ovoid, dark red when ripe",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9395&cat=13,bb71a4e71aa13d155161f878776938e4fcad6f69a5882900277d3d70036050f1,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
fa9e5c20c8ca65d1fb353cba,Hydnocarpus castaneus,Hydnocarpus anthelminthicus,6023,Achariaceae,wfo-0001242709,wfo-0001327571,3878293,3878251,flower_colour,flower_primary_color,green_brown_inconspicuous|white,"Flowers greenish-white, fragrant, in fascicles from the scars of the fallen leaves.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=6023&cat=13,44a4caf86ab5e374ada24eff7327e8a0fb6446679f942a0e32c38e040c063dec,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
8aeb338e2e492d895fb5988c,Isodon repens,Rabdosia repens,14549,Lamiaceae,wfo-0000294150,wfo-0000217950,5607076,5608869,flower_colour,flower_primary_color,white,"Small herbs; lower parts often prostrate, pubescent or villous; Leaves ovate to suborbicular, sparsely hairy; Flowers in terminal or axillary racemes, white; Nutlets broadly oblong, minute.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14549&cat=13,13aa9dd7a41dc2d5428507b96e54e25f8ca60277c31f6b53289bacde3fd4142b,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
68899126c407405e988e5ec0,Kayea assamica,Mesua assamica,12733,Calophyllaceae,wfo-0001219666,wfo-0001219663,3712257,3714492,flower_colour,flower_primary_color,white,"Evergreen Tree, 10-20 m high, branches yellowish; Leaves ovate or elliptic-lanceolate; Flowers in axillary or terminal fascicled panicles, white; Fruits globose, depressed.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12733&cat=13,41a4613b915ff59545a08014f53c7ad6e885db38cc6e59d995c05e13b88b4db9,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
6e3ff376e262e44c6368c938,Kayea assamica,Mesua assamica,12733,Calophyllaceae,wfo-0001219666,wfo-0001219663,3712257,3714492,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Evergreen Tree, 10-20 m high, branches yellowish; Leaves ovate or elliptic-lanceolate; Flowers in axillary or terminal fascicled panicles, white; Fruits globose, depressed.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12733&cat=13,41a4613b915ff59545a08014f53c7ad6e885db38cc6e59d995c05e13b88b4db9,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
11651444832eb41d38bfb69f,Litsea khasyana,Litsea meissneri,12766,Lauraceae,wfo-0000365816,wfo-0000365726,4182647,4183445,flower_colour,flower_primary_color,yellow_orange,"Small or medium sized trees, up to 15 m high; younger parts sparsely pubescent; Leaves oblong-Ianceolate to oblong-elliptic; Flowers in umbellule heads, yellowish, pubescent; Fruits globose, depressed.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12766&cat=13,9b5187d8dc7ebca5d2e289b8ae27322d5a3f06afa962503c3e2bb200c31027d2,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
cd6d3ea3b9f8d591bfc63c81,Lysimachia tetragona,Lysimachia alternifolia,7453,Primulaceae,wfo-0000442605,,4006230,4005107,flower_colour,flower_primary_color,yellow_orange,"Pubescent or slightly hairy herbs; Flowers yellow, solitary, axillary.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=7453&cat=13,63482a281a50c8e9bc6a04a2227ccccd680b9fff47da5887f2fb3aa7d3e8cc68,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
c81a00507b532b61d3eb71c8,Mackaya neesiana,Asystasia neesiana,14594,Acanthaceae,wfo-0000555228,wfo-0000371187,3774892,5574031,flower_colour,flower_primary_color,red_pink,"Undershrubs; branches spreading; Leaves large, broadly elliptic, acute, sparingly pubescent, lower long petiolate, uppermost sessile; Flowers in elongate, very lax, pubescent racemes, pink; Capsules pubescent, 4-seeded.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14594&cat=13,e9ff484cdf18457200999df7e64dbad6735df6fcf0b952a31b84c288664b92f2,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
ac5a1c114a35689c79b41667,Macrosolen avenis,Loranthus hypoglaucus,14596,Loranthaceae,wfo-0000366126,wfo-0001074985,5638717,5639192,flower_colour,flower_primary_color,red_pink,"Shrubs; Leaves lanceolate or elliptic-Ianceolate, glabrous, glaucous beneath; Flowers in axillary, short peduncled racemes, red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14596&cat=13,0ee83b770040ff1606cbeabdd039a852b24ffa1091db99192fa90a8991ee73a9,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
ebfd8980e941156c35ff0f7b,Magnolia baillonii,Michelia baillonii,7812,Magnoliaceae,wfo-0000242697,wfo-0000233010,5939121,3153077,flower_colour,flower_primary_color,white,"Flowers axillary, solitary, ca 3 cm across, pale white.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=7812&cat=13,4a23337e875e0835dfb471d1425941fe64334ae29318ec1dbac37803a0926013,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
946836fd8a297c87e99ac761,Mappianthus hookerianus,Iodes hookeriana,12836,Icacinaceae,wfo-0000731865,wfo-0000373815,5529372,7426132,flower_colour,flower_primary_color,white,"Large climbing shrubs; Leaves obovate, pilose beneath; Flowers in axillary cymes, white; Drupes ellipsoid, orange red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12836&cat=13,f837101286c5bb01eceff6e68a9c34dff223caa6cd83aa825cab0a8c9aaf99df,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
3baba8c9dd2836950b1b87a0,Microcos calophylla,Grewia calophylla,5505,Malvaceae,wfo-0000709809,wfo-0000451538,4260842,4260298,flower_colour,flower_primary_color,white,"Flowers's cream-colored, with a pungent smell and arranged in terminal few-flowered panicles; stamens deep-yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=5505&cat=13,5d2dd617bfe629dd0f1a33dc62393d96d918ef53f518ab6e3385274971f6d68c,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
4736543a793538bfcfd86713,Morella esculenta,Myrica esculenta,8057,Myricaceae,wfo-0001229003,,5565387,3745012,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,"Small trees, 5-15 m high; Leaves terminally crowded, oblanceolate-elliptic, glabrous, pale to rust coloured beneath; Flowers in panicles, minute, unisexual, greenish yellow; Fruits ovoid-oblong, tubercled, green to red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=8057&cat=13,5e88e71512bfee9c72c134e60c78e8b409a50e55713fab7a116ee8e489ff67c9,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
9b719c672364292bc49a1fed,Narenga fallax,Saccharum fallax,10292,Poaceae,wfo-0000896591,wfo-0000881134,4134804,4148471,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,Culms 2.4-3 m and 1.5-1.8 cm dia.; rusty tomentose below the large panicle,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=10292&cat=13,779077005ccb2089065565717fd633f0f0f98d6caf282cb5e385f860497c6205,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
