candidate_id,accepted_species,family,page_id,revision_id,revision_timestamp,axis,trait_name,normalized_value,supporting_excerpt,page_title,source_url,citation,page_content_sha256,cultivar_status
405bb6b7695b98c2e9a8e7b8,Croton antanosiensis,Euphorbiaceae,109822,172490,2014-11-14T20:45:08Z,flower_colour,flower_primary_color,white|yellow_orange|green_brown_inconspicuous,"Flowers unisexual, 5-merous, regular, white ; male flowers with pedicel up to 1.5 mm long, sepals triangular, yellowish brown, petals obovate to spoon-shaped, stamens 10–11, free, white",Croton antanosiensis (PROTA),https://plantuse.plantnet.org/en/Croton_antanosiensis_(PROTA),"Schmelzer, G.H., 2007. Croton antanosiensis Leandri. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",d76969cb1e9f3e858a43a1552b559304d7ac231962ce190982214848f3903e03,wild_or_species_level_monograph_not_cultivar_limited
9270d885a1029434f678d23c,Croton barorum,Euphorbiaceae,109824,172502,2014-11-14T21:01:55Z,flower_colour,flower_primary_color,white,"Flowers unisexual, 5-merous, white",Croton barorum (PROTA),https://plantuse.plantnet.org/en/Croton_barorum_(PROTA),"Schmelzer, G.H., 2007. Croton barorum Leandri. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",725c71476090d698bd89c0748a6cc8ed2efc87f76c3f6be7159a65f01e2d44d0,wild_or_species_level_monograph_not_cultivar_limited
c3410c1018f81e6efee636b1,Croton decaryi,Euphorbiaceae,109825,172503,2014-11-14T21:07:12Z,flower_colour,flower_primary_color,white,"Flowers unisexual, 5-merous, regular, white",Croton decaryi (PROTA),https://plantuse.plantnet.org/en/Croton_decaryi_(PROTA),"Schmelzer, G.H., 2007. Croton decaryi Leandri. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",acbf578a5d97a222c869ea52c3c36370350936d55d501eef782c2b18e0556b89,wild_or_species_level_monograph_not_cultivar_limited
8c87dcced33468c98cb8d58e,Croton mauritianus,Euphorbiaceae,109831,172529,2014-11-26T17:41:33Z,flower_colour,flower_primary_color,white,"Flowers unisexual, regular, 5-merous, white",Croton mauritianus (PROTA),https://plantuse.plantnet.org/en/Croton_mauritianus_(PROTA),"Schmelzer, G.H., 2007. Croton mauritianus Lam. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",cd0e66863d621c2a590ea64d898c6bb22314a989d08befe3f9a962d8cf2c7e8f,wild_or_species_level_monograph_not_cultivar_limited
d06e6bcd5ed0df75fd3b60a8,Croton megalocarpus,Euphorbiaceae,109832,329459,2019-09-09T16:23:20Z,flower_colour,flower_primary_color,yellow_orange,"*Flowers unisexual, regular, 5-merous, yellowish",Croton megalocarpus (PROTA),https://plantuse.plantnet.org/en/Croton_megalocarpus_(PROTA),"Maroyi, A., 2010. Croton megalocarpus Hutch. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",9e33af5586434d5142f145257c51d9e9360f6fa2e2d49f0f32833473d7d7465f,wild_or_species_level_monograph_not_cultivar_limited
469d37e8f2644182c4d5281d,Croton mongue,Euphorbiaceae,109835,329465,2019-09-09T17:16:36Z,flower_colour,flower_primary_color,white|yellow_orange,"*Flowers unisexual, regular, 5-merous, yellowish to creamy white, with valvate sepals, imbricate petals and free disk glands",Croton mongue (PROTA),https://plantuse.plantnet.org/en/Croton_mongue_(PROTA),"Lemmens, R.H.M.J. & Louppe, D., 2010. Croton mongue Baill. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",e12f13e9d5bd520d5b10281646907571192cf991f8150aa0fe768fb47de2f31e,wild_or_species_level_monograph_not_cultivar_limited
82272a762693d97df17fb7c3,Croton nitidulus,Euphorbiaceae,109838,172571,2014-11-27T11:34:02Z,flower_colour,flower_primary_color,red_pink|white|yellow_orange|green_brown_inconspicuous,"Flowers unisexual, regular, 5-merous, white to pale yellow ; male flowers with short pedicel, sepals whitish green, stamens 13–16, free ; 2 cm long, sepals enlarging in fruit, petals tiny, linear, ovary superior, 3-lobed, with reddish scales, 3-celled, styles 3, several times 2-fid at apex, orange.",Croton nitidulus (PROTA),https://plantuse.plantnet.org/en/Croton_nitidulus_(PROTA),"Schmelzer, G.H., 2007. Croton nitidulus Baker. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",534f39e93593d7e777bb463a40b2947bbf43d0fc9397bc1fe926e86c90a99cf7,wild_or_species_level_monograph_not_cultivar_limited
97adb6a629dfff07cbe36980,Cryptosepalum staudtii,Fabaceae,109849,329480,2019-09-09T20:58:27Z,flower_colour,flower_primary_color,white,"*Flowers bisexual, zygomorphic, whitish, with 2 concave bracteoles 5–6 mm long, enclosing bud, persistent",Cryptosepalum staudtii (PROTA),https://plantuse.plantnet.org/en/Cryptosepalum_staudtii_(PROTA),"Cobbinah, J.R. & Obeng, E.A., 2011. Cryptosepalum staudtii Harms. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",ad23bec75ed02d43612b8c7aa27c00fdafb3753ab530d5a86d51ab425869682b,wild_or_species_level_monograph_not_cultivar_limited
be7750b4bacda4e444ee360e,Cussonia zimmermannii,Araliaceae,109870,329488,2019-09-10T08:19:11Z,flower_colour,flower_primary_color,white|green_brown_inconspicuous,"*Flowers bisexual, regular, usually 5-merous, 4–8 mm in diameter, greenish white",Cussonia zimmermannii (PROTA),https://plantuse.plantnet.org/en/Cussonia_zimmermannii_(PROTA),"Lemmens, R.H.M.J., 2009. Cussonia zimmermannii Harms. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",4e5469b3ac080afd619ad038b1522e8cdee95d5c75168249df7f62b1c7633f5f,wild_or_species_level_monograph_not_cultivar_limited
8a0844b7394738083ec6e5f5,Cynometra madagascariensis,Fabaceae,109883,329507,2019-09-10T11:16:41Z,flower_colour,flower_primary_color,white,"*Flowers bisexual, nearly regular, whitish",Cynometra madagascariensis (PROTA),https://plantuse.plantnet.org/en/Cynometra_madagascariensis_(PROTA),"Lemmens, R.H.M.J., 2011. Cynometra madagascariensis Baill. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",6b5a32189d871fdf56f87c0da6e180bd1de597d298040dee3165eb7ded354158,wild_or_species_level_monograph_not_cultivar_limited
c300321b964047b31e2fd33c,Dais cotinifolia,Thymelaeaceae,109897,175194,2015-03-03T16:52:58Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular, lilac, pink or white, fragrant",Dais cotinifolia (PROTA),https://plantuse.plantnet.org/en/Dais_cotinifolia_(PROTA),"Brink, M., 2009. Dais cotinifolia L. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",5626644b5eb11ba4f1edc5d1f6868f62219feeeac1dbb2f29a9e9ea9e342e1c5,wild_or_species_level_monograph_not_cultivar_limited
46e65ac553bdcb6f7a33a629,Dais cotinifolia,Thymelaeaceae,109897,175194,2015-03-03T16:52:58Z,floral_structural_complexity,inflorescence_display,composite_display,"Inflorescence a dense terminal head up to 4 cm in diameter, 20–60-flowered",Dais cotinifolia (PROTA),https://plantuse.plantnet.org/en/Dais_cotinifolia_(PROTA),"Brink, M., 2009. Dais cotinifolia L. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",5626644b5eb11ba4f1edc5d1f6868f62219feeeac1dbb2f29a9e9ea9e342e1c5,wild_or_species_level_monograph_not_cultivar_limited
511a843d912d0fe2bbef9194,Dais glaucescens,Thymelaeaceae,109898,175195,2015-03-03T16:53:00Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular, 15–18 mm long, white hairy, orange to yellow-orange",Dais glaucescens (PROTA),https://plantuse.plantnet.org/en/Dais_glaucescens_(PROTA),"Brink, M., 2009. Dais glaucescens Decne. ex C.A.Mey. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",a61f16cb6de26e194d5e85890af24b51e6ec48c18efc10b6a1b9d5601e9a3160,wild_or_species_level_monograph_not_cultivar_limited
a6e5a4067df2bba7e0d80dfd,Dais glaucescens,Thymelaeaceae,109898,175195,2015-03-03T16:53:00Z,flower_colour,flower_primary_color,white|yellow_orange,"Flowers bisexual, regular, 15–18 mm long, white hairy, orange to yellow-orange",Dais glaucescens (PROTA),https://plantuse.plantnet.org/en/Dais_glaucescens_(PROTA),"Brink, M., 2009. Dais glaucescens Decne. ex C.A.Mey. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",a61f16cb6de26e194d5e85890af24b51e6ec48c18efc10b6a1b9d5601e9a3160,wild_or_species_level_monograph_not_cultivar_limited
c7e5e6d858dad67750f68700,Dais glaucescens,Thymelaeaceae,109898,175195,2015-03-03T16:53:00Z,floral_structural_complexity,inflorescence_display,composite_display,"Inflorescence a dense head, 10–12-flowered",Dais glaucescens (PROTA),https://plantuse.plantnet.org/en/Dais_glaucescens_(PROTA),"Brink, M., 2009. Dais glaucescens Decne. ex C.A.Mey. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",a61f16cb6de26e194d5e85890af24b51e6ec48c18efc10b6a1b9d5601e9a3160,wild_or_species_level_monograph_not_cultivar_limited
e95ea1f107cd03ac0551c082,Dalbergia chapelieri,Fabaceae,109900,199229,2015-10-16T20:37:39Z,flower_colour,flower_primary_color,red_pink|white,"corolla whitish, often reddish tinged, with broadly elliptical standard and clawed wings and keel",Dalbergia chapelieri (PROTA),https://plantuse.plantnet.org/en/Dalbergia_chapelieri_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia chapelieri Baill. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",216fa8613b46c4a7cc8120d516496b4c423d8a7d2b237c2a1d78d8b047728433,wild_or_species_level_monograph_not_cultivar_limited
803f2694d7d57c2b73a47709,Dalbergia chlorocarpa,Fabaceae,109901,199230,2015-10-16T20:44:22Z,flower_colour,flower_primary_color,white,"corolla whitish, with broadly obovate to violin-shaped standard and clawed wings and keel",Dalbergia chlorocarpa (PROTA),https://plantuse.plantnet.org/en/Dalbergia_chlorocarpa_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia chlorocarpa R.Vig. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",6347824710954a33884704ed9e4dcec0824dcea8ae16a619a4f054e8e89ae9af,wild_or_species_level_monograph_not_cultivar_limited
a90d2bf66865ab9e8209c292,Dalbergia greveana,Fabaceae,109902,199231,2015-10-16T20:49:49Z,flower_colour,flower_primary_color,white,"corolla whitish becoming cream-coloured, with broadly obovate to violin-shaped standard and clawed wings and keel",Dalbergia greveana (PROTA),https://plantuse.plantnet.org/en/Dalbergia_greveana_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia greveana Baill. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",4df3bf2b75ba1eb947de00fbf0d0a44f2a76c942d872be3d4a7a1642d8551066,wild_or_species_level_monograph_not_cultivar_limited
9efd873275a7fd0c56aa5cdc,Dalbergia hildebrandtii,Fabaceae,109903,199232,2015-10-16T20:58:44Z,flower_colour,flower_primary_color,white,"corolla whitish, with broadly obovate to violin-shaped standard and clawed wings and keel",Dalbergia hildebrandtii (PROTA),https://plantuse.plantnet.org/en/Dalbergia_hildebrandtii_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia hildebrandtii Vatke. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",1cfb410624e5394e426d0e437106aacbc49da7afea66cb87072ed5bc2d9ddbff,wild_or_species_level_monograph_not_cultivar_limited
f385a28e975f2094e5aa012e,Dalbergia louvelii,Fabaceae,109905,325965,2017-03-19T20:30:49Z,flower_colour,flower_primary_color,white,"corolla whitish, with almost circular standard and clawed wings and keel",Dalbergia louvelii (PROTA),https://plantuse.plantnet.org/en/Dalbergia_louvelii_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia louvelii R.Vig. [Internet] Record from PROTA4U. Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",7950c3d99501b33e2a6e06c7d96280e12b2e1e42d51f2701c220f61735f3d30f,wild_or_species_level_monograph_not_cultivar_limited
50d9d4207c71d62edd0f5817,Dalbergia madagascariensis,Fabaceae,109906,199234,2015-10-19T16:35:41Z,flower_colour,flower_primary_color,white,"corolla whitish, with broadly obovate to violin-shaped standard and clawed wings and keel",Dalbergia madagascariensis (PROTA),https://plantuse.plantnet.org/en/Dalbergia_madagascariensis_(PROTA),"Lemmens, R.H.M.J., 2007. Dalbergia madagascariensis Vatke. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",d0fb9f67f5193acdad89cb6ed3544b3df9d73a1621a77f1c9c23e84445104c49,wild_or_species_level_monograph_not_cultivar_limited
35e893eabb77c5d72899a599,Dalbergia purpurascens,Fabaceae,109911,199239,2015-10-19T19:23:10Z,flower_colour,flower_primary_color,white,"corolla whitish, with broadly obovate to violin-shaped standard and clawed wings and keel",Dalbergia purpurascens (PROTA),https://plantuse.plantnet.org/en/Dalbergia_purpurascens_(PROTA),"Lemmens, R.H.M.J., 2008. Dalbergia purpurascens Baill. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",fb08176d77c9efb2d0f2f1250f0ec0bf7e4aa4b114498d151db1ed006f697eda,wild_or_species_level_monograph_not_cultivar_limited
be729d6e5872ae7b06a46b92,Dalbergia trichocarpa,Fabaceae,109913,199241,2015-10-19T19:42:37Z,flower_colour,flower_primary_color,white|yellow_orange,"corolla whitish to creamy-yellow, with broadly obovate to violin-shaped standard and slightly clawed wings and keel",Dalbergia trichocarpa (PROTA),https://plantuse.plantnet.org/en/Dalbergia_trichocarpa_(PROTA),"Lemmens, R.H.M.J., 2008. Dalbergia trichocarpa Baker. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",abcceb9d719bfda4fb65a8210737610ccc5705b5bd712be31b0fe39b901afa73,wild_or_species_level_monograph_not_cultivar_limited
d6c64f08796aef44fbd4afa2,Danais ligustrifolia,Rubiaceae,109915,198770,2015-09-11T18:20:49Z,flower_colour,flower_primary_color,white|yellow_orange|green_brown_inconspicuous,"corolla tubular, tube funnel-shaped, up to 4.5 mm long, greenish white, hairy in throat, lobes oblong, up to 2 mm long, yellow-orange",Danais ligustrifolia (PROTA),https://plantuse.plantnet.org/en/Danais_ligustrifolia_(PROTA),"Jansen, P.C.M., 2005. Danais ligustrifolia Baker. In: Jansen, P.C.M. & Cardon, D. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",b3afb03505739f164630e936114d7163901e25a60cad13953badf196626a4c7a,wild_or_species_level_monograph_not_cultivar_limited
cb1ddc2cc21955ca5c6affa7,Dendrocalamus asper,Poaceae,109926,325968,2017-03-19T21:03:18Z,floral_structural_complexity,inflorescence_display,umbel_corymb|raceme_spike_panicle,"*Inflorescence a panicle on a leafless branch, with clusters of spikelets at the nodes.",Dendrocalamus asper (PROTA),https://plantuse.plantnet.org/en/Dendrocalamus_asper_(PROTA),"Brink, M., 2008. Dendrocalamus asper (Schult. & Schult.f.) Backer ex K.Heyne. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",19377fa9056684ac256caddec65d5c6ee5e804149b7e3ab4f72b717b749967b7,wild_or_species_level_monograph_not_cultivar_limited
b9fb0a866197013fce742c90,Dichrostachys myriophylla,Fabaceae,109935,199245,2015-10-19T20:18:55Z,flower_colour,flower_primary_color,white,"*Flowers regular, 5-merous, sessile, those in lower part of inflorescence sterile, white, with long staminodes, those in upper part of inflorescence bisexual, creamy",Dichrostachys myriophylla (PROTA),https://plantuse.plantnet.org/en/Dichrostachys_myriophylla_(PROTA),"Lemmens, R.H.M.J., 2007. Dichrostachys myriophylla Baker. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",d415df56af9d946146d2ba85f75cbb8409d202a08f1190606b592a4ec0f1b04d,wild_or_species_level_monograph_not_cultivar_limited
88e7c96548c3a9721f99db7b,Dicraeopetalum mahafaliense,Fabaceae,109936,199246,2015-10-19T20:27:51Z,flower_colour,flower_primary_color,white|yellow_orange,"petals more or less equal, oblong-elliptical, 6–9 mm × 2–3 mm, with a slender claw at base, creamy white to yellowish",Dicraeopetalum mahafaliense (PROTA),https://plantuse.plantnet.org/en/Dicraeopetalum_mahafaliense_(PROTA),"Lemmens, R.H.M.J., 2007. Dicraeopetalum mahafaliense (M.Peltier) Yakovlev. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",230592489c9fefa65b113ca73ea0dbacdefc9b9edca59e82a0faccb7c5982abb,wild_or_species_level_monograph_not_cultivar_limited
92a25db6ac996ee37743843b,Dilobeia thouarsii,Proteaceae,109944,329580,2019-09-19T14:47:37Z,floral_structural_complexity,floral_symmetry,actinomorphic,"*Flowers unisexual, regular, with 4 free elliptical-oblong tepals 4–6 mm long, hairy outside, caducous",Dilobeia thouarsii (PROTA),https://plantuse.plantnet.org/en/Dilobeia_thouarsii_(PROTA),"Rakotonandrasana, S., 2011. Dilobeia thouarsii Roem. & Schult. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",2a7999103bdcebb6b9fba8b0dc993fe14a841fe156978fb76d2f381e5342fe28,wild_or_species_level_monograph_not_cultivar_limited
4084ba25ad4c931b39a9e95d,Dilobeia thouarsii,Proteaceae,109944,329580,2019-09-19T14:47:37Z,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"*Inflorescence axillary, densely short-hairy, male one a many-flowered panicle up to 15 cm long, female one a short raceme up to 6 cm long.",Dilobeia thouarsii (PROTA),https://plantuse.plantnet.org/en/Dilobeia_thouarsii_(PROTA),"Rakotonandrasana, S., 2011. Dilobeia thouarsii Roem. & Schult. [Internet] Record from PROTA4U. Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",2a7999103bdcebb6b9fba8b0dc993fe14a841fe156978fb76d2f381e5342fe28,wild_or_species_level_monograph_not_cultivar_limited
6c1827af35ee2630ce765d96,Discoclaoxylon hexandrum,Euphorbiaceae,109960,172625,2014-11-27T20:08:33Z,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,Inflorescence an axillary raceme up to 30(–50) cm long,Discoclaoxylon hexandrum (PROTA),https://plantuse.plantnet.org/en/Discoclaoxylon_hexandrum_(PROTA),"Schmelzer, G.H., 2008. Discoclaoxylon hexandrum (Müll.Arg.) Pax & K.Hoffm. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",85b151933eab0970b0f688278ab3fa1389ea901e4cf3bc9d0d54b483112f0dc4,wild_or_species_level_monograph_not_cultivar_limited
78f05ec95611c1ba3c5493e6,Discoglypremna caloneura,Euphorbiaceae,109961,172628,2014-11-27T20:19:19Z,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Inflorescence a terminal panicle with racemose branches, some arising from the base",Discoglypremna caloneura (PROTA),https://plantuse.plantnet.org/en/Discoglypremna_caloneura_(PROTA),"Schmelzer, G.H., 2008. Discoglypremna caloneura (Pax) Prain. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",4151ba5e650dfee43cc5c02b2737e64a4023d61ef485f4c1fb24991c526b69cd,wild_or_species_level_monograph_not_cultivar_limited
cdbd20ac580111f78bdd3916,Dombeya cacuminum,Malvaceae,109969,175206,2015-03-03T16:54:04Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular, 5-merous",Dombeya cacuminum (PROTA),https://plantuse.plantnet.org/en/Dombeya_cacuminum_(PROTA),"Brink, M., 2010. Dombeya cacuminum Hochr. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",97ee200ef3035a2311d0fbbe7794e096b20a9e90f3e1d13b4f0276b92b2228b9,wild_or_species_level_monograph_not_cultivar_limited
ed75a2be0cc3ff60bafddf1b,Dombeya cacuminum,Malvaceae,109969,175206,2015-03-03T16:54:04Z,flower_colour,flower_primary_color,blue_purple|red_pink,"petals free, broadly and asymmetrically obovate, up to 45 mm × 35 mm, red to purple",Dombeya cacuminum (PROTA),https://plantuse.plantnet.org/en/Dombeya_cacuminum_(PROTA),"Brink, M., 2010. Dombeya cacuminum Hochr. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",97ee200ef3035a2311d0fbbe7794e096b20a9e90f3e1d13b4f0276b92b2228b9,wild_or_species_level_monograph_not_cultivar_limited
ad876e20b37e61c824d95ab2,Dombeya cacuminum,Malvaceae,109969,175206,2015-03-03T16:54:04Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an axillary umbellate cyme, grouped at the tops of branches, up to 15 cm long",Dombeya cacuminum (PROTA),https://plantuse.plantnet.org/en/Dombeya_cacuminum_(PROTA),"Brink, M., 2010. Dombeya cacuminum Hochr. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",97ee200ef3035a2311d0fbbe7794e096b20a9e90f3e1d13b4f0276b92b2228b9,wild_or_species_level_monograph_not_cultivar_limited
0e9ff12f18172615be3215a2,Dombeya coria,Malvaceae,109970,175186,2015-03-03T16:52:40Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular, 5-merous",Dombeya coria (PROTA),https://plantuse.plantnet.org/en/Dombeya_coria_(PROTA),"Brink, M., 2010. Dombeya coria Baill. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",181967de93201c8f12ca4aa853a7de89fed0408166b2ffee87b42c27046fec2b,wild_or_species_level_monograph_not_cultivar_limited
f39f83895026aa3a0f6d4b81,Dombeya coria,Malvaceae,109970,175186,2015-03-03T16:52:40Z,flower_colour,flower_primary_color,red_pink,"petals free, obovate, asymmetrical, 30 mm × 22 mm, pink",Dombeya coria (PROTA),https://plantuse.plantnet.org/en/Dombeya_coria_(PROTA),"Brink, M., 2010. Dombeya coria Baill. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",181967de93201c8f12ca4aa853a7de89fed0408166b2ffee87b42c27046fec2b,wild_or_species_level_monograph_not_cultivar_limited
534d5b885f6b9fdde6b7c32e,Dombeya coria,Malvaceae,109970,175186,2015-03-03T16:52:40Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an axillary umbel, axis up to 18 cm long, lower part glabrous, upper part laxly hairy, many-flowered.",Dombeya coria (PROTA),https://plantuse.plantnet.org/en/Dombeya_coria_(PROTA),"Brink, M., 2010. Dombeya coria Baill. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",181967de93201c8f12ca4aa853a7de89fed0408166b2ffee87b42c27046fec2b,wild_or_species_level_monograph_not_cultivar_limited
9e8ccb81772df5ee1bcbd13f,Dombeya elliptica,Malvaceae,109971,175187,2015-03-03T16:52:41Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular, 5-merous",Dombeya elliptica (PROTA),https://plantuse.plantnet.org/en/Dombeya_elliptica_(PROTA),"Brink, M., 2010. Dombeya elliptica Bojer. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",472304bdd644c80885747e7d1209b87a2da7777d817840d48bbf588fdc5122b1,wild_or_species_level_monograph_not_cultivar_limited
