candidate_id,accepted_species,page_id,axis,trait_name,normalized_value,supporting_excerpt,source_url,page_content_sha256,cultivar_status
275c265fe3fad437489b46f0,Acanthophippium striatum,13254,flower_colour,flower_primary_color,blue_purple|white|yellow_orange,"Terrestrial herbs with ovoid pseudobulbs; Leaves subcoriaceous, plicate, elliptic; Flowers dull white, suffused and blotched with yellow, the apices of sepals and petals purplish.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13254&cat=13,7b52fdd57f21365437154a1adf2ae3d90c55bc6995a35d3b02191f7f37548271,wild_or_species_level_statement_not_cultivar_limited
7873d85ec4c9e1008d534c1a,Acanthophippium sylhetense,13255,flower_colour,flower_primary_color,red_pink|yellow_orange,"Terrestrial herbs with elongate - obpyriform pseudobulbs; Leaves elliptic; Flowers pale pink with bold red lines, lip yellow tinged.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13255&cat=13,e97345b019a630d116c27adf99cf762cbf514582b1f826c49965000d9dc60f29,wild_or_species_level_statement_not_cultivar_limited
8257dcacb55b324fc4a6d6ea,Alangium barbatum,13125,flower_colour,flower_primary_color,white,"Shrubs or small trees, 3-6 m high; branchlets usually hirsute; Leaves ovate to oblong, lobed or toothed; Flowers in dichotomous cymes, white; Fruits deeply grooved, I-seeded, bluish when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13125&cat=13,eefb0335d7d241c5ee93010f2c7a57fa60f9023665c453eaa01502671988efd6,wild_or_species_level_statement_not_cultivar_limited
5b57484ddbe5759a0b3940ce,Allium ascalonicum,14368,flower_colour,flower_primary_color,white,"Inflorescence many flowered globose head; Flowers white stellate hairy; Capsules small, loculicidal.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14368&cat=13,371980e46480fad81032576c9a478f215c65c55b7ce741f27bb61e9bba695a3f,wild_or_species_level_statement_not_cultivar_limited
a4d9d96cdac7492a4d950125,Allophylus triphyllus,12862,flower_colour,flower_primary_color,white|yellow_orange,"Shrubs or small trees; Leaflets oval-oblong or lanceolate-acuminate, subentire or sellUlate; Flowers in axillary racemes, yellowish or white; Fruit globose, red when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12862&cat=13,9ca463ef226613ebcf8500e68579201b749937b411081c574c1a49a7091ecc31,wild_or_species_level_statement_not_cultivar_limited
300a89a5da8a8215781835d0,Alniphyllum fortunei,14232,flower_colour,flower_primary_color,white,"Trees, about 10m high; younger branches densely stellate tomentose, older glabrous; Leaves elliptic to oblong-elliptic, shortly cordate at apex, callose-denticulate at margin; Flowers in 6-13-flowered, axillary or tenninal, stellate hairy lax panicles, white stellate hairy without; Capsules oblong; Seeds 2-winged.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14232&cat=13,ef904d2ee4e258eee212212de0f622f05fbeb3f527b3a642c607329c98a3d7d8,wild_or_species_level_statement_not_cultivar_limited
2c420359188fc625c4bd741a,Alpinia nigra,451,flower_colour,flower_primary_color,red_pink|white,"Erect, perennial, Tuberous herbs; Leaves oblong- lanceolate, glabrous; Flowers in terminal, racemose panicle; corolla white with radiating pink lines on lip; Capsules black.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=451&cat=13,31f0f21724938b92915fce1b01b75899284ad179ec8fe69e5560a8a9444d6207,wild_or_species_level_statement_not_cultivar_limited
8f8e9deceecb56a270b7ffe8,Alysicarpus racemosus,497,flower_colour,flower_primary_color,blue_purple,Erect viscid herb; flowers purple,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=497&cat=13,aedc398253022f5e947c8098da802a6f8d8adc20f09f2fa0d8eeb53ce1fdaef8,wild_or_species_level_statement_not_cultivar_limited
726f6455a7b3ea6b024d11c5,Amischotolype mollissima,532,flower_colour,flower_primary_color,blue_purple|red_pink|white,"Perennial, robust herbs; Leaves elliptic, obovate-oblong, sparsely hairy beneath; Flowers red-violet, rarely whitish, in sessile, globose clusters; Capsules ellipsoid, 3-valved.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=532&cat=13,e856b05b346ad00ff9a144570f26a41e238166ac989975d579acc9c71dbc9ac4,wild_or_species_level_statement_not_cultivar_limited
f1f25cd0c82a677db71c6dbb,Anamirta cocculus,588,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,Flowers in panicles on old stems,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=588&cat=13,ebc2da15b871588a2475092bc8ec856ab5cac0e286898580fd172a370537053f,wild_or_species_level_statement_not_cultivar_limited
ffed939c68c10a7cdbf819c6,Andrographis macrobotrys,641,flower_colour,flower_primary_color,blue_purple|red_pink,Corolla pink with dark purple-red blotches on lower lip,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=641&cat=13,e5158be2f57a9ae373622eb78913caae5469155a6052c2b28e42ba8e70f80e62,wild_or_species_level_statement_not_cultivar_limited
36647973b82c6db631be20d3,Antidesma roxburghii,14372,flower_colour,flower_primary_color,green_brown_inconspicuous,"Shrubs or small trees, 2-10 cm high; young branches densely rusty villous; Leaves obovate, obovate-elliptic or oblong, densely tomentose beneath; Flowers in stout, decurved spikes, greenish; Fruits ovoid- ellipsoid, bright red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14372&cat=13,6463943c320758a851cbb997e242df1dfb1728e971096ffd9cc48dad04584d48,wild_or_species_level_statement_not_cultivar_limited
935e79b156a4e3f9f3b91086,Arachnis flos-aeris,13746,flower_colour,flower_primary_color,green_brown_inconspicuous|red_pink|yellow_orange,"Epiphytic herbs; Leaves loriform or linear-oblong, obliquely notched at apex; Flowers in panicle, green or yellow with maroon dashes; Lip 3-lobed, shortly spurred below",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13746&cat=13,076517dea60defc98fd9bbf86b8dc5005511b0fdcb172f3cbc27266f59847fb4,wild_or_species_level_statement_not_cultivar_limited
f856da5b3cae5bcac725347e,Aralia armata,13707,flower_colour,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,"Prickly shrubs or small trees, 4-7 m tall; Leaves very large, 3-4 pinnate; rachis prickly, with a pair of leaflets at each division; leaflets ovate-lanceolate, rounded or cordate at base, acuminate at apex, bristly serrualte along margins, pilose or hairy on both the surfaces; petioles hairy, short; Umbels in terminal panicles; Flowers whitish or greenish yellow; Fruits subglobose, conspicuously 5-angled, glabrous, purplish-black when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13707&cat=13,24ea14c7a485f9a85006ef51263a6b588f98c5f2d8a9a117b0c5983394404f5d,wild_or_species_level_statement_not_cultivar_limited
2fddb13ddebcbb66d2f281b2,Ardisia colorata,14195,flower_colour,flower_primary_color,white,"Shrubs or small trees, 1-2 m high, ferruginously tomentose; Leaves oblong -lanceolate or lanceolate, entire, glabrous; Flowers in terminal pyramidal panicles, white; Fruits globose, pink or red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14195&cat=13,e0925ff3711825190bcde0568d48c25a4a21803185b458a3e2ca247df132f7e4,wild_or_species_level_statement_not_cultivar_limited
3ef1761c29fa3cd2d56603d0,Argyreia bracteata,885,flower_colour,flower_primary_color,blue_purple,Corolla purple funnel shaped.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=885&cat=13,961db177b715f0600a39445cc3a8eee4cf0f33d65fad5728515581300b2c3a42,wild_or_species_level_statement_not_cultivar_limited
f56779e02dc245bfecb3400c,Artocarpus lacucha,1047,flower_colour,flower_primary_color,yellow_orange,"Trees, 30-40 m high; bark dark brown with milky latex; Leaves broadly oblong-elliptic, entire, acuminate, coriaceous, pubescent beneath; Flowers in axillary, globose heads, short peduncled, yellow; Fruits globose, convoluted; Seeds oblong.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1047&cat=13,9cea44186bc1a49d4bbccfef091a1c3ad051579ee4aac6a2576f20fb2142f084,wild_or_species_level_statement_not_cultivar_limited
f842e6b4cd39bf3d922877e2,Aspidopterys glabriuscula,12794,flower_colour,flower_primary_color,yellow_orange,"Woody climbers; Leaves elliptic, elliptic-Ianceolate or ovate, cordate at base; Flowers in axillary or terminal, lax panicles, pubescent, yellowish;Samaras ovate-oblong or peltate, finely veined.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12794&cat=13,9c4c0f429c848b3cc54a24d10dc54f231a9719f775a950dd3b5160029812fd2d,wild_or_species_level_statement_not_cultivar_limited
6c725d207b35907c2bc2712b,Asystasia variabilis,1184,flower_colour,flower_primary_color,blue_purple|red_pink,"Corolla pale pinkish-violet, dotted red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1184&cat=13,8a8bcab179a6346b98073e25048fc1cb6293b16c7161c08244bf3f7211945ee3,wild_or_species_level_statement_not_cultivar_limited
e4441203a275072ba3755832,Baccaurea courtallensis,1224,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,Remarkable for their flowers growing in long racemose spikes in tufts on tubercles on the older stems.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1224&cat=13,3ec835abecdb5a98071e163cd969755200d5367540e37dbb34e8ca1646e942bc,wild_or_species_level_statement_not_cultivar_limited
b4522397fe1fcfded4081910,Baccaurea ramiflora,1226,flower_colour,flower_primary_color,yellow_orange,"Medium sized trees, 8-12 m high with compact oval crown; Leaves elliptic-oblong, elliptic-Ianceolate or obovate, glabrous; Flowers apetalous in axillary, short spikes or fascicles, yellow; Fruits ovoid, yellow with rose coloured pulp.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1226&cat=13,366cef3baeb02b2f3f0159e605832995e094c6571682a2f4f24e8ca45956f9b4,wild_or_species_level_statement_not_cultivar_limited
109ea6edd80b46f64b410e52,Balanophora dioica,1236,flower_colour,flower_primary_color,green_brown_inconspicuous|white,"Rootstocks tuberous; stems covered with imbricate sessile scales; Flowers in fleshy, club shaped receptacle; perianth white, brownish when old, surrounded by linear, truncate, reddish bracts; Fruits minute, drupaceous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1236&cat=13,254c76170ae3efbaa50062170e433772666dbff516659008c87b417d771ac8ef,wild_or_species_level_statement_not_cultivar_limited
7eb8d3348dbd34c7b8b583a3,Beccarinda cordifolia,14386,flower_colour,flower_primary_color,red_pink|white|yellow_orange,"Perennial, scapigerous herbs, hairy; Leaves radical, ovate-cordate, crenate, densely rufous tomentose; Flowers in scapes, pink to creamy yellow; Fruits follicular, brownish.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14386&cat=13,03be50cb3c54439d05cce77109a11a5cc03572f5c578ce7845b9093c1294ce76,wild_or_species_level_statement_not_cultivar_limited
1fae68c87a9d5aae05da06b1,Beilschmiedia assamica,12763,flower_colour,flower_primary_color,yellow_orange,"Large trees, up to 20 m high; bark brownish wpite; Leaves elliptic or elliptic-oblong, often pellucid-punctate; Flowers in large, subterminal, pubescent panicles, pale yellow; Fruits subglobose to ellipsoid, black when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12763&cat=13,8687b23ad51d9066e101e28d8cd4a24eff4e31e737dea5d00fc0858f9dc54c00,wild_or_species_level_statement_not_cultivar_limited
765821f3c0b7ebd6c22e3349,Beilschmiedia roxburghiana,1356,flower_colour,flower_primary_color,white|yellow_orange,"Medium sized trees, up to 10m high with oval crown; bark grey; Leaves crowded at branch apices, elliptic-oblong to elliptic, lanceolate, coriaceous; Flowers usually in axillary panicles, yellow or creamy yellow; Fruits oblong-ellipsoid, dark purple when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1356&cat=13,7a3185085bd2240d4620413f194e381d9fead3213d6fa3d7172d4a401889bc76,wild_or_species_level_statement_not_cultivar_limited
58f0113dd3ff84fcd8039de6,Berberis macrosepala,12672,flower_colour,flower_primary_color,yellow_orange,"Erect or prostrate Shrub up to 2 m high with spreading branches; Leaves obovate-oblong, spinulose toothed, glaucous beneath; Flowers solitary, yellow; Berries ovoid, red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12672&cat=13,4e4d98cda248da4c00ede2202728bc9e76aed7fcbc60564bd725a60f811e6bc3,wild_or_species_level_statement_not_cultivar_limited
0d18128d8ebae5714c7bf4e6,Boehmeria clidemioides,14389,flower_colour,flower_primary_color,yellow_orange,"Undershrubs; Leaves ovate-Ianceolate, serrulate, acuminate at apex, membranous, hispid; Flowers in axillary clusters, pale yellow; Achenes, oblong, compressed, hispid.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14389&cat=13,d36958a1e6cd7c076d08f1a2b2e4795fa90bf8eca580d7c05110f2597718c466,wild_or_species_level_statement_not_cultivar_limited
a0a5daae805c5363f3b572a6,Boehmeria nivea,1518,flower_colour,flower_primary_color,green_brown_inconspicuous,"Small shrubs; branches slender, tomentose; Leaves ovate or suborbicular, acuminate, dentate, subcoriaceous, densely appressed white pubescent beneath; Flowers in axillary spikes, greenish; Achenes oblong, hairy.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1518&cat=13,79b9a3949bf5187d6f51cdaf47775c8f0847c075f5acd5254e376a4d28367fdd,species_level_cultivated_record_not_cultivar_limited
6b9caca3beea32d31066e2c0,Boehmeria penduliflora,14391,flower_colour,flower_primary_color,green_brown_inconspicuous,"Large shrubs or small trees, 35m high; branchlets pendulous with heavy fructescens; Leaves lanceolate, caudate-acuminate, serrulate, coriaceous; Flowers in interrupted pendulous spikes, light green; Achenes obovate, cuneate, compressed.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14391&cat=13,187eb00214e32b732943459a0e8de84490c0311f961dcd3e08ad00edad720105,wild_or_species_level_statement_not_cultivar_limited
e05e140b70b3519cb0b80215,Bothriochloa insculpta,1555,flower_colour,flower_primary_color,yellow_orange,"Tufted grass with short, stiff culms and narrow, flat leaves; Flowers small, yellow; Fruits oval-shaped, yellow-brown color.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1555&cat=13,5893788d76b6da165ad1f87d46ca313add558a17eb109224e84ffec61ab39dfb,wild_or_species_level_statement_not_cultivar_limited
9eb1ad082d5b0b3068c22295,Brachytome wallichii,13142,flower_colour,flower_primary_color,white,"Shrubs or small trees; branches horizontal; Leaves oblong or ovate-Ianceolate, sparsely puberulous beneath; Flowers in axillary branched lax flowered cymes, white; Berries ellipsoid.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13142&cat=13,bc641619ed14426092e844f3f39ee32e3b3496a03e8be9a8de0ed6e7a836ba5a,wild_or_species_level_statement_not_cultivar_limited
576e57d47b943e752fbea195,Breynia retusa,1632,flower_colour,flower_primary_color,green_brown_inconspicuous,"Shrubs or small trees; Leaves elliptic, ovate or ovate-lanceolate, glaucous beneath; Flowers in axillary fascicles, apetalous, greenish; Fruits depressed-globose, red; aril orange-yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1632&cat=13,9669c343db9d952d64fb30dc8eb5b54c7758a5adeec35dd14bdb27d277b8ea14,wild_or_species_level_statement_not_cultivar_limited
64abf58877e6b5feb90b37b8,Broussonetia kaempferi,14402,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Tall shrubs, up to 5 m high; Leaves ovate or ovate-oblong; Catkins solitary, axillary, purplish; Berries red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14402&cat=13,56b8bc40cd817e7f237b6f83692eb09d619d092d684dc22825d4d57a3d3261f2,wild_or_species_level_statement_not_cultivar_limited
84402de6b4836ae1854814f2,Bulbophyllum brienianum,13752,flower_colour,flower_primary_color,red_pink|yellow_orange,"Caespitose, epiphytic herbs; Flowers widely opening, about 4.5 cm across, pale-yellow spotted with wine-red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13752&cat=13,968695229294555e221a6de643ba8f744eb03cb3feadd7eed10ad8b70e1bae63,wild_or_species_level_statement_not_cultivar_limited
782f597edff20365c1842762,Bulbophyllum cupreum,13754,flower_colour,flower_primary_color,green_brown_inconspicuous,"Epiphytic herbs; Pseudobulbs at a distant on woody rhizomes, ovoid; Leaves solitary, subsessile, oblong with apical notch; Flowers in lax-flowered raceme, copper-brown, fragrant; Lip oblong with lateral auricle.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13754&cat=13,f50f38289ebec7519025537722d214f9c8ee8d7b18331d840206ae427915360c,wild_or_species_level_statement_not_cultivar_limited
a202cbb45d43a8b3418594a3,Bulbophyllum hymenanthum,13288,flower_colour,flower_primary_color,blue_purple|yellow_orange,"Epiphytic herbs with thread like rhizomes; Pseudobulbs lacking; Leaves sessile, ovate - elliptic; Flowers yellowish, streaked with purple.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13288&cat=13,48333a2c0f82004831550ba296083cb7980e4786a88643bfb597dafc328e1254,wild_or_species_level_statement_not_cultivar_limited
ecdfaa8a99c9ccc036cc8fd2,Bulbophyllum lobbii,13759,flower_colour,flower_primary_color,red_pink|yellow_orange,"Epiphytic herbs with stout rhizomes; Pseudobulbs ovoid; Leaves linear-oblong; Flowers solitary, yellow with red nerves or yellow with pink dots and dashes; Lip broadly ovate, recurved.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13759&cat=13,870252758e0ee3fb29a6a095f53f871f9e90b0e1ae239652b4b5924e2325e4d4,wild_or_species_level_statement_not_cultivar_limited
60f64a7705eb99fc329b9a60,Bulbophyllum protractum,13294,flower_colour,flower_primary_color,yellow_orange,"Epiphytes; Pseudobulbs cylindric; Leaves oblong, acute; Flowers pale yellow ; sepals orange in upper half.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13294&cat=13,fdc111dcb11c2d2e74859abcdf716ea14f4df3aba58ac37531fe8dad9622f759,wild_or_species_level_statement_not_cultivar_limited
9e2f8868df58c865b3cc36e1,Bulbophyllum rigidum,13296,flower_colour,flower_primary_color,blue_purple|green_brown_inconspicuous|yellow_orange,"Epiphytes; Leaves rising direct from rhizome, each with a whorl of fibres at base; Flowers brownish yellow flushed with green, nerves purplish.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13296&cat=13,8d0dbd68c18b26b74dd068135c29f871707cf1141de7ea73dbf0d3d96be681ee,wild_or_species_level_statement_not_cultivar_limited
ab7f61fcb484ad635e3fd97a,Canarium euphyllum,1953,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,Flowers in axillary panicles.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=1953&cat=13,6e570a69a64e41a36f6de8728182e35169c3a0fb71ce39cb1332dff851f5d7b0,wild_or_species_level_statement_not_cultivar_limited
3e9f831b1cbede911e4396d1,Casearia elliptica,2200,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,Flowers greenish yellow; Capsule more or less succulent.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=2200&cat=13,84c1a6b7aa91488041669fea8b5c03a308fda402721bdc221ca641e08c9153b8,wild_or_species_level_statement_not_cultivar_limited
d04b845922bf8da8e32f484b,Castanopsis echinocarpa,14418,flower_colour,flower_primary_color,green_brown_inconspicuous,"Tall trees; bark dark grey; Male flowers in paniculate or fascicled spikes, minute; Female flowers in solitary spikes, greenish; Fruits spiny, nut solitary.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14418&cat=13,efe068035acd90788892174555c1f03794e4b0712c8ac13c10592acbcfbbfb2b,wild_or_species_level_statement_not_cultivar_limited
9ba2b0c9df6b4dde7e1c10b8,Castanopsis indica,2230,flower_colour,flower_primary_color,white,"Trees, 13-20 m high; Leaves elliptic-oblong or lanceolate, acuminate; Flowers solitary or in axillary spikes, creamy white; Nuts ovoid, brown.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=2230&cat=13,66ee50f595633b71042c24c6de3552b57e5df068438e6612810f18750570e38b,species_level_cultivated_record_not_cultivar_limited
cfab14a170c039848464e75f,Catunaregam nutans,13143,flower_colour,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,"Rigid surubs; spines stout, horizontal; Leaves obovate, glabrous or softly puberulous; stipules ovate; Flowers solitary or rarely 2-3 together, greenish yellow or white; Berries globose, yellow, crowned with persistent calyx-limb.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13143&cat=13,06f280f303dfa272e7fd3fd40eacfa4b70b64b7cf1298e9e9e11418d28e14b30,wild_or_species_level_statement_not_cultivar_limited
45701c8be5c1af46eb50818e,Celastrus hookeri,12848,flower_colour,flower_primary_color,green_brown_inconspicuous|white,"Trees, 15-20 m high; Leaves elliptic or oblong, margin wavy; Flowers small, whitish green; Capsules yellow.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12848&cat=13,3e3e7315d6093957baae9416708bbc31a8313833947c4e3f4331b972f05bee63,wild_or_species_level_statement_not_cultivar_limited
b21b691a05237f5253d3d985,Cephalanthus tetrandrus,13144,floral_structural_complexity,inflorescence_display,composite_display,"Small evergreen trees; Leaves opposite or in whorl of 3-4, elliptic to ovate-Ianceolate, pubescent beneath; stipules often glandtipped; Flowers in globose heads, sessile, yellowish, fragrant; Fruits compressed of several 1- seeded cocci.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13144&cat=13,38f4821a97469ba686314e3a1c1ff9407091eee71a289185a72f534087cf1baf,wild_or_species_level_statement_not_cultivar_limited
aef70b068c967b0a10abb241,Chamabainia cuspidata,2382,flower_colour,flower_primary_color,red_pink,"Perennial, gregarious, creeping herbs or shrubs; Leaves ovate, acute, serrate-dentate, membranous; Flowers in axillary clusters, small, pinkish; anthers white; Achenes ellipsoid, compressed.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=2382&cat=13,c6e3b4f8b9c437c4ec177a25d5e931d7ba7b0e54f8c79a8bc594950a6b94b172,wild_or_species_level_statement_not_cultivar_limited
