accepted_species,genus,family,n_islands,n_records
Adenia fasciculata,Adenia,Passifloraceae,1,31
Dioscorea wrightii,Dioscorea,Dioscoreaceae,1,7
Coelocarpum glandulosum,Coelocarpum,Verbenaceae,1,23
Strychnos umbellata,Strychnos,Loganiaceae,1,32
Fritillaria maximowiczii,Fritillaria,Liliaceae,2,2
Pittosporum baudouinii,Pittosporum,Pittosporaceae,1,46
Eriocaulon zambesiense,Eriocaulon,Eriocaulaceae,1,4
Steganthera dentata,Steganthera,Monimiaceae,1,4
Potamogeton gramineus x lucens,Potamogeton,Potamogetonaceae,2,12
Cuphea antisyphilitica,Cuphea,Lythraceae,1,4
Symplocos sumatrana,Symplocos,Symplocaceae,1,6
Dendrophthora glauca,Dendrophthora,Viscaceae,1,3
Goeppertia eichleri,Goeppertia,Marantaceae,1,2
Heliotropium elongatum,Heliotropium,Heliotropiaceae,1,2
Guapira cajalbanensis,Guapira,Nyctaginaceae,1,2
Thylachium africanum,Thilachium,Capparaceae,1,3
Varronia barahonensis,Varronia,Cordiaceae,1,2
Goodenia armitiana,Goodenia,Goodeniaceae,1,1
Nepenthes paniculata,Nepenthes,Nepenthaceae,1,2
Magnolia isbergiana,Magnolia,Magnoliaceae,1,3
Smilax morongii,Smilax,Smilacaceae,1,3
Hirtella guatemalensis,Hirtella,Chrysobalanaceae,1,1
Utricularia viscosa,Utricularia,Lentibulariaceae,1,3
Alnus henryi,Alnus,Betulaceae,1,1
Camellia pilosperma,Camellia,Theaceae,1,1
Oxalis dimidiata,Oxalis,Oxalidaceae,1,1
Berberis silva-taroucana,Berberis,Berberidaceae,1,1
Halimium umbellatum,Halimium,Cistaceae,1,1
Torenia biniflora,Torenia,Linderniaceae,1,1
Erythroxylum gracilipes,Erythroxylum,Erythroxylaceae,1,1
Eschweilera squamata,Eschweilera,Lecythidaceae,1,1
Sauvagesia elata,Sauvagesia,Ochnaceae,1,1
Arethusa bulbosa,Arethusa,Orchidaceae,23,463
Baccharis halimifolia,Baccharis,Asteraceae,109,2811
Alibertia edulis,Alibertia,Rubiaceae,23,143
Trifolium suffocatum,Trifolium,Fabaceae,81,2367
Phalaris canariensis,Phalaris,Poaceae,125,11800
Scirpoides holoschoenus,Scirpoides,Cyperaceae,70,1818
Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,12,478
Hancea penangensis,Hancea,Euphorbiaceae,21,435
Potentilla fragarioides,Potentilla,Rosaceae,60,430
Rauvolfia verticillata,Rauvolfia,Apocynaceae,13,533
Scutellaria strigillosa,Scutellaria,Lamiaceae,40,455
Memecylon garcinioides,Memecylon,Melastomataceae,5,71
Sterculia lanceolata,Sterculia,Malvaceae,18,541
Vaccinium smallii,Vaccinium,Ericaceae,12,2662
Carpentaria acuminata,Carpentaria,Arecaceae,6,87
Hygrophila auriculata,Hygrophila,Acanthaceae,6,27
Litsea diversifolia,Litsea,Lauraceae,6,107
Primula matthioli,Primula,Primulaceae,7,105
Cyrtandra jackii,Cyrtandra,Gesneriaceae,3,6
Phyllanthus distichus,Phyllanthus,Phyllanthaceae,7,77
Rhaphidophora decursiva,Rhaphidophora,Araceae,7,9
Helleborus argutifolius,Helleborus,Ranunculaceae,16,4187
Goniothalamus woodii,Goniothalamus,Annonaceae,4,37
Arabis eschscholtziana,Arabis,Brassicaceae,36,158
Serjania mexicana,Serjania,Sapindaceae,7,28
Cneorum pulverulentum,Cneorum,Rutaceae,5,341
Dianthus plumarius,Dianthus,Caryophyllaceae,28,473
Heracleum moellendorffii,Heracleum,Apiaceae,17,499
Pipturus polynesicus,Pipturus,Urticaceae,6,30
Salix aurita x repens,Salix,Salicaceae,10,23
Artocarpus odoratissimus,Artocarpus,Moraceae,12,164
Peperomia rotundata,Peperomia,Piperaceae,4,8
Cymbalaria pallida,Cymbalaria,Plantaginaceae,13,1307
Trachymene microcephala,Trachymene,Araliaceae,5,30
Solanum maximowiczii,Solanum,Solanaceae,10,420
Curcuma aurantiaca,Curcuma,Zingiberaceae,3,7
Peliosanthes teta,Peliosanthes,Asparagaceae,11,94
Planchonella xylocarpa,Planchonella,Sapotaceae,3,43
Begonia baccata,Begonia,Begoniaceae,1,81
Amaranthus muricatus,Amaranthus,Amaranthaceae,18,198
Convolvulus dorycnium,Convolvulus,Convolvulaceae,10,112
Freycinetia inermis,Freycinetia,Pandanaceae,2,16
Lobelia alsinoides,Lobelia,Campanulaceae,4,48
Castanopsis borneensis,Castanopsis,Fagaceae,4,38
Persicaria kawagoeana,Persicaria,Polygonaceae,11,106
Monteverdia domingensis,Monteverdia,Celastraceae,3,49
Telopea oreades,Telopea,Proteaceae,2,21
Alectra sessiliflora,Alectra,Orobanchaceae,8,197
Sageretia leprosa,Sageretia,Rhamnaceae,4,25
Aglaia squamulosa,Aglaia,Meliaceae,4,42
Johnstonella angelica,Johnstonella,Boraginaceae,6,18
Elaeocarpus gitingensis,Elaeocarpus,Elaeocarpaceae,2,5
Noronhia cordifolia,Noronhia,Oleaceae,3,17
Diospyros tuberculata,Diospyros,Ebenaceae,2,34
Kalanchoe laciniata,Kalanchoe,Crassulaceae,5,20
Gentiana aquatica,Gentiana,Gentianaceae,3,23
Abrahamia elongata,Abrahamia,Anacardiaceae,3,99
Leea spinea,Leea,Vitaceae,3,122
Viola sieheana,Viola,Violaceae,5,35
Dipterocarpus obtusifolius,Dipterocarpus,Dipterocarpaceae,3,3
Rhodocolea compressa,Rhodocolea,Bignoniaceae,2,191
Horsfieldia sucosa,Horsfieldia,Myristicaceae,2,29
Galanthus plicatus,Galanthus,Amaryllidaceae,5,1502
Cucumis africanus,Cucumis,Cucurbitaceae,3,16
Epilobium palustre x parviflorum,Epilobium,Onagraceae,5,31
Niedenzuella lucida,Niedenzuella,Malpighiaceae,2,5
Lepeostegeres centiflorus,Lepeostegeres,Loranthaceae,2,30
Crocus kotschyanus,Crocus,Iridaceae,5,135
Pimelea nitens,Pimelea,Thymelaeaceae,2,39
Lepismium houlletianum,Lepismium,Cactaceae,3,15
Garcinia verticillata,Garcinia,Clusiaceae,2,6
Limonium frederici,Limonium,Plumbaginaceae,2,8
Tillandsia compacta,Tillandsia,Bromeliaceae,2,24
Xanthophyllum nigricans,Xanthophyllum,Polygalaceae,2,11
Aloe acutissima,Aloe,Asphodelaceae,1,77
Protium spruceanum,Protium,Burseraceae,2,3
Patrinia rupestris,Patrinia,Caprifoliaceae,4,12
Impatiens decaryana,Impatiens,Balsaminaceae,1,7
Luzula purpureosplendens,Luzula,Juncaceae,7,6838
Pterophylla lucens,Pterophylla,Cunoniaceae,1,90
Asarum savatieri,Asarum,Aristolochiaceae,1,43
Commelina littoralis,Commelina,Commelinaceae,2,6
Asimitellaria stylosa,Asimitellaria,Saxifragaceae,3,214
Hypericum lancasteri,Hypericum,Hypericaceae,2,3
Verbascum olympicum,Verbascum,Scrophulariaceae,2,5
Combretum subumbellatum,Combretum,Combretaceae,1,127
Hypecoum littorale,Hypecoum,Papaveraceae,3,7
Saurauia eburnea,Saurauia,Actinidiaceae,1,3
Geranium procurrens,Geranium,Geraniaceae,2,5
Calophyllum trapezifolium,Calophyllum,Calophyllaceae,1,14
Ilex apiensis,Ilex,Aquifoliaceae,1,10
Eurya reflexa,Eurya,Pentaphylacaceae,1,5
Hibbertia baudouinii,Hibbertia,Dilleniaceae,1,87
Hyperbaena axilliflora,Hyperbaena,Menispermaceae,1,18
Adenia subsessilifolia,Adenia,Passifloraceae,1,31
Dioscorea decaryana,Dioscorea,Dioscoreaceae,1,6
Chascanum insulare,Chascanum,Verbenaceae,1,22
Geniostoma novae-caledoniae,Geniostoma,Loganiaceae,1,31
Fritillaria mutabilis,Fritillaria,Liliaceae,2,2
Pittosporum oubatchense,Pittosporum,Pittosporaceae,1,46
Leiothrix hirsuta,Leiothrix,Eriocaulaceae,1,4
Steganthera parvifolia,Steganthera,Monimiaceae,1,4
Potamogeton nericius,Potamogeton,Potamogetonaceae,2,6
Cuphea lobelioides,Cuphea,Lythraceae,1,4
Symplocos atroviolacea,Symplocos,Symplocaceae,1,5
Dendrophthora mancinellae,Dendrophthora,Viscaceae,1,3
Goeppertia luciani,Goeppertia,Marantaceae,1,2
Heliotropium gibberosum,Heliotropium,Heliotropiaceae,1,2
Guapira clarensis,Guapira,Nyctaginaceae,1,2
Cadaba trifoliata,Cadaba,Capparaceae,1,2
Varronia fasciculata,Varronia,Cordiaceae,1,2
Goodenia cirrifica,Goodenia,Goodeniaceae,1,1
Nepenthes platychila,Nepenthes,Nepenthaceae,1,2
Magnolia longipes,Magnolia,Magnoliaceae,1,3
Smilax subpubescens,Smilax,Smilacaceae,1,3
Hirtella hispidula,Hirtella,Chrysobalanaceae,1,1
Utricularia beaugleholei,Utricularia,Lentibulariaceae,1,2
Alnus lusitanica,Alnus,Betulaceae,1,1
Camellia pitardii,Camellia,Theaceae,1,1
Oxalis flava,Oxalis,Oxalidaceae,1,1
Berberis tischleri,Berberis,Berberidaceae,1,1
Helianthemum confertum,Helianthemum,Cistaceae,1,1
Torenia cambodgiana,Torenia,Linderniaceae,1,1
Erythroxylum mogotense,Erythroxylum,Erythroxylaceae,1,1
Gustavia gracillima,Gustavia,Lecythidaceae,1,1
Sauvagesia pulchella,Sauvagesia,Ochnaceae,1,1
Platanthera psycodes,Platanthera,Orchidaceae,23,453
Arctium nemorosum,Arctium,Asteraceae,107,10304
Pavetta brownii,Pavetta,Rubiaceae,23,56
Trifolium nigrescens,Trifolium,Fabaceae,81,1381
Alopecurus arundinaceus,Alopecurus,Poaceae,125,1411
Carex brunnea,Carex,Cyperaceae,70,1358
Welchiodendron longivalve,Welchiodendron,Myrtaceae,12,252
Macaranga mappa,Macaranga,Euphorbiaceae,21,382
Cotoneaster simonsii,Cotoneaster,Rosaceae,59,22166
Vincetoxicum biglandulosum,Vincetoxicum,Apocynaceae,13,258
Teucrium divaricatum,Teucrium,Lamiaceae,40,189
Miconia pyramidalis,Miconia,Melastomataceae,5,67
Sterculia rubiginosa,Sterculia,Malvaceae,18,286
Rhododendron brachycarpum,Rhododendron,Ericaceae,12,1196
Calamus zebrinus,Calamus,Arecaceae,6,55
Stenandrium tuberosum,Stenandrium,Acanthaceae,6,22
Cinnamomum sintoc,Cinnamomum,Lauraceae,6,89
Primula veris x vulgaris,Primula,Primulaceae,7,102
Cyrtandra longiflora,Cyrtandra,Gesneriaceae,3,6
Bridelia micrantha,Bridelia,Phyllanthaceae,7,75
Arisaema tosaense,Arisaema,Araceae,6,309
Clematis chinensis,Clematis,Ranunculaceae,16,331
Polyalthia congesta,Polyalthia,Annonaceae,4,27
Cardamine leucantha,Cardamine,Brassicaceae,35,1224
Cupania triquetra,Cupania,Sapindaceae,7,27
Glycosmis cochinchinensis,Glycosmis,Rutaceae,5,106
Paronychia echinulata,Paronychia,Caryophyllaceae,28,330
Cryptotaenia canadensis,Cryptotaenia,Apiaceae,17,176
Dendrocnide peltata,Dendrocnide,Urticaceae,6,26
Populus sieboldii,Populus,Salicaceae,9,707
Ficus consociata,Ficus,Moraceae,12,124
Piper ribesioides,Piper,Piperaceae,4,8
Callitriche truncata,Callitriche,Plantaginaceae,13,1268
Polyscias pacifica,Polyscias,Araliaceae,5,27
Solanum triflorum,Solanum,Solanaceae,10,406
Riedelia curviflora,Riedelia,Zingiberaceae,3,6
Ruscus hypoglossum,Ruscus,Asparagaceae,11,86
Sideroxylon portoricense,Sideroxylon,Sapotaceae,3,43
Begonia goudotii,Begonia,Begoniaceae,1,81
Iresine flavescens,Iresine,Amaranthaceae,18,45
Ipomoea habeliana,Ipomoea,Convolvulaceae,10,70
Freycinetia jagorii,Freycinetia,Pandanaceae,2,15
Campanula jacobaea,Campanula,Campanulaceae,4,47
Quercus castaneifolia,Quercus,Fagaceae,4,35
Polygonum ajanense,Polygonum,Polygonaceae,11,92
Celastrus novoguineensis,Celastrus,Celastraceae,3,47
Garnieria spathulifolia,Garnieria,Proteaceae,2,17
Monochasma sheareri,Monochasma,Orobanchaceae,8,121
Alphitonia franguloides,Alphitonia,Rhamnaceae,4,20
Aglaia angustifolia,Aglaia,Meliaceae,4,39
Glandora prostrata,Glandora,Boraginaceae,6,10
Elaeocarpus halconensis,Elaeocarpus,Elaeocarpaceae,2,5
Fraxinus japonica,Fraxinus,Oleaceae,3,15
Diospyros pervillei,Diospyros,Ebenaceae,2,32
Kalanchoe marnieriana,Kalanchoe,Crassulaceae,5,15
Swertia javanica,Swertia,Gentianaceae,3,23
Semecarpus glaucus,Semecarpus,Anacardiaceae,3,97
Cissus angustata,Cissus,Vitaceae,3,119
Viola maviensis,Viola,Violaceae,5,33
Shorea beccariana,Shorea,Dipterocarpaceae,2,147
Colea tetragona,Colea,Bignoniaceae,2,80
Knema pubiflora,Knema,Myristicaceae,2,25
Allium praecox,Allium,Amaryllidaceae,5,241
Zehneria anomala,Zehneria,Cucurbitaceae,3,16
Fuchsia standishii,Fuchsia,Onagraceae,5,31
Stigmaphyllon adenodon,Stigmaphyllon,Malpighiaceae,2,5
Macrosolen macrophyllus,Macrosolen,Loranthaceae,2,29
Romulea minutiflora,Romulea,Iridaceae,5,96
Gonystylus affinis,Gonystylus,Thymelaeaceae,2,36
Peniocereus johnstonii,Peniocereus,Cactaceae,3,15
Clusia fluminensis,Clusia,Clusiaceae,2,5
Limonium normannicum,Limonium,Plumbaginaceae,2,8
Guzmania sanguinea,Guzmania,Bromeliaceae,2,23
Xanthophyllum palawanense,Xanthophyllum,Polygalaceae,2,11
Aloe deltoideodonta,Aloe,Asphodelaceae,1,66
Commiphora marchandii,Commiphora,Burseraceae,1,394
Abelia uniflora,Abelia,Caprifoliaceae,4,9
Impatiens ekapaksiana,Impatiens,Balsaminaceae,1,7
Luzula meridionalis,Luzula,Juncaceae,7,196
Pterophylla decora,Pterophylla,Cunoniaceae,1,83
Aristolochia enricoi,Aristolochia,Aristolochiaceae,1,37
Commelina lukei,Commelina,Commelinaceae,2,6
Saxifraga bulbifera,Saxifraga,Saxifragaceae,3,180
Hypericum reptans,Hypericum,Hypericaceae,2,3
Zaluzianskya divaricata,Zaluzianskya,Scrophulariaceae,2,5
Terminalia ulexoides,Terminalia,Combretaceae,1,117
Papaver alboroseum,Papaver,Papaveraceae,3,7
Saurauia hirsuta,Saurauia,Actinidiaceae,1,3
Geranium vlassovianum,Geranium,Geraniaceae,2,5
Mammea glaucifolia,Mammea,Calophyllaceae,1,14
Ilex brassii,Ilex,Aquifoliaceae,1,10
Ternstroemia buxifolia,Ternstroemia,Pentaphylacaceae,1,5
Hibbertia calycina,Hibbertia,Dilleniaceae,1,85
Hyperbaena columbica,Hyperbaena,Menispermaceae,1,18
Passiflora lancifolia,Passiflora,Passifloraceae,1,22
Dioscorea formosana,Dioscorea,Dioscoreaceae,1,6
Coelocarpum socotranum,Coelocarpum,Verbenaceae,1,14
Geniostoma balansaeanum,Geniostoma,Loganiaceae,1,27
Gagea dubia,Gagea,Liliaceae,2,2
Pittosporum scythophyllum,Pittosporum,Pittosporaceae,1,46
Paepalanthus ramosus,Paepalanthus,Eriocaulaceae,1,4
Tambourissa floricostata,Tambourissa,Monimiaceae,1,4
Potamogeton cognatus,Potamogeton,Potamogetonaceae,2,4
Ammannia calcicola,Ammannia,Lythraceae,1,3
Symplocos columbuli,Symplocos,Symplocaceae,1,5
Korthalsella geminata,Korthalsella,Viscaceae,1,3
Ischnosiphon inflatus,Ischnosiphon,Marantaceae,1,2
Heliotropium kuriense,Heliotropium,Heliotropiaceae,1,2
Guapira myrtiflora,Guapira,Nyctaginaceae,1,2
Capparis bodinieri,Capparis,Capparaceae,1,2
Varronia jeremiensis,Varronia,Cordiaceae,1,2
Goodenia collaris,Goodenia,Goodeniaceae,1,1
Nepenthes ramispina,Nepenthes,Nepenthaceae,1,2
Magnolia officinalis,Magnolia,Magnoliaceae,1,3
Smilax elegans,Smilax,Smilacaceae,1,2
Hirtella macrophylla,Hirtella,Chrysobalanaceae,1,1
Utricularia breviscapa,Utricularia,Lentibulariaceae,1,2
Betula cylindrostachya,Betula,Betulaceae,1,1
Camellia pubipetala,Camellia,Theaceae,1,1
Oxalis gigantea,Oxalis,Oxalidaceae,1,1
Epimedium brevicornu,Epimedium,Berberidaceae,1,1
Helianthemum linii,Helianthemum,Cistaceae,1,1
Torenia cordata,Torenia,Linderniaceae,1,1
Erythroxylum myrsinites,Erythroxylum,Erythroxylaceae,1,1
Gustavia speciosa,Gustavia,Lecythidaceae,1,1
Caladenia latifolia,Caladenia,Orchidaceae,23,445
Elephantopus mollis,Elephantopus,Asteraceae,107,3723
Gonzalagunia hirsuta,Gonzalagunia,Rubiaceae,22,708
Canavalia cathartica,Canavalia,Fabaceae,81,551
Puccinellia phryganodes,Puccinellia,Poaceae,122,1076
Carex lanceolata,Carex,Cyperaceae,69,2560
Syzygium buettnerianum,Syzygium,Myrtaceae,12,157
Euphorbia polycarpa,Euphorbia,Euphorbiaceae,21,198
Rubus radula,Rubus,Rosaceae,59,3161
Strophanthus caudatus,Strophanthus,Apocynaceae,13,82
Premna acuminata,Premna,Lamiaceae,40,127
Medinilla macrophylla,Medinilla,Melastomataceae,5,60
Microcos paniculata,Microcos,Malvaceae,18,248
Rhododendron diversipilosum,Rhododendron,Ericaceae,12,412
Pinanga maculata,Pinanga,Arecaceae,6,54
Strobilanthes schomburgkii,Strobilanthes,Acanthaceae,6,16
Nectandra hihua,Nectandra,Lauraceae,6,89
Primula pulverulenta,Primula,Primulaceae,7,92
Cyrtandra tayabensis,Cyrtandra,Gesneriaceae,3,6
Glochidion borneense,Glochidion,Phyllanthaceae,7,63
Arum creticum,Arum,Araceae,6,171
Caltha leptosepala,Caltha,Ranunculaceae,16,292
Xylopia elliptica,Xylopia,Annonaceae,4,25
Malcolmia maritima,Malcolmia,Brassicaceae,35,1042
Alectryon reticulatus,Alectryon,Sapindaceae,7,23
Flindersia amboinensis,Flindersia,Rutaceae,5,86
Silene antirrhina,Silene,Caryophyllaceae,27,239
Cicuta douglasii,Cicuta,Apiaceae,17,92
Dendrocnide ternatensis,Dendrocnide,Urticaceae,6,23
Casearia spinescens,Casearia,Salicaceae,9,83
Ficus albipila,Ficus,Moraceae,12,108
Peperomia candida,Peperomia,Piperaceae,4,7
Callitriche muelleri,Callitriche,Plantaginaceae,13,336
Trachymene incisa,Trachymene,Araliaceae,5,25
Solanum virginianum,Solanum,Solanaceae,10,173
Alpinia graminea,Alpinia,Zingiberaceae,3,5
Chlorophytum laxum,Chlorophytum,Asparagaceae,11,73
Pleioluma balansana,Pleioluma,Sapotaceae,3,42
Begonia domingensis,Begonia,Begoniaceae,1,76
Beta adanensis,Beta,Amaranthaceae,18,40
Ipomoea heptaphylla,Ipomoea,Convolvulaceae,10,33
Pandanus associatus,Pandanus,Pandanaceae,2,14
Lobelia assurgens,Lobelia,Campanulaceae,4,46
Lithocarpus encleisocarpus,Lithocarpus,Fagaceae,4,34
Muehlenbeckia sagittifolia,Muehlenbeckia,Polygonaceae,10,458
Torralbasia cuneifolia,Torralbasia,Celastraceae,3,43
Helicia hypoglauca,Helicia,Proteaceae,2,16
Euphrasia reuteri,Euphrasia,Orobanchaceae,8,75
Ceanothus thyrsiflorus,Ceanothus,Rhamnaceae,4,20
Guarea kunthiana,Guarea,Meliaceae,4,34
Onosma arenaria,Onosma,Boraginaceae,6,9
Elaeocarpus kusanoi,Elaeocarpus,Elaeocarpaceae,2,4
Chionanthus cordulatus,Chionanthus,Oleaceae,3,11
Diospyros confertiflora,Diospyros,Ebenaceae,2,29
Bryophyllum pinnatum,Kalanchoe,Crassulaceae,5,11
Voyria aurantiaca,Voyria,Gentianaceae,3,21
Campnosperma seychellarum,Campnosperma,Anacardiaceae,3,82
Ampelocissus polita,Ampelocissus,Vitaceae,3,98
Viola parvula,Viola,Violaceae,5,33
Shorea maxwelliana,Shorea,Dipterocarpaceae,2,128
Rhodocolea involucrata,Rhodocolea,Bignoniaceae,2,73
Horsfieldia schlechteri,Horsfieldia,Myristicaceae,2,23
Allium parciflorum,Allium,Amaryllidaceae,5,237
Psiguria warscewiczii,Psiguria,Cucurbitaceae,3,15
Ludwigia affinis,Ludwigia,Onagraceae,5,20
Stigmaphyllon sinuatum,Stigmaphyllon,Malpighiaceae,2,5
Scurrula oortiana,Scurrula,Loranthaceae,2,28
Patersonia sericea,Patersonia,Iridaceae,5,67
Gonystylus stenosepalus,Gonystylus,Thymelaeaceae,2,28
Cochemiea blossfeldiana,Cochemiea,Cactaceae,3,14
Garcinia morella,Garcinia,Clusiaceae,2,5
Limonium pharense,Limonium,Plumbaginaceae,2,8
Glomeropitcairnia erectiflora,Glomeropitcairnia,Bromeliaceae,2,20
Epirixanthes kinabaluensis,Epirixanthes,Polygalaceae,2,10
Aloe perryi,Aloe,Asphodelaceae,1,54
Canarium lamianum,Canarium,Burseraceae,1,346
Valerianella lasiocarpa,Valerianella,Caprifoliaceae,4,8
Impatiens mannii,Impatiens,Balsaminaceae,1,7
Juncus filicaulis,Juncus,Juncaceae,7,157
Pancheria ferruginea,Pancheria,Cunoniaceae,1,79
Asarum mikuniense,Asarum,Aristolochiaceae,1,31
Pollia subumbellata,Pollia,Commelinaceae,2,6
Asimitellaria japonica,Asimitellaria,Saxifragaceae,3,139
Hypericum setosum,Hypericum,Hypericaceae,2,3
Buddleja auriculata,Buddleja,Scrophulariaceae,2,4
Terminalia orientensis,Terminalia,Combretaceae,1,84
Papaver sokolovskajae,Papaver,Papaveraceae,3,7
Saurauia hoeveniana,Saurauia,Actinidiaceae,1,3
Geranium loxense,Geranium,Geraniaceae,2,4
Calophyllum pyriforme,Calophyllum,Calophyllaceae,1,13
Ilex cristata,Ilex,Aquifoliaceae,1,10
Ternstroemia calycina,Ternstroemia,Pentaphylacaceae,1,5
Dillenia turbinata,Dillenia,Dilleniaceae,1,75
Chlaenandra ovata,Chlaenandra,Menispermaceae,1,17
Passiflora sanguinolenta,Passiflora,Passifloraceae,1,22
Dioscorea introrsa,Dioscorea,Dioscoreaceae,1,6
Stachytarpheta gracilis,Stachytarpheta,Verbenaceae,1,14
Geniostoma venosum,Geniostoma,Loganiaceae,1,24
Fritillaria koidzumiana,Fritillaria,Liliaceae,1,177
Pittosporum ledermannii,Pittosporum,Pittosporaceae,1,44
Eriocaulon depauperatum,Eriocaulon,Eriocaulaceae,1,3
Tambourissa lowryi,Tambourissa,Monimiaceae,1,4
Potamogeton pygmaeus,Potamogeton,Potamogetonaceae,2,4
Ammannia uniflora,Ammannia,Lythraceae,1,3
Symplocos gambliana,Symplocos,Symplocaceae,1,5
Viscum fastigiatum,Viscum,Viscaceae,1,3
Marantochloa conferta,Marantochloa,Marantaceae,1,2
Heliotropium leavenworthii,Heliotropium,Heliotropiaceae,1,2
Mirabilis albida,Mirabilis,Nyctaginaceae,1,2
Capparis longestipitata,Capparis,Capparaceae,1,2
Varronia nashii,Varronia,Cordiaceae,1,2
Goodenia glabrata,Goodenia,Goodeniaceae,1,1
Nepenthes ramos,Nepenthes,Nepenthaceae,1,2
Magnolia sarawakensis,Magnolia,Magnoliaceae,1,3
Smilax schomburgkiana,Smilax,Smilacaceae,1,2
Hirtella tentaculata,Hirtella,Chrysobalanaceae,1,1
Utricularia lasiocaulis,Utricularia,Lentibulariaceae,1,2
Betula delavayi,Betula,Betulaceae,1,1
Camellia rosmannii,Camellia,Theaceae,1,1
Oxalis glabra,Oxalis,Oxalidaceae,1,1
Epimedium fargesii,Epimedium,Berberidaceae,1,1
Helianthemum roseum,Helianthemum,Cistaceae,1,1
Torenia travancorica,Torenia,Linderniaceae,1,1
Erythroxylum oxycarpum,Erythroxylum,Erythroxylaceae,1,1
Lecythis chartacea,Lecythis,Lecythidaceae,1,1
Platanthera elegans,Platanthera,Orchidaceae,23,300
Lactuca sativa,Lactuca,Asteraceae,107,1288
Richardia grandiflora,Richardia,Rubiaceae,22,459
Lotus ornithopodioides,Lotus,Fabaceae,80,1777
Bromus secalinus,Bromus,Poaceae,120,8060
Carex dacica,Carex,Cyperaceae,69,229
Corymbia clavigera,Corymbia,Myrtaceae,12,154
Suregada multiflora,Suregada,Euphorbiaceae,21,191
Spiraea chamaedryfolia,Spiraea,Rosaceae,58,691
Parsonsia straminea,Parsonsia,Apocynaceae,13,76
Monarda punctata,Monarda,Lamiaceae,39,653
Medinilla fasciculata,Medinilla,Melastomataceae,5,48
Pterygota horsfieldii,Pterygota,Malvaceae,18,150
Ceratiola ericoides,Ceratiola,Ericaceae,12,373
Caryota cumingii,Caryota,Arecaceae,6,42
Asystasia oppositiflora,Asystasia,Acanthaceae,6,15
Licaria parvifolia,Licaria,Lauraceae,6,84
Myrsine lecardii,Myrsine,Primulaceae,7,74
Aeschynanthus amboinensis,Aeschynanthus,Gesneriaceae,3,5
Heterosavia erythroxyloides,Heterosavia,Phyllanthaceae,7,53
Alocasia brancifolia,Alocasia,Araceae,6,37
Ranunculus cassubicus,Ranunculus,Ranunculaceae,16,249
Anaxagorea dolichocarpa,Anaxagorea,Annonaceae,4,24
Calepina irregularis,Calepina,Brassicaceae,33,273
Harpullia leichhardtii,Harpullia,Sapindaceae,7,21
Glycosmis chlorosperma,Glycosmis,Rutaceae,5,79
Petrorhagia nanteuilii,Petrorhagia,Caryophyllaceae,26,771
Bupleurum fruticosum,Bupleurum,Apiaceae,16,1275
Elatostema salomonense,Elatostema,Urticaceae,6,14
Populus wettsteinii,Populus,Salicaceae,9,83
Taxotrophis taxoides,Taxotrophis,Moraceae,12,95
Peperomia quadrangularis,Peperomia,Piperaceae,4,7
Veronica speciosa,Veronica,Plantaginaceae,13,232
Dendropanax australis,Dendropanax,Araliaceae,5,20
Solanum cheesmaniae,Solanum,Solanaceae,10,161
Hedychium gardneranum,Hedychium,Zingiberaceae,3,5
Hosta capitata,Hosta,Asparagaceae,11,54
Planchonella serpentinicola,Planchonella,Sapotaceae,3,38
Begonia chuyunshanensis,Begonia,Begoniaceae,1,66
Chenopodium nutans,Chenopodium,Amaranthaceae,17,557
Cuscuta indecora,Cuscuta,Convolvulaceae,10,23
Pandanus atropurpureus,Pandanus,Pandanaceae,2,14
Campanula celsii,Campanula,Campanulaceae,4,42
Lithocarpus philippinensis,Lithocarpus,Fagaceae,4,26
Fallopia dentatoalata,Fallopia,Polygonaceae,10,273
Microtropis wallichiana,Microtropis,Celastraceae,3,39
Lomatia myricoides,Lomatia,Proteaceae,2,13
Pedicularis canadensis,Pedicularis,Orobanchaceae,8,59
Ceanothus cuneatus,Ceanothus,Rhamnaceae,4,14
Aglaia glabrata,Aglaia,Meliaceae,4,28
Myosotis stolonifera,Myosotis,Boraginaceae,5,2610
Sloanea macbrydei,Sloanea,Elaeocarpaceae,2,4
Jasminum auriculatum,Jasminum,Oleaceae,3,8
Diospyros kely,Diospyros,Ebenaceae,2,27
Sedum emarginatum,Sedum,Crassulaceae,5,11
Gentianopsis crinita,Gentianopsis,Gentianaceae,3,17
Euroschinus jaffrei,Euroschinus,Anacardiaceae,3,81
Leea cuspidifera,Leea,Vitaceae,3,94
Pombalia calceolaria,Pombalia,Violaceae,5,32
Shorea faguetiana,Shorea,Dipterocarpaceae,2,124
Tecomanthe volubilis,Tecomanthe,Bignoniaceae,2,71
Myristica sphaerosperma,Myristica,Myristicaceae,2,23
Allium maximowiczii,Allium,Amaryllidaceae,5,203
Corallocarpus bainesii,Corallocarpus,Cucurbitaceae,3,14
Epilobium hallianum,Epilobium,Onagraceae,5,18
Tetrapterys crispa,Tetrapterys,Malpighiaceae,2,5
Lepeostegeres beccarii,Lepeostegeres,Loranthaceae,2,27
Herbertia lahue,Herbertia,Iridaceae,5,54
Wikstroemia bicornuta,Wikstroemia,Thymelaeaceae,2,27
Cochemiea sheldonii,Cochemiea,Cactaceae,3,14
