accepted_species,genus,family,n_islands,n_records
Xanthophyllum clovis,Xanthophyllum,Polygalaceae,1,13
Kniphofia pallidiflora,Kniphofia,Asphodelaceae,1,5
Knautia collina,Knautia,Caprifoliaceae,2,3
Canarium fuscocalycinum,Canarium,Burseraceae,1,14
Pterophylla pauciflora,Pterophylla,Cunoniaceae,1,31
Impatiens tsararavina,Impatiens,Balsaminaceae,1,3
Juncus diffusus,Juncus,Juncaceae,2,22
Astilbe macroflora,Astilbe,Saxifragaceae,1,134
Aristolochia baracoensis,Aristolochia,Aristolochiaceae,1,4
Cyanotis loureiroana,Cyanotis,Commelinaceae,1,5
Rhabdotosperma densifolia,Rhabdotosperma,Scrophulariaceae,1,5
Hypericum caprifolium,Hypericum,Hypericaceae,1,4
Terminalia adenopoda,Terminalia,Combretaceae,1,3
Meconopsis grandis,Meconopsis,Papaveraceae,1,3
Saurauia denticulata,Saurauia,Actinidiaceae,1,1
Erodium geoides,Erodium,Geraniaceae,1,1
Ilex tsugitakayamensis,Ilex,Aquifoliaceae,1,2
Kayea stylosa,Kayea,Calophyllaceae,1,2
Cleyera pachyphylla,Cleyera,Pentaphylacaceae,1,1
Cissampelos grandifolia,Cissampelos,Menispermaceae,1,1
Dioscorea hebridensis,Dioscorea,Dioscoreaceae,1,1
Passiflora arbelaezii,Passiflora,Passifloraceae,1,1
Dillenia fischeri,Dillenia,Dilleniaceae,1,1
Geniostoma calcicola,Geniostoma,Loganiaceae,1,1
Lippia javanica,Lippia,Verbenaceae,1,1
Potamogeton alpinus x gramineus,Potamogeton,Potamogetonaceae,1,1
Lilium ukeyuri,Lilium,Liliaceae,1,1
Prescottia oligantha,Prescottia,Orchidaceae,17,284
Xanthium spinosum,Xanthium,Asteraceae,69,1183
Hexasepalum sarmentosum,Hexasepalum,Rubiaceae,15,257
Pleurolobus gangeticus,Pleurolobus,Fabaceae,56,491
Melica ciliata,Melica,Poaceae,80,2629
Carex appressa,Carex,Cyperaceae,41,2377
Rhodomyrtus macrocarpa,Rhodomyrtus,Myrtaceae,8,38
Acalypha cardiophylla,Acalypha,Euphorbiaceae,13,75
Rosa micrantha,Rosa,Rosaceae,30,4969
Melodinus australis,Melodinus,Apocynaceae,8,145
Nepeta faassenii,Nepeta,Lamiaceae,20,137
Medinilla intermedia,Medinilla,Melastomataceae,4,14
Hibiscus hirtus,Hibiscus,Malvaceae,12,33
Gaultheria luzonica,Gaultheria,Ericaceae,7,66
Pinanga patula,Pinanga,Arecaceae,4,42
Hygrophila polysperma,Hygrophila,Acanthaceae,3,41
Nectandra krugii,Nectandra,Lauraceae,4,41
Ardisia copelandii,Ardisia,Primulaceae,4,105
Cyrtandra grandibracteata,Cyrtandra,Gesneriaceae,2,7
Flueggea neowawraea,Flueggea,Phyllanthaceae,5,36
Wolffia borealis,Wolffia,Araceae,4,15
Clematis recta,Clematis,Ranunculaceae,9,12
Polyalthia longipes,Polyalthia,Annonaceae,3,15
Lepidium platypetalum,Lepidium,Brassicaceae,13,24
Aesculus glabra,Aesculus,Sapindaceae,4,95
Chloroxylon swietenia,Chloroxylon,Rutaceae,3,13
Spergularia flaccida,Spergularia,Caryophyllaceae,12,216
Bupleurum glumaceum,Bupleurum,Apiaceae,10,35
Pilea spruceana,Pilea,Urticaceae,4,6
Salix myrtillifolia,Salix,Salicaceae,5,12
Peperomia pedunculata,Peperomia,Piperaceae,2,175
Ficus urnigera,Ficus,Moraceae,7,50
Plantago hispida,Plantago,Plantaginaceae,7,61
Polyscias joskei,Polyscias,Araliaceae,3,17
Athenaea fasciculata,Athenaea,Solanaceae,6,20
Alpinia chinensis,Alpinia,Zingiberaceae,2,8
Comospermum yedoense,Comospermum,Asparagaceae,5,107
Payena obscura,Payena,Sapotaceae,2,40
Begonia symgeraniifolia,Begonia,Begoniaceae,1,13
Froelichia floridana,Froelichia,Amaranthaceae,10,36
Ipomoea leucantha,Ipomoea,Convolvulaceae,5,34
Pandanus muricatus,Pandanus,Pandanaceae,1,80
Lobelia gloria-montis,Lobelia,Campanulaceae,2,53
Lithocarpus dasystachyus,Lithocarpus,Fagaceae,2,116
Bistorta manshuriensis,Bistorta,Polygonaceae,5,12
Salacia maingayi,Salacia,Celastraceae,2,10
Dilobeia thouarsii,Dilobeia,Proteaceae,1,538
Agalinis setacea,Agalinis,Orobanchaceae,4,26
Sarcomphalus rhodoxylon,Sarcomphalus,Rhamnaceae,2,25
Chisocheton lasiogynus,Chisocheton,Meliaceae,2,29
Cryptantha intermedia,Cryptantha,Boraginaceae,3,18
Elaeocarpus bullatus,Elaeocarpus,Elaeocarpaceae,1,28
Abeliophyllum distichum,Abeliophyllum,Oleaceae,2,2
Diospyros rufotomentosa,Diospyros,Ebenaceae,1,126
Echeveria derenbergii,Echeveria,Crassulaceae,2,104
Swertia shintenensis,Swertia,Gentianaceae,1,418
Cissus picardae,Cissus,Vitaceae,2,15
Viola neglecta,Viola,Violaceae,3,3
Melanochyla beccariana,Melanochyla,Anacardiaceae,2,14
Dipterocarpus orbicularis,Dipterocarpus,Dipterocarpaceae,2,3
Knema tridactyla,Knema,Myristicaceae,1,36
Stereospermum undatum,Stereospermum,Bignoniaceae,1,92
Narcissus moschatus,Narcissus,Amaryllidaceae,2,55
Corallocarpus grevei,Corallocarpus,Cucurbitaceae,1,87
Epilobium dacicum,Epilobium,Onagraceae,2,110
Malpighia caribaea,Malpighia,Malpighiaceae,1,10
Romulea insularis,Romulea,Iridaceae,2,13
Macrosolen tricolor,Macrosolen,Loranthaceae,1,33
Gnidia humbertii,Gnidia,Thymelaeaceae,1,67
Mammillaria rhodantha,Mammillaria,Cactaceae,2,2
Garcinia brevipes,Garcinia,Clusiaceae,1,18
Limonium antonii-llorensii,Limonium,Plumbaginaceae,1,12
Pitcairnia domingensis,Pitcairnia,Bromeliaceae,1,10
Polygala perrieri,Polygala,Polygalaceae,1,12
Aloe alexandrei,Aloe,Asphodelaceae,1,4
Leycesteria glaucophylla,Leycesteria,Caprifoliaceae,2,3
Canarium latistipulatum,Canarium,Burseraceae,1,14
Pterophylla devogelii,Pterophylla,Cunoniaceae,1,29
Impatiens ahernii,Impatiens,Balsaminaceae,1,2
Juncus brueggeri,Juncus,Juncaceae,2,13
Asimitellaria koshiensis,Asimitellaria,Saxifragaceae,1,131
Aristolochia manokwariensis,Aristolochia,Aristolochiaceae,1,4
Sauvallia blainii,Sauvallia,Commelinaceae,1,5
Scrophularia domingensis,Scrophularia,Scrophulariaceae,1,5
Hypericum cerastoides,Hypericum,Hypericaceae,1,4
Terminalia aroldoi,Terminalia,Combretaceae,1,3
Meconopsis paniculata,Meconopsis,Papaveraceae,1,3
Saurauia emarginata,Saurauia,Actinidiaceae,1,1
Erodium rupestre,Erodium,Geraniaceae,1,1
Ilex wilsonii,Ilex,Aquifoliaceae,1,2
Kielmeyera lathrophyton,Kielmeyera,Calophyllaceae,1,2
Eurya acutisepala,Eurya,Pentaphylacaceae,1,1
Cissampelos mucronata,Cissampelos,Menispermaceae,1,1
Dioscorea kamoonensis,Dioscorea,Dioscoreaceae,1,1
Passiflora cervii,Passiflora,Passifloraceae,1,1
Dillenia hookeri,Dillenia,Dilleniaceae,1,1
Geniostoma niinoanense,Geniostoma,Loganiaceae,1,1
Petrea macrostachya,Petrea,Verbenaceae,1,1
Potamogeton berchtoldii x trichoides,Potamogeton,Potamogetonaceae,1,1
Lilium wallichianum,Lilium,Liliaceae,1,1
Pterostylis curta,Pterostylis,Orchidaceae,17,195
Coreopsis tinctoria,Coreopsis,Asteraceae,69,1138
Notopleura uliginosa,Notopleura,Rubiaceae,15,235
Calliandra haematocephala,Calliandra,Fabaceae,56,319
Eragrostis brownii,Eragrostis,Poaceae,80,738
Machaerina juncea,Machaerina,Cyperaceae,41,1073
Syzygium decipiens,Syzygium,Myrtaceae,8,38
Euphorbia punctulata,Euphorbia,Euphorbiaceae,13,71
Acaena anserinifolia,Acaena,Rosaceae,30,3895
Tabernaemontana corymbosa,Tabernaemontana,Apocynaceae,8,145
Ajuga pygmaea,Ajuga,Lamiaceae,20,127
Miconia conorufescens,Miconia,Melastomataceae,4,14
Trichospermum richii,Trichospermum,Malvaceae,12,22
Gaultheria insana,Gaultheria,Ericaceae,7,53
Salacca affinis,Salacca,Arecaceae,4,42
Phaulopsis verticillaris,Phaulopsis,Acanthaceae,3,39
Litsea gracilipes,Litsea,Lauraceae,4,39
Embelia dasythyrsa,Embelia,Primulaceae,4,97
Cyrtandra grandiflora,Cyrtandra,Gesneriaceae,2,7
Antidesma elbertii,Antidesma,Phyllanthaceae,5,32
Alocasia hollrungii,Alocasia,Araceae,4,14
Clematis crassifolia,Clematis,Ranunculaceae,8,445
Artabotrys lanuginosus,Artabotrys,Annonaceae,3,14
Lobularia canariensis,Lobularia,Brassicaceae,12,1260
Aesculus flava,Aesculus,Sapindaceae,4,94
Clausena harmandiana,Clausena,Rutaceae,3,13
Cerastium siculum,Cerastium,Caryophyllaceae,12,174
Leiotulus involucratus,Leiotulus,Apiaceae,10,32
Urtica sykesii,Urtica,Urticaceae,3,941
Xylosma nitida,Xylosma,Salicaceae,5,12
Piper pachyphyllum,Piper,Piperaceae,2,140
Ficus thonningii,Ficus,Moraceae,7,49
Gratiola neglecta,Gratiola,Plantaginaceae,7,33
Cheirodendron bastardianum,Cheirodendron,Araliaceae,3,16
Lycium shawii,Lycium,Solanaceae,6,20
Etlingera bromeliopsis,Etlingera,Zingiberaceae,2,8
Acanthocarpus robustus,Acanthocarpus,Asparagaceae,5,60
Payena ferruginea,Payena,Sapotaceae,2,39
Begonia aequata,Begonia,Begoniaceae,1,12
Atriplex sagittata,Atriplex,Amaranthaceae,10,34
Ipomoea tuboides,Ipomoea,Convolvulaceae,5,28
Pandanus aridus,Pandanus,Pandanaceae,1,79
Pratia nummularia,Pratia,Campanulaceae,2,52
Lithocarpus korthalsii,Lithocarpus,Fagaceae,2,97
Persicaria segetum,Persicaria,Polygonaceae,5,11
Elaeodendron australe,Elaeodendron,Celastraceae,2,9
Conospermum patens,Conospermum,Proteaceae,1,437
Aureolaria virginica,Aureolaria,Orobanchaceae,4,23
Frangula longipedicellata,Frangula,Rhamnaceae,2,24
Trichilia tuberculata,Trichilia,Meliaceae,2,28
Pectocarya recurvata,Pectocarya,Boraginaceae,3,17
Elaeocarpus coloides,Elaeocarpus,Elaeocarpaceae,1,28
Chionanthus pubescens,Chionanthus,Oleaceae,2,2
Diospyros betamponensis,Diospyros,Ebenaceae,1,122
Aeonium nobile,Aeonium,Crassulaceae,2,88
Gentianella divisa,Gentianella,Gentianaceae,1,364
Cayratia schumanniana,Cayratia,Vitaceae,2,13
Viola brevistipulata,Viola,Violaceae,2,1049
Parishia sericea,Parishia,Anacardiaceae,2,13
Hopea ferrea,Hopea,Dipterocarpaceae,2,3
Myristica ingrata,Myristica,Myristicaceae,1,34
Phylloctenium decaryanum,Phylloctenium,Bignoniaceae,1,88
Allium zebdanense,Allium,Amaryllidaceae,2,52
Zehneria polycarpa,Zehneria,Cucurbitaceae,1,82
Camissoniopsis guadalupensis,Camissoniopsis,Onagraceae,2,67
Malpighia dura,Malpighia,Malpighiaceae,1,10
Sisyrinchium acre,Sisyrinchium,Iridaceae,2,13
Bakerella microcuspis,Bakerella,Loranthaceae,1,32
Kelleria tessellata,Kelleria,Thymelaeaceae,1,64
Opuntia macrocentra,Opuntia,Cactaceae,2,2
Garcinia densiflora,Garcinia,Clusiaceae,1,17
Limonium insulare,Limonium,Plumbaginaceae,1,12
Wittmackia polycephala,Wittmackia,Bromeliaceae,1,10
Polygala sumatrana,Polygala,Polygalaceae,1,12
Aloe ambrensis,Aloe,Asphodelaceae,1,4
Abelia macrotera,Abelia,Caprifoliaceae,2,2
Commiphora parvifolia,Commiphora,Burseraceae,1,14
Cunonia varijuga,Cunonia,Cunoniaceae,1,28
Impatiens ambahatrensis,Impatiens,Balsaminaceae,1,2
Juncus socotranus,Juncus,Juncaceae,2,9
Astilbe simplicifolia,Astilbe,Saxifragaceae,1,99
Asarum leucosepalum,Asarum,Aristolochiaceae,1,4
Amischotolype irritans,Amischotolype,Commelinaceae,1,4
Buddleja albiflora,Buddleja,Scrophulariaceae,1,4
Hypericum fragile,Hypericum,Hypericaceae,1,4
Terminalia benzoin,Terminalia,Combretaceae,1,3
Meconopsis quintuplinervia,Meconopsis,Papaveraceae,1,3
Saurauia forbesii,Saurauia,Actinidiaceae,1,1
Geranium albanum,Geranium,Geraniaceae,1,1
Ilex aculeolata,Ilex,Aquifoliaceae,1,1
Kielmeyera membranacea,Kielmeyera,Calophyllaceae,1,2
Eurya buxifolia,Eurya,Pentaphylacaceae,1,1
Cissampelos nigrescens,Cissampelos,Menispermaceae,1,1
Dioscorea kratica,Dioscorea,Dioscoreaceae,1,1
Passiflora cincinnata,Passiflora,Passifloraceae,1,1
Dillenia ptempoda,Dillenia,Dilleniaceae,1,1
Geniostoma rarotongensis,Geniostoma,Loganiaceae,1,1
Phyla cuneifolia,Phyla,Verbenaceae,1,1
Potamogeton cadburyae,Potamogeton,Potamogetonaceae,1,1
Streptopus koreanus,Streptopus,Liliaceae,1,1
Didymoplexis pallens,Didymoplexis,Orchidaceae,17,116
Taraxacum proximum,Taraxacum,Asteraceae,69,677
Palicourea tomentosa,Palicourea,Rubiaceae,15,174
Centrosema molle,Centrosema,Fabaceae,56,234
Cenchrus spinifex,Cenchrus,Poaceae,80,313
Fimbristylis autumnalis,Fimbristylis,Cyperaceae,41,936
Rhodamnia moluccana,Rhodamnia,Myrtaceae,8,32
Bernardia dichotoma,Bernardia,Euphorbiaceae,13,67
Physocarpus capitatus,Physocarpus,Rosaceae,30,1283
Tabernaemontana dichotoma,Tabernaemontana,Apocynaceae,8,81
Ajuga genevensis,Ajuga,Lamiaceae,20,84
Miconia reversa,Miconia,Melastomataceae,4,14
Pavonia fruticosa,Pavonia,Malvaceae,11,257
Styphelia acuminata,Styphelia,Ericaceae,7,52
Calamus manillensis,Calamus,Arecaceae,4,40
Thunbergia angulata,Thunbergia,Acanthaceae,3,31
Ocotea foeniculacea,Ocotea,Lauraceae,4,35
Parathesis crenulata,Parathesis,Primulaceae,4,96
Aeschynanthus cardinalis,Aeschynanthus,Gesneriaceae,2,6
Phyllanthus bupleuroides,Phyllanthus,Phyllanthaceae,5,32
Rhaphidophora perkinsiae,Rhaphidophora,Araceae,4,14
Clematis brevicaudata,Clematis,Ranunculaceae,8,412
Drepananthus pubescens,Drepananthus,Annonaceae,3,14
Cardamine nuttallii,Cardamine,Brassicaceae,12,594
Matayba apetala,Matayba,Sapindaceae,4,74
Zanthoxylum nadeaudii,Zanthoxylum,Rutaceae,3,12
Silene fabaria,Silene,Caryophyllaceae,12,53
Pimpinella anisum,Pimpinella,Apiaceae,10,16
Pilea rivularis,Pilea,Urticaceae,3,114
Casearia lobbiana,Casearia,Salicaceae,5,11
Piper lanyuense,Piper,Piperaceae,2,80
Artocarpus vriesianus,Artocarpus,Moraceae,7,42
Maurandya barclayana,Maurandya,Plantaginaceae,7,29
Hydrocotyle wilfordii,Hydrocotyle,Araliaceae,3,16
Solanum rude-pannum,Solanum,Solanaceae,6,19
Adelmeria dicranochila,Adelmeria,Zingiberaceae,2,7
Agave sobria,Agave,Asparagaceae,5,42
Planchonella dothioensis,Planchonella,Sapotaceae,2,38
Begonia chiasmogyna,Begonia,Begoniaceae,1,12
Suaeda monoica,Suaeda,Amaranthaceae,10,34
Ipomoea tenuissima,Ipomoea,Convolvulaceae,5,24
Freycinetia spectabilis,Freycinetia,Pandanaceae,1,73
Campanula fransinea,Campanula,Campanulaceae,2,49
Castanopsis foxworthyi,Castanopsis,Fagaceae,2,92
Rumex aureostigmatica,Rumex,Polygonaceae,5,10
Elaeodendron vitiense,Elaeodendron,Celastraceae,2,9
Faurea forficuliflora,Faurea,Proteaceae,1,352
Pedicularis nasuta,Pedicularis,Orobanchaceae,4,19
Sarcomphalus havanensis,Sarcomphalus,Rhamnaceae,2,24
Trichilia sambiranensis,Trichilia,Meliaceae,2,27
Paracynoglossum bottae,Paracynoglossum,Boraginaceae,3,16
Elaeocarpus knuthii,Elaeocarpus,Elaeocarpaceae,1,28
Forsythia ovata,Forsythia,Oleaceae,2,2
Diospyros olivieri,Diospyros,Ebenaceae,1,117
Kalanchoe uniflora,Kalanchoe,Crassulaceae,2,76
Tripterospermum alutaceifolium,Tripterospermum,Gentianaceae,1,318
Pterisanthes rufula,Pterisanthes,Vitaceae,2,11
Viola adenothrix,Viola,Violaceae,2,776
Thyrsodium spruceanum,Thyrsodium,Anacardiaceae,2,12
Hopea scabra,Hopea,Dipterocarpaceae,2,3
Horsfieldia pachycarpa,Horsfieldia,Myristicaceae,1,31
Phyllarthron humblotianum,Phyllarthron,Bignoniaceae,1,83
Allium stipitatum,Allium,Amaryllidaceae,2,45
Seyrigia gracilis,Seyrigia,Cucurbitaceae,1,75
Epilobium brevipes,Epilobium,Onagraceae,2,64
Stigmaphyllon mcphersonii,Stigmaphyllon,Malpighiaceae,1,10
Watsonia versfeldii,Watsonia,Iridaceae,2,13
Socratina phillipsoniana,Socratina,Loranthaceae,1,29
Wikstroemia mononectaria,Wikstroemia,Thymelaeaceae,1,63
Parodia magnifica,Parodia,Cactaceae,2,2
Garcinia hessii,Garcinia,Clusiaceae,1,15
Limonium portovecchiense,Limonium,Plumbaginaceae,1,12
Wittmackia urbaniana,Wittmackia,Bromeliaceae,1,10
Xanthophyllum pedicellatum,Xanthophyllum,Polygalaceae,1,12
Aloe bellatula,Aloe,Asphodelaceae,1,4
Centranthus angustifolius,Centranthus,Caprifoliaceae,2,2
Canarium kinabaluense,Canarium,Burseraceae,1,13
Pterophylla bernardii,Pterophylla,Cunoniaceae,1,27
Impatiens andohahelae,Impatiens,Balsaminaceae,1,2
Juncus capensis,Juncus,Juncaceae,2,8
Chrysosplenium kiotense,Chrysosplenium,Saxifragaceae,1,94
Aristolochia clementis,Aristolochia,Aristolochiaceae,1,3
Amischotolype strigosa,Amischotolype,Commelinaceae,1,4
Myoporum caprarioides,Myoporum,Scrophulariaceae,1,4
Hypericum kurodakeanum,Hypericum,Hypericaceae,1,4
Terminalia pauciflora,Terminalia,Combretaceae,1,3
Meconopsis superba,Meconopsis,Papaveraceae,1,3
Saurauia graciliflora,Saurauia,Actinidiaceae,1,1
Geranium albicans,Geranium,Geraniaceae,1,1
Ilex affinis,Ilex,Aquifoliaceae,1,1
Kielmeyera neglecta,Kielmeyera,Calophyllaceae,1,2
Eurya distichophylla,Eurya,Pentaphylacaceae,1,1
Cocculus blumeanus,Cocculus,Menispermaceae,1,1
Dioscorea lamprocaula,Dioscorea,Dioscoreaceae,1,1
Passiflora citrina,Passiflora,Passifloraceae,1,1
Doliocarpus heterophyllus,Doliocarpus,Dilleniaceae,1,1
Geniostoma sykesii,Geniostoma,Loganiaceae,1,1
Priva adhaerens,Priva,Verbenaceae,1,1
Potamogeton drepanoides,Potamogeton,Potamogetonaceae,1,1
Tulipa ostrowskiana,Tulipa,Liliaceae,1,1
Bulbophyllum apodum,Bulbophyllum,Orchidaceae,17,106
Taraxacum tenebricans,Taraxacum,Asteraceae,69,494
Oldenlandia lancifolia,Oldenlandia,Rubiaceae,15,173
Medicago varia,Medicago,Fabaceae,55,2175
Bothriochloa bladhii,Bothriochloa,Poaceae,79,486
Cyperus pilosus,Cyperus,Cyperaceae,41,712
Corymbia pauciseta,Corymbia,Myrtaceae,8,29
Euphorbia pediculifera,Euphorbia,Euphorbiaceae,13,66
Luetkea pectinata,Luetkea,Rosaceae,30,931
Rauvolfia serpentina,Rauvolfia,Apocynaceae,8,53
Salvia verticillata,Salvia,Lamiaceae,19,947
Miconia rubella,Miconia,Melastomataceae,4,14
Sterculia shillinglawii,Sterculia,Malvaceae,11,112
Rhododendron loranthiflorum,Rhododendron,Ericaceae,7,34
Korthalsia rigida,Korthalsia,Arecaceae,4,40
Strobilanthes echinata,Strobilanthes,Acanthaceae,3,30
Litsea collina,Litsea,Lauraceae,4,32
Lysimachia congestiflora,Lysimachia,Primulaceae,4,93
Agalmyla sojoliana,Agalmyla,Gesneriaceae,2,6
Phyllanthus embergeri,Phyllanthus,Phyllanthaceae,5,30
Aglaonema nebulosum,Aglaonema,Araceae,4,13
Aquilegia oxysepala,Aquilegia,Ranunculaceae,8,236
Drepananthus vitiensis,Drepananthus,Annonaceae,3,14
Lobularia libyca,Lobularia,Brassicaceae,12,135
Cupaniopsis macropetala,Cupaniopsis,Sapindaceae,4,70
Metrodorea nigra,Metrodorea,Rutaceae,3,11
Sabulina mesogitana,Sabulina,Caryophyllaceae,12,43
Ammi trifoliatum,Ammi,Apiaceae,9,1215
Phenax hirtus,Phenax,Urticaceae,3,66
Salix cordata,Salix,Salicaceae,5,8
Peperomia hesperomannii,Peperomia,Piperaceae,2,79
Ficus hederacea,Ficus,Moraceae,7,42
Adenosma indiana,Adenosma,Plantaginaceae,7,23
Heptapleurum hullettii,Heptapleurum,Araliaceae,3,15
Lycianthes vitiensis,Lycianthes,Solanaceae,6,17
Alpinia versicolor,Alpinia,Zingiberaceae,2,7
Hosta yingeri,Hosta,Asparagaceae,5,35
Madhuca pallida,Madhuca,Sapotaceae,2,31
Begonia mindanaensis,Begonia,Begoniaceae,1,12
Atriplex nummularia,Atriplex,Amaranthaceae,10,24
Cuscuta californica,Cuscuta,Convolvulaceae,5,20
Pandanus bernardii,Pandanus,Pandanaceae,1,73
Wahlenbergia akaroa,Wahlenbergia,Campanulaceae,2,49
Quercus blakei,Quercus,Fagaceae,2,85
Polygonum rigidum,Polygonum,Polygonaceae,5,8
Salacia marginata,Salacia,Celastraceae,2,9
Helicia rengetiensis,Helicia,Proteaceae,1,270
Conopholis americana,Conopholis,Orobanchaceae,4,17
Ceanothus verrucosus,Ceanothus,Rhamnaceae,2,22
Didymocheton huntii,Didymocheton,Meliaceae,2,26
Trichodesma trichodesmoides,Trichodesma,Boraginaceae,3,16
Elaeocarpus leucanthus,Elaeocarpus,Elaeocarpaceae,1,28
Jasminum arborescens,Jasminum,Oleaceae,2,2
Diospyros tampinensis,Diospyros,Ebenaceae,1,108
Kalanchoe beauverdii,Kalanchoe,Crassulaceae,2,70
Tripterospermum taiwanense,Tripterospermum,Gentianaceae,1,316
Cissus wrightiana,Cissus,Vitaceae,2,9
Rinorea longipes,Rinorea,Violaceae,2,246
Lannea schweinfurthii,Lannea,Anacardiaceae,2,11
Dipterocarpus tuberculatus,Dipterocarpus,Dipterocarpaceae,2,2
Knema woodii,Knema,Myristicaceae,1,31
Stereospermum longiflorum,Stereospermum,Bignoniaceae,1,80
Allium unifolium,Allium,Amaryllidaceae,2,20
Xerosicyos perrieri,Xerosicyos,Cucurbitaceae,1,75
Epilobium wilsonii,Epilobium,Onagraceae,2,59
Byrsonima motembensis,Byrsonima,Malpighiaceae,1,9
Iris variegata,Iris,Iridaceae,2,11
Amyema dilatipes,Amyema,Loranthaceae,1,28
Pimelea milliganii,Pimelea,Thymelaeaceae,1,62
Thelocactus setispinus,Thelocactus,Cactaceae,2,2
Garcinia tsimatimia,Garcinia,Clusiaceae,1,15
Limonium tyrrhenicum,Limonium,Plumbaginaceae,1,12
Guzmania erythrolepis,Guzmania,Bromeliaceae,1,9
Bredemeyera lucida,Bredemeyera,Polygalaceae,1,11
Aloe bernadettae,Aloe,Asphodelaceae,1,4
Dipsacus asper,Dipsacus,Caprifoliaceae,2,2
Canarium subsidarium,Canarium,Burseraceae,1,13
Codia mackeeana,Codia,Cunoniaceae,1,26
Impatiens asperipetala,Impatiens,Balsaminaceae,1,2
Juncus curvatus,Juncus,Juncaceae,2,6
Chrysosplenium lanuginosum,Chrysosplenium,Saxifragaceae,1,87
Aristolochia monticola,Aristolochia,Aristolochiaceae,1,3
Aneilema protensum,Aneilema,Commelinaceae,1,4
Myoporum papuanum,Myoporum,Scrophulariaceae,1,4
Hypericum millefolium,Hypericum,Hypericaceae,1,4
Terminalia pumila,Terminalia,Combretaceae,1,3
Papaver paphium,Papaver,Papaveraceae,1,3
Saurauia grandifolia,Saurauia,Actinidiaceae,1,1
Geranium antisanae,Geranium,Geraniaceae,1,1
Ilex austrosinensis,Ilex,Aquifoliaceae,1,1
Mammea megaphylla,Mammea,Calophyllaceae,1,2
Eurya eymae,Eurya,Pentaphylacaceae,1,1
Cocculus flabella,Cocculus,Menispermaceae,1,1
Dioscorea lehmannii,Dioscorea,Dioscoreaceae,1,1
Passiflora colvillei,Passiflora,Passifloraceae,1,1
Doliocarpus magnificus,Doliocarpus,Dilleniaceae,1,1
Mitrasacme erophila,Mitrasacme,Loganiaceae,1,1
Priva grandiflora,Priva,Verbenaceae,1,1
Potamogeton heterophyllus,Potamogeton,Potamogetonaceae,1,1
Tulipa praestans,Tulipa,Liliaceae,1,1
Spathoglottis pacifica,Spathoglottis,Orchidaceae,17,101
Achyrophorus valdesii,Achyrophorus,Asteraceae,68,2327
Lasianthus chlorocarpus,Lasianthus,Rubiaceae,15,116
Chamaecrista fasciculata,Chamaecrista,Fabaceae,55,644
Arctopoa eminens,Arctopoa,Poaceae,79,288
Scleria rugosa,Scleria,Cyperaceae,41,224
Eugenia stigmatosa,Eugenia,Myrtaceae,8,28
Ditaxis lanceolata,Ditaxis,Euphorbiaceae,13,50
Prunus grisea,Prunus,Rosaceae,30,466
Vincetoxicum cissoides,Vincetoxicum,Apocynaceae,8,53
Petitia domingensis,Petitia,Lamiaceae,19,257
Rhexia petiolata,Rhexia,Melastomataceae,4,14
Sida abutifolia,Sida,Malvaceae,11,101
Lyonia fruticosa,Lyonia,Ericaceae,7,29
Korthalsia robusta,Korthalsia,Arecaceae,4,39
Strobilanthes pluriformis,Strobilanthes,Acanthaceae,3,27
Phoebe excelsa,Phoebe,Lauraceae,4,32
Maesa macrocarpa,Maesa,Primulaceae,4,52
Cyrtandra capitellata,Cyrtandra,Gesneriaceae,2,6
Aporosa leytensis,Aporosa,Phyllanthaceae,5,24
Spirodela oligorrhiza,Spirodela,Araceae,4,12
Clematis dioica,Clematis,Ranunculaceae,8,81
Miliusa longipes,Miliusa,Annonaceae,3,14
Aurinia sinuata,Aurinia,Brassicaceae,12,93
Lepidopetalum fructoglabrum,Lepidopetalum,Sapindaceae,4,66
Perryodendron parviflorum,Perryodendron,Rutaceae,3,11
Geocarpon groenlandicum,Geocarpon,Caryophyllaceae,11,90
Oreoselinum nigrum,Oreoselinum,Apiaceae,9,613
Dendrocnide kotoensis,Dendrocnide,Urticaceae,3,65
Homalium erianthum,Homalium,Salicaceae,4,1284
Piper bolanicum,Piper,Piperaceae,2,73
Ficus lawesii,Ficus,Moraceae,7,31
Nuttallanthus floridanus,Nuttallanthus,Plantaginaceae,7,23
Polyscias biformis,Polyscias,Araliaceae,3,15
Lycium fremontii,Lycium,Solanaceae,6,17
Camptandra parvula,Camptandra,Zingiberaceae,2,7
Cordyline stricta,Cordyline,Asparagaceae,5,34
Madhuca sandakanensis,Madhuca,Sapotaceae,2,29
Begonia mooreana,Begonia,Begoniaceae,1,12
Gomphrena cunninghamii,Gomphrena,Amaranthaceae,10,23
Cuscuta occidentalis,Cuscuta,Convolvulaceae,5,18
Pandanus variabilis,Pandanus,Pandanaceae,1,69
Githopsis diffusa,Githopsis,Campanulaceae,2,47
Castanopsis eyrei,Castanopsis,Fagaceae,2,80
Triplaris weigeltiana,Triplaris,Polygonaceae,5,8
Xylonymus versteeghii,Xylonymus,Celastraceae,2,9
Grevillea pauciflora,Grevillea,Proteaceae,1,241
Agalinis filifolia,Agalinis,Orobanchaceae,4,14
Sarcomphalus laurinus,Sarcomphalus,Rhamnaceae,2,21
Goniocheton brassii,Goniocheton,Meliaceae,2,26
