accepted_species,genus,family,n_islands,n_records
Eschweilera decolorans,Eschweilera,Lecythidaceae,2,4
Lindernia lobelioides,Vandellia,Linderniaceae,2,2
Campylospermum lanceolatum,Campylospermum,Ochnaceae,1,103
Viburnum carlocephalum,Viburnum,Viburnaceae,3,5
Drypetes bathiei,Drypetes,Putranjivaceae,1,32
Carpophyma pallidum,Carpophyma,Aizoaceae,3,6
Hydrangea moellendorffii,Hydrangea,Hydrangeaceae,2,10
Haloragis masafuerana,Haloragis,Haloragaceae,2,6
Ellipanthus razanatsimae,Ellipanthus,Connaraceae,1,9
Chaetachme aristata,Chaetachme,Cannabaceae,2,135
Linum harlingii,Linum,Linaceae,1,10
Ryparosa anterides,Ryparosa,Achariaceae,1,7
Colchicum rechingeri,Colchicum,Colchicaceae,1,6
Cornus multinervosa,Cornus,Cornaceae,1,16
Bourreria moaensis,Bourreria,Ehretiaceae,1,20
Tribulus eichlerianus,Tribulus,Zygophyllaceae,2,2
Buxus serpentinicola,Buxus,Buxaceae,1,7
Chamaelirium hisauchianum,Chamaelirium,Melanthiaceae,1,55
Rumicastrum remotum,Rumicastrum,Montiaceae,1,13
Schizolaena turkii,Schizolaena,Sarcolaenaceae,1,36
Ottelia ulvifolia,Ottelia,Hydrocharitaceae,2,41
Drosera ramellosa,Drosera,Droseraceae,1,5
Cassipourea ellipticifolia,Cassipourea,Rhizophoraceae,1,6
Cantua bicolor,Cantua,Polemoniaceae,1,2
Aquarius floribundus,Aquarius,Alismataceae,1,9
Polyosma urdanetensis,Polyosma,Escalloniaceae,1,2
Stizocarya communis,Stizocarya,Icacinaceae,1,3
Erythranthe cuprea,Erythranthe,Phrymaceae,1,3
Xyris borneensis,Xyris,Xyridaceae,1,3
Nothofagus simplicidens,Nothofagus,Nothofagaceae,1,5
Medusanthera megistocarpa,Medusanthera,Stemonuraceae,1,4
Lepyrodia imitans,Lepyrodia,Restionaceae,1,5
Picrasma nanophylla,Picrasma,Simaroubaceae,1,3
Thismia tectipora,Thismia,Burmanniaceae,1,3
Ribes fujisanense,Ribes,Grossulariaceae,1,4
Zygogynum ledermannii,Zygogynum,Winteraceae,1,3
Stylidium ecorne,Stylidium,Stylidiaceae,1,1
Polanisia erosa,Polanisia,Cleomaceae,1,1
Allocasuarina Shaw-Island,Allocasuarina,Casuarinaceae,1,1
Bucklandia bucklandii,Bucklandia,Hamamelidaceae,1,1
Dendrotrophe arfakensis,Dendrotrophe,Amphorogynaceae,1,1
Costus atlanticus,Costus,Costaceae,1,1
Heliconia calatheiphylla,Heliconia,Heliconiaceae,1,3
Nuphar lutea x pumila,Nuphar,Nymphaeaceae,1,1
Meliosma jenkinsi,Meliosma,Sabiaceae,1,1
Zeuxine strateumatica,Zeuxine,Orchidaceae,46,620
Anthemis arvensis,Anthemis,Asteraceae,199,8427
Nauclea orientalis,Nauclea,Rubiaceae,44,314
Cassia fistula,Cassia,Fabaceae,137,850
Koeleria spicata,Koeleria,Poaceae,235,4718
Carex acuta,Carex,Cyperaceae,154,13924
Melaleuca dealbata,Melaleuca,Myrtaceae,24,190
Microstachys chamaelea,Microstachys,Euphorbiaceae,45,282
Sorbaria sorbifolia,Sorbaria,Rosaceae,121,1248
Rauvolfia sumatrana,Rauvolfia,Apocynaceae,29,211
Mentha verticillata,Mentha,Lamiaceae,79,3035
Rhexia cubensis,Rhexia,Melastomataceae,9,31
Malva cretica,Malva,Malvaceae,41,315
Vaccinium oldhamii,Vaccinium,Ericaceae,30,1822
Ptychosperma macarthurii,Ptychosperma,Arecaceae,14,33
Aphelandra sinclairiana,Aphelandra,Acanthaceae,15,44
Cassytha melantha,Cassytha,Lauraceae,10,590
Primula laurentiana,Primula,Primulaceae,19,183
Cyrtandra hawaiensis,Cyrtandra,Gesneriaceae,4,74
Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,15,62
Pinellia tripartita,Pinellia,Araceae,16,392
Delphinium peregrinum,Delphinium,Ranunculaceae,43,204
Guatteria caribaea,Guatteria,Annonaceae,7,64
Lepidium coronopus,Lepidium,Brassicaceae,89,57650
Allophylus racemosus,Allophylus,Sapindaceae,16,136
Boenninghausenia albiflora,Boenninghausenia,Rutaceae,14,1221
Petrorhagia dubia,Petrorhagia,Caryophyllaceae,82,1430
Oenanthe pimpinelloides,Oenanthe,Apiaceae,48,13682
Elatostema radicans,Elatostema,Urticaceae,12,985
Salix starkeana,Salix,Salicaceae,26,121
Castilla elastica,Castilla,Moraceae,25,313
Peperomia corcovadensis,Peperomia,Piperaceae,7,38
Plantago macrocarpa,Plantago,Plantaginaceae,48,252
Schefflera neoebudica,Schefflera,Araliaceae,10,84
Mandragora officinarum,Mandragora,Solanaceae,26,674
Kaempferia rotunda,Kaempferia,Zingiberaceae,5,18
Brodiaea coronaria,Brodiaea,Asparagaceae,33,1321
Palaquium philippense,Palaquium,Sapotaceae,6,24
Begonia bracteata,Begonia,Begoniaceae,3,6
Chenopodium opulifolium,Chenopodium,Amaranthaceae,52,545
Cuscuta japonica,Cuscuta,Convolvulaceae,30,738
Freycinetia novocaledonica,Freycinetia,Pandanaceae,3,110
Lobelia oligophylla,Lobelia,Campanulaceae,11,49
Quercus argentata,Quercus,Fagaceae,7,178
Koenigia fennica,Koenigia,Polygonaceae,31,179
Euonymus verrucosus,Euonymus,Celastraceae,8,23
Protea cynaroides,Protea,Proteaceae,5,12
Castilleja hispida,Castilleja,Orobanchaceae,28,588
Ziziphus cumingiana,Ziziphus,Rhamnaceae,8,16
Dubouzetia elegans,Dubouzetia,Elaeocarpaceae,3,115
Onosma graeca,Onosma,Boraginaceae,16,81
Toona calantas,Toona,Meliaceae,10,84
Fraxinus latifolia,Fraxinus,Oleaceae,9,80
Diospyros gracilipes,Diospyros,Ebenaceae,4,130
Crassula connata,Crassula,Crassulaceae,15,266
Fagraea blumei,Fagraea,Gentianaceae,9,160
Mangifera caesia,Mangifera,Anacardiaceae,10,123
Cayratia saponaria,Cayratia,Vitaceae,9,18
Pigea aurantiaca,Pigea,Violaceae,14,55
Hopea ferruginea,Hopea,Dipterocarpaceae,5,86
Newbouldia laevis,Newbouldia,Bignoniaceae,6,13
Myristica concinna,Myristica,Myristicaceae,5,23
Allium longispathum,Allium,Amaryllidaceae,19,56
Echinopepon minimus,Echinopepon,Cucurbitaceae,8,60
Hiraea fagifolia,Hiraea,Malpighiaceae,4,15
Epilobium brachycarpum,Epilobium,Onagraceae,16,117
Gladiolus undulatus,Gladiolus,Iridaceae,14,258
Macrosolen melintangensis,Macrosolen,Loranthaceae,4,47
Pimelea ferruginea,Pimelea,Thymelaeaceae,5,8
Cochemiea fraileana,Cochemiea,Cactaceae,9,16
Garcinia pauciflora,Garcinia,Clusiaceae,3,159
Limonium bocconei,Limonium,Plumbaginaceae,4,24
Racinaea spiculosa,Racinaea,Bromeliaceae,5,18
Polygala triflora,Polygala,Polygalaceae,5,17
Aloe petricola,Aloe,Asphodelaceae,4,24
Canarium caudatum,Canarium,Burseraceae,3,72
Lonicera canadensis,Lonicera,Caprifoliaceae,15,451
Impatiens punaensis,Impatiens,Balsaminaceae,1,22
Juncus papillosus,Juncus,Juncaceae,28,1028
Vismia macrophylla,Vismia,Hypericaceae,6,22
Aristolochia taliscana,Aristolochia,Aristolochiaceae,3,5
Pterophylla luzoniensis,Pterophylla,Cunoniaceae,2,15
Chrysosplenium japonicum,Chrysosplenium,Saxifragaceae,13,1008
Scrophularia duplicatoserrata,Scrophularia,Scrophulariaceae,6,584
Tradescantia hirsutiflora,Tradescantia,Commelinaceae,6,20
Terminalia dichotoma,Terminalia,Combretaceae,4,34
Bocconia frutescens,Bocconia,Papaveraceae,14,1964
Saurauia sparsiflora,Saurauia,Actinidiaceae,1,36
Geranium palmatum,Geranium,Geraniaceae,8,620
Calophyllum suberosum,Calophyllum,Calophyllaceae,2,22
Ilex archboldiana,Ilex,Aquifoliaceae,3,98
Adinandra dasyantha,Adinandra,Pentaphylacaceae,2,6
Hibbertia cuneiformis,Hibbertia,Dilleniaceae,4,6
Tinospora subcordata,Tinospora,Menispermaceae,3,9
Passiflora pinnatistipula,Passiflora,Passifloraceae,3,104
Dioscorea dodecaneura,Dioscorea,Dioscoreaceae,3,3
Priva bahiensis,Priva,Verbenaceae,4,13
Strychnos henningsii,Strychnos,Loganiaceae,2,142
Pittosporum glabratum,Pittosporum,Pittosporaceae,3,16
Erythronium revolutum,Erythronium,Liliaceae,6,848
Eriocaulon desulavii,Eriocaulon,Eriocaulaceae,2,2
Tambourissa madagascariensis,Tambourissa,Monimiaceae,1,56
Punica protopunica,Punica,Lythraceae,3,59
Dendrophthora remotiflora,Dendrophthora,Viscaceae,2,16
Heliotropium longiflorum,Heliotropium,Heliotropiaceae,3,16
Symplocos cuneata,Symplocos,Symplocaceae,2,4
Boerhaavia diffusa,Boerhavia,Nyctaginaceae,3,5
Cordia grandis,Cordia,Cordiaceae,2,3
Crateva falcata,Crateva,Capparaceae,2,30
Goeppertia marantifolia,Goeppertia,Marantaceae,2,5
Nepenthes kinabaluensis,Nepenthes,Nepenthaceae,1,22
Scaevola linearis,Scaevola,Goodeniaceae,2,285
Zannichellia obtusifolia,Zannichellia,Potamogetonaceae,6,12
Angelesia fusicarpa,Angelesia,Chrysobalanaceae,2,4
Utricularia erectiflora,Utricularia,Lentibulariaceae,3,8
Smilax menispermoidea,Smilax,Smilacaceae,2,101
Oxalis xiphophylla,Oxalis,Oxalidaceae,2,21
Schima khasiana,Schima,Theaceae,2,2
Helianthemum origanifolium,Helianthemum,Cistaceae,3,53
Caulophyllum giganteum,Caulophyllum,Berberidaceae,2,5
Liriodendropsis constricta,Liriodendropsis,Magnoliaceae,2,5
Betula nana x pubescens,Betula,Betulaceae,5,5
Erythroxylum amplum,Erythroxylum,Erythroxylaceae,2,2
Eschweilera grandiflora,Eschweilera,Lecythidaceae,2,4
Vandellia clausa,Vandellia,Linderniaceae,2,2
Rhabdophyllum arnoldianum,Rhabdophyllum,Ochnaceae,1,73
Viburnum foetidum,Viburnum,Viburnaceae,2,783
Drypetes glabra,Drypetes,Putranjivaceae,1,31
Carpophyma mutabile,Carpophyma,Aizoaceae,2,20
Philadelphus cymosus,Philadelphus,Hydrangeaceae,2,4
Myriophyllum caput-medusae,Myriophyllum,Haloragaceae,2,3
Burttia prunoides,Burttia,Connaraceae,1,7
Trema rigidum,Trema,Cannabaceae,2,59
Indorouchera contestiana,Indorouchera,Linaceae,1,8
Erythrospermum zeylanicum,Erythrospermum,Achariaceae,1,6
Colchicum actupii,Colchicum,Colchicaceae,1,5
Alangium faberi,Alangium,Cornaceae,1,15
Ehretia decaryi,Ehretia,Ehretiaceae,1,19
Tetraena madagascariensis,Tetraena,Zygophyllaceae,1,149
Buxus acunae,Buxus,Buxaceae,1,6
Paris lanceolata,Paris,Melanthiaceae,1,36
Rumicastrum corrigioloides,Rumicastrum,Montiaceae,1,12
Schizolaena manomboensis,Schizolaena,Sarcolaenaceae,1,34
Blyxa shimadai,Blyxa,Hydrocharitaceae,2,16
Drosera caduca,Drosera,Droseraceae,1,4
Carallia coriifolia,Carallia,Rhizophoraceae,1,5
Gilia inconspicua,Gilia,Polemoniaceae,1,2
Helanthium zombiense,Helanthium,Alismataceae,1,3
Polyosma vochysioides,Polyosma,Escalloniaceae,1,2
Casimirella ampla,Casimirella,Icacinaceae,1,2
Erythranthe szechuanensis,Erythranthe,Phrymaceae,1,3
Xyris tenella,Xyris,Xyridaceae,1,2
Nothofagus australis,Nothofagus,Nothofagaceae,1,2
Gomphandra parviflora,Gomphandra,Stemonuraceae,1,3
Lepidobolus densus,Lepidobolus,Restionaceae,1,3
Castela manitzii,Castela,Simaroubaceae,1,2
Burmannia chinensis,Burmannia,Burmanniaceae,1,1
Ribes densiflorum,Ribes,Grossulariaceae,1,1
Zygogynum schramii,Zygogynum,Winteraceae,1,3
Stylidium eglandulosum,Stylidium,Stylidiaceae,1,1
Polanisia uniglandulosa,Polanisia,Cleomaceae,1,1
Allocasuarina rigida,Allocasuarina,Casuarinaceae,1,1
Bucklandia florovia,Bucklandia,Hamamelidaceae,1,1
Neottia banksiana,Neottia,Orchidaceae,46,394
Centaurea montana,Centaurea,Asteraceae,196,16874
Lasianthus attenuatus,Lasianthus,Rubiaceae,43,2875
Trifolium incarnatum,Trifolium,Fabaceae,134,5724
Aira caryophyllea,Aira,Poaceae,234,43566
Cyperus odoratus,Cyperus,Cyperaceae,153,2300
Leptospermum polygalifolium,Leptospermum,Myrtaceae,23,170
Acalypha amentacea,Acalypha,Euphorbiaceae,44,299
Potentilla hyparctica,Potentilla,Rosaceae,120,1203
Hoya verticillata,Hoya,Apocynaceae,29,157
Lavandula stoechas,Lavandula,Lamiaceae,77,5328
Memecylon coeruleum,Memecylon,Melastomataceae,9,28
Abroma augustum,Abroma,Malvaceae,41,216
Rhododendron canadense,Rhododendron,Ericaceae,30,1354
Bactris gasipaes,Bactris,Arecaceae,14,28
Justicia carthaginensis,Justicia,Acanthaceae,15,39
Litsea resinosa,Litsea,Lauraceae,10,239
Maesa indica,Maesa,Primulaceae,19,107
Cyrtandra humilis,Cyrtandra,Gesneriaceae,4,65
Phyllanthus abnormis,Phyllanthus,Phyllanthaceae,15,48
Amydrium zippelianum,Amydrium,Araceae,16,123
Ranunculus cantoniensis,Ranunculus,Ranunculaceae,40,2503
Xylopia aromatica,Xylopia,Annonaceae,7,61
Draba corymbosa,Draba,Brassicaceae,87,1480
Elattostachys verrucosa,Elattostachys,Sapindaceae,16,64
Ruta angustifolia,Ruta,Rutaceae,14,637
Silene nocturna,Silene,Caryophyllaceae,82,758
Scandix australis,Scandix,Apiaceae,48,199
Lecanthus peduncularis,Lecanthus,Urticaceae,12,975
Salix arbuscula,Salix,Salicaceae,25,1826
Artocarpus lamellosus,Artocarpus,Moraceae,25,304
Peperomia argyreia,Peperomia,Piperaceae,7,13
Veronica maritima,Veronica,Plantaginaceae,45,99
Plerandra stahliana,Plerandra,Araliaceae,10,80
Datura ferox,Datura,Solanaceae,26,295
Geocharis fusiformis,Geocharis,Zingiberaceae,5,16
Scilla bifolia,Scilla,Asparagaceae,33,955
Sideroxylon marginatum,Sideroxylon,Sapotaceae,6,24
Begonia incarnata,Begonia,Begoniaceae,3,6
Amaranthus caudatus,Amaranthus,Amaranthaceae,50,516
Ipomoea microdactyla,Ipomoea,Convolvulaceae,28,101
Pandanus macrocarpus,Pandanus,Pandanaceae,3,102
Phyteuma spicatum,Phyteuma,Campanulaceae,10,530
Quercus prinoides,Quercus,Fagaceae,7,175
Persicaria nepalensis,Persicaria,Polygonaceae,30,1921
Salacia kalahiensis,Salacia,Celastraceae,8,20
Toronia toru,Toronia,Proteaceae,4,1018
Orobanche amethystea,Orobanche,Orobanchaceae,28,103
Rhamnus japonica,Rhamnus,Rhamnaceae,7,1386
Elaeocarpus glaber,Elaeocarpus,Elaeocarpaceae,3,97
Symphytum hidcotense,Symphytum,Boraginaceae,15,1729
Aglaia teysmanniana,Aglaia,Meliaceae,10,69
Ligustrum leucanthum,Ligustrum,Oleaceae,9,11
Diospyros borneensis,Diospyros,Ebenaceae,4,109
Hylotelephium erythrostictum,Hylotelephium,Crassulaceae,15,125
Exacum tetragonum,Exacum,Gentianaceae,9,98
Semecarpus brachystachys,Semecarpus,Anacardiaceae,10,34
Tetrastigma diepenhorstii,Tetrastigma,Vitaceae,8,104
Afrohybanthus enneaspermus,Pigea,Violaceae,14,26
Dipterocarpus lowii,Dipterocarpus,Dipterocarpaceae,5,63
Fridericia mollissima,Fridericia,Bignoniaceae,6,11
Myristica lepidota,Myristica,Myristicaceae,5,23
Allium pallens,Allium,Amaryllidaceae,19,46
Zanonia indica,Zanonia,Cucurbitaceae,8,42
Lophanthera lactescens,Lophanthera,Malpighiaceae,4,14
Fuchsia hybrida,Fuchsia,Onagraceae,16,49
Sisyrinchium idahoense,Sisyrinchium,Iridaceae,14,123
Dendropemon lepidotus,Dendropemon,Loranthaceae,4,30
Daphne pseudomezereum,Daphne,Thymelaeaceae,4,340
Opuntia orbiculata,Opuntia,Cactaceae,9,16
Garcinia balansae,Garcinia,Clusiaceae,3,150
Limonium duriusculum,Limonium,Plumbaginaceae,4,17
Quesnelia arvensis,Quesnelia,Bromeliaceae,5,16
Polygala exsquarrosa,Polygala,Polygalaceae,5,16
Aloe officinalis,Aloe,Asphodelaceae,4,18
Canarium odontophyllum,Canarium,Burseraceae,3,50
Fedia graciliflora,Fedia,Caprifoliaceae,15,398
Impatiens barthlottii,Impatiens,Balsaminaceae,1,21
Juncus pelocarpus,Juncus,Juncaceae,28,135
Hypericum moserianum,Hypericum,Hypericaceae,6,15
Isotrema tomentosum,Isotrema,Aristolochiaceae,3,5
Codia belepensis,Codia,Cunoniaceae,2,13
Heuchera sanguinea,Heuchera,Saxifragaceae,13,606
Scrophularia smithii,Scrophularia,Scrophulariaceae,6,224
Commelina paleata,Commelina,Commelinaceae,6,8
Terminalia polyantha,Terminalia,Combretaceae,4,13
Corydalis decumbens,Corydalis,Papaveraceae,14,710
Saurauia agamae,Saurauia,Actinidiaceae,1,35
Pelargonium littorale,Pelargonium,Geraniaceae,8,203
Mammea neurophylla,Mammea,Calophyllaceae,2,20
Ilex godajam,Ilex,Aquifoliaceae,3,48
Eurya greenmaniana,Eurya,Pentaphylacaceae,2,5
Dillenia crenatifolia,Dillenia,Dilleniaceae,4,5
Stephania salomonum,Stephania,Menispermaceae,3,6
Passiflora bilobata,Passiflora,Passifloraceae,3,73
Dioscorea seriflora,Dioscorea,Dioscoreaceae,2,148
Verbena xutha,Verbena,Verbenaceae,4,11
Strychnos diplotricha,Strychnos,Loganiaceae,2,136
Pittosporum aneityense,Pittosporum,Pittosporaceae,3,15
Gagea granatellii,Gagea,Liliaceae,6,403
Eriocaulon sieboldtianum,Eriocaulon,Eriocaulaceae,2,2
Ephippiandra perrieri,Ephippiandra,Monimiaceae,1,55
Cuphea melanium,Cuphea,Lythraceae,3,46
Ginalloa flagellaris,Ginalloa,Viscaceae,2,16
Tournefortia mutabilis,Tournefortia,Heliotropiaceae,3,16
Symplocos pulvinata,Symplocos,Symplocaceae,2,3
Neea pendulina,Neea,Nyctaginaceae,3,5
Varronia intricata,Varronia,Cordiaceae,2,3
Maerua angolensis,Maerua,Capparaceae,2,30
Goeppertia monophylla,Goeppertia,Marantaceae,2,5
Nepenthes rhombicaulis,Nepenthes,Nepenthaceae,1,21
Scaevola procera,Scaevola,Goodeniaceae,2,116
Potamogeton gramineus x natans,Potamogeton,Potamogetonaceae,6,11
Hirtella glandulosa,Hirtella,Chrysobalanaceae,2,4
Utricularia jamesoniana,Utricularia,Lentibulariaceae,3,8
Smilax discotis,Smilax,Smilacaceae,2,67
Oxalis decaphylla,Oxalis,Oxalidaceae,2,17
Stewartia malacodendron,Stewartia,Theaceae,2,2
Helianthemum broussonetii,Helianthemum,Cistaceae,3,49
Epimedium warleyense,Epimedium,Berberidaceae,2,3
Magnolia woodbridgensis,Magnolia,Magnoliaceae,2,4
Alnus orientalis,Alnus,Betulaceae,4,62
Erythroxylum deciduum,Erythroxylum,Erythroxylaceae,2,2
Barringtonia rubra,Barringtonia,Lecythidaceae,2,2
Vandellia multiflora,Vandellia,Linderniaceae,2,2
Ochna louvelii,Ochna,Ochnaceae,1,69
Viburnum parvifolium,Viburnum,Viburnaceae,2,192
Drypetes iliae,Drypetes,Putranjivaceae,1,28
Ruschia geminiflora,Ruschia,Aizoaceae,2,6
Hydrangea hirta,Hydrangea,Hydrangeaceae,1,2040
Gonocarpus serpyllifolius,Gonocarpus,Haloragaceae,1,760
Rourea solanderi,Rourea,Connaraceae,1,7
Celtis berteroana,Celtis,Cannabaceae,2,18
Hugonia tomentosa,Hugonia,Linaceae,1,5
Hydnocarpus glaucescens,Hydnocarpus,Achariaceae,1,6
Colchicum gonarei,Colchicum,Colchicaceae,1,5
Alangium pallens,Alangium,Cornaceae,1,13
Bourreria linearis,Bourreria,Ehretiaceae,1,18
Tetraena madecassa,Tetraena,Zygophyllaceae,1,57
Buxus pilosula,Buxus,Buxaceae,1,6
Paris fargesii,Paris,Melanthiaceae,1,20
Lewisia pygmaea,Lewisia,Montiaceae,1,11
Perrierodendron capuronii,Perrierodendron,Sarcolaenaceae,1,26
Najas madagascariensis,Najas,Hydrocharitaceae,2,10
Drosera anglica x intermedia,Drosera,Droseraceae,1,2
Cassipourea congoensis,Cassipourea,Rhizophoraceae,1,5
Polemonium majus,Polemonium,Polemoniaceae,1,2
Sagittaria longiloba,Sagittaria,Alismataceae,1,3
Escallonia laevis,Escallonia,Escalloniaceae,1,1
Hosiea sinensis,Hosiea,Icacinaceae,1,2
