accepted_species,genus,family,n_islands,n_records
Millingtonia hortensis,Millingtonia,Bignoniaceae,17,48
Knema glauca,Knema,Myristicaceae,10,214
Benincasa hispida,Benincasa,Cucurbitaceae,32,80
Hippeastrum puniceum,Hippeastrum,Amaryllidaceae,51,198
Byrsonima chrysophylla,Byrsonima,Malpighiaceae,8,15
Ludwigia palustris,Ludwigia,Onagraceae,54,1180
Dendrophthoe odontocalyx,Dendrophthoe,Loranthaceae,9,35
Freesia leichtlinii,Freesia,Iridaceae,35,313
Pimelea humilis,Pimelea,Thymelaeaceae,9,2057
Cereus hexagonus,Cereus,Cactaceae,18,62
Clusia flava,Clusia,Clusiaceae,6,39
Limonium companyonis,Limonium,Plumbaginaceae,10,135
Aechmea distichantha,Aechmea,Bromeliaceae,10,28
Polygala cruciata,Polygala,Polygalaceae,11,41
Dianella odorata,Dianella,Asphodelaceae,15,109
Canarium littorale,Canarium,Burseraceae,8,278
Leycesteria formosa,Leycesteria,Caprifoliaceae,48,28459
Impatiens choneceras,Impatiens,Balsaminaceae,2,31
Juncus arcticus,Juncus,Juncaceae,110,2403
Cratoxylum cochinchinense,Cratoxylum,Hypericaceae,21,325
Asarum hexalobum,Asarum,Aristolochiaceae,7,120
Micranthes ferruginea,Micranthes,Saxifragaceae,45,1187
Buddleja madagascariensis,Buddleja,Scrophulariaceae,24,370
Pollia japonica,Pollia,Commelinaceae,18,2019
Spiraeanthemum integrifolium,Spiraeanthemum,Cunoniaceae,4,14
Combretum coccineum,Combretum,Combretaceae,10,439
Saurauia roxburghii,Saurauia,Actinidiaceae,3,7
Papaver lapponicum,Papaver,Papaveraceae,40,398
Erodium lebelii,Erodium,Geraniaceae,31,883
Ilex triflora,Ilex,Aquifoliaceae,10,139
Kayea philippinensis,Kayea,Calophyllaceae,4,8
Eurya loquaiana,Eurya,Pentaphylacaceae,4,1296
Hibbertia empetrifolia,Hibbertia,Dilleniaceae,8,1030
Pycnarrhena ozantha,Pycnarrhena,Menispermaceae,8,28
Passiflora aurantioides,Passiflora,Passifloraceae,9,124
Dioscorea pseudojaponica,Dioscorea,Dioscoreaceae,10,47
Lippia stoechadifolia,Lippia,Verbenaceae,15,83
Neuburgia moluccana,Neuburgia,Loganiaceae,6,23
Lilium leichtlinii,Lilium,Liliaceae,20,585
Pittosporum senacia,Pittosporum,Pittosporaceae,8,4510
Steganthera salomonensis,Steganthera,Monimiaceae,3,19
Eriocaulon brevipedunculatum,Eriocaulon,Eriocaulaceae,4,13
Lagerstroemia subcostata,Lagerstroemia,Lythraceae,15,2942
Phoradendron californicum,Phoradendron,Viscaceae,6,43
Euploca microphylla,Euploca,Heliotropiaceae,12,57
Symplocos anomala,Symplocos,Symplocaceae,6,804
Mirabilis nyctaginea,Mirabilis,Nyctaginaceae,13,209
Varronia cylindristachya,Varronia,Cordiaceae,7,19
Capparis callophylla,Capparis,Capparaceae,9,42
Nepenthes inermis,Nepenthes,Nepenthaceae,2,49
Stachyphrynium repens,Stachyphrynium,Marantaceae,5,17
Scaevola neoebudica,Scaevola,Goodeniaceae,6,48
Moquilea platypus,Moquilea,Chrysobalanaceae,4,22
Utricularia purpurea,Utricularia,Lentibulariaceae,13,100
Potamogeton richardsonii,Potamogeton,Potamogetonaceae,20,44
Smilax anceps,Smilax,Smilacaceae,10,2823
Oxalis violacea,Oxalis,Oxalidaceae,11,23
Gordonia haematoxylon,Gordonia,Theaceae,4,12
Lechea intermedia,Lechea,Cistaceae,11,65
Berberis wilsoniae,Berberis,Berberidaceae,6,328
Corylus sieboldiana,Corylus,Betulaceae,25,2595
Barringtonia scortechinii,Barringtonia,Lecythidaceae,4,72
Magnolia macrophylla,Magnolia,Magnoliaceae,5,25
Ouratea cearensis,Ouratea,Ochnaceae,4,21
Erythroxylum ferrugineum,Erythroxylum,Erythroxylaceae,3,421
Craterostigma nummulariifolium,Craterostigma,Linderniaceae,6,36
Viburnum dentatum,Viburnum,Viburnaceae,15,250
Drypetes madagascariensis,Drypetes,Putranjivaceae,4,1168
Zaleya pentandra,Zaleya,Aizoaceae,11,55
Hydrangea arborescens,Hydrangea,Hydrangeaceae,7,56
Gonocarpus montanus,Gonocarpus,Haloragaceae,8,646
Rourea coccinea,Rourea,Connaraceae,4,8
Linum bahamense,Linum,Linaceae,7,21
Celtis latifolia,Celtis,Cannabaceae,14,259
Prockiopsis hildebrandtii,Prockiopsis,Achariaceae,2,98
Colchicum alpinum,Colchicum,Colchicaceae,4,75
Cornus amomum,Cornus,Cornaceae,8,125
Bourreria domingensis,Bourreria,Ehretiaceae,4,15
Roepera fruticulosa,Roepera,Zygophyllaceae,6,28
Buxus itremoensis,Buxus,Buxaceae,1,78
Hydrocharis laevigata,Hydrocharis,Hydrocharitaceae,19,73
Chamaelirium koidzumianum,Chamaelirium,Melanthiaceae,5,51
Drosera arcturi,Drosera,Droseraceae,5,1691
Cassipourea gummiflua,Cassipourea,Rhizophoraceae,6,160
Schizolaena viscosa,Schizolaena,Sarcolaenaceae,1,121
Claytonia virginica,Claytonia,Montiaceae,5,292
Gilia clivorum,Gilia,Polemoniaceae,4,101
Ryticaryum macrocarpum,Ryticaryum,Icacinaceae,2,4
Polyosma brachystachys,Polyosma,Escalloniaceae,1,36
Caldesia parnassifolia,Caldesia,Alismataceae,8,156
Grisollea myrianthea,Grisollea,Stemonuraceae,2,42
Erythranthe grandis,Erythranthe,Phrymaceae,5,12
Centrolepis philippinensis,Centrolepis,Restionaceae,5,130
Simarouba laevis,Simarouba,Simaroubaceae,2,26
Xyris platylepis,Xyris,Xyridaceae,3,18
Ribes maximoviczianum,Ribes,Grossulariaceae,4,14
Oreostylidium subulatum,Oreostylidium,Stylidiaceae,3,231
Thismia javanica,Thismia,Burmanniaceae,2,3
Gymnostoma poissonianum,Gymnostoma,Casuarinaceae,2,77
Sieruela monophylla,Sieruela,Cleomaceae,3,12
Nothofagus gunnii,Nothofagus,Nothofagaceae,1,801
Pseudowintera insperata,Pseudowintera,Winteraceae,1,31
Dicoryphe macrophylla,Dicoryphe,Hamamelidaceae,2,62
Heliconia aurantiaca,Heliconia,Heliconiaceae,3,9
Nuphar rubrodisca,Nuphar,Nymphaeaceae,5,15
Austrobuxus eugeniifolius,Austrobuxus,Picrodendraceae,1,79
Costus lasius,Costus,Costaceae,3,3
Phacelia ciliata,Phacelia,Hydrophyllaceae,3,6
Musa monticola,Musa,Musaceae,1,38
Portulaca canariensis,Portulaca,Portulacaceae,3,16
Meliosma callicarpifolia,Meliosma,Sabiaceae,1,125
Exocarpos bidwillii,Exocarpos,Santalaceae,2,772
Cladomyza dubia,Cladomyza,Amphorogynaceae,1,20
Juglans californica,Juglans,Juglandaceae,3,9
Dichapetalum humbertii,Dichapetalum,Dichapetalaceae,1,76
Pterostyrax psilophyllus,Pterostyrax,Styracaceae,2,2
Purdiaea shaferi,Purdiaea,Clethraceae,1,11
Illicium angustisepalum,Illicium,Schisandraceae,2,11
Ulmus uyematsui,Ulmus,Ulmaceae,1,293
Typha elephantina,Typha,Typhaceae,3,16
Hypoxis nervosa,Hypoxis,Hypoxidaceae,1,4
Hedyosmum costaricense,Hedyosmum,Chloranthaceae,1,17
Elaeagnus numajiriana,Elaeagnus,Elaeagnaceae,2,21
Morella arborea,Morella,Myricaceae,1,6
Sphenostemon comptonii,Sphenostemon,Paracryphiaceae,1,13
Milligania lindoniana,Milligania,Asteliaceae,1,150
Marcgravia pedunculosa,Marcgravia,Marcgraviaceae,1,4
Illigera parviflora,Illigera,Hernandiaceae,1,4
Aponogeton bernerianus,Aponogeton,Aponogetonaceae,1,1
Anisophyllea bakoensis,Anisophyllea,Anisophylleaceae,1,1
Eucnide bartonioides,Eucnide,Loasaceae,1,1
Nymphoides furculifolia,Nymphoides,Menyanthaceae,1,3
Paramollugo navassensis,Paramollugo,Molluginaceae,1,2
Uncarina turicana,Uncarina,Pedaliaceae,1,4
Chaetocarpus parvifolius,Chaetocarpus,Peraceae,1,3
Thesium funale,Thesium,Thesiaceae,1,1
Erblichia odorata,Erblichia,Turneraceae,1,1
Citronella smythii,Citronella,Cardiopteridaceae,1,2
Rafflesia rochussenii,Rafflesia,Rafflesiaceae,1,1
Dalrympelea stipulacea,Dalrympelea,Staphyleaceae,1,1
Vellozia hemisphaerica,Vellozia,Velloziaceae,1,1
Balanophora polyandra,Balanophora,Balanophoraceae,1,1
Olax zeylanica,Olax,Olacaceae,1,1
Seguieria langsdorffii,Seguieria,Phytolaccaceae,1,1
Sciaphila purpurea,Sciaphila,Triuridaceae,1,1
Ophrys sphegodes,Ophrys,Orchidaceae,76,4773
Jacobaea vulgaris,Jacobaea,Asteraceae,348,295001
Ernodea littoralis,Ernodea,Rubiaceae,92,574
Trifolium fragiferum,Trifolium,Fabaceae,229,25197
Lolium arundinaceum,Lolium,Poaceae,433,117667
Carex magellanica,Carex,Cyperaceae,272,3346
Metrosideros excelsa,Metrosideros,Myrtaceae,39,3365
Euphorbia mesembryanthemifolia,Euphorbia,Euphorbiaceae,112,915
Alchemilla monticola,Alchemilla,Rosaceae,211,2268
Hoya australis,Hoya,Apocynaceae,61,372
Vitex agnus-castus,Vitex,Lamiaceae,158,4536
Pleroma semidecandrum,Pleroma,Melastomataceae,14,36
Abelmoschus moschatus,Abelmoschus,Malvaceae,102,673
Erica arborea,Erica,Ericaceae,93,11097
Phoenix roebelenii,Phoenix,Arecaceae,28,66
Justicia carnea,Justicia,Acanthaceae,39,202
Nothaphoebe umbelliflora,Nothaphoebe,Lauraceae,20,226
Androsace septentrionalis,Androsace,Primulaceae,60,1468
Cyrtandra subulibractea,Cyrtandra,Gesneriaceae,7,17
Phyllanthus caroliniensis,Phyllanthus,Phyllanthaceae,37,150
Dracunculus vulgaris,Dracunculus,Araceae,46,2138
Clematis vitalba,Clematis,Ranunculaceae,119,110165
Huberantha nitidissima,Hubera,Annonaceae,15,30
Cakile edentula,Cakile,Brassicaceae,186,2763
Harpullia cupanioides,Harpullia,Sapindaceae,36,328
Melicope elleryana,Melicope,Rutaceae,35,840
Cerastium tomentosum,Cerastium,Caryophyllaceae,224,26242
Cyclospermum leptophyllum,Cyclospermum,Apiaceae,113,1211
Cecropia schreberiana,Cecropia,Urticaceae,31,1372
Salix myrsinites,Salix,Salicaceae,61,2409
Ficus religiosa,Ficus,Moraceae,51,917
Piper marginatum,Piper,Piperaceae,19,183
Plantago asiatica,Plantago,Plantaginaceae,138,6004
Hydrocotyle hirta,Hydrocotyle,Araliaceae,23,3013
Datura wrightii,Datura,Solanaceae,68,540
Alpinia caerulea,Alpinia,Zingiberaceae,12,30
Hyacinthus orientalis,Hyacinthus,Asparagaceae,74,3024
Manilkara bidentata,Manilkara,Sapotaceae,13,168
Begonia aptera,Begonia,Begoniaceae,5,163
Cyathula prostrata,Cyathula,Amaranthaceae,95,791
Dichondra micrantha,Dichondra,Convolvulaceae,80,1682
Pandanus papuanus,Pandanus,Pandanaceae,6,50
Peracarpa carnosa,Peracarpa,Campanulaceae,32,2038
Castanea mollissima,Castanea,Fagaceae,20,310
Rumex aquaticus,Rumex,Polygonaceae,97,721
Hippocratea volubilis,Hippocratea,Celastraceae,20,272
Hakea decurrens,Hakea,Proteaceae,10,148
Melampyrum arvense,Melampyrum,Orobanchaceae,65,4174
Rhamnus napalensis,Rhamnus,Rhamnaceae,18,335
Elaeocarpus argenteus,Elaeocarpus,Elaeocarpaceae,8,72
Amsinckia menziesii,Amsinckia,Boraginaceae,56,9067
Trichilia hirta,Trichilia,Meliaceae,21,301
Fraxinus americana,Fraxinus,Oleaceae,24,1670
Diospyros pyrrhocarpa,Diospyros,Ebenaceae,8,105
Sedum japonicum,Sedum,Crassulaceae,49,788
Gentiana glauca,Gentiana,Gentianaceae,28,177
Metopium brownei,Metopium,Anacardiaceae,23,298
Leea aculeata,Leea,Vitaceae,23,247
Viola alba,Viola,Violaceae,31,2302
Vatica pauciflora,Vatica,Dipterocarpaceae,8,78
Handroanthus impetiginosum,Handroanthus,Bignoniaceae,17,31
Horsfieldia moluccana,Horsfieldia,Myristicaceae,10,99
Luffa acutangula,Luffa,Cucurbitaceae,31,63
Agapanthus praecox,Agapanthus,Amaryllidaceae,49,3230
Hiraea reclinata,Hiraea,Malpighiaceae,7,47
Oenothera lindheimeri,Oenothera,Onagraceae,53,309
Decaisnina brittenii,Decaisnina,Loranthaceae,9,12
Dietes bicolor,Dietes,Iridaceae,34,132
Edgeworthia chrysantha,Edgeworthia,Thymelaeaceae,9,459
Epiphyllum phyllanthus,Epiphyllum,Cactaceae,17,37
Garcinia atroviridis,Garcinia,Clusiaceae,6,24
Limonium perezii,Limonium,Plumbaginaceae,9,43
Werauhia ringens,Werauhia,Bromeliaceae,9,62
Polygala parviloba,Polygala,Polygalaceae,11,37
Aloiampelos ciliaris,Aloiampelos,Asphodelaceae,15,46
Triomma malaccensis,Triomma,Burseraceae,8,164
Weigela florida,Weigela,Caprifoliaceae,48,1053
Impatiens manteroana,Impatiens,Balsaminaceae,2,23
Luzula parviflora,Luzula,Juncaceae,110,561
Hypericum dubium,Hypericum,Hypericaceae,20,6670
Aristolochia bracteolata,Aristolochia,Aristolochiaceae,7,24
Rodgersia podophylla,Rodgersia,Saxifragaceae,40,1535
Myoporum tenuifolium,Myoporum,Scrophulariaceae,24,364
Cartonema parviflorum,Cartonema,Commelinaceae,16,57
Pterophylla richii,Pterophylla,Cunoniaceae,4,11
Combretum latifolium,Combretum,Combretaceae,10,50
Saurauia vulcani,Saurauia,Actinidiaceae,3,7
Corydalis turtschaninovii,Corydalis,Papaveraceae,40,189
Pelargonium australe,Pelargonium,Geraniaceae,30,971
Ilex dioica,Ilex,Aquifoliaceae,10,61
Calophyllum vitiense,Calophyllum,Calophyllaceae,4,7
Adinandra yaeyamensis,Adinandra,Pentaphylacaceae,4,154
Hibbertia sericea,Hibbertia,Dilleniaceae,8,532
Hyperbaena cubensis,Hyperbaena,Menispermaceae,7,50
Adenia cordifolia,Adenia,Passifloraceae,9,123
Dioscorea pyrifolia,Dioscorea,Dioscoreaceae,9,136
Aloysia citrodora,Aloysia,Verbenaceae,15,70
Mitrasacme multicaulis,Mitrasacme,Loganiaceae,6,16
Lilium tsingtauense,Lilium,Liliaceae,20,45
Pittosporum bicolor,Pittosporum,Pittosporaceae,8,3278
Tambourissa comorensis,Tambourissa,Monimiaceae,3,16
Eriocaulon parkeri,Eriocaulon,Eriocaulaceae,4,13
Rotala ramosior,Rotala,Lythraceae,15,90
Korthalsella taenioides,Korthalsella,Viscaceae,6,25
Euploca nana,Euploca,Heliotropiaceae,11,23
Symplocos tinctoria,Symplocos,Symplocaceae,6,22
Commicarpus helenae,Commicarpus,Nyctaginaceae,13,95
Varronia linnaei,Varronia,Cordiaceae,6,42
Capparis jacobsii,Capparis,Capparaceae,9,18
Nepenthes abalata,Nepenthes,Nepenthaceae,2,22
Thaumatococcus daniellii,Thaumatococcus,Marantaceae,5,7
Scaevola coriacea,Scaevola,Goodeniaceae,6,37
Hirtella americana,Hirtella,Chrysobalanaceae,4,18
Utricularia japonica,Utricularia,Lentibulariaceae,11,300
Potamogeton octandrus,Potamogeton,Potamogetonaceae,19,883
Smilax herbacea,Smilax,Smilacaceae,10,48
Oxalis oregana,Oxalis,Oxalidaceae,10,253
Camellia brevistyla,Camellia,Theaceae,3,714
Lechea mucronata,Lechea,Cistaceae,10,54
Berberis aristata,Berberis,Berberidaceae,6,86
Ostrya carpinifolia,Ostrya,Betulaceae,25,959
Eschweilera coriacea,Eschweilera,Lecythidaceae,4,33
Magnolia coco,Magnolia,Magnoliaceae,5,20
Ouratea castaneifolia,Ouratea,Ochnaceae,4,17
Erythroxylum sideroxyloides,Erythroxylum,Erythroxylaceae,3,353
Artanema longifolium,Artanema,Linderniaceae,6,15
Sambucus mexicana,Sambucus,Viburnaceae,15,56
Putranjiva formosana,Putranjiva,Putranjivaceae,4,206
Aizoanthemopsis hispanica,Aizoanthemopsis,Aizoaceae,10,81
Philadelphus inodorus,Philadelphus,Hydrangeaceae,7,21
Gonocarpus aggregatus,Gonocarpus,Haloragaceae,8,628
Rourea thomsonii,Rourea,Connaraceae,4,7
Linum pubescens,Linum,Linaceae,6,81
Trema andersonii,Trema,Cannabaceae,14,53
Hydnocarpus borneensis,Hydnocarpus,Achariaceae,2,90
Colchicum atticum,Colchicum,Colchicaceae,4,4
Alangium meyeri,Alangium,Cornaceae,8,93
Bourreria petiolaris,Bourreria,Ehretiaceae,4,6
Tribulopis pentandra,Tribulopis,Zygophyllaceae,6,9
Buxus hildebrandtii,Buxus,Buxaceae,1,75
Hydrocharis dubia,Hydrocharis,Hydrocharitaceae,16,268
Helonias kawanoi,Helonias,Melanthiaceae,5,25
Drosera glanduligera,Drosera,Droseraceae,5,74
Rhizophora samoensis,Rhizophora,Rhizophoraceae,6,18
Pentachlaena latifolia,Pentachlaena,Sarcolaenaceae,1,118
Rumicastrum eremaeum,Rumicastrum,Montiaceae,5,26
Polemonium schizanthum,Polemonium,Polemoniaceae,4,38
Ryticaryum oxycarpum,Ryticaryum,Icacinaceae,2,4
Polyosma hookeri,Polyosma,Escalloniaceae,1,28
Hydrocleys nymphoides,Hydrocleys,Alismataceae,8,105
Gomphandra subrostrata,Gomphandra,Stemonuraceae,2,33
Diplacus parviflorus,Diplacus,Phrymaceae,4,901
Baloskion pallens,Baloskion,Restionaceae,5,99
Odyendyea gabonensis,Odyendyea,Simaroubaceae,2,16
Xyris congensis,Xyris,Xyridaceae,2,185
Ribes japonicum,Ribes,Grossulariaceae,3,440
Stylidium leptorrhizum,Stylidium,Stylidiaceae,3,41
Geomitra clavigera,Geomitra,Burmanniaceae,2,2
Allocasuarina misera,Allocasuarina,Casuarinaceae,2,55
Tarenaya houstonii,Tarenaya,Cleomaceae,3,9
Nothofagus pullei,Nothofagus,Nothofagaceae,1,219
Zygogynum pauciflorum,Zygogynum,Winteraceae,1,29
Distylium gracile,Distylium,Hamamelidaceae,2,48
Heliconia episcopalis,Heliconia,Heliconiaceae,3,9
Barclaya longifolia,Barclaya,Nymphaeaceae,5,6
Austrobuxus clusiaceus,Austrobuxus,Picrodendraceae,1,56
Colobogynium variegatum,Colobogynium,Costaceae,2,33
Phacelia crenulata,Phacelia,Hydrophyllaceae,3,6
Musa lawitiensis,Musa,Musaceae,1,34
Portulaca californica,Portulaca,Portulacaceae,3,6
Meliosma angustifolia,Meliosma,Sabiaceae,1,51
Santalum paniculatum,Santalum,Santalaceae,2,239
Dendrotrophe amorpha,Dendrotrophe,Amphorogynaceae,1,20
Engelhardia apoensis,Engelhardia,Juglandaceae,3,6
Dichapetalum oleifolium,Dichapetalum,Dichapetalaceae,1,16
Alniphyllum pterospermum,Alniphyllum,Styracaceae,1,451
Clethra alexandri,Clethra,Clethraceae,1,7
Illicium tenuifolium,Illicium,Schisandraceae,2,11
Zelkova ungeri,Zelkova,Ulmaceae,1,157
Typha javanica,Typha,Typhaceae,3,7
Curculigo trichocarpa,Curculigo,Hypoxidaceae,1,3
Ascarina subsessilis,Ascarina,Chloranthaceae,1,14
Elaeagnus loureiroi,Elaeagnus,Elaeagnaceae,2,10
Morella cacuminis,Morella,Myricaceae,1,6
Quintinia rigida,Quintinia,Paracryphiaceae,1,11
Astelia skottsbergii,Astelia,Asteliaceae,1,88
Marcgraviastrum sodiroi,Marcgraviastrum,Marcgraviaceae,1,2
Hernandia rostrata,Hernandia,Hernandiaceae,1,2
Aponogeton cordatus,Aponogeton,Aponogetonaceae,1,1
Anisophyllea beccariana,Anisophyllea,Anisophylleaceae,1,1
Eucnide urens,Eucnide,Loasaceae,1,1
Nymphoides aquatica,Nymphoides,Menyanthaceae,1,2
Pharnaceum exiguum,Pharnaceum,Molluginaceae,1,2
Uncarina platycarpa,Uncarina,Pedaliaceae,1,2
Trigonopleura macrocarpa,Trigonopleura,Peraceae,1,3
Thesium palmense,Thesium,Thesiaceae,1,1
Mathurina penduliflora,Mathurina,Turneraceae,1,1
Citronella lucidula,Citronella,Cardiopteridaceae,1,1
Rafflesia schadenbergiana,Rafflesia,Rafflesiaceae,1,1
Staphylea emodi,Staphylea,Staphyleaceae,1,1
Xerophyta aymoninii,Xerophyta,Velloziaceae,1,1
Ombrophytum subterraneum,Ombrophytum,Balanophoraceae,1,1
Ptychopetalum olacoides,Ptychopetalum,Olacaceae,1,1
Serapias parviflora,Serapias,Orchidaceae,76,4305
Cichorium intybus,Cichorium,Asteraceae,328,36881
Hamelia patens,Hamelia,Rubiaceae,88,1163
Robinia pseudoacacia,Robinia,Fabaceae,227,23157
Glyceria fluitans,Glyceria,Poaceae,426,158583
Carex pauciflora,Carex,Cyperaceae,268,9990
Eugenia rhombea,Eugenia,Myrtaceae,38,230
Euphorbia exigua,Euphorbia,Euphorbiaceae,111,24921
Aruncus dioicus,Aruncus,Rosaceae,206,5513
Cryptostegia madagascariensis,Cryptostegia,Apocynaceae,60,756
Salvia rosmarinus,Salvia,Lamiaceae,156,6583
Medinilla speciosa,Medinilla,Melastomataceae,13,282
Commersonia bartramia,Commersonia,Malvaceae,100,1055
Pyrola grandiflora,Pyrola,Ericaceae,93,869
Arenga engleri,Arenga,Arecaceae,26,3930
Pseuderanthemum variabile,Pseuderanthemum,Acanthaceae,38,264
Dehaasia incrassata,Dehaasia,Lauraceae,20,186
Hottonia palustris,Hottonia,Primulaceae,54,14293
Agalmyla clarkei,Agalmyla,Gesneriaceae,7,12
Poranthera microphylla,Poranthera,Phyllanthaceae,36,2315
Monstera adansonii,Monstera,Araceae,43,211
Ranunculus nivalis,Ranunculus,Ranunculaceae,110,878
Miliusa brahei,Miliusa,Annonaceae,14,47
Lunaria annua,Lunaria,Brassicaceae,184,53714
Blighia sapida,Blighia,Sapindaceae,36,299
Orixa japonica,Orixa,Rutaceae,34,1631
Polycarpon tetraphyllum,Polycarpon,Caryophyllaceae,213,7156
Anthriscus caucalis,Anthriscus,Apiaceae,112,15386
Boehmeria cylindrica,Boehmeria,Urticaceae,31,171
Salix babylonica,Salix,Salicaceae,61,2006
Ficus obliqua,Ficus,Moraceae,51,202
Piper abbreviatum,Piper,Piperaceae,19,150
Bacopa monnieri,Bacopa,Plantaginaceae,136,1563
Aralia cordata,Aralia,Araliaceae,23,1655
Solanum elaeagnifolium,Solanum,Solanaceae,65,707
Alpinia flabellata,Alpinia,Zingiberaceae,11,163
Yucca gloriosa,Yucca,Asparagaceae,74,2121
Palaquium obovatum,Palaquium,Sapotaceae,12,90
Begonia comorensis,Begonia,Begoniaceae,5,92
Atriplex calotheca,Atriplex,Amaranthaceae,91,781
Distimake aegyptius,Distimake,Convolvulaceae,76,721
Benstonea affinis,Benstonea,Pandanaceae,6,46
Campanula punctata,Campanula,Campanulaceae,31,2871
Quercus alba,Quercus,Fagaceae,19,3617
Polygonum maritimum,Polygonum,Polygonaceae,93,2291
Euonymus cochinchinensis,Euonymus,Celastraceae,19,87
Stenocarpus sinuatus,Stenocarpus,Proteaceae,10,48
Euphrasia officinalis,Euphrasia,Orobanchaceae,60,8288
Sarcomphalus taylorii,Sarcomphalus,Rhamnaceae,17,40
Sloanea insularis,Sloanea,Elaeocarpaceae,8,31
Pentaglottis sempervirens,Pentaglottis,Boraginaceae,55,120979
Aglaia odorata,Aglaia,Meliaceae,21,192
Jasminum polyanthum,Jasminum,Oleaceae,23,911
Diospyros areolata,Diospyros,Ebenaceae,8,78
Phedimus hybridus,Phedimus,Crassulaceae,49,222
Gentianella propinqua,Gentianella,Gentianaceae,28,154
Semecarpus cuneiformis,Semecarpus,Anacardiaceae,23,196
Cissus aristata,Cissus,Vitaceae,22,258
Viola inconspicua,Viola,Violaceae,30,904
Shorea selanica,Shorea,Dipterocarpaceae,8,51
Radermachera pinnata,Radermachera,Bignoniaceae,16,75
Myristica elliptica,Myristica,Myristicaceae,10,90
Sicyos angulatus,Sicyos,Cucurbitaceae,23,967
Zephyranthes candida,Zephyranthes,Amaryllidaceae,49,489
Byrsonima ligustrifolia,Byrsonima,Malpighiaceae,7,31
Ludwigia erecta,Ludwigia,Onagraceae,52,633
Ileostylus micranthus,Ileostylus,Loranthaceae,8,3005
Dietes grandiflora,Dietes,Iridaceae,32,140
Lethedon salicifolia,Lethedon,Thymelaeaceae,9,324
Cereus repandus,Cereus,Cactaceae,16,645
Garcinia multiflora,Garcinia,Clusiaceae,5,202
Limonium ovalifolium,Limonium,Plumbaginaceae,8,98
Tillandsia gardneri,Tillandsia,Bromeliaceae,9,55
Polygala cyparissias,Polygala,Polygalaceae,10,71
Dianella nigra,Dianella,Asphodelaceae,14,3437
Santiria rubiginosa,Santiria,Burseraceae,8,159
Plectritis congesta,Plectritis,Caprifoliaceae,44,3694
Impatiens acehensis,Impatiens,Balsaminaceae,2,15
Luzula arcuata,Luzula,Juncaceae,104,3116
Cratoxylum sumatranum,Cratoxylum,Hypericaceae,20,250
Aristolochia gigantea,Aristolochia,Aristolochiaceae,7,24
Saxifraga umbrosa,Saxifraga,Saxifragaceae,40,395
Scrophularia lucida,Scrophularia,Scrophulariaceae,24,245
Callisia serrulata,Callisia,Commelinaceae,14,81
Eucryphia moorei,Eucryphia,Cunoniaceae,4,10
Terminalia porphyrocarpa,Terminalia,Combretaceae,10,26
Saurauia schumanniana,Saurauia,Actinidiaceae,2,53
Corydalis platycarpa,Corydalis,Papaveraceae,39,276
Erodium ciconium,Erodium,Geraniaceae,30,158
Ilex pubescens,Ilex,Aquifoliaceae,9,590
Calophyllum dasypodium,Calophyllum,Calophyllaceae,4,4
Pentaphylax euryoides,Pentaphylax,Pentaphylacaceae,4,87
Dillenia excelsa,Dillenia,Dilleniaceae,8,368
Coscinium fenestratum,Coscinium,Menispermaceae,6,77
Passiflora fruticosa,Passiflora,Passifloraceae,9,79
Dioscorea trifida,Dioscorea,Dioscoreaceae,9,24
Lippia origanoides,Lippia,Verbenaceae,15,48
Strychnos ovata,Strychnos,Loganiaceae,5,69
Lilium columbianum,Lilium,Liliaceae,19,820
Pittosporum angustifolium,Pittosporum,Pittosporaceae,8,51
Wilkiea pubescens,Wilkiea,Monimiaceae,3,5
Eriocaulon echinulatum,Eriocaulon,Eriocaulaceae,4,7
Cuphea parsonsia,Cuphea,Lythraceae,13,166
Arceuthobium azoricum,Arceuthobium,Viscaceae,5,1136
Myriopus psilostachya,Myriopus,Heliotropiaceae,10,231
Symplocos henschelii,Symplocos,Symplocaceae,5,129
Boerhavia gardneri,Boerhavia,Nyctaginaceae,13,40
Cordia sellowiana,Cordia,Cordiaceae,6,15
Cadaba capparoides,Cadaba,Capparaceae,9,17
Nepenthes tomoriana,Nepenthes,Nepenthaceae,2,21
Goeppertia loeseneri,Goeppertia,Marantaceae,5,6
Scaevola revoluta,Scaevola,Goodeniaceae,6,27
Hirtella ciliata,Hirtella,Chrysobalanaceae,4,18
Utricularia alpina,Utricularia,Lentibulariaceae,11,136
Potamogeton rutilus,Potamogeton,Potamogetonaceae,19,544
Smilax domingensis,Smilax,Smilacaceae,9,177
Oxalis bowiei,Oxalis,Oxalidaceae,10,158
Stewartia serrata,Stewartia,Theaceae,3,210
Helianthemum aegyptiacum,Helianthemum,Cistaceae,9,236
Achlys californica,Achlys,Berberidaceae,6,38
Carpinus cordata,Carpinus,Betulaceae,22,14340
Barringtonia pterita,Barringtonia,Lecythidaceae,4,26
Magnolia montana,Magnolia,Magnoliaceae,4,74
Ouratea racemiformis,Ouratea,Ochnaceae,4,16
Erythroxylum pyrifolium,Erythroxylum,Erythroxylaceae,3,162
Torenia flava,Torenia,Linderniaceae,5,85
Viburnum trilobum,Viburnum,Viburnaceae,14,444
Drypetes polyneura,Drypetes,Putranjivaceae,4,139
Sesuvium edmonstonei,Sesuvium,Aizoaceae,10,75
