accepted_species,genus,family,n_islands,n_records
Campanula stenocarpa,Campanula,Campanulaceae,2,21
Campanula teutana,Campanula,Campanulaceae,1,3
Campanula tomentosa,Campanula,Campanulaceae,1,7
Campanula trachelium,Campanula,Campanulaceae,114,22154
Campanula trichocalycina,Campanula,Campanulaceae,2,5
Campanula tschuktschorum,Campanula,Campanulaceae,4,20
Campanula tubulosa,Campanula,Campanulaceae,1,92
Campanula uniflora,Campanula,Campanulaceae,21,87
Campanula uyemurae,Campanula,Campanulaceae,1,7
Campanula veneris,Campanula,Campanulaceae,1,3
Campanula versicolor,Campanula,Campanulaceae,5,44
Campanula vicinituba,Campanula,Campanulaceae,2,5
Campanula vidalii,Campanula,Campanulaceae,11,1299
Campanulastrum americanum,Campanulastrum,Campanulaceae,1,1
Campanulorchis thao,Campanulorchis,Orchidaceae,1,35
Camphorosma monspeliaca,Camphorosma,Amaranthaceae,10,233
Campimia auriculata,Campimia,Melastomataceae,1,26
Campimia wrayi,Campimia,Melastomataceae,1,1
Campnosperma auriculatum,Campnosperma,Anacardiaceae,15,262
Campnosperma brevipetiolatum,Campnosperma,Anacardiaceae,33,223
Campnosperma coriaceum,Campnosperma,Anacardiaceae,12,129
Campnosperma lepidotum,Campnosperma,Anacardiaceae,1,90
Campnosperma micranteium,Campnosperma,Anacardiaceae,2,115
Campnosperma montanum,Campnosperma,Anacardiaceae,8,137
Campnosperma panamense,Campnosperma,Anacardiaceae,3,10
Campnosperma parvifolium,Campnosperma,Anacardiaceae,1,57
Campnosperma schatzii,Campnosperma,Anacardiaceae,2,225
Campnosperma seychellarum,Campnosperma,Anacardiaceae,3,82
Campnosperma squamatum,Campnosperma,Anacardiaceae,5,49
Campnosperma zacharyi,Campnosperma,Anacardiaceae,1,25
Campnosperma zeylanicum,Campnosperma,Anacardiaceae,1,14
Campomanesia aromatica,Campomanesia,Myrtaceae,3,29
Campomanesia dichotoma,Campomanesia,Myrtaceae,2,5
Campomanesia guaviroba,Campomanesia,Myrtaceae,6,14
Campomanesia guazumifolia,Campomanesia,Myrtaceae,1,2
Campomanesia lineatifolia,Campomanesia,Myrtaceae,1,1
Campomanesia pabstiana,Campomanesia,Myrtaceae,1,1
Campomanesia reitziana,Campomanesia,Myrtaceae,2,2
Campomanesia xanthocarpa,Campomanesia,Myrtaceae,4,40
Campsiandra angustifolia,Campsiandra,Fabaceae,1,5
Campsiandra comosa,Campsiandra,Fabaceae,1,1
Campsiandra laurifolia,Campsiandra,Fabaceae,2,2
Campsidium valdivianum,Campsidium,Bignoniaceae,7,47
Campsis grandiflora,Campsis,Bignoniaceae,20,89
Campsis radicans,Campsis,Bignoniaceae,110,922
Campsis tagliabuana,Campsis,Bignoniaceae,3,13
Campsis tagliabueana,Campsis,Bignoniaceae,18,41
Camptacra barbata,Camptacra,Asteraceae,3,7
Camptacra gracilis,Camptacra,Asteraceae,4,26
Camptacra robusta,Camptacra,Asteraceae,2,9
Camptandra gracillima,Camptandra,Zingiberaceae,1,3
Camptandra parvula,Camptandra,Zingiberaceae,2,7
Camptocarpus acuminatus,Camptocarpus,Apocynaceae,1,123
Camptocarpus cornutus,Camptocarpus,Apocynaceae,1,1
Camptocarpus crassifolius,Camptocarpus,Apocynaceae,1,46
Camptocarpus decaryi,Camptocarpus,Apocynaceae,1,16
Camptocarpus lanceolatus,Camptocarpus,Apocynaceae,1,7
Camptocarpus linearis,Camptocarpus,Apocynaceae,1,13
Camptocarpus mauritianus,Camptocarpus,Apocynaceae,4,143
Camptocarpus semihastatus,Camptocarpus,Apocynaceae,1,21
Camptolepis crassifolia,Camptolepis,Sapindaceae,1,3
Camptolepis grandiflora,Camptolepis,Sapindaceae,1,25
Camptolepis hygrophila,Camptolepis,Sapindaceae,1,13
Camptolepis ramiflora,Camptolepis,Sapindaceae,1,49
Camptoloma canariense,Camptoloma,Scrophulariaceae,1,44
Camptoloma lyperiiflorum,Camptoloma,Scrophulariaceae,2,33
Camptopteris platyphylla,Clathropteris,Dipteridaceae,1,1
Camptorrhiza strumosa,Camptorrhiza,Colchicaceae,1,1
Camptostemon philippinensis,Camptostemon,Malvaceae,7,26
Camptostemon schultzii,Camptostemon,Malvaceae,31,101
Camptostylus mannii,Camptostylus,Achariaceae,1,4
Camptostylus ovalis,Camptostylus,Achariaceae,1,2
Camptotheca acuminata,Camptotheca,Nyssaceae,7,48
Campuloclinium macrocephalum,Campuloclinium,Asteraceae,1,2
Campylanthus glaber,Campylanthus,Plantaginaceae,6,51
Campylanthus salsoloides,Campylanthus,Plantaginaceae,7,687
Campylanthus spinosus,Campylanthus,Plantaginaceae,2,33
Campylocentrum crassirhizum,Campylocentrum,Orchidaceae,3,7
Campylocentrum densiflorum,Campylocentrum,Orchidaceae,1,1
Campylocentrum fasciola,Campylocentrum,Orchidaceae,6,19
Campylocentrum hondurense,Campylocentrum,Orchidaceae,1,1
Campylocentrum insulare,Campylocentrum,Orchidaceae,1,4
Campylocentrum jamaicense,Campylocentrum,Orchidaceae,4,16
Campylocentrum micranthum,Campylocentrum,Orchidaceae,9,66
Campylocentrum ornithorrhynchum,Campylocentrum,Orchidaceae,1,8
Campylocentrum pachyrrhizum,Campylocentrum,Orchidaceae,5,14
Campylocentrum panamense,Campylocentrum,Orchidaceae,1,2
Campylocentrum parahybunense,Campylocentrum,Orchidaceae,1,3
Campylocentrum pauloense,Campylocentrum,Orchidaceae,1,2
Campylocentrum poeppigii,Campylocentrum,Orchidaceae,1,21
Campylocentrum pygmaeum,Campylocentrum,Orchidaceae,2,79
Campylocentrum schiedei,Campylocentrum,Orchidaceae,1,1
Campyloneurum amphostenon,Campyloneurum,Polypodiaceae,7,52
Campyloneurum angustifolium,Campyloneurum,Polypodiaceae,9,353
Campyloneurum aphanophlebium,Campyloneurum,Polypodiaceae,3,12
Campyloneurum atlanticum,Campyloneurum,Polypodiaceae,1,13
Campyloneurum brevifolium,Campyloneurum,Polypodiaceae,17,147
Campyloneurum chrysopodium,Campyloneurum,Polypodiaceae,1,18
Campyloneurum costatum,Campyloneurum,Polypodiaceae,6,65
Campyloneurum crispum,Campyloneurum,Polypodiaceae,3,8
Campyloneurum cubense,Campyloneurum,Polypodiaceae,3,93
Campyloneurum decurrens,Campyloneurum,Polypodiaceae,2,4
Campyloneurum ensifolium,Campyloneurum,Polypodiaceae,2,4
Campyloneurum fuscosquamatum,Campyloneurum,Polypodiaceae,1,1
Campyloneurum jamaicense,Campyloneurum,Polypodiaceae,1,1
Campyloneurum lucidum,Campyloneurum,Polypodiaceae,1,1
Campyloneurum nitidum,Campyloneurum,Polypodiaceae,6,45
Campyloneurum oxypholis,Campyloneurum,Polypodiaceae,1,3
Campyloneurum phyllitidis,Campyloneurum,Polypodiaceae,47,703
Campyloneurum repens,Campyloneurum,Polypodiaceae,5,31
Campyloneurum rigidum,Campyloneurum,Polypodiaceae,4,17
Campyloneurum serpentinum,Campyloneurum,Polypodiaceae,1,2
Campyloneurum sphenodes,Campyloneurum,Polypodiaceae,1,1
Campyloneurum vulpinum,Campyloneurum,Polypodiaceae,1,14
Campylospermum anceps,Campylospermum,Ochnaceae,2,286
Campylospermum deltoideum,Campylospermum,Ochnaceae,1,180
Campylospermum dependens,Campylospermum,Ochnaceae,3,180
Campylospermum duparquetianum,Campylospermum,Ochnaceae,1,1
Campylospermum flavum,Campylospermum,Ochnaceae,3,3
Campylospermum glaberrimum,Campylospermum,Ochnaceae,1,1
Campylospermum humblotii,Campylospermum,Ochnaceae,2,25
Campylospermum lanceolatum,Campylospermum,Ochnaceae,1,103
Campylospermum laxiflorum,Campylospermum,Ochnaceae,2,3
Campylospermum mannii,Campylospermum,Ochnaceae,1,2
Campylospermum nutans,Campylospermum,Ochnaceae,1,36
Campylospermum reticulatum,Campylospermum,Ochnaceae,3,40
Campylospermum squamosum,Campylospermum,Ochnaceae,5,6
Campylospermum vogelii,Campylospermum,Ochnaceae,2,72
Campylotropis cytisoides,Campylotropis,Fabaceae,2,13
Campylotropis hirtella,Campylotropis,Fabaceae,1,2
Campylotropis macrocarpa,Campylotropis,Fabaceae,10,191
Campylotropis macrostyla,Campylotropis,Fabaceae,1,2
Campylotropis polyantha,Campylotropis,Fabaceae,1,1
Campynema lineare,Campynema,Campynemataceae,2,326
Campynemanthe neocaledonica,Campynemanthe,Campynemataceae,1,38
Campynemanthe parva,Campynemanthe,Campynemataceae,1,11
Campynemanthe viridiflora,Campynemanthe,Campynemataceae,1,62
Camusiella fiherenensis,Setaria,Poaceae,1,5
Canacomyrica monticola,Canacomyrica,Myricaceae,1,110
Cananga brandisiana,Cananga,Annonaceae,2,2
Cananga odorata,Cananga,Annonaceae,142,1537
Canarina campanula,Canarina,Campanulaceae,1,1
Canarina canariensis,Canarina,Campanulaceae,7,2022
Canarium acutifolium,Canarium,Burseraceae,13,238
Canarium album,Canarium,Burseraceae,4,72
Canarium ampasindavae,Canarium,Burseraceae,1,12
Canarium apertum,Canarium,Burseraceae,3,32
Canarium arcuatum,Canarium,Burseraceae,2,14
Canarium asperum,Canarium,Burseraceae,47,373
Canarium australasicum,Canarium,Burseraceae,7,12
Canarium australianum,Canarium,Burseraceae,68,553
Canarium balansae,Canarium,Burseraceae,2,14
Canarium balsamiferum,Canarium,Burseraceae,13,52
Canarium batjanense,Canarium,Burseraceae,1,9
Canarium bengalense,Canarium,Burseraceae,1,1
Canarium betamponae,Canarium,Burseraceae,1,88
Canarium boivinii,Canarium,Burseraceae,2,74
Canarium bullatum,Canarium,Burseraceae,2,63
Canarium caudatum,Canarium,Burseraceae,3,72
Canarium cestracion,Canarium,Burseraceae,1,9
Canarium chinare,Canarium,Burseraceae,4,8
Canarium compressum,Canarium,Burseraceae,1,34
Canarium decumanum,Canarium,Burseraceae,8,28
Canarium denticulatum,Canarium,Burseraceae,14,263
Canarium dichotomum,Canarium,Burseraceae,3,107
Canarium divergens,Canarium,Burseraceae,1,8
Canarium egregium,Canarium,Burseraceae,1,21
Canarium elegans,Canarium,Burseraceae,1,26
Canarium engleri,Canarium,Burseraceae,1,1
Canarium euphyllum,Canarium,Burseraceae,3,40
Canarium euryphyllum,Canarium,Burseraceae,10,47
Canarium ferrugineum,Canarium,Burseraceae,2,79
Canarium findens,Canarium,Burseraceae,1,15
Canarium fugax,Canarium,Burseraceae,1,8
Canarium fuscocalycinum,Canarium,Burseraceae,1,14
Canarium galokense,Canarium,Burseraceae,1,42
Canarium globosum,Canarium,Burseraceae,2,152
Canarium gracile,Canarium,Burseraceae,5,43
Canarium grandifolium,Canarium,Burseraceae,2,5
Canarium harveyi,Canarium,Burseraceae,14,56
Canarium hirsutum,Canarium,Burseraceae,33,346
Canarium indicum,Canarium,Burseraceae,35,188
Canarium indistinctum,Canarium,Burseraceae,1,22
Canarium intermedium,Canarium,Burseraceae,1,7
Canarium kaniense,Canarium,Burseraceae,1,18
Canarium karoense,Canarium,Burseraceae,1,10
Canarium kinabaluense,Canarium,Burseraceae,1,13
Canarium kipella,Canarium,Burseraceae,1,8
Canarium kostermansii,Canarium,Burseraceae,1,9
Canarium lamianum,Canarium,Burseraceae,1,346
Canarium lamii,Canarium,Burseraceae,3,43
Canarium latistipulatum,Canarium,Burseraceae,1,14
Canarium littorale,Canarium,Burseraceae,8,278
Canarium lobocarpum,Canarium,Burseraceae,1,5
Canarium longistipulatum,Canarium,Burseraceae,1,62
Canarium luzonicum,Canarium,Burseraceae,7,88
Canarium macadamii,Canarium,Burseraceae,1,12
Canarium madagascariense,Canarium,Burseraceae,2,205
Canarium maluense,Canarium,Burseraceae,12,147
Canarium manongarivum,Canarium,Burseraceae,1,8
Canarium megacarpum,Canarium,Burseraceae,1,6
Canarium megalanthum,Canarium,Burseraceae,2,20
Canarium merrillii,Canarium,Burseraceae,2,49
Canarium moramangae,Canarium,Burseraceae,1,27
Canarium muelleri,Canarium,Burseraceae,1,1
Canarium multiflorum,Canarium,Burseraceae,3,279
Canarium multinervis,Canarium,Burseraceae,1,25
Canarium nitidifolium,Canarium,Burseraceae,1,19
Canarium obovatum,Canarium,Burseraceae,1,18
Canarium obtusifolium,Canarium,Burseraceae,1,232
Canarium odontophyllum,Canarium,Burseraceae,3,50
Canarium oleiferum,Canarium,Burseraceae,1,63
Canarium oleosum,Canarium,Burseraceae,15,55
Canarium ovatum,Canarium,Burseraceae,7,142
Canarium pallidum,Canarium,Burseraceae,1,1
Canarium paniculatum,Canarium,Burseraceae,1,5
Canarium parvum,Canarium,Burseraceae,1,1
Canarium patentinervium,Canarium,Burseraceae,4,66
Canarium pilicarpum,Canarium,Burseraceae,1,61
Canarium pilososylvestre,Canarium,Burseraceae,1,3
Canarium pilosum,Canarium,Burseraceae,5,138
Canarium pimela,Canarium,Burseraceae,4,19
Canarium planifolium,Canarium,Burseraceae,1,128
Canarium polyphyllum,Canarium,Burseraceae,1,3
Canarium pseudodecumanum,Canarium,Burseraceae,2,9
Canarium pseudopatentinervium,Canarium,Burseraceae,2,30
Canarium pseudopimela,Canarium,Burseraceae,1,2
Canarium pseudosumatranum,Canarium,Burseraceae,1,2
Canarium pulchrebracteatum,Canarium,Burseraceae,1,168
Canarium reniforme,Canarium,Burseraceae,1,1
Canarium rigidum,Canarium,Burseraceae,2,11
Canarium salomonense,Canarium,Burseraceae,3,14
Canarium sarawakanum,Canarium,Burseraceae,1,6
Canarium schlechteri,Canarium,Burseraceae,1,8
Canarium scholasticum,Canarium,Burseraceae,1,284
Canarium schweinfurthii,Canarium,Burseraceae,1,1
Canarium strictum,Canarium,Burseraceae,1,1
Canarium subsidarium,Canarium,Burseraceae,1,13
Canarium subtilis,Canarium,Burseraceae,1,9
Canarium subulatum,Canarium,Burseraceae,2,138
Canarium sumatranum,Canarium,Burseraceae,2,17
Canarium sylvestre,Canarium,Burseraceae,10,53
Canarium trifoliolatum,Canarium,Burseraceae,1,7
Canarium trigonum,Canarium,Burseraceae,1,17
Canarium vanikoroense,Canarium,Burseraceae,3,9
Canarium velutinifolium,Canarium,Burseraceae,1,20
Canarium vitiense,Canarium,Burseraceae,22,175
Canarium vrieseanum,Canarium,Burseraceae,2,51
Canarium vulgare,Canarium,Burseraceae,28,142
Canarium whitei,Canarium,Burseraceae,1,8
Canarium zeylanicum,Canarium,Burseraceae,2,5
Canarosalsola divaricata,Canarosalsola,Amaranthaceae,6,47
Canavalia africana,Canavalia,Fabaceae,3,7
Canavalia altipendula,Canavalia,Fabaceae,1,17
Canavalia aurita,Canavalia,Fabaceae,1,1
Canavalia bicarinata,Canavalia,Fabaceae,1,2
Canavalia bonariensis,Canavalia,Fabaceae,7,28
Canavalia brasiliensis,Canavalia,Fabaceae,17,48
Canavalia cathartica,Canavalia,Fabaceae,81,551
Canavalia ensiformis,Canavalia,Fabaceae,23,57
Canavalia favieri,Canavalia,Fabaceae,1,12
Canavalia galeata,Canavalia,Fabaceae,1,13
Canavalia gladiata,Canavalia,Fabaceae,10,49
Canavalia hawaiiensis,Canavalia,Fabaceae,3,24
Canavalia kauaiensis,Canavalia,Fabaceae,2,2
Canavalia lineata,Canavalia,Fabaceae,57,607
Canavalia macrobotrys,Canavalia,Fabaceae,5,20
Canavalia madagascariensis,Canavalia,Fabaceae,4,147
Canavalia maritima,Canavalia,Fabaceae,9,39
Canavalia megalantha,Canavalia,Fabaceae,3,4
Canavalia microsperma,Canavalia,Fabaceae,2,3
Canavalia mollis,Canavalia,Fabaceae,2,4
Canavalia molokaiensis,Canavalia,Fabaceae,2,28
Canavalia napaliensis,Canavalia,Fabaceae,2,16
Canavalia nitida,Canavalia,Fabaceae,9,42
Canavalia obtusifolia,Canavalia,Fabaceae,1,1
Canavalia oxyphylla,Canavalia,Fabaceae,1,1
Canavalia papuana,Canavalia,Fabaceae,22,80
Canavalia parviflora,Canavalia,Fabaceae,2,4
Canavalia plagiosperma,Canavalia,Fabaceae,2,3
Canavalia pubescens,Canavalia,Fabaceae,2,2
Canavalia raiateensis,Canavalia,Fabaceae,1,1
Canavalia rosea,Canavalia,Fabaceae,308,2446
Canavalia sericea,Canavalia,Fabaceae,32,150
Canavalia villosa,Canavalia,Fabaceae,1,1
Canavalia vitiensis,Canavalia,Fabaceae,1,1
Candollea elata,Candollea,Asteraceae,10,66
Candollea mollis,Candollea,Asteraceae,10,17
Canella alba,Canella,Canellaceae,1,5
Canella winterana,Canella,Canellaceae,47,393
Canephora ambrensis,Canephora,Rubiaceae,1,40
Canephora angustifolia,Canephora,Rubiaceae,1,1
Canephora goudotii,Canephora,Rubiaceae,1,9
Canephora gyrobracteata,Canephora,Rubiaceae,1,7
Canephora humblotii,Canephora,Rubiaceae,1,7
Canephora madagascariensis,Canephora,Rubiaceae,1,154
Canephora maroana,Canephora,Rubiaceae,1,10
Canistropsis billbergioides,Canistropsis,Bromeliaceae,7,26
Canistropsis burchellii,Canistropsis,Bromeliaceae,2,3
Canistropsis microps,Canistropsis,Bromeliaceae,1,8
Canistrum aurantiacum,Canistrum,Bromeliaceae,1,1
Canistrum fosterianum,Canistrum,Bromeliaceae,1,1
Canna flaccida,Canna,Cannaceae,13,41
Canna generalis,Canna,Cannaceae,5,11
Canna glauca,Canna,Cannaceae,24,77
Canna hybrida,Canna,Cannaceae,50,149
Canna indica,Canna,Cannaceae,183,4122
Canna iridiflora,Canna,Cannaceae,1,8
Canna jaegeriana,Canna,Cannaceae,2,8
Canna orchiodes,Canna,Cannaceae,1,1
Canna paniculata,Canna,Cannaceae,2,2
Canna tuerckheimii,Canna,Cannaceae,2,6
Cannabis sativa,Cannabis,Cannabaceae,94,2481
Cannaboides andohahelensis,Cannaboides,Apiaceae,1,19
Cannaboides betsileensis,Cannaboides,Apiaceae,1,21
Canotia holacantha,Canotia,Celastraceae,3,3
Canscora alata,Canscora,Gentianaceae,5,16
Canscora andrographioides,Canscora,Gentianaceae,1,44
Canscora diffusa,Canscora,Gentianaceae,7,34
Canscora heteroclita,Canscora,Gentianaceae,1,3
Canscora perfoliata,Canscora,Gentianaceae,1,1
Cansjera leptostachya,Cansjera,Opiliaceae,32,130
Cansjera rheedei,Cansjera,Opiliaceae,15,77
Cantharospermum scarabeoideum,Cajanus,Fabaceae,1,1
Canthium arboreum,Canthium,Rubiaceae,3,5
Canthium aurantiacum,Canthium,Rubiaceae,1,3
Canthium brunneum,Canthium,Rubiaceae,2,3
Canthium coromandelicum,Canthium,Rubiaceae,1,10
Canthium didymum,Canthium,Rubiaceae,1,2
Canthium ellipticum,Canthium,Rubiaceae,1,1
Canthium gracilipes,Canthium,Rubiaceae,1,2
Canthium hainanense,Canthium,Rubiaceae,1,19
Canthium horridulum,Canthium,Rubiaceae,1,1
Canthium horridum,Canthium,Rubiaceae,8,75
Canthium longistipulum,Canthium,Rubiaceae,1,1
Canthium megacarpum,Canthium,Rubiaceae,1,6
Canthium megistocarpum,Canthium,Rubiaceae,2,6
Canthium merrillii,Canthium,Rubiaceae,2,19
Canthium mite,Canthium,Rubiaceae,1,5
Canthium molle,Canthium,Rubiaceae,1,3
Canthium moluccanum,Canthium,Rubiaceae,1,2
Canthium obscurum,Canthium,Rubiaceae,1,2
Canthium oligocarpum,Canthium,Rubiaceae,2,2
Canthium parvifolium,Canthium,Rubiaceae,4,22
Canthium pedunculare,Canthium,Rubiaceae,2,10
Canthium rheedei,Canthium,Rubiaceae,1,1
Canthium sarcocarpum,Canthium,Rubiaceae,1,2
Canthium scandens,Canthium,Rubiaceae,3,12
Canthium simile,Canthium,Rubiaceae,1,10
Canthium subcapitatum,Canthium,Rubiaceae,2,2
Canthium subsessilifolium,Canthium,Rubiaceae,2,2
Canthium umbelligerum,Canthium,Rubiaceae,5,34
Canthium villarii,Canthium,Rubiaceae,4,8
Canthiumera glabra,Canthiumera,Rubiaceae,11,63
Canthiumera robusta,Canthiumera,Rubiaceae,5,22
Canthiumera siamensis,Canthiumera,Rubiaceae,1,1
Cantia arborescens,Paralnoxylon,,1,2
Cantinoa americana,Cantinoa,Lamiaceae,24,117
Cantinoa mutabilis,Cantinoa,Lamiaceae,21,60
Cantitilia polysperma,Cantitilia,Malvaceae,1,4
Cantleya corniculata,Cantleya,Stemonuraceae,9,105
Cantua bicolor,Cantua,Polemoniaceae,1,2
Cantua quercifolia,Cantua,Polemoniaceae,1,62
Caperonia castaneifolia,Caperonia,Euphorbiaceae,9,41
Caperonia cubana,Caperonia,Euphorbiaceae,2,6
Caperonia latifolia,Caperonia,Euphorbiaceae,1,2
Caperonia palustris,Caperonia,Euphorbiaceae,15,95
Caperonia rutenbergii,Caperonia,Euphorbiaceae,1,5
Capillipedium assimile,Capillipedium,Poaceae,10,43
Capillipedium kwashotense,Capillipedium,Poaceae,7,35
Capillipedium parviflorum,Capillipedium,Poaceae,59,739
Capillipedium pteropechys,Capillipedium,Poaceae,1,1
Capillipedium spicigerum,Capillipedium,Poaceae,22,124
Capitanopsis albida,Capitanopsis,Lamiaceae,1,28
Capitanopsis angustifolia,Capitanopsis,Lamiaceae,1,59
Capitanopsis brevilabra,Capitanopsis,Lamiaceae,1,29
Capitanopsis cloiselii,Capitanopsis,Lamiaceae,1,71
Capitanopsis magentea,Capitanopsis,Lamiaceae,1,71
Capitanopsis oreophila,Capitanopsis,Lamiaceae,1,68
Capitularina involucrata,Capitularina,Cyperaceae,1,24
Capnoides sempervirens,Capnoides,Papaveraceae,22,85
Capparicordis crotonoides,Capparicordis,Capparaceae,2,23
Capparidastrum discolor,Capparidastrum,Capparaceae,1,3
Capparidastrum frondosum,Capparidastrum,Capparaceae,32,251
Capparidastrum macrophyllum,Capparidastrum,Capparaceae,2,4
Capparidastrum solum,Capparidastrum,Capparaceae,2,3
Capparis acutifolia,Capparis,Capparaceae,5,148
Capparis arborea,Capparis,Capparaceae,12,37
Capparis artensis,Capparis,Capparaceae,4,93
Capparis batianoffii,Capparis,Capparaceae,1,4
Capparis bodinieri,Capparis,Capparaceae,1,2
Capparis brachybotrya,Capparis,Capparaceae,3,8
Capparis brevispina,Capparis,Capparaceae,1,10
Capparis buwaldae,Capparis,Capparaceae,1,26
Capparis callophylla,Capparis,Capparaceae,9,42
Capparis canescens,Capparis,Capparaceae,10,33
Capparis cantoniensis,Capparis,Capparaceae,11,96
Capparis cartilaginea,Capparis,Capparaceae,10,82
Capparis cerasifolia,Capparis,Capparaceae,1,5
Capparis chrysomeia,Capparis,Capparaceae,1,63
Capparis dasyphylla,Capparis,Capparaceae,1,4
Capparis decidua,Capparis,Capparaceae,3,16
Capparis diffusa,Capparis,Capparaceae,1,1
Capparis divaricata,Capparis,Capparaceae,2,3
Capparis diversifolia,Capparis,Capparaceae,1,7
Capparis erycibe,Capparis,Capparaceae,2,17
Capparis erythrocarpos,Capparis,Capparaceae,1,1
Capparis floribunda,Capparis,Capparaceae,3,38
Capparis formosana,Capparis,Capparaceae,3,205
Capparis grandis,Capparis,Capparaceae,2,3
Capparis hainanensis,Capparis,Capparaceae,1,22
Capparis henryi,Capparis,Capparaceae,3,565
Capparis jacobsii,Capparis,Capparaceae,9,18
Capparis lanceolaris,Capparis,Capparaceae,15,120
Capparis lasiantha,Capparis,Capparaceae,4,10
Capparis lobbiana,Capparis,Capparaceae,3,14
Capparis longestipitata,Capparis,Capparaceae,1,2
Capparis longistipitata,Capparis,Capparaceae,1,1
Capparis lucida,Capparis,Capparaceae,20,70
Capparis mekongensis,Capparis,Capparaceae,1,2
Capparis membranifolia,Capparis,Capparaceae,1,53
Capparis micracantha,Capparis,Capparaceae,35,306
Capparis micrantha,Capparis,Capparaceae,8,24
Capparis mitchellii,Capparis,Capparaceae,2,2
Capparis moonii,Capparis,Capparaceae,1,2
Capparis multiflora,Capparis,Capparaceae,1,3
Capparis nobilis,Capparis,Capparaceae,1,18
Capparis orientalis,Capparis,Capparaceae,74,774
Capparis ornans,Capparis,Capparaceae,1,1
Capparis parvifolia,Capparis,Capparaceae,1,3
Capparis pubiflora,Capparis,Capparaceae,15,88
Capparis pubifolia,Capparis,Capparaceae,1,1
Capparis pyrifolia,Capparis,Capparaceae,1,37
Capparis quiniflora,Capparis,Capparaceae,41,202
Capparis rheedei,Capparis,Capparaceae,3,4
Capparis richardii,Capparis,Capparaceae,2,12
Capparis roxburghii,Capparis,Capparaceae,1,2
Capparis sabiifolia,Capparis,Capparaceae,1,244
Capparis sarmentosa,Capparis,Capparaceae,2,3
Capparis sepiaria,Capparis,Capparaceae,70,323
Capparis sikkimensis,Capparis,Capparaceae,1,3
Capparis spinosa,Capparis,Capparaceae,172,2413
Capparis tchaourembensis,Capparis,Capparaceae,1,7
Capparis tenera,Capparis,Capparaceae,1,1
Capparis tomentosa,Capparis,Capparaceae,11,52
Capparis umbonata,Capparis,Capparaceae,16,30
Capparis versicolor,Capparis,Capparaceae,2,40
Capparis viminea,Capparis,Capparaceae,2,7
Capparis zeylanica,Capparis,Capparaceae,9,74
Capparis zippeliana,Capparis,Capparaceae,8,38
Capraria biflora,Capraria,Scrophulariaceae,95,937
Capraria frutescens,Capraria,Scrophulariaceae,1,1
Capraria mexicana,Capraria,Scrophulariaceae,1,1
Capraria peruviana,Capraria,Scrophulariaceae,6,41
Capscium baccatum,Capscium,Solanaceae,2,3
Capsella bursa-pastoris,Capsella,Brassicaceae,722,227259
Capsella grandiflora,Capsella,Brassicaceae,6,114
Capsella rubella,Capsella,Brassicaceae,42,1008
Capsella tasmanica,Capsella,Brassicaceae,1,2
Capsicum annuum,Capsicum,Solanaceae,148,1431
Capsicum baccatum,Capsicum,Solanaceae,17,38
Capsicum chinense,Capsicum,Solanaceae,16,48
Capsicum flexuosum,Capsicum,Solanaceae,1,1
Capsicum frutescens,Capsicum,Solanaceae,114,544
Capsicum galapagoense,Capsicum,Solanaceae,2,3
Capsicum minutiflorum,Capsicum,Solanaceae,1,3
Capsicum pubescens,Capsicum,Solanaceae,3,10
Capsicum sinense,Capsicum,Solanaceae,1,2
Capurodendron andrafiamenae,Capurodendron,Sapotaceae,1,20
Capurodendron androyense,Capurodendron,Sapotaceae,1,110
Capurodendron ankaranense,Capurodendron,Sapotaceae,1,68
Capurodendron antongiliense,Capurodendron,Sapotaceae,1,2
Capurodendron apollonioides,Capurodendron,Sapotaceae,1,13
Capurodendron aubrevillei,Capurodendron,Sapotaceae,1,32
Capurodendron bakeri,Capurodendron,Sapotaceae,2,25
Capurodendron birkinshawii,Capurodendron,Sapotaceae,1,9
Capurodendron costatum,Capurodendron,Sapotaceae,1,17
Capurodendron delphinense,Capurodendron,Sapotaceae,1,56
Capurodendron gracilifolium,Capurodendron,Sapotaceae,1,65
Capurodendron greveanum,Capurodendron,Sapotaceae,1,192
Capurodendron ludiifolium,Capurodendron,Sapotaceae,1,23
Capurodendron madagascariense,Capurodendron,Sapotaceae,1,26
Capurodendron mandrarense,Capurodendron,Sapotaceae,1,127
Capurodendron microphyllum,Capurodendron,Sapotaceae,1,25
Capurodendron mikearum,Capurodendron,Sapotaceae,1,73
Capurodendron naciriae,Capurodendron,Sapotaceae,1,47
Capurodendron namorokense,Capurodendron,Sapotaceae,1,8
Capurodendron nanophyllum,Capurodendron,Sapotaceae,1,3
Capurodendron nodosum,Capurodendron,Sapotaceae,1,119
Capurodendron oblongifolium,Capurodendron,Sapotaceae,1,23
Capurodendron perrieri,Capurodendron,Sapotaceae,1,89
Capurodendron pervillei,Capurodendron,Sapotaceae,1,112
Capurodendron pseudoterminalia,Capurodendron,Sapotaceae,1,1
Capurodendron randrianaivoi,Capurodendron,Sapotaceae,1,25
Capurodendron rubrocostatum,Capurodendron,Sapotaceae,1,72
Capurodendron rufescens,Capurodendron,Sapotaceae,1,13
Capurodendron sahafariense,Capurodendron,Sapotaceae,1,30
Capurodendron sakalavum,Capurodendron,Sapotaceae,1,87
Capurodendron sakarivorum,Capurodendron,Sapotaceae,1,38
