stratum,context,combination,architecture_label,support_tier,threshold,model,status,n_unique_islands,n_clusters,median_trials,distance_estimate,distance_se,distance_p,selfing_core_estimate,selfing_core_se,selfing_core_p,distance_q
all_observed,tropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,-0.06550781903833866,0.03665745771830591,0.07393333490460172,-0.14365128775237046,0.045061016370405244,0.001432960813558874,0.258766672166106
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.050213962230215015,0.034526987758033506,0.1458522033931627,,,,0.2041930847504278
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,0.005638401274791038,0.03101628556990855,0.8557487795140856,-0.2381271208021457,0.04354325583893347,4.532239681475296e-08,0.8755403210496885
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.050213962230215015,0.034526987758033506,0.1458522033931627,,,,0.2041930847504278
all_observed,tropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,0.005638401274791038,0.03101628556990855,0.8557487795140856,-0.2381271208021457,0.04354325583893347,4.532239681475296e-08,0.8755403210496885
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.01141773524237999,0.03679104181571797,0.7563023473401658,,,,0.7563023473401659
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,0.017779458556014253,0.03290773970336018,0.589002588041921,-0.13471338466717692,0.044355845178919315,0.002388617796520184,0.8755403210496885
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.01141773524237999,0.03679104181571797,0.7563023473401658,,,,0.7563023473401659
all_observed,tropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,0.017779458556014253,0.03290773970336018,0.589002588041921,-0.13471338466717692,0.044355845178919315,0.002388617796520184,0.8755403210496885
all_observed,tropical,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.08193114962982073,0.030712500900589433,0.007637677780266922,,,,0.026731872230934227
all_observed,tropical,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,-0.06200418736442426,0.03119936552279875,0.046883169046394904,-0.07616851545942543,0.03568219866984119,0.03279073241514143,0.258766672166106
all_observed,tropical,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.08193114962982073,0.030712500900589433,0.007637677780266922,,,,0.026731872230934227
all_observed,tropical,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,-0.06200418736442426,0.03119936552279875,0.046883169046394904,-0.07616851545942543,0.03568219866984119,0.03279073241514143,0.258766672166106
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.041343202219301434,0.02392825455138924,0.08402435718791912,,,,0.14704262507885846
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,-0.003684740344115138,0.023525861327454472,0.8755403210496886,-0.15716382694168574,0.040992755239614334,0.00012610612682775098,0.8755403210496885
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.041343202219301434,0.02392825455138924,0.08402435718791912,,,,0.14704262507885846
all_observed,tropical,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,-0.003684740344115138,0.023525861327454472,0.8755403210496886,-0.15716382694168574,0.040992755239614334,0.00012610612682775098,0.8755403210496885
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.07751449240379715,0.044049333981758865,0.07845529916180127,,,,0.14704262507885846
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,-0.030662814863085586,0.03449183928490936,0.37400978393181483,-0.21466034133241418,0.04265383278861508,4.838328455250706e-07,0.8726894958409014
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.07751449240379715,0.044049333981758865,0.07845529916180127,,,,0.14704262507885846
all_observed,tropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,-0.030662814863085586,0.03449183928490936,0.37400978393181483,-0.21466034133241418,0.04265383278861508,4.838328455250706e-07,0.8726894958409014
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,1086,103,7.0,-0.026346704132906296,0.03099879693461964,0.3953658589270755,,,,0.4612601687482547
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,944,101,10.0,0.006590855699397227,0.02990426285916068,0.8255607869155893,-0.1354434427106629,0.03130856376414971,1.5178430967489393e-05,0.8755403210496885
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,1086,103,7.0,-0.026346704132906296,0.03099879693461964,0.3953658589270755,,,,0.4612601687482547
all_observed,tropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,944,101,10.0,0.006590855699397227,0.02990426285916068,0.8255607869155893,-0.1354434427106629,0.03130856376414971,1.5178430967489393e-05,0.8755403210496885
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,0.04802228980774648,0.04049416661197815,0.23565928046960216,,,,0.5866102809760614
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,0.07761909545422435,0.039494236015049256,0.04937638182408543,-0.24435183553082984,0.09992652035395096,0.01447256106312068,0.345634672768598
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,236,38,12.0,0.04802228980774648,0.04049416661197815,0.23565928046960216,,,,0.5866102809760614
all_observed,southern_extratropical,red_pink__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,0.07761909545422435,0.039494236015049256,0.04937638182408543,-0.24435183553082984,0.09992652035395096,0.01447256106312068,0.345634672768598
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,-0.052762081949672524,0.05699448939658367,0.3545810846069518,,,,0.6205168980621657
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,-0.028994742466403767,0.06098370356850686,0.6344657889532183,-0.2165845153314785,0.11341323983360224,0.05617270154929378,0.740210087112088
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,236,38,12.0,-0.052762081949672524,0.05699448939658367,0.3545810846069518,,,,0.6205168980621657
all_observed,southern_extratropical,yellow_orange__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,-0.028994742466403767,0.06098370356850686,0.6344657889532183,-0.2165845153314785,0.11341323983360224,0.05617270154929378,0.740210087112088
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,-0.03982903117544945,0.06556151133759104,0.5435149629815208,,,,0.7442642476344089
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,0.012234670221008825,0.04386913923370289,0.7803291384185765,-0.4446912398992229,0.07057428285451567,2.956588413792346e-10,0.7803291384185765
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,unconditional,fit,236,38,12.0,-0.03982903117544945,0.06556151133759104,0.5435149629815208,,,,0.7442642476344089
all_observed,southern_extratropical,blue_purple__butterfly_form,butterfly_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,0.012234670221008825,0.04386913923370289,0.7803291384185765,-0.4446912398992229,0.07057428285451567,2.956588413792346e-10,0.7803291384185765
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,0.009193391272645512,0.0444143618398996,0.8360165689689889,,,,0.8360165689689889
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,0.03147828992878832,0.04466053395277404,0.48091316878344614,-0.15105953173788045,0.081480516225639,0.06374854608365353,0.6732784362968246
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,pilot,30,unconditional,fit,236,38,12.0,0.009193391272645512,0.0444143618398996,0.8360165689689889,,,,0.8360165689689889
all_observed,southern_extratropical,red_pink__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,0.03147828992878832,0.04466053395277404,0.48091316878344614,-0.15105953173788045,0.081480516225639,0.06374854608365353,0.6732784362968246
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,-0.11003974404216116,0.050368164225136486,0.028910244727293245,,,,0.2023717130910527
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,-0.08887570065694134,0.055658444346024204,0.11030910721969209,-0.20087689758012672,0.1307221242080001,0.12437389569014391,0.3860818752689223
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,pilot,30,unconditional,fit,236,38,12.0,-0.11003974404216116,0.050368164225136486,0.028910244727293245,,,,0.2023717130910527
all_observed,southern_extratropical,yellow_orange__bird_form,bird_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,-0.08887570065694134,0.055658444346024204,0.11030910721969209,-0.20087689758012672,0.1307221242080001,0.12437389569014391,0.3860818752689223
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,0.03650429657457388,0.07757300875057173,0.6379407836866362,,,,0.7442642476344089
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,0.07007395637316949,0.06810359891027351,0.30351173938002685,-0.33264633758535656,0.10237047869778709,0.0011563402044715955,0.6732784362968246
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,236,38,12.0,0.03650429657457388,0.07757300875057173,0.6379407836866362,,,,0.7442642476344089
all_observed,southern_extratropical,blue_purple__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,0.07007395637316949,0.06810359891027351,0.30351173938002685,-0.33264633758535656,0.10237047869778709,0.0011563402044715955,0.6732784362968246
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,unconditional,fit,236,38,12.0,-0.0485995332969571,0.04237303337396133,0.25140440613259774,,,,0.5866102809760614
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,confirmatory,50,conditional_selfing,fit,217,38,15.0,-0.03849574377935333,0.04677153861134278,0.4104743457024439,-0.12391600568680383,0.08258853504376303,0.13351029385246624,0.6732784362968246
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,unconditional,fit,236,38,12.0,-0.0485995332969571,0.04237303337396133,0.25140440613259774,,,,0.5866102809760614
all_observed,southern_extratropical,yellow_orange__large_bee_form,large_bee_associated_form,pilot,30,conditional_selfing,fit,217,38,15.0,-0.03849574377935333,0.04677153861134278,0.4104743457024439,-0.12391600568680383,0.08258853504376303,0.13351029385246624,0.6732784362968246
