stratum,context,colour,support_tier,threshold_corrected,model,status_corrected,n_unique_islands_corrected,n_clusters_corrected,median_trials_corrected,distance_estimate_corrected,distance_se_corrected,distance_p_corrected,selfing_core_estimate_corrected,selfing_core_se_corrected,selfing_core_p_corrected,distance_q_corrected,threshold_original,status_original,n_unique_islands_original,n_clusters_original,median_trials_original,distance_estimate_original,distance_se_original,distance_p_original,selfing_core_estimate_original,selfing_core_se_original,selfing_core_p_original,distance_q_original
all_observed,northern_high_latitude,white,pilot,30,conditional_selfing,fit,335,60,34.0,0.038723437240507586,0.02326773611002061,0.0960615576320237,0.10605043356011436,0.03661352457979912,0.003773716775623188,0.24015389408005927,30,fit,335,60,34.0,0.0258505681972376,0.0239408686724724,0.2802457962091512,0.1117664225617633,0.0363687300152816,0.0021181472456578,0.467076327015252
all_observed,northern_high_latitude,yellow_orange,pilot,30,conditional_selfing,fit,335,60,34.0,-0.0030999049343034546,0.019617127210573775,0.8744407782035185,-0.1748392035194356,0.0433879594171146,5.585496263904035e-05,0.8744407782035186,30,fit,335,60,34.0,0.0064912204656009,0.0163538861498276,0.6914248330325704,-0.1786146490703202,0.042527134923077,2.668960648633491e-05,0.823720023814112
all_observed,northern_high_latitude,blue_purple,pilot,30,unconditional,fit,399,63,21.0,0.010817933078421271,0.013994736397831633,0.43952230270637754,,,,0.549402878382972,30,fit,399,63,21.0,0.0110851924556417,0.0142137422613336,0.4354540925633816,,,,0.5443176157042271
all_observed,northern_high_latitude,green_brown_inconspicuous,pilot,30,unconditional,fit,399,63,21.0,0.012749630085820703,0.023203484487829308,0.5826826080546431,,,,0.5826826080546431,30,fit,399,63,21.0,0.0121260623162247,0.0210483927161279,0.5645449175117628,,,,0.5645449175117628
all_observed,northern_high_latitude,red_pink,pilot,30,unconditional,fit,399,63,21.0,0.019200524725888624,0.01663491149558883,0.2484056194211797,,,,0.41400936570196617,30,fit,399,63,21.0,0.0159521850454695,0.0160383223173222,0.319916599385445,,,,0.5443176157042271
all_observed,northern_high_latitude,white,pilot,30,unconditional,fit,399,63,21.0,0.056864502679045845,0.029172171769463375,0.05126292980350201,,,,0.25631464901751005,30,fit,399,63,21.0,0.0432894696749798,0.0298863829874914,0.147486206531286,,,,0.5443176157042271
all_observed,northern_high_latitude,yellow_orange,pilot,30,unconditional,fit,399,63,21.0,-0.028513564959283755,0.024378251916376378,0.24214940083804676,,,,0.41400936570196617,30,fit,399,63,21.0,-0.0172940094138693,0.0208181916858648,0.4061339636051054,,,,0.5443176157042271
all_observed,northern_midlatitude,blue_purple,confirmatory,50,conditional_selfing,fit,1950,85,150.5,-0.00613001988173225,0.010667084431045493,0.565516626587691,-0.011260194012887775,0.02257005109137245,0.6178499737888838,0.565516626587691,50,fit,1951,85,151.0,-0.0032504663827521,0.0102549582571314,0.7512698980569569,-0.0121727456770047,0.0231166890683719,0.5984864991831775,0.7512698980569569
all_observed,northern_midlatitude,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,1950,85,150.5,0.017462282397497843,0.015581710346445853,0.26241941862740314,0.04134831225434368,0.026389213776236695,0.1171464556108229,0.4284750126851969,50,fit,1951,85,151.0,0.0131276871898818,0.0163305491106677,0.421470335890678,0.0413128182018881,0.027056198416327,0.1267793640484841,0.5268379198633475
all_observed,northern_midlatitude,red_pink,confirmatory,50,conditional_selfing,fit,1950,85,150.5,-0.027143172906291438,0.010219286903941225,0.007905647859983067,-0.09090652884826238,0.03099094207574419,0.003353518218255456,0.039528239299915335,50,fit,1951,85,151.0,-0.0252609221888554,0.0092355478991543,0.0062345428634204,-0.09274276706922,0.031288997127892,0.0030359955247298,0.0311727143171023
all_observed,northern_midlatitude,white,confirmatory,50,conditional_selfing,fit,1950,85,150.5,-0.01980323442477514,0.020874368372090845,0.3427800101481575,0.01823518148609611,0.02176112424699672,0.40204723769049755,0.4284750126851969,50,fit,1951,85,151.0,-0.0186427305217403,0.0200435145586521,0.3523126563684851,0.0174181402255824,0.0215448645525905,0.4188263839763446,0.5268379198633475
all_observed,northern_midlatitude,yellow_orange,confirmatory,50,conditional_selfing,fit,1950,85,150.5,-0.03509125575373015,0.015628326880132156,0.024744884529824974,0.010724599455028287,0.02390286933874633,0.6536667387582431,0.06186221132456243,50,fit,1951,85,151.0,-0.0359802801283542,0.0163314393038678,0.0275856034333845,0.0109713801283147,0.0238181435435756,0.6450632206019977,0.0689640085834614
all_observed,northern_midlatitude,blue_purple,confirmatory,50,unconditional,fit,2147,85,120.0,-0.006638721805717507,0.010861419597304784,0.5410536447798249,,,,0.5410536447798249,50,fit,2148,85,120.0,-0.0038751427206368,0.0103944487134419,0.7092906977504481,,,,0.7092906977504481
all_observed,northern_midlatitude,green_brown_inconspicuous,confirmatory,50,unconditional,fit,2147,85,120.0,0.019881057788399173,0.016036431649151407,0.21507037693057518,,,,0.35845062821762524,50,fit,2148,85,120.0,0.0153939901683941,0.0167555296313951,0.3582311178584582,,,,0.4588922023618924
all_observed,northern_midlatitude,red_pink,confirmatory,50,unconditional,fit,2147,85,120.0,-0.032407518155735685,0.011078134487527121,0.00344059280079924,,,,0.0172029640039962,50,fit,2148,85,120.0,-0.0301318817116773,0.0100550806385163,0.0027293503405177,,,,0.0136467517025888
all_observed,northern_midlatitude,white,confirmatory,50,unconditional,fit,2147,85,120.0,-0.019003219960324398,0.020700743360925936,0.35862044513272084,,,,0.44827555641590106,50,fit,2148,85,120.0,-0.0179973080956094,0.019955039053414,0.3671137618895139,,,,0.4588922023618924
all_observed,northern_midlatitude,yellow_orange,confirmatory,50,unconditional,fit,2147,85,120.0,-0.03445702441857543,0.015911938722017894,0.030350756187630376,,,,0.07587689046907595,50,fit,2148,85,120.0,-0.0354532542887218,0.0165982337566752,0.0326822278389671,,,,0.0817055695974177
all_observed,northern_midlatitude,blue_purple,pilot,30,conditional_selfing,fit,1950,85,150.5,-0.00613001988173225,0.010667084431045493,0.565516626587691,-0.011260194012887775,0.02257005109137245,0.6178499737888838,0.565516626587691,30,fit,1951,85,151.0,-0.0032504663827521,0.0102549582571314,0.7512698980569569,-0.0121727456770047,0.0231166890683719,0.5984864991831775,0.7512698980569569
all_observed,northern_midlatitude,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,1950,85,150.5,0.017462282397497843,0.015581710346445853,0.26241941862740314,0.04134831225434368,0.026389213776236695,0.1171464556108229,0.4284750126851969,30,fit,1951,85,151.0,0.0131276871898818,0.0163305491106677,0.421470335890678,0.0413128182018881,0.027056198416327,0.1267793640484841,0.5268379198633475
all_observed,northern_midlatitude,red_pink,pilot,30,conditional_selfing,fit,1950,85,150.5,-0.027143172906291438,0.010219286903941225,0.007905647859983067,-0.09090652884826238,0.03099094207574419,0.003353518218255456,0.039528239299915335,30,fit,1951,85,151.0,-0.0252609221888554,0.0092355478991543,0.0062345428634204,-0.09274276706922,0.031288997127892,0.0030359955247298,0.0311727143171023
all_observed,northern_midlatitude,white,pilot,30,conditional_selfing,fit,1950,85,150.5,-0.01980323442477514,0.020874368372090845,0.3427800101481575,0.01823518148609611,0.02176112424699672,0.40204723769049755,0.4284750126851969,30,fit,1951,85,151.0,-0.0186427305217403,0.0200435145586521,0.3523126563684851,0.0174181402255824,0.0215448645525905,0.4188263839763446,0.5268379198633475
all_observed,northern_midlatitude,yellow_orange,pilot,30,conditional_selfing,fit,1950,85,150.5,-0.03509125575373015,0.015628326880132156,0.024744884529824974,0.010724599455028287,0.02390286933874633,0.6536667387582431,0.06186221132456243,30,fit,1951,85,151.0,-0.0359802801283542,0.0163314393038678,0.0275856034333845,0.0109713801283147,0.0238181435435756,0.6450632206019977,0.0689640085834614
all_observed,northern_midlatitude,blue_purple,pilot,30,unconditional,fit,2147,85,120.0,-0.006638721805717507,0.010861419597304784,0.5410536447798249,,,,0.5410536447798249,30,fit,2148,85,120.0,-0.0038751427206368,0.0103944487134419,0.7092906977504481,,,,0.7092906977504481
all_observed,northern_midlatitude,green_brown_inconspicuous,pilot,30,unconditional,fit,2147,85,120.0,0.019881057788399173,0.016036431649151407,0.21507037693057518,,,,0.35845062821762524,30,fit,2148,85,120.0,0.0153939901683941,0.0167555296313951,0.3582311178584582,,,,0.4588922023618924
all_observed,northern_midlatitude,red_pink,pilot,30,unconditional,fit,2147,85,120.0,-0.032407518155735685,0.011078134487527121,0.00344059280079924,,,,0.0172029640039962,30,fit,2148,85,120.0,-0.0301318817116773,0.0100550806385163,0.0027293503405177,,,,0.0136467517025888
all_observed,northern_midlatitude,white,pilot,30,unconditional,fit,2147,85,120.0,-0.019003219960324398,0.020700743360925936,0.35862044513272084,,,,0.44827555641590106,30,fit,2148,85,120.0,-0.0179973080956094,0.019955039053414,0.3671137618895139,,,,0.4588922023618924
all_observed,northern_midlatitude,yellow_orange,pilot,30,unconditional,fit,2147,85,120.0,-0.03445702441857543,0.015911938722017894,0.030350756187630376,,,,0.07587689046907595,30,fit,2148,85,120.0,-0.0354532542887218,0.0165982337566752,0.0326822278389671,,,,0.0817055695974177
all_observed,southern_extratropical,blue_purple,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.03616798420594247,0.0335420608162494,0.28090548293928613,-0.03247684433298603,0.06410054682331624,0.6123971095799605,0.35113185367410765,50,fit,236,38,49.0,-0.0386170492029032,0.0380187075186342,0.3097541263939585,-0.0310412655300629,0.0650785956734567,0.6333755212738729,0.3871926579924482
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.004960223253653195,0.03360189027240728,0.8826447322800495,0.19597892501446412,0.06535140268230241,0.002710024461923812,0.8826447322800494,50,fit,236,38,49.0,-0.0008751964801693,0.0316008637392228,0.977905145099666,0.1943335343836009,0.0657046743519021,0.0030996168088001,0.977905145099666
all_observed,southern_extratropical,red_pink,confirmatory,50,conditional_selfing,fit,236,38,49.0,0.03431328971529679,0.027830223086513752,0.21759420257868536,-0.02056606325413779,0.04932392391777824,0.6767082597962937,0.35113185367410765,50,fit,236,38,49.0,0.0336792882280858,0.0295341991718807,0.2541410195287034,-0.0205613220638407,0.0486232790565509,0.672390171235076,0.3871926579924482
all_observed,southern_extratropical,white,confirmatory,50,conditional_selfing,fit,236,38,49.0,0.05589442639039693,0.013918973169441204,5.9269505830899625e-05,-0.0530515709553947,0.030488515586584934,0.08185006937268066,0.00029634752915449813,50,fit,236,38,49.0,0.0643546030908253,0.0138359852023752,3.299317386223592e-06,-0.0575228346929103,0.0303851031841743,0.0583410897396827,1.6496586931117958e-05
all_observed,southern_extratropical,yellow_orange,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.030002240681725634,0.015256501350135364,0.049238380393367746,-0.07505585786718477,0.037022079734405154,0.04262899300512102,0.12309595098341937,50,fit,236,38,49.0,-0.0290744109827806,0.0167905757316337,0.0833463974574977,-0.0751291652661633,0.0373918798919334,0.0445119582407087,0.2083659936437442
all_observed,southern_extratropical,blue_purple,confirmatory,50,unconditional,fit,279,40,27.0,-0.036719408439203266,0.03244443693655782,0.25773414984668275,,,,0.3258270364677266,50,fit,279,40,27.0,-0.0391708174140909,0.0370556957030508,0.2904752923592543,,,,0.367418178565726
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,279,40,27.0,0.011206122460234752,0.02888112260041998,0.698009707434083,,,,0.698009707434083,50,fit,279,40,27.0,0.0183231461126198,0.0295767864947621,0.5355797434799572,,,,0.5355797434799572
all_observed,southern_extratropical,red_pink,confirmatory,50,unconditional,fit,279,40,27.0,0.031071231674131866,0.027623078613500773,0.2606616291741813,,,,0.3258270364677266,50,fit,279,40,27.0,0.03147873679637,0.0299931927118655,0.2939345428525808,,,,0.367418178565726
all_observed,southern_extratropical,white,confirmatory,50,unconditional,fit,279,40,27.0,0.05098856151914141,0.012954137671247591,8.28223265353725e-05,,,,0.0004141116326768625,50,fit,279,40,27.0,0.0589314860070779,0.012981365470428,5.6334710473529926e-06,,,,2.816735523676496e-05
all_observed,southern_extratropical,yellow_orange,confirmatory,50,unconditional,fit,279,40,27.0,-0.03443924004298728,0.01596622541972736,0.031005216392685817,,,,0.07751304098171455,50,fit,279,40,27.0,-0.03488374720539,0.0180187543625315,0.0528715159162036,,,,0.132178789790509
all_observed,southern_extratropical,blue_purple,pilot,30,conditional_selfing,fit,236,38,49.0,-0.03616798420594247,0.0335420608162494,0.28090548293928613,-0.03247684433298603,0.06410054682331624,0.6123971095799605,0.35113185367410765,30,fit,236,38,49.0,-0.0386170492029032,0.0380187075186342,0.3097541263939585,-0.0310412655300629,0.0650785956734567,0.6333755212738729,0.3871926579924482
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,236,38,49.0,-0.004960223253653195,0.03360189027240728,0.8826447322800495,0.19597892501446412,0.06535140268230241,0.002710024461923812,0.8826447322800494,30,fit,236,38,49.0,-0.0008751964801693,0.0316008637392228,0.977905145099666,0.1943335343836009,0.0657046743519021,0.0030996168088001,0.977905145099666
all_observed,southern_extratropical,red_pink,pilot,30,conditional_selfing,fit,236,38,49.0,0.03431328971529679,0.027830223086513752,0.21759420257868536,-0.02056606325413779,0.04932392391777824,0.6767082597962937,0.35113185367410765,30,fit,236,38,49.0,0.0336792882280858,0.0295341991718807,0.2541410195287034,-0.0205613220638407,0.0486232790565509,0.672390171235076,0.3871926579924482
all_observed,southern_extratropical,white,pilot,30,conditional_selfing,fit,236,38,49.0,0.05589442639039693,0.013918973169441204,5.9269505830899625e-05,-0.0530515709553947,0.030488515586584934,0.08185006937268066,0.00029634752915449813,30,fit,236,38,49.0,0.0643546030908253,0.0138359852023752,3.299317386223592e-06,-0.0575228346929103,0.0303851031841743,0.0583410897396827,1.6496586931117958e-05
all_observed,southern_extratropical,yellow_orange,pilot,30,conditional_selfing,fit,236,38,49.0,-0.030002240681725634,0.015256501350135364,0.049238380393367746,-0.07505585786718477,0.037022079734405154,0.04262899300512102,0.12309595098341937,30,fit,236,38,49.0,-0.0290744109827806,0.0167905757316337,0.0833463974574977,-0.0751291652661633,0.0373918798919334,0.0445119582407087,0.2083659936437442
all_observed,southern_extratropical,blue_purple,pilot,30,unconditional,fit,279,40,27.0,-0.036719408439203266,0.03244443693655782,0.25773414984668275,,,,0.3258270364677266,30,fit,279,40,27.0,-0.0391708174140909,0.0370556957030508,0.2904752923592543,,,,0.367418178565726
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,unconditional,fit,279,40,27.0,0.011206122460234752,0.02888112260041998,0.698009707434083,,,,0.698009707434083,30,fit,279,40,27.0,0.0183231461126198,0.0295767864947621,0.5355797434799572,,,,0.5355797434799572
all_observed,southern_extratropical,red_pink,pilot,30,unconditional,fit,279,40,27.0,0.031071231674131866,0.027623078613500773,0.2606616291741813,,,,0.3258270364677266,30,fit,279,40,27.0,0.03147873679637,0.0299931927118655,0.2939345428525808,,,,0.367418178565726
all_observed,southern_extratropical,white,pilot,30,unconditional,fit,279,40,27.0,0.05098856151914141,0.012954137671247591,8.28223265353725e-05,,,,0.0004141116326768625,30,fit,279,40,27.0,0.0589314860070779,0.012981365470428,5.6334710473529926e-06,,,,2.816735523676496e-05
all_observed,southern_extratropical,yellow_orange,pilot,30,unconditional,fit,279,40,27.0,-0.03443924004298728,0.01596622541972736,0.031005216392685817,,,,0.07751304098171455,30,fit,279,40,27.0,-0.03488374720539,0.0180187543625315,0.0528715159162036,,,,0.132178789790509
all_observed,tropical,blue_purple,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.025077526390332172,0.029687672940051132,0.39827179318127537,-0.0743945141260609,0.03561576424947344,0.03672495730277887,0.39827179318127537,50,fit,1039,104,52.0,0.0284266541640713,0.0291801952588862,0.3299690183513502,-0.0765621520083668,0.0352860565903621,0.030025294413234,0.3299690183513502
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.04419684685905863,0.01400776242659707,0.0016040558942775045,0.06311451930401518,0.02013093984500365,0.001717370791345292,0.008020279471387523,50,fit,1039,104,52.0,0.0464341534222073,0.0138508664164052,0.0008010354594701,0.0608395806227177,0.0196072505810009,0.0019162636373475,0.0040051772973506
all_observed,tropical,red_pink,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.03984322204021404,0.022750991919232865,0.07989871332752323,-0.07782772904759117,0.02239397273276816,0.0005101162322707702,0.13316452221253872,50,fit,1039,104,52.0,0.0400500601140228,0.0227905585423564,0.0788651062006178,-0.0792208416289461,0.0225477358005962,0.0004422907881005,0.1314418436676964
all_observed,tropical,white,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.01912374504070276,0.016128533941405825,0.23573730792708583,-0.007655976440871438,0.021990874713315837,0.7277325416493826,0.2946716349088573,50,fit,1039,104,52.0,0.0184191870245476,0.0159536389711106,0.2482769824975925,-0.0080268424667926,0.0221993086236371,0.7176653585267043,0.3103462281219907
all_observed,tropical,yellow_orange,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.04027144169680544,0.0180578168520128,0.025738216102306928,-0.09330246609769627,0.01802366988401567,2.258896310524597e-07,0.06434554025576732,50,fit,1039,104,52.0,0.0408695839757364,0.0168032402455709,0.0150055857133751,-0.0948962975461715,0.0180145887389429,1.381081933511381e-07,0.0375139642834379
all_observed,tropical,blue_purple,confirmatory,50,unconditional,fit,1465,110,22.0,0.012385049898875566,0.029029315116240278,0.6696419876634094,,,,0.6696419876634094,50,fit,1465,110,22.0,0.0139871887929218,0.0289581295797415,0.6290856291760673,,,,0.6290856291760673
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,1465,110,22.0,0.0544939608927818,0.014610765949981378,0.00019169814294158144,,,,0.0009584907147079072,50,fit,1465,110,22.0,0.0574885327504979,0.0149895992684333,0.0001254478023524,,,,0.0006272390117623
all_observed,tropical,red_pink,confirmatory,50,unconditional,fit,1465,110,22.0,0.025534201738640627,0.021226123819786415,0.22899136547618265,,,,0.36113518711337445,50,fit,1465,110,22.0,0.0242438430479635,0.0211724021144609,0.2521809331815109,,,,0.3502673920116984
all_observed,tropical,white,confirmatory,50,unconditional,fit,1465,110,22.0,0.020538941797673266,0.015306649745788494,0.1796506995288001,,,,0.36113518711337445,50,fit,1465,110,22.0,0.0196360259863429,0.0150961738685594,0.1933513490355681,,,,0.3502673920116984
all_observed,tropical,yellow_orange,confirmatory,50,unconditional,fit,1465,110,22.0,0.02135456518970341,0.020135940446822775,0.28890814969069956,,,,0.36113518711337445,50,fit,1465,110,22.0,0.0206780131780264,0.019149164446784,0.2802139136093587,,,,0.3502673920116984
all_observed,tropical,blue_purple,pilot,30,conditional_selfing,fit,1039,104,52.0,0.025077526390332172,0.029687672940051132,0.39827179318127537,-0.0743945141260609,0.03561576424947344,0.03672495730277887,0.39827179318127537,30,fit,1039,104,52.0,0.0284266541640713,0.0291801952588862,0.3299690183513502,-0.0765621520083668,0.0352860565903621,0.030025294413234,0.3299690183513502
all_observed,tropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,1039,104,52.0,0.04419684685905863,0.01400776242659707,0.0016040558942775045,0.06311451930401518,0.02013093984500365,0.001717370791345292,0.008020279471387523,30,fit,1039,104,52.0,0.0464341534222073,0.0138508664164052,0.0008010354594701,0.0608395806227177,0.0196072505810009,0.0019162636373475,0.0040051772973506
all_observed,tropical,red_pink,pilot,30,conditional_selfing,fit,1039,104,52.0,0.03984322204021404,0.022750991919232865,0.07989871332752323,-0.07782772904759117,0.02239397273276816,0.0005101162322707702,0.13316452221253872,30,fit,1039,104,52.0,0.0400500601140228,0.0227905585423564,0.0788651062006178,-0.0792208416289461,0.0225477358005962,0.0004422907881005,0.1314418436676964
all_observed,tropical,white,pilot,30,conditional_selfing,fit,1039,104,52.0,0.01912374504070276,0.016128533941405825,0.23573730792708583,-0.007655976440871438,0.021990874713315837,0.7277325416493826,0.2946716349088573,30,fit,1039,104,52.0,0.0184191870245476,0.0159536389711106,0.2482769824975925,-0.0080268424667926,0.0221993086236371,0.7176653585267043,0.3103462281219907
all_observed,tropical,yellow_orange,pilot,30,conditional_selfing,fit,1039,104,52.0,0.04027144169680544,0.0180578168520128,0.025738216102306928,-0.09330246609769627,0.01802366988401567,2.258896310524597e-07,0.06434554025576732,30,fit,1039,104,52.0,0.0408695839757364,0.0168032402455709,0.0150055857133751,-0.0948962975461715,0.0180145887389429,1.381081933511381e-07,0.0375139642834379
all_observed,tropical,blue_purple,pilot,30,unconditional,fit,1465,110,22.0,0.012385049898875566,0.029029315116240278,0.6696419876634094,,,,0.6696419876634094,30,fit,1465,110,22.0,0.0139871887929218,0.0289581295797415,0.6290856291760673,,,,0.6290856291760673
all_observed,tropical,green_brown_inconspicuous,pilot,30,unconditional,fit,1465,110,22.0,0.0544939608927818,0.014610765949981378,0.00019169814294158144,,,,0.0009584907147079072,30,fit,1465,110,22.0,0.0574885327504979,0.0149895992684333,0.0001254478023524,,,,0.0006272390117623
all_observed,tropical,red_pink,pilot,30,unconditional,fit,1465,110,22.0,0.025534201738640627,0.021226123819786415,0.22899136547618265,,,,0.36113518711337445,30,fit,1465,110,22.0,0.0242438430479635,0.0211724021144609,0.2521809331815109,,,,0.3502673920116984
all_observed,tropical,white,pilot,30,unconditional,fit,1465,110,22.0,0.020538941797673266,0.015306649745788494,0.1796506995288001,,,,0.36113518711337445,30,fit,1465,110,22.0,0.0196360259863429,0.0150961738685594,0.1933513490355681,,,,0.3502673920116984
all_observed,tropical,yellow_orange,pilot,30,unconditional,fit,1465,110,22.0,0.02135456518970341,0.020135940446822775,0.28890814969069956,,,,0.36113518711337445,30,fit,1465,110,22.0,0.0206780131780264,0.019149164446784,0.2802139136093587,,,,0.3502673920116984
