source_scientific_name,source_family,raw_value,accepted_species,name_match_method,match_status,reason,gbif_match_type,gbif_status,gbif_confidence,gbif_usage_key,gbif_accepted_usage_key
Hypericum cumulicola,Hypericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7349499,
Hypochaeris angustifolia,Asteraceae,sc,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3093865,10690822
Hypochaeris salzmanniana,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3093690,
Hypochaeris uniflora,Asteraceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3065,
Iberis pinnata,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5377286,
Impatiens burtonii,Balsaminaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7309764,
Impatiens gesneroidea,Balsaminaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7309682,
Impatiens macrovexilla,Balsaminaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4193169,
Impatiens muscicola,Balsaminaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4193121,
Impatiens purpureoviolacea,Balsaminaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4936317,
Impatiens textori,Balsaminaceae,sc,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,96,4936403,
Indigofera atriceps,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2971691,
Inga densiflora,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5357837,
Inga mortoniana,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5357561,
Iochroma fuchsioides,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802334,
Ipomopsis aggregata,Polemoniaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2927979,
Jacksonia sericea,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5359765,
Jaltomata andersonii,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801762,
Jaltomata aspera,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801747,
Jaltomata auriculata,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801739,
Jaltomata bernardelloana,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801715,
Jaltomata bicolor,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3801705,
Jaltomata biflora,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801697,
Jaltomata cajamarca,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801680,
Jaltomata chihuahuensis,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801670,
Jaltomata contumacensis,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801651,
Jaltomata darcyana,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801636,
Jaltomata dentata,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801620,
Jaltomata diversa,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801605,
Jaltomata herrerae,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801572,
Jaltomata lanata,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801559,
Jaltomata lezamae,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801548,
Jaltomata lojae,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801539,
Jaltomata oppositifolia,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801512,
Jaltomata propinqua,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801490,
Jaltomata quipuscoae,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7511754,
Jaltomata repandidentata,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801478,
Jaltomata sagastegui,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801467,
Jaltomata sanchez-vegae,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801458,
Jaltomata sinuosa,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801444,
Jaltomata umbellata,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801435,
Jaltomata viridiflora,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801410,
Jaltomata weberbaueri,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801391,
Jaltomata yacheri,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801367,
Jaltomata yungayensis,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3801358,
Jensia rammii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130664,
Jensia yosemitana,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130667,
Kennedia carinata,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8307726,
Kennedia prorepens,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2959160,
Kielmeyera speciosa,Calophyllaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7330212,
Kyhosia bolanderi,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3142112,
Ladenbergia cujabensis,Rubiaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2908659,
Lagophylla dichotoma,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3115734,
Lagophylla minor,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3115737,
Lagophylla ramosissima,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3115735,
Lambertia orbifolia,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5638495,
Lasthenia burkei,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144226,
Lasthenia conjugens,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144243,
Lasthenia glaberrima,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144242,
Lasthenia kunthii,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144248,
Lasthenia microglossa,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144239,
Lasthenia minor,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144278,
Lathyrus basalticus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5627363,
Lathyrus hirticarpus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5627021,
Lathyrus lanszwertii,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5356432,
Lathyrus stenophyllus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5356709,
Lavatera phoenicea,Malvaceae,sc,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3152364,
Layia carnosa,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392987,
Layia chrysanthemoides,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392983,
Layia discoidea,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392989,
Layia fremontii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392990,
Layia heterotricha,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5393005,
Layia hieracioides,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392996,
Layia jonesii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392993,
Layia munzii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5393003,
Layia pentachaeta,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5392988,
Layia septentrionalis,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5393006,
Leavenworthia crassa,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3047237,
Leavenworthia exigua,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3047229,
Leavenworthia torulosa,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3047246,
Leontodon saxatilis,Asteraceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3065,
Lepechinia floribunda,Lamiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3888808,
Lepechinia speciosa,Lamiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3888403,
Lepidium appelianum,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5376811,
Lepidium fremontii,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5376525,
Lepidium meyenii,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5377042,
Lepidium papilliferum,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5377038,
Leptostelma maximum,Asteraceae,sc,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,96,3111603,
Lespedeza leptostachya,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2955734,
Leucaena esculenta,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970341,
Leucaena greggii,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970400,
Leucaena pallida,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970367,
Leucaena retusa,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970404,
Leucaena salvadorensis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2970365,
Leucaena shannonii,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970363,
Leucheria congesta,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3099614,
Liatris helleri,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3104319,
Liatris ohlingerae,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3104275,
Libanothamnus neriifolius,Asteraceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3091957,3091958
Limnanthes bakeri,Limnanthaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5334532,
Limonium nydeggeri,Plumbaginaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,4089410,4090407
Linaria tonzigii,Plantaginaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7790128,
Lloydia oxycarpa,Liliaceae,sc,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,5299761,12216863
Lobelia camporum,Campanulaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5409088,
Lonchocarpus eriocarinalis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2969138,
Lonchocarpus lanceolatus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2969209,
Lonicera oblata,Caprifoliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5599207,
Lopezia grandiflora,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7322279,
Lopezia laciniata,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7322259,
Lopezia langmaniae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7615990,
Lopezia lopezioides,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664281,
Lopezia riesenbachia,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664082,
Lophophora diffusa,Cactaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7282936,
Lotononis burchellii,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945334,
Lotononis laxa,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945446,
Lotononis leptoloba,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,7822413,
Lotononis macrosepala,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945380,
Lotononis maculata,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945336,
Lotononis maximiliani,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,2945431,
Lotononis micrantha,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7906740,
Lotononis sparsiflora,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3976046,
Lotononis tenella,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945297,
Lotus weilleri,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5357008,
Ludwigia polycarpa,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,5420996,
Ludwigia ravenii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5421020,
Ludwigia spathulata,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5421016,
Lupinus gibertianus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2964329,
Lupinus pachylobus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2964416,
Lupinus palaestinus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2963863,
Lupinus sulphureus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8143698,
Luzula alpinopilosa,Juncaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2700948,
Lycianthes ciliolata,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299682,
Lycianthes heteroclita,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299631,
Lycium boerhaviifolium,Solanaceae,si,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,96,7988296,
Lycium cestroides,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299347,
Lycium cinereum,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7448084,
Lycium hirsutum,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3796964,
Lycium pallidum,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2928820,
Lycium pumilum,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802877,
Macairea radula,Melastomataceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3859212,
Machaerium opacum,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5355028,
Machaerium robiniifolium,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5355034,
Macroptilium erythroloma,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945076,
Macroptilium fraternum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4929307,
Macroptilium gibbosifolium,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945016,
Macroptilium martii,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945043,
Macroptilium pedatum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2945045,
Macroptilium psammodes,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3912283,
Macrotyloma africanum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2976962,
Macrotyloma maranguense,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2976951,
Madia anomala,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140906,
Madia chilensis,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140917,
Madia citrigracilis,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140923,
Madia citriodora,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140926,
Madia radiata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140914,
Madia subspicata,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3140919,
Madia yosemitana,Asteraceae,sc,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3130669,3130667
Mandragora caulescens,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299934,
Manilkara maxima,Sapotaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2885364,
Maresia pulchella,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5377761,
Mauranthemum decipiens,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3096523,
Medicago brachycarpa,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,2965494,
Medicago fischeriana,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965233,
Medicago granadensis,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965385,
Medicago hybrida,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2965316,
Medicago lanigera,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965231,
Medicago medicaginoides,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965272,
Medicago monantha,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,2965226,
Medicago orthoceras,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965471,
Medicago rigiduloides,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3965689,
Medicago sauvagei,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2965556,
Medicago shepardii,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,4929964,
Medicago syriaca,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3965500,
Megacorax gracielanus,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666405,
Megaleranthis saniculifolia,Ranunculaceae,sc,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3921229,3923082
Melaleuca deanei,Myrtaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5415774,
Melilotus polonicus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,2971056,
Melocactus andinus,Cactaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7281144,
Melocactus schatzlii,Cactaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7280300,
Menonvillea nordenskjoeldii,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3050915,
Miconia elegans,Melastomataceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3866937,
Microseris acuminata,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399468,
Microseris campestris,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399461,
Microseris decipiens,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5386352,
Microseris howellii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399469,
Microseris laciniata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399438,
Microseris sylvatica,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399462,
Mimosa detinens,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2970284,
Mimosa itatiaiensis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2969991,
Mirabilis violacea,Nyctaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086211,
Miscanthus lutarioriparius,Poaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,4149709,
Montanoa leucantha,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5406128,
Mucuna japira,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3974848,
Mussaenda lancipetala,Rubiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3845508,
Mussaenda simpliciloba,Rubiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2892403,
Mutisia campanulata,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3144137,
Myosotis palustris,Boraginaceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,2925668,
Myosotis pygmaea,Boraginaceae,sc,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,2925668,
Myrceugenia alpigena,Myrtaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3185795,
Myrcianthes coquimbensis,Myrtaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188162,
Narcissus assoanus,Amaryllidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2859233,
Narcissus broussonetii,Amaryllidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2858952,
Narcissus dubius,Amaryllidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2859205,
Nassauvia revoluta,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3099068,
Neoregelia ibitipocensis,Bromeliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2694225,
Neptunia major,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5353575,
Neurachne muelleri,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4146056,
Neurachne munroi,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4146028,
Neurachne queenslandica,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4145968,
Nicotiana acaulis,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803396,
Nicotiana benavidesii,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3800438,
Nicotiana bonariensis,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299745,
Nicotiana cavicola,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3800281,
Nicotiana corymbosa,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299708,
Nicotiana knightiana,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3799786,
Nicotiana miersii,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7299612,
Nicotiana petunioides,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3799364,
Nicotiana setchellii,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3799146,
